date,qu,fb,af,qd
1989-01-31,42.62,5076.49,34956.32,0.00
1989-02-01,23.54,5076.54,35003.02,0.00
1989-02-02,33.07,5076.61,35068.61,0.00
1989-02-03,37.99,5076.69,35143.96,0.00
1989-02-04,23.91,5076.74,35191.38,0.00
1989-02-05,28.35,5076.80,35247.61,0.00
1989-02-06,33.53,5076.87,35314.12,0.00
1989-02-07,23.79,5076.92,35361.30,0.00
1989-02-08,9.55,5076.94,35380.25,0.00
1989-02-09,24.06,5076.99,35427.98,0.00
1989-02-10,18.96,5077.03,35465.58,0.00
1989-02-11,19.19,5077.07,35503.64,0.00
1989-02-12,19.23,5077.11,35541.79,0.00
1989-02-13,43.43,5077.20,35627.94,0.00
1989-02-14,57.70,5077.32,35742.39,0.00
1989-02-15,9.65,5077.34,35761.54,0.00
1989-02-16,24.33,5077.39,35809.79,0.00
1989-02-17,24.12,5077.44,35857.64,0.00
1989-02-18,33.87,5077.51,35924.82,0.00
1989-02-19,58.40,5077.63,36040.66,0.00
1989-02-20,29.27,5077.69,36098.72,0.00
1989-02-21,19.55,5077.73,36137.50,0.00
1989-02-22,39.15,5077.81,36215.16,0.00
1989-02-23,4.77,5077.82,36224.62,0.00
1989-02-24,39.24,5077.90,36302.46,0.00
1989-02-25,49.18,5078.00,36400.00,0.00
1989-02-26,35.96,5078.07,36471.33,0.00
1989-02-27,46.66,5078.16,36563.87,0.00
1989-02-28,31.08,5078.22,36625.51,0.00
1989-03-01,46.59,5078.31,36717.91,0.00
1989-03-02,67.54,5078.44,36851.88,0.00
1989-03-03,62.69,5078.56,36976.23,0.00
1989-03-04,20.95,5078.60,37017.78,0.00
1989-03-05,26.09,5078.65,37069.52,0.00
1989-03-06,63.06,5078.77,37194.60,0.00
1989-03-07,63.27,5078.89,37320.10,0.00
1989-03-08,84.46,5079.05,37487.62,0.00
1989-03-09,261.62,5079.54,38006.54,0.00
1989-03-10,199.93,5079.91,38403.10,0.00
1989-03-11,147.00,5080.19,38694.68,0.00
1989-03-12,109.07,5080.40,38911.02,0.00
1989-03-13,167.58,5080.72,39243.41,0.00
1989-03-14,94.63,5080.90,39431.11,0.00
1989-03-15,74.11,5081.04,39578.11,0.00
1989-03-16,95.71,5081.22,39767.94,0.00
1989-03-17,79.98,5081.37,39926.58,0.00
1989-03-18,53.58,5081.47,40032.85,0.00
1989-03-19,80.49,5081.62,40192.50,0.00
1989-03-20,59.20,5081.73,40309.93,0.00
1989-03-21,59.37,5081.84,40427.69,0.00
1989-03-22,76.01,5081.98,40578.45,0.00
1989-03-23,67.65,5082.11,40712.64,0.00
1989-03-24,57.19,5082.22,40826.07,0.00
1989-03-25,83.04,5082.38,40990.78,0.00
1989-03-26,115.09,5082.60,41219.05,0.00
1989-03-27,99.77,5082.79,41416.94,0.00
1989-03-28,121.42,5083.02,41657.78,0.00
1989-03-29,95.64,5083.20,41847.48,0.00
1989-03-30,106.50,5083.40,42058.72,0.00
1989-03-31,139.61,5083.66,42335.64,0.00
1989-04-01,107.77,5083.86,42549.39,0.00
1989-04-02,97.59,5084.04,42742.96,0.00
1989-04-03,26.97,5084.09,42796.45,0.00
1989-04-04,76.11,5084.23,42947.41,0.00
1989-04-05,87.28,5084.39,43120.53,0.00
1989-04-06,125.94,5084.62,43370.33,0.00
1989-04-07,182.06,5084.95,43731.44,0.00
1989-04-08,155.50,5085.23,44039.87,0.00
1989-04-09,151.12,5085.50,44339.62,0.00
1989-04-10,930.50,5087.13,46185.23,0.00
1989-04-11,345.89,5087.72,46871.30,0.00
1989-04-12,319.09,5088.27,47504.21,0.00
1989-04-13,349.98,5088.88,48198.39,0.00
1989-04-14,396.41,5089.56,48984.66,0.00
1989-04-15,479.45,5090.37,49935.63,0.00
1989-04-16,572.44,5091.32,51071.04,0.00
1989-04-17,775.29,5092.60,52608.80,0.00
1989-04-18,932.78,5094.13,54458.94,0.00
1989-04-19,1045.27,5095.79,56532.21,0.00
1989-04-20,901.42,5097.18,58320.14,0.00
1989-04-21,1197.24,5098.97,60694.82,0.00
1989-04-22,1218.75,5100.76,63112.18,0.00
1989-04-23,1004.64,5102.23,65104.86,0.00
1989-04-24,759.08,5103.35,66610.48,0.00
1989-04-25,707.03,5104.36,68012.86,0.00
1989-04-26,596.75,5105.18,69196.49,0.00
1989-04-27,591.82,5105.98,70370.35,0.00
1989-04-28,476.54,5106.64,71315.55,0.00
1989-04-29,423.41,5107.22,72155.38,0.00
1989-04-30,383.86,5107.74,72916.75,0.00
1989-05-01,421.96,5108.26,73670.38,42.00
1989-05-02,340.66,5108.63,74201.28,73.00
1989-05-03,371.86,5109.04,74794.05,73.00
1989-05-04,389.02,5109.47,75420.86,73.00
1989-05-05,412.82,5109.93,76096.86,72.00
1989-05-06,385.20,5110.34,76718.08,72.00
1989-05-07,397.21,5110.76,77363.13,72.00
1989-05-08,447.44,5111.24,78107.81,72.00
1989-05-09,497.93,5111.78,78952.62,72.00
1989-05-10,428.94,5112.24,79658.61,73.00
1989-05-11,493.28,5112.60,80198.67,221.00
1989-05-12,427.23,5112.62,80228.88,412.00
1989-05-13,425.00,5112.62,80228.88,425.00
1989-05-14,430.42,5112.63,80243.59,423.00
1989-05-15,12.65,5112.14,79509.02,383.00
1989-05-16,387.87,5112.27,79703.14,290.00
1989-05-17,353.29,5112.42,79927.84,240.00
1989-05-18,353.60,5112.57,80153.16,240.00
1989-05-19,274.18,5112.62,80228.88,236.00
1989-05-20,256.61,5112.65,80273.73,234.00
1989-05-21,264.45,5112.69,80334.13,234.00
1989-05-22,249.21,5112.71,80364.30,234.00
1989-05-23,246.05,5112.74,80410.02,223.00
1989-05-24,210.44,5112.75,80424.77,203.00
1989-05-25,181.00,5112.75,80424.77,181.00
1989-05-26,229.55,5112.84,80562.72,160.00
1989-05-27,175.79,5112.86,80594.04,160.00
1989-05-28,231.45,5112.92,80688.16,184.00
1989-05-29,198.00,5112.92,80688.16,198.00
1989-05-30,213.86,5112.94,80719.62,198.00
1989-05-31,189.14,5112.92,80688.16,205.00
1989-06-01,211.32,5112.91,80672.92,219.00
1989-06-02,203.15,5112.89,80641.48,219.00
1989-06-03,195.08,5112.86,80594.04,219.00
1989-06-04,219.00,5112.86,80594.04,219.00
1989-06-05,219.00,5112.86,80594.04,219.00
1989-06-06,137.72,5112.81,80516.12,177.00
1989-06-07,194.89,5112.80,80500.03,203.00
1989-06-08,153.32,5112.77,80455.05,176.00
1989-06-09,124.73,5112.75,80424.77,140.00
1989-06-10,99.00,5112.75,80424.77,99.00
1989-06-11,83.00,5112.75,80424.77,83.00
1989-06-12,83.00,5112.75,80424.77,83.00
1989-06-13,90.43,5112.76,80439.51,83.00
1989-06-14,96.83,5112.77,80455.05,89.00
1989-06-15,91.00,5112.77,80455.05,91.00
1989-06-16,91.00,5112.77,80455.05,91.00
1989-06-17,91.00,5112.77,80455.05,91.00
1989-06-18,92.00,5112.77,80455.05,92.00
1989-06-19,92.00,5112.77,80455.05,92.00
1989-06-20,44.51,5112.73,80394.57,75.00
1989-06-21,59.57,5112.72,80379.83,67.00
1989-06-22,59.17,5112.71,80364.30,67.00
1989-06-23,66.00,5112.71,80364.30,66.00
1989-06-24,67.00,5112.71,80364.30,67.00
1989-06-25,67.00,5112.71,80364.30,67.00
1989-06-26,67.00,5112.71,80364.30,67.00
1989-06-27,135.43,5112.80,80500.03,67.00
1989-06-28,52.00,5112.80,80500.03,52.00
1989-06-29,45.00,5112.80,80500.03,45.00
1989-06-30,45.00,5112.80,80500.03,45.00
1989-07-01,45.00,5112.80,80500.03,45.00
1989-07-02,45.00,5112.80,80500.03,45.00
1989-07-03,45.00,5112.80,80500.03,45.00
1989-07-04,45.00,5112.80,80500.03,45.00
1989-07-05,29.76,5112.78,80469.81,45.00
1989-07-06,37.56,5112.77,80455.05,45.00
1989-07-07,22.30,5112.74,80410.02,45.00
1989-07-08,29.78,5112.72,80379.83,45.00
1989-07-09,37.17,5112.71,80364.30,45.00
1989-07-10,45.00,5112.71,80364.30,45.00
1989-07-11,8.58,5112.67,80303.97,39.00
1989-07-12,13.34,5112.64,80259.02,36.00
1989-07-13,36.00,5112.64,80259.02,36.00
1989-07-14,36.00,5112.64,80259.02,36.00
1989-07-15,12.99,5112.61,80213.38,36.00
1989-07-16,36.00,5112.61,80213.38,36.00
1989-07-17,-1.77,5112.56,80138.47,36.00
1989-07-18,-9.58,5112.50,80048.06,36.00
1989-07-19,5.70,5112.46,79987.97,36.00
1989-07-20,13.43,5112.43,79943.20,36.00
1989-07-21,-9.43,5112.37,79853.10,36.00
1989-07-22,28.27,5112.36,79837.76,36.00
1989-07-23,13.46,5112.33,79793.06,36.00
1989-07-24,20.90,5112.31,79763.11,36.00
1989-07-25,-1.95,5112.26,79687.83,36.00
1989-07-26,-23.99,5112.18,79568.84,36.00
1989-07-27,-9.25,5112.12,79479.08,36.00
1989-07-28,13.26,5112.09,79433.98,36.00
1989-07-29,13.58,5112.06,79389.51,36.00
1989-07-30,12.24,5112.03,79344.37,35.00
1989-07-31,-34.22,5111.94,79205.10,36.00
1989-08-01,4.14,5111.90,79141.91,36.00
1989-08-02,-11.72,5111.84,79047.25,36.00
1989-08-03,-27.62,5111.76,78921.07,36.00
1989-08-04,-3.48,5111.71,78842.77,36.00
1989-08-05,-11.59,5111.65,78748.38,36.00
1989-08-06,-27.33,5111.57,78622.77,36.00
1989-08-07,-325.83,5111.11,77905.09,36.00
1989-08-08,12.67,5111.08,77858.82,36.00
1989-08-09,12.30,5111.05,77811.82,36.00
1989-08-10,4.70,5111.01,77749.73,36.00
1989-08-11,-10.54,5110.95,77657.42,36.00
1989-08-12,-3.22,5110.90,77579.62,36.00
1989-08-13,20.37,5110.88,77548.62,36.00
1989-08-14,4.80,5110.84,77486.74,36.00
1989-08-15,-18.35,5110.77,77378.94,36.00
1989-08-16,-18.28,5110.70,77271.28,36.00
1989-08-17,4.92,5110.66,77209.63,36.00
1989-08-18,-3.00,5110.61,77132.27,36.00
1989-08-19,20.46,5110.59,77101.45,36.00
1989-08-20,12.91,5110.56,77055.66,36.00
1989-08-21,-2.92,5110.51,76978.46,36.00
1989-08-22,-2.50,5110.46,76902.09,36.00
1989-08-23,-25.89,5110.38,76779.34,36.00
1989-08-24,-2.40,5110.33,76703.17,36.00
1989-08-25,-3.75,5110.28,76626.32,35.00
1989-08-26,19.56,5110.26,76595.70,35.00
1989-08-27,4.57,5110.22,76535.34,35.00
1989-08-28,19.58,5110.20,76504.76,35.00
1989-08-29,19.63,5110.18,76474.27,35.00
1989-08-30,-3.63,5110.13,76397.65,35.00
1989-08-31,-17.58,5110.06,76291.37,36.00
1989-09-01,-39.35,5109.86,75993.16,111.00
1989-09-02,-14.75,5109.49,75450.18,259.00
1989-09-03,-29.85,5109.10,74881.23,257.00
1989-09-04,-0.55,5108.75,74374.36,255.00
1989-09-05,-44.92,5108.26,73670.38,310.00
1989-09-06,19.27,5107.80,73004.47,355.00
1989-09-07,-46.03,5107.26,72213.00,353.00
1989-09-08,-36.23,5106.73,71444.94,351.00
1989-09-09,2.74,5106.25,70756.17,350.00
1989-09-10,-38.83,5105.72,69986.93,349.00
1989-09-11,0.78,5105.25,69298.22,348.00
1989-09-12,-11.43,5104.76,68587.29,347.00
1989-09-13,-17.44,5104.10,67642.29,459.00
1989-09-14,47.45,5103.42,66705.00,520.00
1989-09-15,6.35,5102.67,65692.15,517.00
1989-09-16,35.38,5101.96,64744.80,513.00
1989-09-17,-13.50,5101.20,63706.46,510.00
1989-09-18,112.95,5100.62,62924.88,507.00
1989-09-19,38.60,5099.93,62003.76,503.00
1989-09-20,17.25,5099.23,61046.23,500.00
1989-09-21,-10.79,5098.48,60037.07,498.00
1989-09-22,40.36,5097.43,58647.37,741.00
1989-09-23,113.20,5096.27,57144.29,871.00
1989-09-24,92.15,5095.07,55623.26,859.00
1989-09-25,91.26,5093.85,54116.33,851.00
1989-09-26,105.96,5092.64,52656.41,842.00
1989-09-27,82.55,5091.40,51167.91,833.00
1989-09-28,94.56,5090.19,49723.08,823.00
1989-09-29,99.60,5088.97,48302.12,816.00
1989-09-30,256.35,5088.00,47200.01,812.00
1989-10-01,-85.14,5086.47,45430.47,807.00
1989-10-02,89.47,5085.22,44029.09,796.00
1989-10-03,74.75,5084.28,43001.15,593.00
1989-10-04,48.77,5083.45,42112.09,497.00
1989-10-05,40.76,5082.60,41219.05,491.00
1989-10-06,45.74,5081.76,40341.85,488.00
1989-10-07,31.25,5080.91,39441.85,485.00
1989-10-08,32.84,5080.05,38550.96,482.00
1989-10-09,0.47,5079.16,37603.79,478.00
1989-10-10,39.37,5078.80,37225.69,230.00
1989-10-11,24.27,5078.69,37111.18,82.00
1989-10-12,45.39,5078.62,37038.56,82.00
1989-10-13,29.67,5078.52,36934.76,82.00
1989-10-14,54.99,5078.47,36883.17,81.00
1989-10-15,28.89,5078.37,36779.81,81.00
1989-10-16,34.07,5078.28,36686.72,81.00
1989-10-17,24.10,5078.17,36573.87,81.00
1989-10-18,44.94,5078.10,36502.34,81.00
1989-10-19,29.40,5078.00,36400.00,81.00
1989-10-20,36.87,5077.91,36312.46,81.00
1989-10-21,52.54,5077.85,36254.02,82.00
1989-10-22,23.25,5077.73,36137.50,82.00
1989-10-23,328.04,5078.22,36625.51,82.00
1989-10-24,61.27,5078.18,36584.39,82.00
1989-10-25,40.63,5078.10,36502.34,82.00
1989-10-26,516.43,5078.93,37362.04,83.00
1989-10-27,67.02,5078.90,37330.35,83.00
1989-10-28,51.32,5078.84,37267.52,83.00
1989-10-29,61.91,5078.80,37225.69,83.00
1989-10-30,-489.94,5077.68,36089.29,83.00
1989-10-31,194.78,5077.41,35829.02,326.00
1989-11-01,140.00,5077.41,35829.02,140.00
1989-11-02,0.00,5077.41,35829.02,0.00
1989-11-03,0.00,5077.41,35829.02,0.00
1989-11-04,0.00,5077.41,35829.02,0.00
1989-11-05,0.00,5077.41,35829.02,0.00
1989-11-06,-63.02,5077.28,35704.03,0.00
1989-11-07,0.00,5077.28,35704.03,0.00
1989-11-08,14.61,5077.31,35733.01,0.00
1989-11-09,19.35,5077.35,35771.40,0.00
1989-11-10,9.66,5077.37,35790.57,0.00
1989-11-11,33.81,5077.44,35857.64,0.00
1989-11-12,33.87,5077.51,35924.82,0.00
1989-11-13,29.18,5077.57,35982.70,0.00
1989-11-14,4.98,5077.58,35992.57,0.00
1989-11-15,34.01,5077.65,36060.02,0.00
1989-11-16,19.51,5077.69,36098.72,0.00
1989-11-17,29.34,5077.75,36156.91,0.00
1989-11-18,43.94,5077.84,36244.07,0.00
1989-11-19,34.48,5077.91,36312.46,0.00
1989-11-20,29.49,5077.97,36370.96,0.00
1989-11-21,45.58,5078.06,36461.36,0.00
1989-11-22,30.99,5078.12,36522.82,0.00
1989-11-23,41.39,5078.20,36604.92,0.00
1989-11-24,77.75,5078.35,36759.14,0.00
1989-11-25,25.92,5078.40,36810.55,0.00
1989-11-26,88.65,5078.57,36986.38,0.00
1989-11-27,26.31,5078.62,37038.56,0.00
1989-11-28,15.61,5078.65,37069.52,0.00
1989-11-29,26.39,5078.70,37121.86,0.00
1989-11-30,31.28,5078.76,37183.90,0.00
1989-12-01,37.01,5078.83,37257.30,0.00
1989-12-02,31.66,5078.89,37320.10,0.00
1989-12-03,26.30,5078.94,37372.26,0.00
1989-12-04,47.54,5079.03,37466.55,0.00
1989-12-05,37.28,5079.10,37540.50,0.00
1989-12-06,37.11,5079.17,37614.11,0.00
1989-12-07,37.43,5079.24,37688.35,0.00
1989-12-08,69.33,5079.37,37825.86,0.00
1989-12-09,26.66,5079.42,37878.73,0.00
1989-12-10,26.96,5079.47,37932.21,0.00
1989-12-11,166.75,5079.78,38262.95,0.00
1989-12-12,0.00,5079.78,38262.95,0.00
1989-12-13,16.38,5079.81,38295.44,0.00
1989-12-14,43.42,5079.89,38381.56,0.00
1989-12-15,37.92,5079.96,38456.77,0.00
1989-12-16,26.82,5080.01,38509.97,0.00
1989-12-17,46.64,5080.10,38602.47,0.00
1989-12-18,20.70,5080.14,38643.52,0.00
1989-12-19,25.79,5080.19,38694.68,0.00
1989-12-20,36.21,5080.26,38766.50,0.00
1989-12-21,36.52,5080.33,38838.93,0.00
1989-12-22,41.69,5080.41,38921.62,0.00
1989-12-23,41.78,5080.49,39004.48,0.00
1989-12-24,20.66,5080.53,39045.45,0.00
1989-12-25,31.43,5080.59,39107.79,0.00
1989-12-26,20.96,5080.63,39149.37,0.00
1989-12-27,31.52,5080.69,39211.88,0.00
1989-12-28,36.69,5080.76,39284.66,0.00
1989-12-29,26.46,5080.81,39337.15,0.00
1989-12-30,26.26,5080.86,39389.23,0.00
1989-12-31,26.53,5080.91,39441.85,0.00
1990-01-01,26.33,5080.96,39494.07,0.00
1990-01-02,58.17,5081.07,39609.45,0.00
1990-01-03,21.24,5081.11,39651.57,0.00
1990-01-04,53.21,5081.21,39757.11,0.00
1990-01-05,26.54,5081.26,39809.75,0.00
1990-01-06,26.81,5081.31,39862.93,0.00
1990-01-07,48.01,5081.40,39958.15,0.00
1990-01-08,58.86,5081.51,40074.89,0.00
1990-01-09,27.02,5081.56,40128.48,0.00
1990-01-10,37.53,5081.63,40202.92,0.00
1990-01-11,16.32,5081.66,40235.29,0.00
1990-01-12,37.63,5081.73,40309.93,0.00
1990-01-13,48.54,5081.82,40406.21,0.00
1990-01-14,65.08,5081.94,40535.30,0.00
1990-01-15,32.63,5082.00,40600.02,0.00
1990-01-16,46.42,5082.09,40692.09,0.00
1990-01-17,20.73,5082.13,40733.21,0.00
1990-01-18,20.73,5082.17,40774.33,0.00
1990-01-19,31.17,5082.23,40836.16,0.00
1990-01-20,15.47,5082.26,40866.84,0.00
1990-01-21,31.22,5082.32,40928.76,0.00
1990-01-22,73.04,5082.46,41073.63,0.00
1990-01-23,20.93,5082.50,41115.14,0.00
1990-01-24,47.00,5082.59,41208.37,0.00
1990-01-25,26.36,5082.64,41260.66,0.00
1990-01-26,10.51,5082.66,41281.51,0.00
1990-01-27,21.01,5082.70,41323.18,0.00
1990-01-28,62.96,5082.82,41448.05,0.00
1990-01-29,21.09,5082.86,41489.89,0.00
1990-01-30,15.97,5082.89,41521.57,0.00
1990-01-31,15.72,5082.92,41552.76,0.00
1990-02-01,37.18,5082.99,41626.51,0.00
1990-02-02,26.38,5083.04,41678.83,0.00
1990-02-03,10.61,5083.06,41699.88,0.00
1990-02-04,0.00,5083.06,41699.88,0.00
1990-02-05,74.42,5083.20,41847.48,0.00
1990-02-06,58.52,5083.31,41963.56,0.00
1990-02-07,21.38,5083.35,42005.97,0.00
1990-02-08,37.31,5083.42,42079.97,0.00
1990-02-09,53.62,5083.52,42186.32,0.00
1990-02-10,26.73,5083.57,42239.34,0.00
1990-02-11,75.38,5083.71,42388.85,0.00
1990-02-12,48.46,5083.80,42484.97,0.00
1990-02-13,16.38,5083.83,42517.45,0.00
1990-02-14,37.76,5083.90,42592.35,0.00
1990-02-15,32.54,5083.96,42656.89,0.00
1990-02-16,32.56,5084.02,42721.47,0.00
1990-02-17,10.83,5084.04,42742.96,0.00
1990-02-18,32.53,5084.10,42807.49,0.00
1990-02-19,27.03,5084.15,42861.11,0.00
1990-02-20,21.74,5084.19,42904.23,0.00
1990-02-21,32.66,5084.25,42969.01,0.00
1990-02-22,27.11,5084.30,43022.78,0.00
1990-02-23,49.28,5084.39,43120.53,0.00
1990-02-24,76.40,5084.53,43272.06,0.00
1990-02-25,71.55,5084.66,43413.97,0.00
1990-02-26,99.02,5084.84,43610.37,0.00
1990-02-27,66.44,5084.96,43742.15,0.00
1990-02-28,44.43,5085.04,43830.27,0.00
1990-03-01,44.49,5085.12,43918.52,0.00
1990-03-02,55.75,5085.22,44029.09,0.00
1990-03-03,100.42,5085.40,44228.27,0.00
1990-03-04,61.61,5085.51,44350.47,0.00
1990-03-05,101.43,5085.69,44551.65,0.00
1990-03-06,39.45,5085.76,44629.89,0.00
1990-03-07,28.42,5085.81,44686.27,0.00
1990-03-08,68.10,5085.93,44821.35,0.00
1990-03-09,50.97,5086.02,44922.45,0.00
1990-03-10,68.06,5086.14,45057.45,0.00
1990-03-11,67.99,5086.26,45192.31,0.00
1990-03-12,40.04,5086.33,45271.73,0.00
1990-03-13,39.85,5086.40,45350.78,0.00
1990-03-14,57.23,5086.50,45464.30,0.00
1990-03-15,45.87,5086.58,45555.29,0.00
1990-03-16,57.52,5086.68,45669.38,0.00
1990-03-17,23.04,5086.72,45715.08,0.00
1990-03-18,57.41,5086.82,45828.96,0.00
1990-03-19,52.19,5086.91,45932.48,0.00
1990-03-20,46.35,5086.99,46024.41,0.00
1990-03-21,63.78,5087.10,46150.91,0.00
1990-03-22,52.28,5087.19,46254.60,0.00
1990-03-23,128.61,5087.41,46509.69,0.00
1990-03-24,64.45,5087.52,46637.53,0.00
1990-03-25,88.19,5087.67,46812.46,0.00
1990-03-26,76.70,5087.80,46964.59,0.00
1990-03-27,83.03,5087.94,47129.27,0.00
1990-03-28,97.93,5088.11,47323.51,0.00
1990-03-29,74.12,5088.24,47470.52,0.00
1990-03-30,68.21,5088.36,47605.81,0.00
1990-03-31,97.23,5088.53,47798.66,0.00
1990-04-01,86.36,5088.68,47969.95,0.00
1990-04-02,132.68,5088.91,48233.12,0.00
1990-04-03,168.39,5089.20,48567.11,0.00
1990-04-04,210.51,5089.56,48984.66,0.00
1990-04-05,164.93,5089.84,49311.79,0.00
1990-04-06,154.10,5090.10,49617.44,0.00
1990-04-07,154.31,5090.36,49923.51,0.00
1990-04-08,167.56,5090.64,50255.86,0.00
1990-04-09,162.48,5090.91,50578.13,0.00
1990-04-10,157.30,5091.17,50890.13,0.00
1990-04-11,231.76,5091.55,51349.81,0.00
1990-04-12,197.08,5091.87,51740.71,0.00
1990-04-13,163.33,5092.14,52064.68,0.00
1990-04-14,106.82,5092.32,52276.56,0.00
1990-04-15,119.52,5092.52,52513.63,0.00
1990-04-16,71.98,5092.64,52656.41,0.00
1990-04-17,144.24,5092.88,52942.50,0.00
1990-04-18,121.05,5093.08,53182.59,0.00
1990-04-19,109.15,5093.26,53399.09,0.00
1990-04-20,152.54,5093.51,53701.65,0.00
1990-04-21,92.19,5093.66,53884.51,0.00
1990-04-22,85.89,5093.80,54054.87,0.00
1990-04-23,98.83,5093.96,54250.90,0.00
1990-04-24,129.65,5094.17,54508.05,0.00
1990-04-25,155.08,5094.42,54815.64,0.00
1990-04-26,118.38,5094.61,55050.44,0.00
1990-04-27,156.58,5094.86,55361.02,0.00
1990-04-28,113.44,5095.04,55586.02,0.00
1990-04-29,278.86,5095.48,56139.13,0.00
1990-04-30,185.35,5095.77,56506.77,0.00
1990-05-01,160.66,5096.02,56825.44,0.00
1990-05-02,122.06,5096.21,57067.54,0.00
1990-05-03,90.36,5096.35,57246.77,0.00
1990-05-04,90.64,5096.49,57426.56,0.00
1990-05-05,90.65,5096.63,57606.36,0.00
1990-05-06,156.54,5096.87,57916.86,0.00
1990-05-07,58.76,5096.96,58033.41,0.00
1990-05-08,45.78,5097.03,58124.21,0.00
1990-05-09,72.45,5097.14,58267.92,0.00
1990-05-10,104.69,5097.22,58372.42,52.00
1990-05-11,116.06,5097.26,58424.10,90.00
1990-05-12,89.00,5097.26,58424.10,89.00
1990-05-13,89.00,5097.26,58424.10,89.00
1990-05-14,89.00,5097.26,58424.10,89.00
1990-05-15,89.00,5097.26,58424.10,89.00
1990-05-16,62.94,5097.22,58372.42,89.00
1990-05-17,55.90,5097.17,58306.77,89.00
1990-05-18,56.25,5097.12,58241.82,89.00
1990-05-19,88.00,5097.12,58241.82,88.00
1990-05-20,82.26,5097.11,58228.46,89.00
1990-05-21,88.00,5097.11,58228.46,88.00
1990-05-22,48.57,5097.05,58150.26,88.00
1990-05-23,55.35,5097.00,58085.49,88.00
1990-05-24,102.12,5097.02,58111.52,89.00
1990-05-25,74.88,5097.00,58085.49,88.00
1990-05-26,88.00,5097.00,58085.49,88.00
1990-05-27,88.00,5097.00,58085.49,88.00
1990-05-28,88.00,5097.00,58085.49,88.00
1990-05-29,-133.88,5096.66,57645.39,88.00
1990-05-30,87.00,5096.66,57645.39,87.00
1990-05-31,88.00,5096.66,57645.39,88.00
1990-06-01,73.98,5096.64,57619.57,87.00
1990-06-02,87.00,5096.64,57619.57,87.00
1990-06-03,87.00,5096.64,57619.57,87.00
1990-06-04,80.34,5096.63,57606.36,87.00
1990-06-05,87.00,5096.63,57606.36,87.00
1990-06-06,73.99,5096.61,57580.55,87.00
1990-06-07,54.64,5096.56,57516.36,87.00
1990-06-08,74.01,5096.54,57490.60,87.00
1990-06-09,22.15,5096.44,57361.97,87.00
1990-06-10,87.00,5096.44,57361.97,87.00
1990-06-11,73.05,5096.42,57336.28,86.00
1990-06-12,60.11,5096.38,57284.93,86.00
1990-06-13,40.91,5096.31,57195.50,86.00
1990-06-14,66.47,5096.28,57156.77,86.00
1990-06-15,41.01,5096.21,57067.54,86.00
1990-06-16,28.18,5096.12,56952.86,86.00
1990-06-17,28.02,5096.03,56837.86,86.00
1990-06-18,34.83,5095.95,56736.36,86.00
1990-06-19,21.62,5095.85,56608.67,86.00
1990-06-20,27.06,5095.76,56493.74,85.00
1990-06-21,24.84,5095.70,56418.05,63.00
1990-06-22,-5.78,5095.61,56303.45,52.00
1990-06-23,45.77,5095.60,56291.09,52.00
1990-06-24,19.89,5095.55,56227.40,52.00
1990-06-25,-69.94,5095.36,55987.52,51.00
1990-06-26,26.60,5095.32,55937.13,52.00
1990-06-27,20.09,5095.29,55899.62,39.00
1990-06-28,13.82,5095.26,55861.58,33.00
1990-06-29,7.93,5095.22,55811.86,33.00
1990-06-30,-5.00,5095.16,55736.48,33.00
1990-07-01,-42.86,5095.04,55586.02,33.00
1990-07-02,33.00,5095.04,55586.02,33.00
1990-07-03,-42.66,5094.92,55435.96,33.00
1990-07-04,20.39,5094.90,55410.95,33.00
1990-07-05,-10.86,5094.83,55323.96,33.00
1990-07-06,13.99,5094.80,55286.25,33.00
1990-07-07,-4.34,5094.74,55212.18,33.00
1990-07-08,-48.54,5094.61,55050.44,33.00
1990-07-09,-209.33,5094.22,54569.79,33.00
1990-07-10,8.22,5094.18,54520.63,33.00
1990-07-11,1.90,5094.13,54458.94,33.00
1990-07-12,-10.10,5094.06,54373.45,33.00
1990-07-13,14.35,5094.03,54336.45,33.00
1990-07-14,-3.79,5093.97,54263.47,33.00
1990-07-15,-4.13,5093.91,54189.82,33.00
1990-07-16,-22.71,5093.82,54079.33,33.00
1990-07-17,-3.98,5093.76,54005.99,33.00
1990-07-18,-15.95,5093.68,53908.89,33.00
1990-07-19,2.13,5093.63,53847.66,33.00
1990-07-20,-9.83,5093.56,53762.71,33.00
1990-07-21,-28.24,5093.46,53641.25,33.00
1990-07-22,-21.88,5093.37,53532.40,33.00
1990-07-23,8.59,5093.33,53483.99,33.00
1990-07-24,-27.95,5093.23,53363.10,33.00
1990-07-25,-3.49,5093.17,53290.73,33.00
1990-07-26,-3.44,5093.11,53218.46,33.00
1990-07-27,-3.42,5093.05,53146.23,33.00
1990-07-28,-9.24,5092.98,53062.44,33.00
1990-07-29,-3.28,5092.92,52990.48,33.00
1990-07-30,-15.32,5092.84,52894.63,33.00
1990-07-31,-21.09,5092.75,52787.35,33.00
1990-08-01,8.91,5092.71,52739.56,33.00
1990-08-02,-32.92,5092.60,52608.80,33.00
1990-08-03,-3.00,5092.54,52537.39,33.00
1990-08-04,-20.72,5092.45,52430.84,33.00
1990-08-05,-7.99,5092.38,52347.55,34.00
1990-08-06,-7.60,5092.31,52265.03,34.00
1990-08-07,-19.47,5092.22,52158.97,34.00
1990-08-08,-1.66,5092.16,52088.24,34.00
1990-08-09,4.17,5092.11,52029.08,34.00
