date,qu,fb,mm,mx,mn,af,qj,qd
1994-05-29,-2.55,2501.65,61.65,76.38,47.13,17509.29,0.00,39.00
1994-05-30,-6.19,2501.53,63.16,74.34,49.26,17419.66,0.00,39.00
1994-05-31,-21.61,2501.38,63.90,68.76,57.67,17307.37,0.00,35.00
1994-06-01,-21.25,2501.23,61.33,71.66,50.83,17194.05,1.40,37.28
1994-06-02,-10.53,2501.10,64.93,78.11,48.71,17097.21,0.59,38.88
1994-06-03,-20.09,2500.95,71.60,83.30,56.10,16984.90,0.00,36.53
1994-06-04,-28.96,2500.79,68.30,77.48,57.51,16868.58,3.41,33.09
1994-06-05,-27.52,2500.62,68.15,80.63,50.75,16744.24,3.41,38.58
1994-06-06,-39.98,2500.41,61.66,68.83,54.60,16590.82,1.21,38.58
1994-06-07,-39.11,2500.19,53.77,60.81,47.61,16430.38,2.44,44.22
1994-06-08,-16.83,2500.01,54.77,67.03,38.96,16299.02,1.00,50.40
1994-06-09,-23.63,2499.80,66.86,80.47,51.85,16148.79,0.59,52.70
1994-06-10,-23.06,2499.59,72.23,85.34,55.23,15997.75,1.21,54.30
1994-06-11,-32.09,2499.35,74.85,89.20,57.67,15827.10,1.21,55.16
1994-06-12,-36.28,2499.09,75.41,85.19,64.27,15640.75,0.00,57.67
1994-06-13,-38.01,2498.82,68.06,76.07,53.66,15450.98,0.00,57.67
1994-06-14,-44.39,2498.53,55.18,64.82,43.20,15249.53,0.00,57.17
1994-06-15,-42.21,2498.24,55.55,62.07,50.44,15048.08,0.00,59.35
1994-06-16,-30.42,2497.99,57.02,67.81,42.50,14873.57,7.44,65.00
1994-06-17,-22.50,2497.73,62.74,79.53,40.69,14698.03,0.00,66.00
1994-06-18,-36.68,2497.44,68.00,80.47,50.91,14501.13,3.41,66.00
1994-06-19,-30.56,2497.17,72.29,87.07,52.09,14318.17,0.32,62.00
1994-06-20,-26.51,2496.91,79.25,99.73,59.08,14143.25,0.32,62.00
1994-06-21,-54.76,2496.60,82.93,97.22,65.92,13938.64,17.60,66.00
1994-06-22,-37.87,2496.27,81.27,93.44,64.27,13721.35,0.32,72.00
1994-06-23,-43.01,2495.93,80.51,93.05,63.80,13497.20,0.00,70.00
1994-06-24,-47.90,2495.56,73.73,85.27,60.26,13259.38,0.00,72.00
1994-06-25,-50.60,2495.18,75.00,88.49,60.74,13015.39,0.59,73.00
1994-06-26,-35.14,2494.83,67.60,77.88,57.04,12792.96,0.00,77.00
1994-06-27,-10.26,2494.68,68.57,82.91,50.44,12699.61,32.20,69.00
1994-06-28,-43.59,2494.30,75.92,93.36,55.94,12462.40,0.00,76.00
1994-06-29,-50.64,2493.88,83.55,97.06,64.90,12201.30,0.00,81.00
1994-06-30,-48.07,2493.45,80.86,96.74,61.05,11938.92,1.79,86.00
1994-07-01,-12.06,2493.12,79.54,92.11,62.39,11734.57,1.03,92.00
1994-07-02,-15.03,2492.77,72.96,84.09,63.88,11530.22,0.00,88.00
1994-07-03,-19.03,2492.43,67.92,81.26,51.38,11325.87,0.00,84.00
1994-07-04,-19.03,2492.09,71.28,84.87,50.04,11121.51,0.00,84.00
1994-07-05,-20.82,2491.73,61.60,71.27,51.69,10917.16,1.79,84.00
1994-07-06,-18.35,2491.38,63.77,79.13,47.92,10712.81,0.32,85.00
1994-07-07,-20.16,2491.02,72.06,86.13,56.88,10504.86,0.32,85.00
1994-07-08,-27.74,2490.64,77.61,91.95,61.21,10291.16,0.00,80.00
1994-07-09,-74.61,2490.14,81.69,97.69,64.90,10010.28,0.00,67.00
1994-07-10,-53.19,2489.68,79.93,91.32,69.23,9758.00,0.00,74.00
1994-07-11,-3.93,2489.42,76.98,92.73,56.65,9617.31,0.00,67.00
1994-07-12,-75.80,2488.90,79.01,93.21,59.56,9338.04,0.00,65.00
1994-07-13,-41.10,2488.49,80.68,92.89,58.53,9124.52,0.45,67.00
1994-07-14,-35.93,2488.09,81.55,94.62,59.32,8915.98,1.79,71.00
1994-07-15,-41.60,2487.65,82.62,94.54,63.25,8693.80,0.58,71.00
1994-07-16,-29.12,2487.27,83.37,96.11,62.62,8504.29,0.58,67.00
1994-07-17,-53.34,2486.79,83.44,96.90,66.40,8269.57,0.00,65.00
1994-07-18,-75.36,2486.20,83.17,95.17,71.59,7987.21,0.00,67.00
1994-07-19,-24.94,2485.84,80.59,93.21,65.77,7818.74,0.00,60.00
1994-07-20,-26.08,2485.46,82.44,94.86,63.25,7644.03,0.00,62.00
1994-07-21,-34.36,2485.02,83.11,100.20,65.37,7442.39,0.70,68.00
1994-07-22,-16.47,2484.64,90.11,101.46,68.05,7275.25,1.20,69.00
1994-07-23,-79.64,2483.97,88.18,97.77,76.07,6982.41,0.00,68.00
1994-07-24,-38.57,2483.48,83.33,95.64,66.55,6776.99,0.00,65.00
1994-07-25,-2.17,2483.18,85.05,100.44,63.80,6650.53,3.41,65.00
1994-07-26,-30.48,2482.72,88.37,102.40,71.82,6463.13,0.00,64.00
1994-07-27,-27.99,2482.26,90.18,104.21,77.80,6278.68,0.00,65.00
1994-07-28,-34.43,2481.76,89.59,97.92,77.88,6083.16,0.86,65.00
1994-07-29,-45.93,2481.18,85.88,92.89,74.57,5860.88,0.86,67.00
1994-07-30,-24.30,2480.68,83.58,92.42,69.78,5674.98,0.58,70.00
1994-07-31,-21.38,2480.19,83.43,96.74,67.03,5495.71,0.00,69.00
1994-08-01,13.03,2479.73,83.03,94.46,70.96,5331.05,0.00,96.05
1994-08-02,-41.51,2479.12,85.73,96.51,72.61,5116.20,0.00,66.81
1994-08-03,-22.95,2478.62,84.60,98.16,68.05,4943.71,0.00,64.01
1994-08-04,-11.75,2478.19,87.38,101.54,69.62,4796.68,0.00,62.38
1994-08-05,-61.47,2477.46,83.40,97.22,68.52,4553.46,0.00,61.15
1994-08-06,-19.99,2476.91,77.92,92.97,64.90,4372.09,0.00,71.45
1994-08-07,-24.41,2476.32,78.97,92.73,60.97,4181.95,0.00,71.45
1994-08-08,-44.70,2475.55,77.83,89.20,64.82,3938.68,0.00,77.95
1994-08-09,-21.27,2474.91,73.22,86.52,56.41,3740.10,0.00,78.85
1994-08-10,5.68,2474.44,76.16,92.50,57.83,3599.07,0.77,77.55
1994-08-11,-18.17,2473.79,80.00,92.66,67.97,3406.85,0.21,78.95
1994-08-12,-28.31,2473.06,81.66,95.17,62.39,3198.46,0.00,76.75
1994-08-13,-17.22,2472.39,81.62,97.77,64.82,3014.46,0.00,75.55
1994-08-14,-11.15,2471.80,84.13,100.60,66.40,2855.79,0.00,68.85
1994-08-15,-44.68,2470.93,82.07,95.17,63.80,2630.60,0.00,68.85
1994-08-16,-21.94,2470.20,79.41,93.60,59.32,2450.53,0.00,68.85
1994-08-17,-18.55,2469.51,76.72,90.53,62.39,2284.91,0.00,64.95
1994-08-18,-24.80,2468.75,77.76,92.97,58.93,2107.10,0.00,64.85
1994-08-19,-29.71,2468.00,79.22,95.33,61.21,1937.00,0.00,56.05
1994-08-20,10.88,2467.59,78.37,90.77,61.52,1847.50,0.00,56.00
1994-08-21,-20.38,2466.89,76.24,90.14,58.61,1696.00,0.00,56.00
1994-08-22,-17.58,2466.16,69.99,79.21,59.95,1544.00,0.00,59.05
1994-08-23,-25.98,2465.41,70.36,85.66,51.62,1392.00,0.00,50.65
1994-08-24,-32.23,2464.63,76.14,90.93,56.88,1240.00,0.00,44.40
1994-08-25,-34.33,2463.82,74.38,89.20,55.31,1088.00,0.00,42.30
1994-08-26,-37.68,2462.96,73.97,88.72,55.78,935.00,0.00,39.46
1994-08-27,-37.27,2462.07,76.20,89.43,58.77,783.00,0.00,39.36
1994-08-28,-37.27,2461.11,77.58,91.08,61.21,631.00,0.00,39.36
1994-08-29,-40.17,2460.09,73.52,84.79,62.62,479.00,0.00,36.46
1994-08-30,-40.30,2459.02,69.91,85.58,50.75,326.85,0.00,36.41
1994-08-31,16.20,2458.84,69.38,84.01,53.58,302.00,0.00,28.73
1994-09-01,21.86,2458.85,74.82,88.33,58.61,303.48,0.00,21.11
1994-09-02,14.94,2458.84,73.97,87.94,57.43,302.00,0.00,15.69
1994-09-03,11.61,2458.84,68.40,79.53,55.23,302.00,0.00,11.61
1994-09-04,6.75,2458.84,64.44,78.11,53.19,302.00,0.00,6.75
1994-09-05,6.75,2458.84,64.18,80.39,47.13,302.00,0.00,6.75
1994-09-06,7.00,2458.85,68.50,87.15,49.81,303.48,0.00,6.25
1994-09-07,-0.75,2458.84,71.62,89.90,53.42,302.00,0.00,0.00
1994-09-08,0.75,2458.85,72.24,89.67,54.68,303.48,0.00,0.00
1994-09-09,0.00,2458.85,65.51,72.92,51.62,303.48,0.00,0.00
1994-09-10,-0.75,2458.84,62.55,74.02,53.42,302.00,0.00,0.00
1994-09-11,0.75,2458.85,60.58,74.49,43.12,303.48,0.00,0.00
1994-09-12,0.00,2458.85,65.14,77.01,53.35,303.48,0.00,0.00
1994-09-13,-0.75,2458.84,62.57,69.70,51.22,302.00,0.00,0.00
1994-09-14,0.00,2458.84,63.08,76.46,48.31,302.00,0.00,0.00
1994-09-15,0.00,2458.84,64.86,81.33,49.02,302.00,0.00,0.00
1994-09-16,0.00,2458.84,64.93,80.15,49.34,302.00,0.00,0.00
1994-09-17,0.00,2458.84,68.11,85.34,51.38,302.00,0.00,0.00
1994-09-18,0.00,2458.84,71.85,90.14,53.42,302.00,0.00,0.00
1994-09-19,0.75,2458.85,72.30,87.94,53.11,303.48,0.00,0.00
1994-09-20,0.00,2458.85,74.70,89.35,54.84,303.48,0.00,0.00
1994-09-21,0.00,2458.85,75.98,88.57,61.52,303.48,0.00,0.00
1994-09-22,0.00,2458.85,66.85,82.12,48.71,303.48,0.00,0.00
1994-09-23,0.00,2458.85,66.46,86.68,48.79,303.48,0.00,0.00
1994-09-24,0.00,2458.85,67.04,86.52,48.71,303.48,0.00,0.00
1994-09-25,0.00,2458.85,66.33,84.71,50.36,303.48,0.00,0.00
1994-09-26,0.00,2458.85,69.32,88.10,50.12,303.48,0.00,0.00
1994-09-27,-0.75,2458.84,68.84,86.84,53.35,302.00,0.00,0.00
1994-09-28,0.75,2458.85,67.80,86.68,51.77,303.48,0.00,0.00
1994-09-29,0.00,2458.85,63.93,72.06,57.83,303.48,0.00,0.00
1994-09-30,0.00,2458.85,67.41,78.74,54.45,303.48,0.00,0.00
1994-10-01,0.65,2458.86,64.31,76.38,49.18,304.77,0.00,0.00
1994-10-02,-1.40,2458.84,58.79,66.32,49.89,302.00,0.00,0.00
1994-10-03,-0.66,2458.83,50.35,56.25,43.75,300.70,0.00,0.00
1994-10-04,0.66,2458.84,47.25,59.71,31.88,302.00,0.00,0.00
1994-10-05,0.00,2458.84,49.83,57.20,45.17,302.00,0.00,0.00
1994-10-06,-0.66,2458.83,53.63,69.23,39.12,300.70,0.00,0.00
1994-10-07,1.40,2458.84,50.54,70.56,38.49,303.48,0.00,0.00
1994-10-08,0.79,2458.84,,,,305.05,0.00,0.00
1994-10-09,0.00,2458.84,,,,305.05,0.00,0.00
1994-10-10,-1.54,2458.84,65.73,71.11,57.20,302.00,0.00,0.00
1994-10-11,0.00,2458.84,55.72,66.24,43.99,302.00,0.00,0.00
1994-10-12,0.00,2458.84,50.08,63.09,35.97,302.00,0.00,0.00
1994-10-13,0.00,2458.84,54.77,67.58,39.67,302.00,0.00,0.00
1994-10-14,-0.66,2458.83,49.77,59.08,42.65,300.70,0.00,0.00
1994-10-15,0.66,2458.84,47.08,54.21,40.61,302.00,0.00,0.00
1994-10-16,0.00,2458.84,54.68,65.85,47.06,302.00,0.00,0.00
1994-10-17,0.00,2458.84,48.51,61.36,36.05,302.00,0.00,0.00
1994-10-18,0.00,2458.84,49.73,63.72,39.67,302.00,0.00,0.00
1994-10-19,0.00,2458.84,47.76,63.33,32.75,302.00,0.00,0.00
1994-10-20,37.38,2459.37,54.17,66.55,44.07,376.14,0.00,0.00
1994-10-21,35.49,2459.87,55.76,64.43,42.02,446.54,0.00,0.00
1994-10-22,29.61,2460.27,44.64,56.57,33.30,505.27,0.00,0.00
1994-10-23,27.71,2460.64,44.05,58.69,30.78,560.24,0.00,0.00
1994-10-24,25.58,2460.98,45.65,61.92,32.83,610.98,0.00,0.00
1994-10-25,26.17,2461.31,46.08,62.31,31.65,662.89,0.00,0.00
1994-10-26,26.38,2461.64,50.03,64.43,42.73,715.21,0.00,0.00
1994-10-27,25.40,2461.96,63.82,71.43,51.93,765.59,0.00,0.00
1994-10-28,22.80,2462.23,48.22,55.00,38.64,810.82,0.00,0.00
1994-10-29,24.76,2462.52,39.95,51.77,29.76,859.93,0.00,0.00
1994-10-30,26.36,2462.83,36.83,49.10,26.46,912.22,0.00,0.00
1994-10-31,23.54,2463.10,41.40,62.70,34.24,958.92,0.00,0.00
1994-11-01,5.12,2463.34,48.38,64.59,30.55,1001.80,16.50,0.00
1994-11-02,5.23,2463.58,36.81,46.82,25.28,1044.91,16.50,0.00
1994-11-03,5.11,2463.82,35.52,45.96,24.41,1087.78,16.50,0.00
1994-11-04,16.98,2464.18,32.76,36.68,31.25,1154.19,16.50,0.00
1994-11-05,11.69,2464.49,35.10,37.46,32.90,1213.07,18.00,0.00
1994-11-06,10.82,2464.80,39.16,46.58,34.32,1272.21,19.00,0.00
1994-11-07,12.15,2465.13,39.06,47.92,29.52,1335.98,20.00,0.00
1994-11-08,13.38,2465.47,34.39,40.92,24.65,1404.18,21.00,0.00
1994-11-09,13.21,2465.82,41.41,44.54,37.31,1474.01,22.00,0.00
1994-11-10,8.83,2466.14,43.64,49.65,37.54,1539.13,24.00,0.00
1994-11-11,11.79,2466.47,37.75,46.19,31.41,1608.14,23.00,0.00
1994-11-12,13.79,2466.81,38.32,43.36,33.22,1679.12,22.00,0.00
1994-11-13,7.94,2467.09,36.61,45.25,29.13,1738.50,22.00,0.00
1994-11-14,8.82,2467.37,35.20,44.30,26.46,1799.64,22.00,0.00
1994-11-15,8.68,2467.65,37.92,43.20,33.38,1860.49,22.00,0.00
1994-11-16,8.83,2467.93,37.19,41.87,31.57,1921.64,22.00,0.00
1994-11-17,9.78,2468.21,31.46,35.11,28.34,1984.68,22.00,0.00
1994-11-18,4.36,2468.44,32.04,39.59,21.58,2036.97,22.00,0.00
1994-11-19,7.62,2468.70,25.33,31.17,18.36,2095.72,22.00,0.00
1994-11-20,9.01,2468.97,32.65,42.57,27.56,2157.23,22.00,0.00
1994-11-21,0.55,2469.16,25.02,34.79,17.02,2201.95,22.00,0.00
1994-11-22,-8.87,2469.27,15.42,21.90,7.51,2227.99,22.00,0.00
1994-11-23,4.27,2469.49,17.56,25.36,8.30,2280.09,22.00,0.00
1994-11-24,7.99,2469.74,25.97,30.23,22.29,2339.58,22.00,0.00
1994-11-25,-0.60,2469.92,30.25,36.36,24.10,2382.03,22.00,0.00
1994-11-26,2.58,2470.12,28.37,38.01,17.18,2430.79,22.00,0.00
1994-11-27,7.87,2470.36,23.32,30.23,16.71,2490.03,22.00,0.00
1994-11-28,4.15,2470.57,23.74,32.90,13.96,2541.90,22.00,0.00
1994-11-29,7.87,2470.81,28.57,32.35,22.05,2601.14,22.00,0.00
1994-11-30,8.20,2471.05,33.84,39.04,30.23,2661.05,22.00,0.00
1994-12-01,16.73,2471.30,37.15,42.65,33.45,2725.96,16.00,0.00
1994-12-02,11.82,2471.52,31.74,35.42,27.32,2783.12,17.00,0.00
1994-12-03,18.39,2471.79,32.36,34.71,29.68,2853.32,17.00,0.00
1994-12-04,13.37,2472.02,25.68,35.18,16.79,2913.56,17.00,0.00
1994-12-05,9.49,2472.22,22.35,26.54,13.64,2968.09,18.00,0.00
1994-12-06,13.61,2472.45,24.62,31.17,15.21,3030.78,18.00,0.00
1994-12-07,11.67,2472.65,21.12,24.89,15.69,3085.67,16.00,0.00
1994-12-08,9.68,2472.83,20.89,22.84,17.57,3134.63,15.00,0.00
1994-12-09,11.31,2473.02,22.14,26.06,18.52,3186.82,15.00,0.00
1994-12-10,6.72,2473.17,17.90,25.04,11.36,3229.90,15.00,0.00
1994-12-11,13.76,2473.37,20.03,25.99,10.10,3286.94,15.00,0.00
1994-12-12,23.37,2473.63,28.73,31.41,24.49,3361.06,14.00,0.00
1994-12-13,8.71,2473.78,28.99,39.43,21.19,3404.13,13.00,0.00
1994-12-14,12.46,2473.95,19.49,26.85,12.93,3452.64,12.00,0.00
1994-12-15,14.97,2474.13,22.52,30.78,16.87,3506.13,12.00,0.00
1994-12-16,21.09,2474.35,31.07,39.98,23.71,3571.76,12.00,0.00
1994-12-17,15.33,2474.53,34.18,41.79,28.42,3625.97,12.00,0.00
1994-12-18,16.77,2474.72,33.27,42.65,27.64,3683.03,12.00,0.00
1994-12-19,16.77,2474.91,28.91,39.59,22.76,3740.10,12.00,0.00
1994-12-20,18.88,2475.11,22.02,32.90,13.33,3801.34,12.00,0.00
1994-12-21,19.41,2475.31,22.04,29.92,17.18,3863.65,12.00,0.00
1994-12-22,16.92,2475.50,18.37,26.69,13.56,3923.00,13.00,0.00
1994-12-23,12.72,2475.67,12.48,19.77,4.84,3975.99,14.00,0.00
1994-12-24,15.92,2475.86,21.11,29.05,9.87,4035.34,14.00,0.00
1994-12-25,11.32,2476.02,33.30,45.56,22.53,4085.57,14.00,0.00
1994-12-26,19.56,2476.24,30.07,34.71,23.31,4156.10,16.00,0.00
1994-12-27,17.24,2476.45,32.42,34.95,28.19,4224.01,17.00,0.00
1994-12-28,24.16,2476.63,36.19,44.23,28.19,4281.84,5.00,0.00
1994-12-29,8.17,2476.68,25.49,41.32,16.71,4298.05,0.00,0.00
1994-12-30,3.31,2476.70,18.58,33.85,10.50,4304.62,0.00,0.00
1994-12-31,0.00,2476.70,16.07,30.47,8.14,4304.62,0.00,0.00
1995-01-01,0.00,2476.70,13.04,24.41,5.07,4304.62,0.00,0.00
1995-01-02,0.00,2476.70,10.51,26.61,1.93,4304.62,0.00,0.00
1995-01-03,0.00,2476.70,8.05,19.07,1.06,4304.62,0.00,0.00
1995-01-04,3.09,2476.72,14.13,26.93,6.02,4310.75,0.00,0.00
1995-01-05,3.31,2476.74,20.92,26.69,11.91,4317.32,0.00,0.00
1995-01-06,1.77,2476.75,26.59,31.80,23.00,4320.83,0.00,0.00
1995-01-07,6.40,2476.79,30.00,36.21,26.22,4333.53,0.00,0.00
1995-01-08,3.31,2476.81,34.34,40.14,25.75,4340.10,0.00,0.00
1995-01-09,3.10,2476.83,40.56,46.66,35.89,4346.24,0.00,0.00
1995-01-10,3.31,2476.85,41.61,46.58,36.60,4352.81,0.00,0.00
1995-01-11,44.48,2477.12,38.62,45.56,34.32,4441.03,0.00,0.00
1995-01-12,114.96,2477.81,35.63,38.96,32.83,4669.04,0.00,0.00
1995-01-13,25.35,2479.26,35.74,38.80,32.98,5165.60,225.00,0.00
1995-01-14,196.83,2481.55,39.51,49.02,31.33,6002.28,225.00,0.00
1995-01-15,311.64,2484.05,39.64,46.43,33.77,7017.11,200.00,0.00
1995-01-16,36.77,2484.67,36.49,43.36,29.84,7288.39,100.00,0.00
1995-01-17,23.48,2485.11,31.65,40.29,24.41,7483.72,75.00,0.00
1995-01-18,-15.83,2485.69,33.26,35.58,31.96,7749.85,150.00,0.00
1995-01-19,22.93,2486.42,36.02,38.88,32.98,8092.85,150.00,0.00
1995-01-20,9.70,2487.04,36.21,38.88,31.96,8389.77,140.00,0.00
1995-01-21,5.79,2487.54,32.88,41.95,24.33,8639.27,120.00,0.00
1995-01-22,28.74,2488.05,28.83,40.37,20.88,8894.62,100.00,0.00
1995-01-23,33.80,2488.52,33.92,38.49,27.40,9140.18,90.00,0.00
1995-01-24,24.78,2488.92,38.46,43.36,33.77,9348.01,80.00,0.00
1995-01-25,86.50,2489.24,38.99,41.08,36.21,9519.58,0.00,0.00
1995-01-26,87.73,2489.56,39.74,50.12,34.56,9693.58,0.00,0.00
1995-01-27,81.76,2489.86,37.07,48.94,30.31,9855.74,0.00,0.00
1995-01-28,106.16,2490.24,35.30,39.43,32.12,10066.30,0.00,0.00
1995-01-29,93.25,2490.57,38.42,42.26,34.87,10251.26,0.00,0.00
1995-01-30,96.34,2490.91,37.85,41.16,34.71,10442.35,0.00,0.00
1995-01-31,621.81,2493.02,41.24,46.66,37.15,11675.70,0.00,0.00
1995-02-01,1339.27,2497.19,44.64,56.25,38.57,14332.10,0.00,0.00
1995-02-02,930.25,2499.84,44.80,54.29,33.53,16177.23,0.00,0.00
1995-02-03,773.91,2501.92,39.33,48.94,31.96,17712.25,0.00,0.00
1995-02-04,495.14,2503.20,40.79,52.32,33.53,18694.35,0.00,0.00
1995-02-05,434.59,2504.29,41.01,54.05,32.75,19556.35,0.00,0.00
1995-02-06,395.05,2505.26,38.82,47.45,32.67,20339.92,0.00,0.00
1995-02-07,276.60,2505.93,39.83,46.27,33.14,20888.55,0.00,0.00
1995-02-08,179.92,2506.36,42.93,54.21,34.95,21245.41,0.00,0.00
1995-02-09,168.31,2506.76,40.96,54.05,30.23,21579.24,0.00,0.00
1995-02-10,139.45,2507.09,41.02,53.03,30.86,21855.83,0.00,0.00
1995-02-11,136.46,2507.41,30.76,40.45,27.09,22126.50,0.00,0.00
1995-02-12,128.22,2507.71,28.68,30.47,27.01,22380.83,0.00,0.00
1995-02-13,107.05,2507.96,27.23,31.73,19.07,22593.17,0.00,0.00
1995-02-14,86.58,2508.16,26.89,34.32,22.37,22764.89,0.00,0.00
1995-02-15,82.70,2508.35,28.25,35.34,24.02,22928.93,0.00,0.00
1995-02-16,74.31,2508.52,31.39,37.54,24.89,23076.33,0.00,0.00
1995-02-17,76.35,2508.63,36.55,44.62,31.17,23170.24,0.00,29.00
1995-02-18,97.94,2508.74,42.43,49.26,34.63,23265.33,0.00,50.00
1995-02-19,111.13,2508.88,48.22,62.94,39.19,23386.58,0.00,50.00
1995-02-20,146.55,2509.10,46.94,60.58,35.97,23578.08,0.00,50.00
1995-02-21,131.11,2509.35,46.41,60.34,35.66,23796.48,0.00,21.00
1995-02-22,141.74,2509.67,47.74,61.92,37.31,24077.62,0.00,0.00
1995-02-23,100.98,2509.90,47.65,60.03,37.46,24277.92,0.00,0.00
1995-02-24,120.68,2510.17,48.12,63.25,35.42,24517.29,0.00,0.00
1995-02-25,103.57,2510.40,49.79,64.98,38.96,24722.71,0.00,0.00
1995-02-26,89.92,2510.60,50.09,61.76,41.47,24901.06,0.00,0.00
1995-02-27,81.24,2510.78,44.49,54.52,33.93,25062.20,0.00,0.00
1995-02-28,81.24,2510.96,38.67,50.36,26.69,25223.33,0.00,0.00
1995-03-01,59.07,2511.09,37.52,47.84,25.59,25340.50,0.00,0.00
1995-03-02,59.42,2511.22,39.20,45.25,31.10,25458.35,0.00,0.00
1995-03-03,68.90,2511.37,39.84,45.40,35.58,25595.02,0.00,0.00
1995-03-04,64.47,2511.51,40.96,48.63,35.26,25722.90,0.00,0.00
1995-03-05,45.52,2511.61,37.37,42.42,31.73,25813.18,0.00,0.00
1995-03-06,46.14,2511.71,35.32,45.48,23.47,25904.70,0.00,0.00
1995-03-07,41.09,2511.80,37.32,49.65,23.31,25986.20,0.00,0.00
1995-03-08,27.18,2511.86,39.56,45.01,33.45,26040.11,0.00,0.00
1995-03-09,64.48,2512.00,48.84,60.74,39.67,26168.00,0.00,0.00
1995-03-10,74.78,2512.16,53.19,60.26,43.20,26316.32,0.00,0.00
1995-03-11,139.89,2512.46,52.74,58.93,46.98,26593.78,0.00,0.00
1995-03-12,107.65,2512.69,48.46,55.94,42.42,26807.31,0.00,0.00
1995-03-13,88.96,2512.88,46.66,54.52,40.92,26983.76,0.00,0.00
1995-03-14,146.68,2513.19,51.38,57.83,46.58,27274.69,0.00,0.00
1995-03-15,171.34,2513.55,47.71,56.10,38.09,27614.53,0.00,0.00
1995-03-16,180.52,2513.93,42.62,54.45,35.11,27972.59,0.00,0.00
1995-03-17,202.79,2514.35,45.61,58.93,31.02,28374.82,0.00,0.00
1995-03-18,179.35,2514.72,46.58,53.66,42.97,28730.55,0.00,0.00
1995-03-19,283.63,2515.30,47.30,54.92,41.55,29293.13,0.00,0.00
1995-03-20,222.02,2515.75,51.11,64.12,44.93,29733.50,0.00,0.00
1995-03-21,203.40,2516.16,43.17,49.34,35.50,30136.94,0.00,0.00
1995-03-22,330.30,2516.52,41.13,51.85,31.41,30494.55,0.00,150.00
1995-03-23,319.51,2516.76,40.02,45.64,34.71,30731.59,0.00,200.00
1995-03-24,240.07,2516.84,38.53,44.62,30.47,30811.06,0.00,200.00
1995-03-25,215.20,2516.87,39.51,48.63,31.41,30841.21,0.00,200.00
1995-03-26,209.67,2516.89,42.86,52.01,31.57,30860.39,0.00,200.00
1995-03-27,140.33,2516.87,46.31,55.70,38.49,30841.21,0.00,150.00
1995-03-28,140.00,2516.87,44.40,53.58,36.21,30841.21,0.00,140.00
1995-03-29,115.13,2516.82,44.86,55.55,32.67,30791.88,0.00,140.00
1995-03-30,109.64,2516.80,45.30,59.32,29.60,30771.33,0.00,120.00
1995-03-31,85.16,2516.79,50.01,64.43,35.34,30761.73,0.00,90.00
1995-04-01,44.77,2516.72,48.62,53.97,42.34,30691.86,0.00,80.00
1995-04-02,70.00,2516.72,48.75,60.89,35.89,30691.86,0.00,70.00
1995-04-03,55.33,2516.70,51.50,66.16,37.78,30672.67,0.00,65.00
1995-04-04,35.13,2516.65,55.78,72.29,40.53,30623.35,0.00,60.00
1995-04-05,39.80,2516.62,55.43,65.77,42.57,30593.21,0.00,55.00
1995-04-06,45.16,2516.61,50.54,54.52,47.61,30583.61,0.00,50.00
1995-04-07,50.00,2516.61,51.36,62.54,45.64,30583.61,0.00,50.00
1995-04-08,34.47,2516.60,43.40,47.45,39.98,30572.65,0.00,40.00
1995-04-09,30.33,2516.58,43.62,48.63,40.45,30553.47,0.00,40.00
1995-04-10,54.67,2516.60,39.24,53.58,30.47,30572.65,0.00,45.00
1995-04-11,35.17,2516.59,48.22,55.63,41.63,30563.06,0.00,40.00
1995-04-12,57.20,2516.62,47.78,56.10,36.84,30593.21,0.00,42.00
1995-04-13,58.20,2516.65,47.80,51.69,43.68,30623.35,0.00,43.00
1995-04-14,44.83,2516.66,41.94,47.84,35.97,30632.94,0.00,40.00
1995-04-15,68.71,2516.72,40.50,52.64,26.30,30691.86,0.00,39.00
1995-04-16,46.36,2516.74,47.19,58.38,31.02,30712.41,0.00,36.00
1995-04-17,24.64,2516.72,49.14,59.87,35.73,30691.86,0.00,35.00
1995-04-18,35.00,2516.72,47.49,56.88,39.90,30691.86,0.00,35.00
1995-04-19,115.13,2516.88,45.24,54.21,31.73,30850.79,0.00,35.00
1995-04-20,35.23,2516.95,43.07,50.04,36.91,30920.67,30.00,30.00
1995-04-21,69.79,2517.01,49.58,59.16,41.24,30979.75,30.00,70.00
1995-04-22,65.25,2516.99,53.87,63.49,45.25,30960.41,30.00,105.00
1995-04-23,90.00,2516.99,53.72,65.77,38.64,30960.41,30.00,120.00
1995-04-24,90.00,2516.99,57.31,72.61,43.12,30960.41,30.00,120.00
1995-04-25,-24.97,2516.82,57.03,65.61,48.24,30791.88,30.00,90.00
1995-04-26,-50.07,2516.74,54.72,66.40,36.68,30712.41,25.00,15.00
1995-04-27,-67.94,2516.61,57.18,69.07,47.53,30583.61,20.00,17.00
1995-04-28,-15.07,2516.53,51.70,60.34,43.44,30504.14,16.00,41.00
1995-04-29,4.97,2516.49,48.41,55.15,43.28,30464.41,2.00,27.00
1995-04-30,7.80,2516.46,53.47,62.07,43.99,30434.27,2.00,25.00
1995-05-01,74.80,2516.43,50.58,58.30,46.66,30404.12,0.00,90.00
1995-05-02,70.36,2516.45,51.48,58.14,47.21,30424.67,15.00,75.00
1995-05-03,69.84,2516.46,53.89,61.84,43.68,30434.27,15.00,80.00
