date,af,fb,qd,qu,mm,mn,mx,pc,pp,sp
2020-06-28,122368.34,2502.36,879.00,323.09,51.36,46.46,57.04,71.40,0.00,0.29
2020-06-29,121192.23,2501.84,906.00,304.59,58.52,44.65,69.03,71.55,0.15,0.29
2020-06-30,120072.23,2501.34,906.00,333.15,52.77,48.52,57.53,71.55,0.00,0.29
2020-07-01,118870.00,2500.80,911.00,297.44,49.84,46.79,53.05,71.55,0.00,0.29
2020-07-02,117634.00,2500.28,907.00,275.12,51.66,48.21,56.98,71.55,0.00,0.29
2020-07-03,116452.00,2499.71,904.00,297.45,52.28,41.31,59.38,71.55,0.00,0.29
2020-07-04,115175.63,2499.13,901.00,246.18,57.01,46.36,67.34,71.55,0.00,0.29
2020-07-05,113932.00,2498.56,894.00,258.62,56.32,41.12,69.18,71.55,0.00,0.29
2020-07-06,112689.00,2497.99,891.00,255.19,56.92,45.62,68.71,71.55,0.00,0.29
2020-07-07,111420.00,2497.40,888.00,238.34,53.34,49.06,58.10,71.55,0.00,0.29
2020-07-08,110130.00,2496.80,888.00,226.53,57.22,45.73,65.74,71.55,0.00,0.29
2020-07-09,108860.00,2496.20,889.00,236.12,56.07,46.58,63.56,71.70,0.15,0.29
2020-07-10,107548.00,2495.58,886.00,213.35,61.10,49.45,70.50,72.00,0.30,0.29
2020-07-11,106257.00,2494.97,883.00,219.66,58.74,45.83,72.19,72.00,0.00,0.29
2020-07-12,104965.26,2494.35,879.00,215.18,56.73,52.40,63.13,72.00,0.00,0.29
2020-07-13,103631.00,2493.71,880.00,194.78,56.89,41.21,71.31,72.00,0.00,0.29
2020-07-14,102307.00,2493.07,884.00,200.73,60.92,41.98,75.65,72.00,0.00,0.29
2020-07-15,100951.00,2492.41,881.00,181.01,65.27,48.98,78.24,72.00,0.00,0.29
2020-07-16,99647.00,2491.77,874.00,202.80,65.62,52.34,78.30,72.00,0.00,0.29
2020-07-17,98310.05,2491.11,875.00,183.65,61.04,56.98,66.43,72.00,0.00,0.29
2020-07-18,96970.00,2490.44,872.00,180.48,63.94,53.81,76.46,72.00,0.00,0.29
2020-07-19,95633.00,2489.77,872.00,181.31,66.94,49.92,80.60,72.00,0.00,0.29
2020-07-20,94290.00,2489.09,869.00,175.72,70.83,53.40,87.09,72.00,0.00,0.29
2020-07-21,92960.00,2488.41,866.00,178.82,71.09,57.59,83.96,72.00,0.00,0.29
2020-07-22,91580.00,2487.70,866.00,154.04,65.78,59.28,74.82,72.00,0.00,0.29
2020-07-23,90220.00,2487.00,867.00,161.67,61.37,56.25,68.99,72.00,0.00,0.29
2020-07-24,88804.00,2486.26,860.00,127.89,57.26,51.69,64.43,72.00,0.00,0.29
2020-07-25,87446.00,2485.54,853.00,150.97,60.02,42.34,73.15,72.00,0.00,0.29
2020-07-26,86060.00,2484.80,854.00,136.01,67.75,46.27,87.36,72.00,0.00,0.29
2020-07-27,84712.00,2484.08,851.00,151.58,70.07,48.84,92.90,72.00,0.00,0.29
2020-07-28,82792.00,2483.04,1128.00,144.88,70.42,55.17,83.80,72.00,0.00,0.29
2020-07-29,80648.27,2481.86,1278.00,183.79,70.24,50.73,87.64,72.00,0.00,0.29
2020-07-30,78811.13,2480.83,1106.00,169.85,77.08,57.49,97.05,72.00,0.00,0.29
2020-07-31,77160.00,2479.90,982.00,144.27,72.78,62.97,83.45,72.00,0.00,0.29
2020-08-01,75573.00,2478.99,943.00,141.09,65.80,58.20,73.37,72.00,0.00,0.29
2020-08-02,74013.00,2478.09,940.00,155.59,64.81,52.63,75.73,72.00,0.00,0.29
2020-08-03,72387.75,2477.14,949.00,136.15,64.75,55.01,74.00,72.00,0.00,0.29
2020-08-04,70748.88,2476.17,966.00,149.50,65.90,49.10,84.73,72.00,0.00,0.29
2020-08-05,69103.96,2475.19,971.00,152.63,67.38,56.01,80.68,72.00,0.00,0.29
2020-08-06,67504.00,2474.22,973.00,173.56,56.51,50.12,62.07,72.30,0.30,0.29
2020-08-07,65872.00,2473.22,975.00,157.21,57.51,46.24,67.39,72.30,0.00,0.14
2020-08-08,64220.00,2472.20,973.00,145.80,57.36,53.54,63.62,72.30,0.00,0.14
2020-08-09,62597.92,2471.18,971.00,154.04,60.56,47.66,73.25,72.60,0.30,0.14
2020-08-10,60989.85,2470.16,959.00,150.36,65.71,53.36,79.46,72.60,0.00,0.14
2020-08-11,59419.80,2469.15,951.00,158.64,61.30,48.37,73.21,72.60,0.00,0.14
2020-08-12,57826.04,2468.11,942.00,134.87,54.02,45.01,63.29,72.60,0.00,0.14
2020-08-13,56300.00,2467.10,932.00,156.12,54.82,39.62,67.81,72.60,0.00,0.14
2020-08-14,54810.00,2466.10,921.00,160.79,61.76,43.04,78.32,72.60,0.00,0.14
2020-08-15,53330.00,2465.10,908.00,151.17,70.35,48.82,92.71,72.60,0.00,0.14
2020-08-16,51884.04,2464.11,895.00,153.72,71.91,51.99,96.64,72.60,0.00,0.14
2020-08-17,50448.07,2463.12,882.00,145.90,72.18,56.31,88.40,72.60,0.00,0.14
2020-08-18,49054.82,2462.15,869.00,153.91,69.20,56.17,82.74,72.60,0.00,0.14
2020-08-19,47594.74,2461.13,875.00,122.68,68.05,57.39,79.34,72.60,0.00,0.14
2020-08-20,46171.76,2460.13,869.00,135.18,67.04,59.91,73.78,72.60,0.00,0.14
2020-08-21,44775.79,2459.14,871.00,147.87,61.15,53.18,70.46,72.60,0.00,0.14
2020-08-22,43361.76,2458.13,873.00,137.58,58.91,50.83,68.24,72.60,0.00,0.14
2020-08-23,41930.00,2457.10,867.00,123.70,60.70,43.91,76.69,72.60,0.00,0.14
2020-08-24,40522.00,2456.08,858.00,122.71,60.62,47.72,73.70,72.60,0.00,0.14
2020-08-25,39166.00,2455.09,804.00,96.45,59.37,45.56,73.39,72.60,0.00,0.14
2020-08-26,37996.00,2454.24,738.00,124.08,59.65,43.28,73.86,72.60,0.00,0.14
2020-08-27,36878.00,2453.42,690.00,121.04,60.36,43.99,74.37,72.60,0.00,0.14
2020-08-28,35808.78,2452.63,652.00,106.78,61.74,45.56,77.50,72.60,0.00,0.14
2020-08-29,34805.96,2451.89,618.00,104.27,57.76,47.29,66.82,72.60,0.00,0.14
2020-08-30,33909.00,2451.23,572.00,108.66,55.88,40.68,70.05,72.60,0.00,0.14
2020-08-31,33101.76,2450.63,492.00,76.77,56.04,49.69,64.62,72.60,0.00,0.14
2020-09-01,32569.00,2450.23,363.00,87.99,62.87,48.74,77.16,72.60,0.00,0.14
2020-09-02,32169.00,2449.93,264.00,54.48,63.65,50.08,76.71,72.60,0.00,0.14
2020-09-03,31899.00,2449.73,216.00,72.63,66.90,49.82,85.20,72.60,0.00,0.14
2020-09-04,31616.00,2449.52,195.00,48.13,65.53,46.11,90.03,72.60,0.00,0.14
2020-09-05,31404.21,2449.36,169.00,61.80,60.87,54.95,66.86,72.60,0.00,0.14
2020-09-06,31242.00,2449.24,134.00,54.64,64.94,52.40,81.62,72.60,0.00,0.14
2020-09-07,31050.00,2449.10,117.00,24.47,63.56,51.22,79.80,72.60,0.00,0.14
2020-09-08,30946.00,2449.02,112.00,55.57,58.77,48.82,68.95,72.60,0.00,0.14
2020-09-09,30803.00,2448.91,109.00,37.06,60.30,39.35,80.62,72.60,0.00,0.14
2020-09-10,30706.14,2448.84,105.00,57.54,63.11,42.22,87.11,72.60,0.00,0.14
2020-09-11,30559.00,2448.73,103.00,28.47,64.46,49.29,81.61,72.60,0.00,0.14
2020-09-12,30467.87,2448.66,102.00,56.08,59.10,48.57,68.55,72.60,0.00,0.14
2020-09-13,30325.00,2448.55,102.00,29.99,56.87,42.27,76.81,72.60,0.00,0.14
2020-09-14,30246.00,2448.49,103.00,63.43,61.09,52.48,72.76,72.60,0.00,0.14
2020-09-15,30134.00,2448.41,104.00,48.04,63.83,50.59,80.57,72.60,0.00,0.14
2020-09-16,30029.10,2448.33,102.00,48.84,61.34,46.82,79.60,72.75,0.15,0.14
2020-09-17,29938.00,2448.26,100.00,53.66,61.15,47.92,79.36,72.75,0.00,0.14
2020-09-18,29860.00,2448.20,100.00,60.26,58.03,49.53,68.75,72.75,0.00,0.14
2020-09-19,29748.07,2448.12,100.00,43.15,56.25,54.01,60.40,73.05,0.30,0.14
2020-09-20,29668.00,2448.06,100.00,59.22,56.95,48.21,65.49,73.05,0.00,0.14
2020-09-21,29525.00,2447.95,100.00,27.06,53.47,42.53,68.87,73.05,0.00,0.14
2020-09-22,29445.96,2447.89,100.00,60.29,55.93,47.17,64.82,73.05,0.00,0.14
2020-09-23,29616.00,2448.02,101.00,186.89,52.38,50.51,54.81,74.98,1.93,0.14
2020-09-24,29761.76,2448.13,101.00,174.78,51.46,46.19,54.89,75.73,0.75,0.14
2020-09-25,30246.00,2448.49,103.00,346.81,47.84,45.32,53.18,77.08,1.35,0.14
2020-09-26,30480.90,2448.67,103.00,221.14,49.44,46.99,52.97,77.68,0.60,0.14
2020-09-27,30598.00,2448.76,103.00,162.29,51.58,44.44,65.25,77.68,0.00,0.14
2020-09-28,30664.04,2448.81,103.00,136.55,52.93,43.04,71.90,77.68,0.00,0.00
2020-09-29,30664.04,2448.81,103.00,103.26,53.81,39.66,76.97,77.68,0.00,0.00
2020-09-30,30637.00,2448.79,103.00,89.63,53.53,41.43,72.41,77.68,0.00,0.00
2020-10-01,30598.00,2448.76,103.00,83.60,55.40,42.89,74.80,0.00,0.00,0.00
2020-10-02,30559.00,2448.73,103.00,83.37,56.49,42.65,79.01,0.00,0.00,0.00
2020-10-03,30506.97,2448.69,102.00,75.91,56.52,43.45,78.38,0.00,0.00,0.00
2020-10-04,30454.84,2448.65,102.00,75.74,54.06,43.12,68.55,0.00,0.00,0.00
2020-10-05,30403.00,2448.61,103.00,76.58,56.64,44.44,70.01,0.00,0.00,0.00
2020-10-06,30246.00,2448.59,103.00,23.85,59.98,49.17,76.57,0.00,0.00,0.00
2020-10-07,30246.00,2448.49,102.00,102.02,57.18,45.36,73.59,0.00,0.00,0.00
2020-10-08,30162.00,2448.43,102.00,59.65,57.61,51.43,61.75,0.00,0.00,0.00
2020-10-09,30068.19,2448.36,102.00,54.56,55.14,45.03,64.70,0.00,0.00,0.00
2020-10-10,30273.00,2448.51,102.00,205.20,47.86,43.20,54.40,0.89,0.89,0.00
2020-10-11,30855.00,2448.95,103.00,397.08,44.12,40.94,52.26,3.12,2.23,0.00
2020-10-12,32351.00,2450.07,107.00,860.89,46.54,40.58,51.39,3.42,0.30,0.00
2020-10-13,34596.00,2451.74,105.00,1238.09,44.17,39.08,51.75,6.99,3.57,0.00
2020-10-14,36798.19,2453.36,98.00,1208.56,44.11,38.00,47.67,7.58,0.59,0.00
2020-10-15,37900.91,2454.17,100.00,655.54,45.38,37.02,54.43,7.58,0.00,0.00
2020-10-16,38861.22,2454.87,100.00,583.75,51.86,47.23,56.33,7.88,0.30,0.00
2020-10-17,40014.00,2455.71,101.00,681.69,49.06,44.93,54.13,7.88,0.00,0.00
2020-10-18,41170.00,2456.55,102.00,684.48,50.85,42.96,57.53,8.48,0.60,0.00
2020-10-19,42238.07,2457.32,102.00,640.37,47.90,43.30,51.20,8.48,0.00,0.00
2020-10-20,42942.10,2457.83,101.00,455.77,43.39,35.81,49.49,8.48,0.00,0.00
2020-10-21,43600.00,2458.30,102.00,433.66,37.22,31.11,42.53,8.63,0.15,0.00
2020-10-22,44174.00,2458.71,102.00,391.88,35.05,29.64,46.36,8.63,0.00,0.00
2020-10-23,44748.00,2459.12,103.00,393.01,32.19,30.82,33.10,9.68,1.05,0.00
2020-10-24,45340.00,2459.54,104.00,402.97,33.07,30.15,36.08,9.68,0.00,0.00
2020-10-25,45920.00,2459.95,104.00,397.23,29.15,22.68,36.06,9.68,0.00,0.00
2020-10-26,46390.00,2460.28,105.00,342.72,34.61,23.03,46.74,9.68,0.00,0.00
2020-10-27,46728.00,2460.52,105.00,276.17,41.28,30.03,52.16,9.68,0.00,0.00
2020-10-28,46980.00,2460.70,104.00,231.31,43.57,32.98,60.42,9.68,0.00,0.00
2020-10-29,47241.93,2460.88,103.00,235.31,43.58,34.97,58.37,9.68,0.00,0.00
2020-10-30,47536.00,2461.09,103.00,251.52,43.07,33.73,49.25,9.98,0.30,0.00
2020-10-31,47756.00,2461.24,104.00,215.00,37.66,28.69,53.54,9.98,0.00,0.00
2020-11-01,47924.21,2461.36,104.00,189.31,37.68,28.38,53.77,9.98,0.00,0.00
2020-11-02,48064.00,2461.46,104.00,174.98,36.91,28.18,54.07,9.98,0.00,0.00
2020-11-03,48684.96,2461.89,105.00,418.22,38.72,31.49,44.03,11.63,1.65,0.00
2020-11-04,49924.00,2462.76,104.00,729.52,51.99,43.40,59.77,12.08,0.45,0.00
2020-11-05,52525.00,2464.55,103.00,1414.62,43.97,37.19,55.80,13.28,1.20,0.00
2020-11-06,54040.00,2465.58,103.00,867.07,38.84,36.08,41.75,13.28,0.00,0.00
2020-11-07,54929.93,2466.18,103.00,551.93,34.57,31.25,37.56,13.28,0.00,0.00
2020-11-08,55520.00,2466.58,104.00,401.70,31.78,25.35,38.84,13.28,0.00,0.00
2020-11-09,56000.00,2466.90,103.00,345.54,30.74,23.51,36.73,13.28,0.00,0.00
2020-11-10,56510.00,2467.24,102.00,359.14,33.90,31.37,37.26,14.13,0.85,0.72
2020-11-11,56810.00,2467.44,102.00,253.27,31.64,29.17,34.29,14.28,0.15,0.58
2020-11-12,57104.74,2467.63,101.00,250.62,31.62,29.60,36.01,14.57,0.30,0.87
2020-11-13,57570.00,2467.94,100.00,337.12,34.46,30.42,39.80,16.06,1.49,2.32
2020-11-14,57905.84,2468.16,100.00,272.58,34.29,32.27,38.60,16.65,0.59,2.76
2020-11-15,58390.00,2468.48,101.00,348.06,34.17,32.19,38.52,18.59,1.93,3.34
2020-11-16,58865.00,2468.79,101.00,344.62,35.64,33.36,38.17,19.03,0.45,3.19
2020-11-17,59372.08,2469.12,101.00,361.52,38.86,35.60,43.46,19.63,0.59,2.46
2020-11-18,59945.00,2469.49,102.00,395.88,35.40,32.18,39.02,19.78,0.15,2.17
2020-11-19,60520.22,2469.86,108.00,402.68,34.63,33.13,37.41,20.07,0.30,2.03
2020-11-20,60959.78,2470.14,114.00,340.29,36.16,32.77,41.14,20.22,0.15,1.88
2020-11-21,61322.27,2470.37,114.00,301.88,36.18,32.18,43.38,20.22,0.00,1.74
2020-11-22,61664.00,2470.59,115.00,292.13,33.10,31.34,35.89,20.22,0.00,1.74
2020-11-23,61952.00,2470.77,115.00,265.05,34.55,31.67,38.98,20.82,0.59,1.74
2020-11-24,62278.00,2470.98,115.00,284.20,34.81,31.60,39.26,21.12,0.30,1.74
2020-11-25,62646.00,2471.21,115.00,305.38,34.63,32.58,36.94,21.56,0.45,1.88
2020-11-26,62917.92,2471.38,115.00,256.94,36.84,34.46,39.10,21.71,0.15,1.74
2020-11-27,63132.00,2471.52,116.00,228.79,35.87,31.16,42.13,21.71,0.00,1.45
2020-11-28,63403.96,2471.69,116.00,258.11,37.21,30.65,43.82,21.71,0.00,1.16
2020-11-29,63612.08,2471.82,116.00,225.95,33.36,27.98,40.32,21.71,0.00,1.01
2020-11-30,63884.00,2471.99,116.00,258.01,35.69,31.12,39.06,22.16,0.45,1.01
2020-12-01,64044.00,2472.09,116.00,201.69,32.06,26.09,42.09,22.16,0.00,1.01
2020-12-02,64171.88,2472.17,116.00,185.50,34.08,29.43,41.85,22.16,0.00,1.01
2020-12-03,64284.00,2472.24,116.00,177.55,32.20,28.41,37.41,22.16,0.00,1.01
2020-12-04,64348.00,2472.28,116.00,153.29,32.08,26.82,40.08,22.16,0.00,1.01
2020-12-05,64428.12,2472.33,116.00,161.42,31.66,27.00,39.41,22.31,0.15,1.01
2020-12-06,64492.27,2472.37,116.00,153.37,33.22,27.82,40.00,22.46,0.15,1.01
2020-12-07,64507.92,2472.38,116.00,128.91,30.97,29.04,33.38,22.46,0.00,1.01
2020-12-08,64802.00,2472.56,116.00,269.29,35.12,30.81,41.89,23.06,0.60,1.01
2020-12-09,65398.00,2472.93,116.00,421.86,36.95,32.50,40.79,23.06,0.00,0.58
2020-12-10,65788.88,2473.17,117.00,319.28,31.89,30.42,34.03,23.06,0.00,0.58
2020-12-11,66112.27,2473.37,117.00,285.26,30.96,25.58,38.08,23.06,0.00,0.58
2020-12-12,66320.00,2473.50,117.00,226.94,27.77,24.68,30.85,23.06,0.00,0.58
2020-12-13,66553.77,2473.64,117.00,240.07,29.02,27.54,30.90,23.06,0.00,0.58
2020-12-14,66762.00,2473.77,117.00,227.20,32.01,28.56,36.60,23.21,0.15,0.72
2020-12-15,67044.00,2473.94,117.00,264.39,33.00,27.85,38.21,23.96,0.75,1.16
2020-12-16,67401.84,2474.16,119.00,303.46,34.99,32.39,37.66,24.26,0.30,1.45
2020-12-17,67880.00,2474.45,119.00,364.69,35.79,32.47,38.13,25.16,0.90,1.59
2020-12-18,68348.00,2474.73,117.00,357.90,33.26,32.22,36.38,25.91,0.75,2.03
2020-12-19,69023.77,2475.14,114.00,459.62,36.56,32.47,42.37,27.41,1.50,2.17
2020-12-20,70210.20,2475.85,116.00,719.51,40.01,32.59,46.58,27.86,0.45,1.74
2020-12-21,71487.04,2476.61,116.00,627.81,34.47,30.74,38.05,28.91,1.05,1.59
2020-12-22,72558.00,2477.24,117.00,662.16,30.59,21.46,35.22,29.06,0.15,1.59
2020-12-23,73197.04,2477.61,117.00,444.40,25.94,18.85,34.38,29.06,0.00,1.45
2020-12-24,73707.00,2477.91,117.00,379.32,26.57,22.35,32.26,29.06,0.00,1.45
2020-12-25,74137.82,2478.16,117.00,339.42,27.27,24.98,30.05,29.21,0.15,1.59
2020-12-26,74499.29,2478.37,117.00,304.45,31.57,26.73,37.11,29.51,0.30,1.88
2020-12-27,74756.00,2478.52,117.00,251.64,32.45,30.97,34.85,29.51,0.00,1.74
2020-12-28,74950.71,2478.63,117.00,220.38,29.81,28.17,31.47,29.51,0.00,1.74
2020-12-29,75172.00,2478.76,117.00,233.78,27.47,26.57,29.43,29.66,0.15,2.03
2020-12-30,75539.00,2478.97,117.00,307.24,27.12,26.08,28.54,30.71,1.05,3.48
2020-12-31,75903.91,2479.18,117.00,306.19,31.76,27.65,35.34,31.91,1.20,4.78
2021-01-01,76255.91,2479.38,119.00,300.42,33.96,32.51,39.47,32.51,0.60,4.93
2021-01-02,76990.00,2479.80,119.00,493.58,35.31,32.09,41.02,35.06,2.55,6.82
2021-01-03,77604.79,2480.15,120.00,434.57,32.89,31.49,35.18,35.81,0.75,7.11
2021-01-04,78292.00,2480.54,120.00,471.12,34.06,32.51,38.15,36.56,0.75,7.25
2021-01-05,78948.00,2480.91,121.00,456.31,33.01,31.82,35.83,37.01,0.45,8.12
2021-01-06,79451.95,2481.19,121.00,379.91,32.93,31.05,35.90,37.86,0.85,8.84
2021-01-07,79704.13,2481.33,121.00,252.97,33.22,29.13,36.36,37.86,0.00,8.84
2021-01-08,79983.00,2481.49,121.00,266.43,33.84,28.38,36.40,38.01,0.15,8.84
2021-01-09,80180.00,2481.60,121.00,225.15,29.99,23.55,33.10,38.01,0.00,8.84
2021-01-10,80378.00,2481.71,121.00,225.66,33.28,31.76,37.26,38.16,0.15,8.84
2021-01-11,80720.00,2481.90,121.00,298.26,33.13,32.39,33.96,38.91,0.75,10.01
2021-01-12,81720.00,2482.45,122.00,626.41,33.19,32.52,35.51,42.36,3.45,11.89
2021-01-13,84118.00,2483.76,126.00,1334.84,34.66,28.88,43.57,42.96,0.60,11.45
2021-01-14,85290.95,2484.39,126.00,717.20,33.52,29.62,41.95,43.56,0.60,11.45
2021-01-15,86168.27,2484.86,126.00,568.14,34.26,30.11,40.62,44.01,0.45,11.60
2021-01-16,86828.00,2485.21,126.00,458.45,31.61,27.49,40.27,44.01,0.00,11.45
2021-01-17,87408.00,2485.52,126.00,418.25,37.80,33.18,41.17,44.16,0.15,11.31
2021-01-18,87876.00,2485.77,126.00,361.78,32.16,26.26,38.42,44.16,0.00,11.16
2021-01-19,88234.00,2485.96,126.00,306.39,27.27,23.74,34.98,44.16,0.00,11.02
2021-01-20,88538.09,2486.12,127.00,280.02,32.60,24.33,41.00,44.31,0.15,11.02
2021-01-21,88842.00,2486.28,127.00,280.26,32.23,30.07,35.18,44.31,0.00,11.02
2021-01-22,89050.95,2486.39,127.00,232.40,29.45,19.42,40.37,44.31,0.00,11.02
2021-01-23,89241.00,2486.49,127.00,222.81,24.12,15.41,32.82,44.31,0.00,11.02
2021-01-24,89400.00,2486.57,127.00,207.20,28.45,26.14,30.27,44.46,0.15,11.16
2021-01-25,89554.77,2486.65,122.00,200.85,27.24,23.62,34.36,44.46,0.00,11.16
2021-01-26,89630.95,2486.69,120.00,158.26,26.32,24.13,28.77,44.46,0.00,11.16
2021-01-27,89745.00,2486.75,120.00,177.34,29.86,27.40,33.25,44.61,0.15,11.16
2021-01-28,89840.00,2486.80,120.00,167.74,34.07,30.17,42.13,44.61,0.00,11.31
2021-01-29,89897.14,2486.83,120.00,148.65,32.52,28.77,37.48,44.61,0.00,11.31
2021-01-30,89973.33,2486.87,120.00,158.26,33.46,31.56,35.43,44.61,0.00,11.31
2021-01-31,90010.95,2486.89,120.00,138.82,37.41,33.74,42.13,44.61,0.00,11.31
2021-02-01,90068.00,2486.92,120.00,148.61,36.38,33.68,43.43,44.76,0.15,11.16
2021-02-02,90163.00,2486.97,120.00,167.74,33.58,30.56,38.99,44.76,0.00,11.02
2021-02-03,90220.00,2487.00,120.00,148.58,32.82,29.34,39.05,44.91,0.15,11.02
2021-02-04,90469.66,2487.13,120.00,245.71,35.31,32.26,39.30,45.36,0.45,11.02
2021-02-05,91057.00,2487.43,121.00,417.40,37.28,33.74,40.13,46.41,1.05,10.44
2021-02-06,91713.00,2487.77,122.00,452.96,35.72,33.44,38.20,47.16,0.75,10.15
2021-02-07,92360.00,2488.10,122.00,448.41,31.48,28.88,33.48,48.06,0.90,10.15
2021-02-08,92683.00,2488.27,122.00,285.06,28.67,26.47,31.67,48.21,0.15,10.15
2021-02-09,92899.90,2488.38,122.00,231.57,23.27,12.63,33.09,48.21,0.00,10.30
2021-02-10,93080.00,2488.47,122.00,213.01,20.21,9.45,30.69,48.21,0.00,10.30
2021-02-11,93178.00,2488.52,122.00,171.62,16.44,13.46,19.41,48.21,0.00,10.44
2021-02-12,93330.00,2488.60,122.00,198.85,12.78,11.31,14.99,48.36,0.15,10.59
2021-02-13,93481.91,2488.68,122.00,198.80,14.54,11.70,17.30,48.96,0.60,10.88
2021-02-14,93600.00,2488.74,122.00,181.75,17.58,15.58,21.44,49.86,0.90,11.60
2021-02-15,93860.34,2488.87,122.00,253.47,19.86,16.82,22.89,50.76,0.90,13.34
2021-02-16,94053.00,2488.97,122.00,219.34,32.32,22.07,36.30,51.36,0.60,14.07
2021-02-17,94072.00,2488.98,122.00,131.79,31.59,25.01,38.24,51.36,0.00,14.36
2021-02-18,94210.00,2489.05,122.00,191.79,27.35,25.70,29.28,51.80,0.44,15.22
2021-02-19,94290.00,2489.09,122.00,162.55,31.02,25.29,37.24,52.40,0.60,15.66
2021-02-20,94369.66,2489.13,122.00,162.37,33.05,31.23,35.71,52.69,0.29,16.09
2021-02-21,94605.00,2489.25,122.00,240.92,37.17,32.29,42.86,53.73,1.04,16.53
2021-02-22,96310.05,2490.11,125.00,983.71,36.48,33.47,39.68,56.13,2.40,15.51
2021-02-23,97490.00,2490.70,121.00,714.84,31.40,25.76,34.53,56.88,0.75,15.66
2021-02-24,98110.00,2491.01,121.00,431.26,25.30,14.01,34.49,56.88,0.00,15.66
2021-02-25,98760.15,2491.33,121.00,445.62,32.12,25.86,36.18,57.62,0.74,16.53
2021-02-26,99220.00,2491.56,121.00,353.06,31.44,26.68,35.49,58.22,0.60,16.96
2021-02-27,99500.00,2491.70,122.00,263.02,32.13,27.11,37.34,58.37,0.15,16.96
2021-02-28,99730.05,2491.81,122.00,237.71,34.48,30.58,39.95,58.52,0.15,17.11
2021-03-01,99910.00,2491.90,122.00,212.94,33.70,29.65,43.73,58.52,0.00,17.11
2021-03-02,100050.00,2491.97,122.00,192.80,33.72,26.41,40.15,58.52,0.00,17.11
2021-03-03,100194.00,2492.04,122.00,194.81,32.49,20.89,52.85,58.52,0.00,17.11
2021-03-04,100299.00,2492.09,122.00,175.15,34.08,24.86,53.64,58.52,0.00,16.96
2021-03-05,100439.80,2492.16,122.00,193.19,35.48,31.15,42.71,58.52,0.00,16.96
2021-03-06,100540.00,2492.21,122.00,172.73,33.97,28.36,40.36,58.52,0.00,16.82
2021-03-07,100640.00,2492.26,122.00,172.61,31.00,23.97,38.04,58.67,0.15,16.82
2021-03-08,100700.00,2492.29,122.00,152.46,32.22,20.81,43.34,58.67,0.00,16.82
2021-03-09,100762.10,2492.32,122.00,153.52,31.48,21.48,45.69,58.67,0.00,16.67
2021-03-10,100825.26,2492.35,122.00,154.05,31.11,23.05,42.90,58.67,0.00,16.67
2021-03-11,100846.30,2492.36,122.00,132.82,31.34,20.73,45.38,58.67,0.00,16.82
2021-03-12,100908.95,2492.39,122.00,153.79,33.33,23.87,47.35,58.67,0.00,16.67
2021-03-13,100930.00,2492.40,122.00,132.83,35.52,22.72,54.58,58.67,0.00,16.82
2021-03-14,100993.00,2492.43,122.00,153.98,32.42,26.27,39.95,58.82,0.15,16.67
2021-03-15,101014.00,2492.44,122.00,132.80,31.41,27.27,34.62,58.82,0.00,16.53
2021-03-16,101056.00,2492.46,122.00,143.39,34.12,27.37,41.25,58.82,0.00,16.67
2021-03-17,101077.00,2492.47,122.00,132.80,35.29,22.73,53.20,58.82,0.00,16.24
2021-03-18,101160.00,2492.51,122.00,164.06,36.12,26.14,53.75,58.97,0.15,15.95
2021-03-19,101240.00,2492.55,122.00,162.55,33.63,29.22,40.31,58.97,0.00,15.51
2021-03-20,101380.10,2492.62,122.00,192.85,34.24,30.64,37.67,59.27,0.30,15.51
2021-03-21,101561.00,2492.71,122.00,213.47,32.86,30.87,36.16,59.57,0.30,15.51
2021-03-22,101771.05,2492.81,122.00,228.61,33.58,28.79,38.81,60.17,0.60,15.66
2021-03-23,101876.30,2492.86,123.00,176.10,33.14,23.65,43.96,60.17,0.00,15.80
2021-03-24,102120.00,2492.98,123.00,246.22,34.91,32.66,39.21,60.62,0.45,15.80
2021-03-25,102307.00,2493.07,122.00,217.69,35.94,32.09,41.33,60.77,0.15,15.37
2021-03-26,102449.70,2493.14,122.00,195.55,38.38,31.93,44.44,60.77,0.00,14.79
2021-03-27,102633.00,2493.23,123.00,216.87,39.60,32.29,49.31,60.77,0.00,14.07
2021-03-28,103032.00,2493.42,122.00,325.78,34.55,29.28,43.41,61.37,0.60,13.78
2021-03-29,103220.00,2493.51,122.00,219.40,30.84,23.44,35.21,61.37,0.00,13.49
2021-03-30,103380.00,2493.59,122.00,205.28,31.81,19.67,43.10,61.52,0.15,13.49
2021-03-31,103525.80,2493.66,121.00,198.12,37.13,21.91,55.82,61.67,0.15,13.49
2021-04-01,103694.00,2493.74,121.00,209.52,37.32,25.94,52.30,61.67,0.00,13.19
2021-04-02,103715.00,2493.75,194.00,225.12,36.46,26.55,49.82,61.67,0.00,12.61
2021-04-03,103220.00,2493.51,514.00,282.44,40.04,29.38,56.41,61.67,0.00,12.03
2021-04-04,102780.00,2493.30,524.00,317.25,35.75,27.45,41.15,61.67,0.00,11.45
2021-04-05,102654.00,2493.24,325.00,295.13,35.99,25.13,48.17,61.67,0.00,10.88
2021-04-06,102947.90,2493.38,133.00,274.99,37.77,26.14,51.81,61.67,0.00,10.44
2021-04-07,103340.00,2493.57,130.00,320.18,35.32,28.79,41.50,61.97,0.30,10.15
