date,af,fb,qd,qu,mm,mn,mx,pc,pp,sp
1982-11-24,50618.00,2463.24,176.00,139.70,,16.00,25.00,,0.00,
1982-11-25,50559.00,2463.20,176.00,146.25,,20.00,22.00,,0.00,
1982-11-26,50487.00,2463.15,176.00,139.70,,21.00,27.00,,0.14,
1982-11-27,50443.00,2463.12,176.00,153.82,,24.00,29.00,,0.45,
1982-11-28,50415.00,2463.10,176.00,161.88,,29.00,34.00,,0.45,
1982-11-29,50400.00,2463.09,176.00,168.44,,32.00,35.00,,0.29,
1982-11-30,50284.00,2463.01,188.00,129.52,,32.00,35.00,,0.15,
1982-12-01,50184.00,2462.94,199.00,148.58,,32.00,37.00,,0.30,
1982-12-02,51542.00,2462.95,199.00,883.66,,31.00,41.00,,1.19,
1982-12-03,54511.00,2465.90,173.00,1669.87,,31.00,48.00,,4.31,
1982-12-04,58011.00,2468.23,114.00,1878.58,,27.00,36.00,,0.00,
1982-12-05,59345.00,2469.10,115.00,787.56,,25.00,38.00,,0.15,
1982-12-06,60166.00,2469.63,115.00,528.92,,21.00,34.00,,0.15,
1982-12-07,60678.00,2469.96,115.00,373.13,,11.00,30.00,,0.00,
1982-12-08,60881.00,2470.09,115.00,217.35,,11.00,23.00,,0.00,
1982-12-09,61022.00,2470.18,117.00,188.09,,18.00,27.00,,0.15,
1982-12-10,61038.00,2470.19,117.00,125.07,,17.00,29.00,,0.00,
1982-12-11,61053.00,2470.20,117.00,124.56,,11.00,28.00,,0.00,
1982-12-12,61085.00,2470.22,117.00,133.13,,19.00,24.00,,0.30,
1982-12-13,61462.00,2470.46,117.00,307.07,,26.00,35.00,,0.44,
1982-12-14,61886.00,2470.73,117.00,330.77,,30.00,31.00,,0.75,
1982-12-15,62437.00,2471.08,118.00,395.80,,31.00,32.00,,0.89,
1982-12-16,63295.00,2471.62,118.00,550.58,,32.00,40.00,,1.19,
1982-12-17,63613.00,2471.82,118.00,278.33,,30.00,38.00,,0.30,
1982-12-18,63900.00,2472.00,118.00,262.70,,33.00,34.00,,0.00,
1982-12-19,64077.00,2472.11,118.00,207.24,,30.00,33.00,,0.00,
1982-12-20,64205.00,2472.19,119.00,183.53,,29.00,31.00,,0.74,
1982-12-21,64366.00,2472.29,119.00,200.17,,27.00,31.00,,0.45,
1982-12-22,64495.00,2472.37,119.00,184.04,,26.00,31.00,,0.29,
1982-12-23,64527.00,2472.39,133.00,149.13,,25.00,34.00,,0.15,
1982-12-24,64447.00,2472.34,169.00,128.67,,20.00,34.00,,0.00,
1982-12-25,64456.00,2472.30,169.00,173.54,,24.00,29.00,,0.00,
1982-12-26,64608.00,2472.44,169.00,245.63,,10.00,34.00,,0.00,
1982-12-27,64833.00,2472.58,169.00,282.44,,4.00,27.00,,0.00,
1982-12-28,65059.00,2472.72,169.00,282.94,,2.00,24.00,,0.00,
1982-12-29,65284.00,2472.86,169.00,282.44,,5.00,23.00,,0.00,
1982-12-30,65220.00,2472.68,169.00,136.73,,9.00,12.00,,0.00,
1982-12-31,65155.00,2472.51,169.00,136.23,,12.00,16.00,,0.00,
1983-01-01,65091.00,2472.33,168.00,135.73,,14.00,19.00,,0.00,
1983-01-02,65026.00,2472.15,168.00,135.23,,18.00,20.00,,0.75,
1983-01-03,64962.00,2471.98,168.00,135.73,,20.00,31.00,,1.04,
1983-01-04,64897.00,2471.80,168.00,135.23,,27.00,41.00,,2.23,
1983-01-05,66092.00,2472.58,170.00,772.48,,33.00,39.00,,2.23,
1983-01-06,67856.00,2474.15,172.00,1061.35,,31.00,32.00,,1.34,
1983-01-07,70561.00,2476.06,175.00,1538.77,,32.00,45.00,,1.63,
1983-01-08,75019.00,2478.67,181.00,2428.58,,32.00,37.00,,1.79,
1983-01-09,76812.00,2479.38,183.00,1086.97,,31.00,35.00,,0.29,
1983-01-10,79718.00,2481.34,185.00,1650.11,,40.00,44.00,,1.19,
1983-01-11,81318.00,2482.23,187.00,993.67,,27.00,50.00,,0.00,
1983-01-12,82392.00,2482.82,188.00,729.48,,21.00,42.00,,0.00,
1983-01-13,83069.00,2483.19,188.00,529.32,,26.00,40.00,,0.14,
1983-01-14,83547.00,2483.45,189.00,429.99,,22.00,40.00,,0.00,
1983-01-15,83879.00,2483.63,190.00,357.38,,21.00,38.00,,0.00,
1983-01-16,84136.00,2483.77,190.00,319.57,,27.00,34.00,,0.00,
1983-01-17,84302.00,2483.86,190.00,273.69,,29.00,32.00,,0.14,
1983-01-18,84523.00,2483.98,154.00,265.42,,30.00,34.00,,0.00,
1983-01-19,84821.00,2484.14,109.00,259.24,,32.00,33.00,,0.15,
1983-01-20,85027.00,2484.25,109.00,212.86,,25.00,39.00,,0.15,
1983-01-21,85195.00,2484.34,109.00,193.70,,23.00,35.00,,0.00,
1983-01-22,85438.00,2484.47,109.00,231.51,,31.00,34.00,,0.45,
1983-01-23,85607.00,2484.56,109.00,194.20,,32.00,42.00,,0.30,
1983-01-24,85812.00,2484.67,109.00,212.35,,31.00,40.00,,0.29,
1983-01-25,85981.00,2484.76,109.00,194.20,,31.00,36.00,,0.00,
1983-01-26,86224.00,2484.89,109.00,231.51,,33.00,36.00,,0.30,
1983-01-27,86768.00,2485.18,109.00,383.27,,31.00,34.00,,0.45,
1983-01-28,86824.00,2485.21,110.00,138.23,,24.00,39.00,,0.00,
1983-01-29,86994.00,2485.30,110.00,195.71,,32.00,38.00,,0.00,
1983-01-30,87144.00,2485.38,110.00,185.63,,31.00,44.00,,0.00,
1983-01-31,87275.00,2485.45,110.00,176.05,,32.00,41.00,,0.00,
1983-02-01,87332.00,2485.48,110.00,138.74,,32.00,40.00,,0.00,
1983-02-02,87426.00,2485.53,110.00,157.39,,30.00,42.00,,0.00,
1983-02-03,87520.00,2485.58,110.00,157.39,,26.00,38.00,,0.00,
1983-02-04,87595.00,2485.62,110.00,147.81,,18.00,37.00,,0.00,
1983-02-05,87633.00,2485.64,110.00,129.16,,14.00,37.00,,0.00,
1983-02-06,87745.00,2485.70,110.00,166.47,,26.00,29.00,,0.44,
1983-02-07,87840.00,2485.75,110.00,157.90,,27.00,39.00,,0.45,
1983-02-08,88028.00,2485.85,51.00,145.78,,26.00,30.00,,0.00,
1983-02-09,88215.00,2485.95,51.00,145.28,,27.00,36.00,,0.45,
1983-02-10,88367.00,2486.00,51.00,127.63,,30.00,34.00,,0.14,
1983-02-11,88634.00,2486.17,51.00,185.61,,32.00,37.00,,0.75,
1983-02-12,88863.00,2486.29,51.00,166.45,,32.00,38.00,,0.30,
1983-02-13,89150.00,2486.44,51.00,195.70,,32.00,38.00,,0.14,
1983-02-14,89436.00,2486.59,51.00,195.19,,30.00,33.00,,0.30,
1983-02-15,89761.00,2486.76,51.00,214.85,,31.00,32.00,,0.00,
1983-02-16,90150.00,2486.90,51.00,247.12,,34.00,35.00,,0.45,
1983-02-17,90782.00,2487.29,52.00,370.63,,31.00,36.00,,1.78,
1983-02-18,91403.00,2487.61,52.00,365.09,,32.00,39.00,,0.15,
1983-02-19,91965.00,2487.90,52.00,335.34,,31.00,36.00,,0.15,
1983-02-20,92491.00,2488.17,52.00,317.19,,31.00,39.00,,0.74,
1983-02-21,92959.00,2488.41,52.00,287.95,,31.00,38.00,,0.30,
1983-02-22,93524.00,2488.70,53.00,337.85,,34.00,42.00,,0.30,
1983-02-23,94288.00,2489.09,53.00,438.18,,36.00,46.00,,0.15,
1983-02-24,95033.00,2489.62,53.00,428.60,,30.00,36.00,,0.29,
1983-02-25,95777.00,2490.83,53.00,428.10,,29.00,38.00,,0.00,
1983-02-26,96522.00,2491.53,54.00,429.60,,32.00,38.00,,0.30,
1983-02-27,97267.00,2491.83,54.00,429.60,,31.00,43.00,,0.00,
1983-02-28,98011.00,2491.09,54.00,429.10,,32.00,41.00,,0.00,
1983-03-01,98756.00,2491.33,54.00,429.60,,33.00,39.00,,0.00,
1983-03-02,99241.00,2491.57,54.00,298.52,,34.00,41.00,,0.15,
1983-03-03,99706.00,2491.80,54.00,288.44,,34.00,47.00,,0.15,
1983-03-04,100212.00,2492.05,54.00,309.11,,34.00,41.00,,0.00,
1983-03-05,100725.00,2492.30,54.00,312.64,,30.00,43.00,,0.00,
1983-03-06,101278.00,2492.57,55.00,333.80,,31.00,46.00,,0.15,
1983-03-07,102037.00,2492.94,55.00,437.66,,34.00,39.00,,0.29,
1983-03-08,103609.00,2493.51,56.00,848.55,,34.00,39.00,,1.04,
1983-03-09,105442.00,2494.58,57.00,981.14,,37.00,41.00,,0.90,
1983-03-10,107564.00,2495.59,57.00,1126.84,,33.00,44.00,,0.29,
1983-03-11,109069.00,2496.30,57.00,815.77,,27.00,50.00,,0.15,
1983-03-12,110219.00,2496.84,57.00,636.79,,27.00,42.00,,0.00,
1983-03-13,111248.00,2497.32,58.00,576.79,,30.00,43.00,,0.45,
1983-03-14,112172.00,2497.75,58.00,523.85,,30.00,39.00,,0.00,
1983-03-15,112884.00,2498.08,58.00,416.97,,31.00,48.00,,0.30,
1983-03-16,113538.00,2498.38,58.00,387.73,,31.00,48.00,,0.00,
1983-03-17,114083.00,2498.63,58.00,332.77,,35.00,50.00,,0.00,
1983-03-18,114257.00,2498.71,58.00,145.73,,25.00,52.00,,0.00,
1983-03-19,114590.00,2498.75,58.00,225.89,,26.00,53.00,,0.00,
1983-03-20,115140.00,2498.99,58.00,335.29,,27.00,54.00,,0.00,
1983-03-21,115990.00,2499.50,58.00,486.54,,28.00,55.00,,0.00,
1983-03-22,116540.00,2499.75,58.00,335.29,,33.00,46.00,,0.15,
1983-03-23,117112.00,2500.01,59.00,347.38,,30.00,43.00,,0.29,
1983-03-24,117645.00,2500.25,59.00,327.72,,29.00,45.00,,0.30,
1983-03-25,118111.00,2500.46,59.00,293.94,,30.00,45.00,,0.00,
1983-03-26,118555.00,2500.66,59.00,282.85,,27.00,47.00,,0.00,
1983-03-27,119065.00,2500.89,59.00,316.13,,31.00,39.00,,0.00,
1983-03-28,119736.00,2501.13,59.00,397.30,,29.00,42.00,,0.60,
1983-03-29,120676.00,2501.61,60.00,533.92,,32.00,40.00,,2.23,
1983-03-30,121618.00,2502.03,61.00,535.93,,31.00,43.00,,0.74,
1983-03-31,122344.00,2502.35,61.00,427.03,,29.00,42.00,,0.15,
1983-04-01,123116.00,2502.69,61.00,450.22,,28.00,35.00,,0.30,
1983-04-02,123706.00,2502.95,61.00,358.46,,31.00,38.00,,0.29,
1983-04-03,124140.00,2503.14,61.00,279.81,,29.00,40.00,,0.15,
1983-04-04,124575.00,2503.33,61.00,280.31,,30.00,48.00,,0.30,
1983-04-05,124965.00,2503.50,61.00,257.63,,26.00,57.00,,0.15,
1983-04-06,125400.00,2503.69,61.00,280.31,,31.00,56.00,,0.00,
1983-04-07,125880.00,2503.90,61.00,303.00,,29.00,41.00,,0.00,
1983-04-08,126317.00,2504.09,61.00,281.32,,28.00,44.00,,0.00,
1983-04-09,126687.00,2504.25,61.00,247.54,,30.00,37.00,,0.00,
1983-04-10,127040.00,2504.39,61.00,238.97,,29.00,37.00,,0.00,
1983-04-11,127334.00,2504.53,121.00,269.23,,27.00,39.00,,0.45,
1983-04-12,127357.00,2504.54,181.00,192.60,,26.00,44.00,,0.15,
1983-04-13,127403.00,2504.56,153.00,176.19,,23.00,50.00,,0.15,
1983-04-14,127542.00,2504.62,124.00,194.08,,24.00,57.00,,0.00,
1983-04-15,127726.00,2504.70,124.00,216.77,,26.00,62.00,,0.14,
1983-04-16,127981.00,2504.81,124.00,252.56,,28.00,59.00,,0.00,
1983-04-17,128373.00,2504.98,124.00,321.63,,26.00,68.00,,0.15,
1983-04-18,128979.00,2505.24,124.00,429.53,,33.00,62.00,,0.00,
1983-04-19,129864.00,2505.62,124.00,570.19,,40.00,61.00,,0.00,
1983-04-20,131008.00,2506.11,125.00,701.77,,42.00,54.00,,0.00,
1983-04-21,132206.00,2506.62,125.00,728.99,,29.00,51.00,,0.00,
1983-04-22,133218.00,2507.05,125.00,635.22,,28.00,52.00,,0.00,
1983-04-23,134237.00,2507.46,126.00,639.75,,36.00,55.00,,0.00,
1983-04-24,135351.00,2507.95,126.00,687.64,,34.00,42.00,,0.29,
1983-04-25,136141.00,2508.28,126.00,524.29,,36.00,42.00,,0.00,
1983-04-26,136885.00,2508.59,126.00,501.10,,31.00,50.00,,0.30,
1983-04-27,137485.00,2508.84,127.00,429.50,,28.00,57.00,,0.15,
1983-04-28,138087.00,2509.09,128.00,431.51,,26.00,60.00,,0.00,
1983-04-29,138765.00,2509.37,128.00,469.83,,38.00,63.00,,0.00,
1983-04-30,139588.00,2509.71,128.00,542.93,,31.00,59.00,,0.15,
1983-05-01,140655.00,2510.15,128.00,665.95,,42.00,48.00,,0.00,
1983-05-02,141680.00,2510.57,128.00,644.77,,41.00,46.00,,0.00,
1983-05-03,142632.00,2510.96,129.00,608.97,,34.00,52.00,,0.00,
1983-05-04,143566.00,2511.34,129.00,599.89,,28.00,63.00,,0.00,
1983-05-05,144698.00,2511.80,129.00,699.72,,39.00,44.00,,0.15,
1983-05-06,145859.00,2512.27,130.00,715.34,,39.00,48.00,,0.00,
1983-05-07,146801.00,2512.65,130.00,604.93,,37.00,45.00,,0.00,
1983-05-08,147620.00,2512.98,175.00,587.91,,39.00,45.00,,0.00,
1983-05-09,148270.00,2513.24,230.00,557.71,,38.00,44.00,,0.00,
1983-05-10,148420.00,2513.30,288.00,363.63,,37.00,48.00,,0.00,
1983-05-11,148470.00,2513.32,345.00,370.21,,33.00,56.00,,0.00,
1983-05-12,148519.00,2513.34,345.00,369.70,,29.00,62.00,,0.15,
1983-05-13,148594.00,2513.37,344.00,381.81,,30.00,66.00,,0.00,
1983-05-14,148845.00,2513.47,346.00,472.55,,39.00,45.00,,0.00,
1983-05-15,149045.00,2513.55,346.00,446.83,,34.00,38.00,,0.15,
1983-05-16,149195.00,2513.61,374.00,449.63,,41.00,47.00,,0.00,
1983-05-17,149158.00,2513.58,400.00,381.35,,43.00,48.00,,0.15,
1983-05-18,149195.00,2513.61,401.00,419.65,,39.00,52.00,,0.00,
1983-05-19,149294.00,2513.65,401.00,450.91,,32.00,61.00,,0.15,
1983-05-20,149720.00,2513.82,402.00,616.78,,40.00,67.00,,0.14,
1983-05-21,150522.00,2514.14,402.00,806.34,,47.00,61.00,,0.00,
1983-05-22,151278.00,2514.44,402.00,783.15,,40.00,78.00,,0.00,
1983-05-23,152060.00,2514.75,404.00,798.26,,40.00,72.00,,0.00,
1983-05-24,152867.00,2515.07,404.00,810.86,,39.00,80.00,,0.00,
1983-05-25,153651.00,2515.38,406.00,801.27,,43.00,69.00,,0.00,
1983-05-26,154233.00,2515.61,446.00,739.43,,46.00,68.00,,0.00,
1983-05-27,154681.00,2515.71,566.00,791.87,,38.00,85.00,,0.15,
1983-05-28,155356.00,2515.99,567.00,907.31,,46.00,90.00,,0.00,
1983-05-29,156163.00,2516.37,568.00,974.86,,57.00,94.00,,0.00,
1983-05-30,156775.00,2516.61,569.00,877.55,,53.00,61.00,,0.00,
1983-05-31,156699.00,2516.58,659.00,620.68,,51.00,54.00,,0.00,
1983-06-01,156622.00,2516.55,602.00,563.18,,50.00,53.00,,0.00,
1983-06-02,156673.00,2516.57,455.00,480.71,,47.00,50.00,,0.00,
1983-06-03,156775.00,2516.61,372.00,423.43,,46.00,57.00,,0.00,
1983-06-04,156900.00,2516.62,344.00,407.02,,47.00,57.00,,0.00,
1983-06-05,156800.00,2516.62,595.00,544.58,,47.00,59.00,,0.00,
1983-06-06,156800.00,2516.62,595.00,595.00,,43.00,68.00,,0.29,
1983-06-07,156903.00,2516.66,595.00,646.93,,50.00,75.00,,0.30,
1983-06-08,157107.00,2516.74,595.00,697.85,,51.00,71.00,,0.00,
1983-06-09,157208.00,2516.78,595.00,645.92,,48.00,57.00,,0.00,
1983-06-10,157514.00,2516.90,595.00,749.28,,43.00,51.00,,0.30,
1983-06-11,157514.00,2516.90,595.00,595.00,,43.00,46.00,,0.00,
1983-06-12,157489.00,2516.89,595.00,582.40,,40.00,54.00,,0.15,
1983-06-13,156953.00,2516.68,595.00,324.77,,36.00,71.00,,0.15,
1983-06-14,156271.00,2516.39,595.00,251.16,,42.00,72.00,,0.30,
1983-06-15,155704.00,2516.19,595.00,309.14,,48.00,50.00,,0.00,
1983-06-16,155068.00,2515.94,595.00,274.35,,43.00,50.00,,0.00,
1983-06-17,154436.00,2515.67,595.00,276.37,,44.00,51.00,,0.15,
1983-06-18,153904.00,2515.48,595.00,326.78,,44.00,51.00,,0.00,
1983-06-19,153347.00,2515.26,595.00,314.18,,43.00,51.00,,0.00,
1983-06-20,152639.00,2514.98,595.00,238.05,,44.00,52.00,,0.15,
1983-06-21,151820.00,2514.65,595.00,182.09,,42.00,61.00,,0.15,
1983-06-22,151026.00,2514.34,595.00,194.69,,41.00,61.00,,0.00,
1983-06-23,150220.00,2514.02,595.00,188.64,,45.00,52.00,,0.00,
1983-06-24,149445.00,2513.71,595.00,204.27,,43.00,48.00,,0.00,
1983-06-25,148638.00,2513.37,595.00,188.14,,38.00,69.00,,0.00,
1983-06-26,147920.00,2513.10,595.00,233.01,,52.00,64.00,,0.30,
1983-06-27,147118.00,2512.77,595.00,190.66,,52.00,66.00,,0.14,
1983-06-28,146355.00,2512.47,595.00,210.32,,44.00,66.00,,0.00,
1983-06-29,145586.00,2512.16,595.00,207.30,,51.00,59.00,,0.00,
1983-06-30,144821.00,2511.85,595.00,209.31,,48.00,61.00,,0.00,
1983-07-01,144083.00,2511.55,595.00,222.92,,47.00,56.00,,0.14,
1983-07-02,143492.00,2511.31,595.00,297.04,,46.00,51.00,,0.00,
1983-07-03,142705.00,2510.99,595.00,198.22,,44.00,62.00,,0.15,
1983-07-04,141924.00,2510.66,596.00,202.25,,38.00,72.00,,0.15,
1983-07-05,141192.00,2510.37,595.00,225.95,,52.00,63.00,,0.00,
1983-07-06,140265.00,2509.99,592.00,124.64,,49.00,55.00,,0.00,
1983-07-07,139394.00,2509.63,591.00,151.87,,44.00,59.00,,0.00,
1983-07-08,138402.00,2509.22,629.00,128.87,,48.00,53.00,,0.00,
1983-07-09,137341.00,2508.78,656.00,121.08,,44.00,59.00,,0.00,
1983-07-10,136285.00,2508.34,654.00,121.60,,51.00,66.00,,0.15,
1983-07-11,135209.00,2507.89,676.00,133.52,,46.00,69.00,,0.15,
1983-07-12,134332.00,2507.52,698.00,255.85,,54.00,59.00,,0.15,
1983-07-13,134285.00,2507.50,699.00,675.30,,50.00,59.00,,0.15,
1983-07-14,134308.00,2507.51,699.00,710.60,,46.00,51.00,,1.04,
1983-07-15,134735.00,2507.69,699.00,914.28,,41.00,55.00,,0.89,
1983-07-16,134356.00,2507.53,698.00,506.92,,37.00,66.00,,0.15,
1983-07-17,133716.00,2507.26,698.00,375.33,,41.00,61.00,,0.30,
1983-07-18,132871.00,2506.89,711.00,284.98,,59.00,79.00,,0.00,
1983-07-19,131972.00,2506.52,738.00,284.75,,49.00,62.00,,0.45,
1983-07-20,130914.00,2506.07,795.00,261.59,,49.00,61.00,,0.00,
1983-07-21,129701.00,2505.55,793.00,181.45,,43.00,75.00,,0.00,
1983-07-22,128350.00,2504.97,808.00,126.87,,44.00,84.00,,0.29,
1983-07-23,127080.00,2504.42,830.00,189.71,,58.00,69.00,,0.30,
1983-07-24,125768.00,2503.84,826.00,164.53,,57.00,60.00,,0.00,
1983-07-25,124507.00,2503.30,823.00,187.25,,52.00,56.00,,0.00,
1983-07-26,123229.00,2502.74,821.00,176.67,,49.00,58.00,,0.00,
1983-07-27,121913.00,2502.16,818.00,154.52,,50.00,59.00,,0.00,
1983-07-28,120586.00,2501.57,815.00,145.97,,51.00,65.00,,0.29,
1983-07-29,119198.00,2500.95,811.00,111.22,,45.00,81.00,,0.15,
1983-07-30,117844.00,2500.34,808.00,125.36,,44.00,89.00,,0.15,
1983-07-31,116495.00,2499.73,805.00,124.88,,51.00,79.00,,0.15,
1983-08-01,115110.00,2499.10,801.00,102.73,,55.00,69.00,,0.00,
1983-08-02,113712.00,2498.46,798.00,93.17,,53.00,68.00,,0.00,
1983-08-03,112299.00,2497.80,795.00,82.61,,48.00,66.00,,0.00,
1983-08-04,110925.00,2497.17,791.00,98.27,,45.00,82.00,,0.14,
1983-08-05,109558.00,2496.53,787.00,97.80,,53.00,72.00,,0.14,
1983-08-06,108155.00,2495.87,783.00,75.65,,48.00,79.00,,0.00,
1983-08-07,106763.00,2495.21,779.00,77.20,,61.00,81.00,,0.29,
1983-08-08,105379.00,2494.55,776.00,78.23,,59.00,71.00,,0.00,
1983-08-09,104029.00,2493.89,772.00,91.37,,56.00,77.00,,0.00,
1983-08-10,102688.00,2493.21,769.00,92.91,,56.00,59.00,,0.15,
1983-08-11,101380.00,2492.62,766.00,106.55,,52.00,55.00,,0.29,
1983-08-12,100069.00,2491.98,762.00,101.04,,45.00,76.00,,0.44,
1983-08-13,98702.00,2491.29,758.00,68.80,,44.00,71.00,,0.00,
1983-08-14,97389.00,2490.65,754.00,92.03,,59.00,76.00,,0.59,
1983-08-15,96050.00,2489.98,750.00,74.92,,52.00,70.00,,0.00,
1983-08-16,94704.00,2489.30,746.00,67.39,,45.00,71.00,,0.00,
1983-08-17,93349.00,2488.61,742.00,58.85,,45.00,71.00,,0.29,
1983-08-18,92121.00,2487.98,690.00,70.88,,45.00,73.00,,0.00,
1983-08-19,91092.00,2487.45,588.00,69.21,,46.00,72.00,,0.00,
1983-08-20,90048.00,2486.91,570.00,43.65,,42.00,69.00,,0.00,
1983-08-21,89035.00,2486.38,567.00,56.28,,44.00,78.00,,0.29,
1983-08-22,88084.00,2485.88,564.00,84.54,,50.00,74.00,,0.00,
1983-08-23,87020.00,2485.30,561.00,24.57,,55.00,62.00,,0.00,
1983-08-24,85958.00,2484.72,559.00,23.57,,53.00,66.00,,0.00,
1983-08-25,84971.00,2484.22,556.00,58.39,,51.00,71.00,,0.30,
1983-08-26,83958.00,2483.66,553.00,42.28,,48.00,72.00,,0.00,
1983-08-27,82995.00,2483.15,550.00,64.49,,49.00,50.00,,0.00,
1983-08-28,82016.00,2482.60,547.00,53.42,,46.00,57.00,,0.00,
1983-08-29,81087.00,2482.10,565.00,96.63,,44.00,58.00,,0.29,
1983-08-30,80112.00,2481.56,589.00,97.44,,50.00,64.00,,0.74,
1983-08-31,79154.00,2480.97,585.00,102.01,,57.00,70.00,,0.00,
1983-09-01,78260.00,2480.52,583.00,132.27,,50.00,58.00,,1.04,
1983-09-02,77446.00,2480.06,580.00,169.61,,50.00,59.00,,0.00,
1983-09-03,76534.00,2479.54,577.00,117.20,,49.00,61.00,,0.00,
1983-09-04,75572.00,2478.99,574.00,88.99,,53.00,56.00,,0.00,
1983-09-05,74586.00,2478.42,571.00,73.89,,42.00,62.00,,0.15,
1983-09-06,73791.00,2477.96,479.00,78.19,,39.00,65.00,,0.00,
1983-09-07,73195.00,2477.60,385.00,84.52,,40.00,55.00,,0.00,
1983-09-08,72637.00,2477.23,384.00,102.67,,33.00,51.00,,0.00,
1983-09-09,72286.00,2477.08,383.00,206.04,,41.00,55.00,,0.00,
1983-09-10,72133.00,2476.99,382.00,304.86,,44.00,55.00,,0.00,
1983-09-11,72201.00,2477.03,382.00,416.28,,42.00,59.00,,1.79,
1983-09-12,71896.00,2476.85,382.00,228.23,,39.00,71.00,,0.29,
1983-09-13,71424.00,2476.61,381.00,143.03,,38.00,70.00,,0.30,
1983-09-14,70952.00,2476.39,380.00,142.03,,47.00,64.00,,0.00,
1983-09-15,70480.00,2476.03,378.00,140.03,,39.00,67.00,,0.00,
1983-09-16,70009.00,2475.73,377.00,139.54,,43.00,56.00,,0.00,
1983-09-17,69491.00,2475.39,376.00,114.84,,40.00,52.00,,0.00,
1983-09-18,69073.00,2475.17,376.00,165.26,,31.00,42.00,,0.00,
1983-09-19,68674.00,2474.93,342.00,140.84,,32.00,49.00,,0.58,
1983-09-20,68542.00,2474.85,190.00,123.45,,40.00,57.00,,0.00,
1983-09-21,68377.00,2474.73,190.00,106.81,,39.00,67.00,,0.15,
1983-09-22,68212.00,2474.65,188.00,104.81,,34.00,71.00,,0.30,
1983-09-23,68113.00,2474.57,139.00,89.09,,45.00,68.00,,0.00,
1983-09-24,68080.00,2474.57,99.00,82.36,,45.00,66.00,,0.45,
1983-09-25,68047.00,2474.55,99.00,82.36,,44.00,73.00,,0.00,
1983-09-26,68014.00,2474.53,99.00,82.36,,42.00,60.00,,0.00,
1983-09-27,67981.00,2474.51,99.00,82.36,,28.00,49.00,,0.00,
1983-09-28,67931.00,2474.48,99.00,73.79,,26.00,56.00,,0.00,
1983-09-29,67882.00,2474.45,99.00,74.30,,34.00,41.00,,0.00,
1983-09-30,67849.00,2474.43,99.00,82.36,,25.00,63.00,,0.00,
1983-10-01,67780.00,2474.39,99.00,65.00,,26.00,57.00,,0.15,
1983-10-02,67701.00,2474.34,99.00,59.17,,38.00,54.00,,0.15,
1983-10-03,67680.00,2474.33,99.00,88.41,,46.00,51.00,,0.15,
1983-10-04,67680.00,2474.33,99.00,99.00,,33.00,53.00,,0.15,
1983-10-05,67650.00,2474.31,99.00,83.87,,30.00,61.00,,0.00,
1983-10-06,67569.00,2474.26,99.00,58.16,,31.00,47.00,,0.00,
1983-10-07,67503.00,2474.22,99.00,65.72,,25.00,59.00,,0.00,
1983-10-08,67453.00,2474.19,99.00,73.79,,31.00,58.00,,0.00,
1983-10-09,67387.00,2474.15,99.00,65.72,,40.00,52.00,,0.00,
1983-10-10,67350.00,2474.13,99.00,80.35,,31.00,57.00,,0.00,
1983-10-11,67260.00,2474.07,99.00,53.62,,27.00,64.00,,0.30,
1983-10-12,67173.00,2474.02,99.00,55.14,,25.00,58.00,,0.00,
1983-10-13,67190.00,2474.01,38.00,46.57,,36.00,44.00,,0.00,
1983-10-14,67247.00,2474.02,1.00,29.74,,41.00,44.00,,0.00,
1983-10-15,67322.00,2474.11,0.00,37.81,,26.00,51.00,,0.00,
1983-10-16,67437.00,2474.18,0.00,57.98,,29.00,52.00,,0.15,
1983-10-17,67619.00,2474.29,0.00,91.76,,38.00,46.00,,0.30,
1983-10-18,67730.00,2474.36,0.00,55.96,,27.00,51.00,,0.00,
1983-10-19,67899.00,2474.46,0.00,85.20,,38.00,47.00,,0.00,
1983-10-20,68097.00,2474.54,0.00,99.83,,37.00,55.00,,0.15,
1983-10-21,68311.00,2474.66,0.00,107.89,,34.00,57.00,,0.15,
1983-10-22,68641.00,2474.91,0.00,166.38,,42.00,49.00,,1.04,
1983-10-23,68857.00,2475.04,0.00,108.90,,30.00,51.00,,0.00,
1983-10-24,69058.00,2475.11,0.00,101.34,,27.00,38.00,,0.00,
1983-10-25,69258.00,2475.28,0.00,100.83,,35.00,59.00,,0.89,
1983-10-26,69441.00,2475.39,0.00,92.26,,29.00,60.00,,0.30,
1983-10-27,69608.00,2475.49,0.00,84.20,,34.00,56.00,,0.15,
1983-10-28,69759.00,2475.58,0.00,76.13,,31.00,55.00,,0.00,
1983-10-29,69930.00,2475.68,0.00,86.21,,32.00,56.00,,0.00,
1983-10-30,70117.00,2475.76,0.00,94.28,,43.00,48.00,,0.15,
1983-10-31,70343.00,2475.93,0.00,113.94,,33.00,53.00,,0.44,
1983-11-01,70600.00,2476.08,0.00,129.57,,37.00,48.00,,0.15,
1983-11-02,71560.00,2476.37,0.00,484.00,,38.00,44.00,,0.75,
1983-11-03,73480.00,2477.78,1.00,969.00,,44.00,46.00,,1.63,
1983-11-04,75573.00,2478.99,44.00,1099.22,,35.00,42.00,,0.75,
1983-11-05,76740.00,2479.66,103.00,691.36,,31.00,36.00,,0.58,
1983-11-06,77871.00,2480.30,104.00,674.21,,31.00,39.00,,0.45,
1983-11-07,78880.00,2480.87,41.00,549.70,,35.00,38.00,,0.29,
