date,qu,qd,qt,mm,mx,mn
1995-08-19,3843.00,11400.00,,,,
1995-08-20,3160.49,11300.00,,,,
1995-08-21,4182.01,11700.00,,,,
1995-08-22,3127.84,11800.00,,,,
1995-08-23,4709.20,11400.00,,,,
1995-08-24,3040.01,11100.00,,,,
1995-08-25,3418.95,10600.00,,,,
1995-08-26,1998.97,10100.00,,,,
1995-08-27,2953.70,10500.00,,,,
1995-08-28,2230.54,11100.00,,,,
1995-08-29,2768.69,11100.00,,,,
1995-08-30,2414.98,11100.00,,,,
1995-08-31,2515.56,11100.00,,,,
1995-09-01,1269.85,11100.00,,,,
1995-09-02,2574.68,11100.00,,,,
1995-09-03,3702.40,11000.00,,,,
1995-09-04,2234.31,10700.00,,,,
1995-09-05,2617.97,9890.00,,,,
1995-09-06,4526.55,9420.00,,,,
1995-09-07,402.16,9300.00,,,,
1995-09-08,3606.74,9720.00,,,,
1995-09-09,3752.70,9860.00,,,,
1995-09-10,2450.53,9730.00,,,,
1995-09-11,3651.22,9680.00,,,,
1995-09-12,3169.04,9620.00,,,,
1995-09-13,3656.03,9730.00,,,,
1995-09-14,2480.66,9610.00,,,,
1995-09-15,4294.95,9240.00,,,,
1995-09-16,1550.02,8910.00,,,,
1995-09-17,1692.66,8910.00,,,,
1995-09-18,1094.84,8900.00,,,,
1995-09-19,14704.83,9420.00,,,,
1995-09-20,-3337.61,9630.00,,,,
1995-09-21,-1909.11,8960.00,,,,
1995-09-22,1774.13,8150.00,,,,
1995-09-23,4729.38,6770.00,,,,
1995-09-24,2772.71,6370.00,,,,
1995-09-25,3548.70,6410.00,,,,
1995-09-26,3607.78,6270.00,,,,
1995-09-27,4081.64,6280.00,,,,
1995-09-28,2721.69,6290.00,,,,
1995-09-29,4234.42,6300.00,,,,
1995-09-30,4102.93,6260.00,,,,
1995-10-01,3824.22,5860.00,,,,
1995-10-02,3962.85,5480.00,,,,
1995-10-03,-1728.59,5490.00,,,,
1995-10-04,8668.14,5490.00,,,,
1995-10-05,5766.46,5140.00,,,,
1995-10-06,5086.75,4590.00,,,,
1995-10-07,6468.22,4300.00,,,,
1995-10-08,4396.00,4260.00,,,,
1995-10-09,4584.54,3930.00,,,,
1995-10-10,4888.88,3500.00,,,,
1995-10-11,4232.35,3240.00,,,,
1995-10-12,4562.77,3250.00,,,,
1995-10-13,5075.56,2520.00,,,,
1995-10-14,4442.14,1440.00,,,,
1995-10-15,4880.48,1000.00,,,,
1995-10-16,3509.78,1060.00,,,,
1995-10-17,3143.66,1050.00,,,,
1995-10-18,6024.95,1050.00,,,,
1995-10-19,4164.65,1030.00,,,,
1995-10-20,3913.34,1030.00,,,,
1995-10-21,4653.04,1030.00,,,,
1995-10-22,4229.76,1020.00,,,,
1995-10-23,4287.22,1060.00,,,,
1995-10-24,5413.97,1050.00,,,,
1995-10-25,5888.33,1020.00,,,,
1995-10-26,3224.56,1020.00,,,,
1995-10-27,6632.50,1030.00,,,,
1995-10-28,5133.79,1030.00,,,,
1995-10-29,5185.47,1030.00,,,,
1995-10-30,6442.51,1030.00,,,,
1995-10-31,6123.53,1120.00,,,,
1995-11-01,6000.51,1020.00,,,,
1995-11-02,6475.12,1020.00,,,,
1995-11-03,5959.00,1240.00,,,,
1995-11-04,4617.02,1520.00,,,,
1995-11-05,5887.06,1530.00,,,,
1995-11-06,5879.66,1540.00,,,,
1995-11-07,6849.77,1540.00,,,,
1995-11-08,6849.66,1540.00,,,,
1995-11-09,3693.72,1680.00,,,,
1995-11-10,6430.95,1950.00,,,,
1995-11-11,6064.23,1960.00,,,,
1995-11-12,8260.29,1970.00,,,,
1995-11-13,6210.40,2040.00,,,,
1995-11-14,6726.08,2160.00,,,,
1995-11-15,5799.45,2150.00,,,,
1995-11-16,5933.65,2170.00,,,,
1995-11-17,7210.67,2110.00,,,,
1995-11-18,4171.60,2070.00,,,,
1995-11-19,5031.75,2080.00,,,,
1995-11-20,7989.50,2080.00,,,,
1995-11-21,5011.16,2100.00,,,,
1995-11-22,6011.34,2100.00,,,,
1995-11-23,5989.32,2080.00,,,,
1995-11-24,5533.73,2020.00,,,,
1995-11-25,6392.44,1990.00,,,,
1995-11-26,4955.20,1980.00,,,,
1995-11-27,6811.56,1980.00,,,,
1995-11-28,3686.05,1990.00,,,,
1995-11-29,8710.40,1920.00,,,,
1995-11-30,7257.23,1870.00,,,,
1995-12-01,4512.37,1880.00,,,,
1995-12-02,6826.55,1930.00,,,,
1995-12-03,7922.92,1960.00,,,,
1995-12-04,2411.34,2060.00,,,,
1995-12-05,10480.15,2200.00,,,,
1995-12-06,6612.74,2550.00,,,,
1995-12-07,3895.55,3070.00,,,,
1995-12-08,7773.38,3090.00,,,,
1995-12-09,6300.59,3020.00,,,,
1995-12-10,5414.13,3090.00,,,,
1995-12-11,4959.97,3070.00,,,,
1995-12-12,10448.42,3220.00,,,,
1995-12-13,3493.47,3160.00,,,,
1995-12-14,6823.97,3170.00,,,,
1995-12-15,7190.70,3080.00,,,,
1995-12-16,6821.74,3080.00,,,,
1995-12-17,6753.40,3080.00,,,,
1995-12-18,6788.54,3170.00,,,,
1995-12-19,5842.17,3200.00,,,,
1995-12-20,6324.02,3180.00,,,,
1995-12-21,6835.23,3190.00,,,,
1995-12-22,6576.14,3360.00,,,,
1995-12-23,7325.30,3480.00,,,,
1995-12-24,6298.36,3390.00,,,,
1995-12-25,5793.09,3410.00,,,,
1995-12-26,6746.29,3350.00,,,,
1995-12-27,7077.53,3310.00,,,,
1995-12-28,6097.49,3260.00,,,,
1995-12-29,7815.04,3160.00,,,,
1995-12-30,8366.29,3130.00,,,,
1995-12-31,5986.78,3160.00,,,,
1996-01-01,8874.62,3160.00,,,,
1996-01-02,6111.59,3410.00,,,,
1996-01-03,5983.32,3730.00,,,,
1996-01-04,5144.07,3670.00,,,,
1996-01-05,8044.88,3960.00,,,,
1996-01-06,7640.06,4100.00,,,,
1996-01-07,7799.01,4100.00,,,,
1996-01-08,6212.31,4490.00,,,,
1996-01-09,5311.20,4610.00,,,,
1996-01-10,7366.69,4610.00,,,,
1996-01-11,10403.76,4600.00,,,,
1996-01-12,5472.43,4600.00,,,,
1996-01-13,6550.66,4600.00,,,,
1996-01-14,7090.07,4610.00,,,,
1996-01-15,5224.87,4670.00,,,,
1996-01-16,9023.29,4670.00,,,,
1996-01-17,7410.80,4680.00,,,,
1996-01-18,7907.78,4650.00,,,,
1996-01-19,3895.56,4650.00,,,,
1996-01-20,4085.92,4680.00,,,,
1996-01-21,11679.62,4650.00,,,,
1996-01-22,7145.11,4660.00,,,,
1996-01-23,8122.92,4640.00,,,,
1996-01-24,8953.52,4670.00,,,,
1996-01-25,5606.26,4650.00,,,,
1996-01-26,6119.82,4640.00,,,,
1996-01-27,8720.82,4760.00,,,,
1996-01-28,4922.02,4780.00,,,,
1996-01-29,5765.55,4660.00,,,,
1996-01-30,8527.28,4740.00,,,,
1996-01-31,5619.71,5370.00,,,,
1996-02-01,848.75,5570.00,,,,
1996-02-02,15940.24,5580.00,,,,
1996-02-03,5731.93,5580.00,,,,
1996-02-04,5822.07,5540.00,,,,
1996-02-05,7135.36,5530.00,,,,
1996-02-06,8182.18,5530.00,,,,
1996-02-07,8999.64,5580.00,,,,
1996-02-08,9374.89,5600.00,,,,
1996-02-09,9830.12,6140.00,,,,
1996-02-10,10280.54,6450.00,,,,
1996-02-11,9652.08,6440.00,,,,
1996-02-12,10216.55,6440.00,,,,
1996-02-13,10184.03,6490.00,,,,
1996-02-14,11002.02,6880.00,,,,
1996-02-15,10267.54,7040.00,,,,
1996-02-16,11549.37,7070.00,,,,
1996-02-17,11997.87,7040.00,,,,
1996-02-18,11100.50,6900.00,,,,
1996-02-19,12598.20,8230.00,,,,
1996-02-20,10910.64,9840.00,,,,
1996-02-21,9412.25,11200.00,,,,
1996-02-22,11614.18,11200.00,,,,
1996-02-23,14023.61,11300.00,,,,
1996-02-24,13052.79,11200.00,,,,
1996-02-25,13682.16,11300.00,,,,
1996-02-26,11809.74,11300.00,,,,
1996-02-27,11848.13,11200.00,,,,
1996-02-28,10176.08,11300.00,,,,
1996-02-29,9703.19,11300.00,,,,
1996-03-01,9270.42,11300.00,,,,
1996-03-02,13812.98,11300.00,,,,
1996-03-03,12874.70,11300.00,,,,
1996-03-04,11988.53,12400.00,,,,
1996-03-05,13767.15,13200.00,,,,
1996-03-06,3030.86,13500.00,,,,
1996-03-07,14390.56,14800.00,,,,
1996-03-08,12820.62,15200.00,,,,
1996-03-09,12899.50,15400.00,,,,
1996-03-10,13397.54,15300.00,,,,
1996-03-11,10818.04,16500.00,,,,
1996-03-12,14348.44,17200.00,,,,
1996-03-13,13764.57,17100.00,,,,
1996-03-14,14603.79,17800.00,,,,
1996-03-15,16085.71,18100.00,,,,
1996-03-16,12606.48,18100.00,,,,
1996-03-17,19832.95,18100.00,,,,
1996-03-18,16972.77,18600.00,,,,
1996-03-19,15472.07,19300.00,,,,
1996-03-20,15601.34,19400.00,,,,
1996-03-21,17161.10,19300.00,,,,
1996-03-22,12050.05,19400.00,,,,
1996-03-23,21306.79,19400.00,,,,
1996-03-24,18466.29,19300.00,,,,
1996-03-25,8571.66,19300.00,,,,
1996-03-26,16843.89,19300.00,,,,
1996-03-27,16819.72,19200.00,,,,
1996-03-28,13072.86,19300.00,,,,
1996-03-29,17813.52,19600.00,,,,
1996-03-30,16622.83,19500.00,,,,
1996-03-31,17078.10,19500.00,,,,
1996-04-01,15986.62,19500.00,,,,
1996-04-02,15008.79,19500.00,,,,
1996-04-03,15434.38,19500.00,,,,
1996-04-04,18124.11,19500.00,,,,
1996-04-05,15972.32,19400.00,,,,
1996-04-06,15985.43,19400.00,,,,
1996-04-07,15972.32,19400.00,,,,
1996-04-08,17048.21,19400.00,,,,
1996-04-09,15972.32,19400.00,,,,
1996-04-10,12312.83,19400.00,,,,
1996-04-11,19728.12,19400.00,,,,
1996-04-12,18671.88,19400.00,,,,
1996-04-13,17615.53,19400.00,,,,
1996-04-14,15503.01,19400.00,,,,
1996-04-15,19649.09,18600.00,,,,
1996-04-16,13446.22,17500.00,,,,
1996-04-17,19929.94,17500.00,,,,
1996-04-18,11723.96,16800.00,,,,
1996-04-19,19822.78,16000.00,,,,
1996-04-20,14818.08,16100.00,,,,
1996-04-21,18263.72,16000.00,,,,
1996-04-22,16615.61,15400.00,,,,
1996-04-23,16062.52,14500.00,,,,
1996-04-24,13026.26,14200.00,,,,
1996-04-25,16075.04,13000.00,,,,
1996-04-26,16460.45,12400.00,,,,
1996-04-27,16964.70,12400.00,,,,
1996-04-28,16563.73,12400.00,,,,
1996-04-29,16611.07,12400.00,,,,
1996-04-30,16066.56,12500.00,,,,
1996-05-01,15922.03,12400.00,,,,
1996-05-02,14305.84,12500.00,,,,
1996-05-03,16962.52,12500.00,,,,
1996-05-04,14979.89,12600.00,,,,
1996-05-05,15541.89,12600.00,,,,
1996-05-06,15145.23,12300.00,,,,
1996-05-07,13257.80,12000.00,,,,
1996-05-08,12835.88,12100.00,,,,
1996-05-09,13394.50,12100.00,,,,
1996-05-10,12295.87,12100.00,,,,
1996-05-11,11798.53,12200.00,,,,
1996-05-12,12392.64,12200.00,,,,
1996-05-13,12420.70,12200.00,,,,
1996-05-14,11315.88,12300.00,,,,
1996-05-15,17840.86,12300.00,,,,
1996-05-16,15943.17,12400.00,,,,
1996-05-17,19798.03,12400.00,,,,
1996-05-18,16296.32,12300.00,,,,
1996-05-19,26541.52,12100.00,,,,
1996-05-20,25078.97,12200.00,,,,
1996-05-21,24160.12,12400.00,,,,
1996-05-22,23112.53,12500.00,,,,
1996-05-23,23979.03,12600.00,,,,
1996-05-24,23627.37,13500.00,,,,
1996-05-25,17582.37,15100.00,,,,
1996-05-26,22033.20,15800.00,,,,
1996-05-27,20935.45,16500.00,,,,
1996-05-28,23509.99,18400.00,,,,
1996-05-29,23134.80,20200.00,,,,
1996-05-30,18745.84,21500.00,,,,
1996-05-31,24923.48,21900.00,,,,
1996-06-01,23845.72,22000.00,,,,
1996-06-02,24178.64,22400.00,,,,
1996-06-03,23545.50,22400.00,,,,
1996-06-04,19828.43,22200.00,,,,
1996-06-05,20932.35,21600.00,,,,
1996-06-06,16541.18,21300.00,,,,
1996-06-07,15906.92,21300.00,,,,
1996-06-08,14280.86,21400.00,,,,
1996-06-09,18472.95,21400.00,,,,
1996-06-10,15098.83,20200.00,,,,
1996-06-11,17113.52,18800.00,,,,
1996-06-12,15896.93,18000.00,,,,
1996-06-13,17173.67,17600.00,,,,
1996-06-14,20496.03,16900.00,,,,
1996-06-15,14099.46,16300.00,,,,
1996-06-16,20117.41,16500.00,,,,
1996-06-17,17176.02,16400.00,,,,
1996-06-18,15608.87,16300.00,,,,
1996-06-19,22030.57,16300.00,,,,
1996-06-20,17608.98,16400.00,,,,
1996-06-21,16542.84,16300.00,,,,
1996-06-22,18826.63,15900.00,,,,
1996-06-23,17566.92,15700.00,,,,
1996-06-24,13538.07,15700.00,,,,
1996-06-25,19649.07,15600.00,,72.25,80.71,59.40
1996-06-26,17552.04,16300.00,,65.51,81.65,53.35
1996-06-27,16968.99,16900.00,,63.11,76.85,49.65
1996-06-28,15869.53,16900.00,,58.06,67.03,50.67
1996-06-29,18358.21,17100.00,,53.01,55.94,44.78
1996-06-30,17049.00,17000.00,,,,
1996-07-01,17534.21,16800.00,,85.33,89.59,59.64
1996-07-02,16366.54,13900.00,,72.42,93.83,53.19
1996-07-03,13019.36,13400.00,,73.90,90.38,59.40
1996-07-04,8239.64,15100.00,,70.89,86.29,56.65
1996-07-05,4448.15,15400.00,,66.97,79.13,56.49
1996-07-06,10186.37,14700.00,,63.62,79.76,45.40
1996-07-07,9264.69,14300.00,,65.16,85.27,45.25
1996-07-08,11363.12,14100.00,,66.92,85.27,48.63
1996-07-09,12858.14,14400.00,,73.03,90.22,61.05
1996-07-10,10258.47,14700.00,,71.06,88.25,53.27
1996-07-11,12749.12,14900.00,,69.21,85.50,49.73
1996-07-12,7779.15,14600.00,,70.70,88.10,50.28
1996-07-13,10074.68,13900.00,,70.92,87.15,51.46
1996-07-14,6711.33,13400.00,,69.14,89.04,49.02
1996-07-15,8066.11,13000.00,,71.58,84.40,56.41
1996-07-16,6321.40,13600.00,,69.62,79.37,58.06
1996-07-17,6908.75,13000.00,,63.28,76.38,49.73
1996-07-18,5716.98,12900.00,,66.09,79.60,55.63
1996-07-19,6338.59,12400.00,,64.15,79.21,51.46
1996-07-20,7388.25,11800.00,,64.41,81.65,44.62
1996-07-21,8464.81,11700.00,,66.95,85.27,48.00
1996-07-22,7333.65,12300.00,,70.15,86.60,50.44
1996-07-23,6910.92,12800.00,,68.48,87.86,51.69
1996-07-24,4921.83,13000.00,,68.99,90.93,49.18
1996-07-25,5846.99,12900.00,,73.03,89.67,58.61
1996-07-26,3407.00,12600.00,,71.20,93.68,54.92
1996-07-27,5180.70,12600.00,,72.90,95.49,55.31
1996-07-28,4620.37,12600.00,,75.64,86.60,59.56
1996-07-29,4756.99,12700.00,,71.01,80.78,63.33
1996-07-30,8568.33,12700.00,,71.59,88.49,58.69
1996-07-31,3729.04,12600.00,,69.89,87.55,54.13
1996-08-01,5731.75,12500.00,,70.63,85.66,53.66
1996-08-02,4249.86,12600.00,,74.40,85.42,59.16
1996-08-03,2863.94,12700.00,,61.93,72.69,53.03
1996-08-04,6268.67,12400.00,,60.88,71.27,47.29
1996-08-05,5193.03,11900.00,,69.09,81.88,51.22
1996-08-06,6158.62,11700.00,,59.45,72.92,46.82
1996-08-07,6835.29,11900.00,,60.85,79.53,41.32
1996-08-08,4519.98,11600.00,,65.54,87.86,43.68
1996-08-09,4650.19,11700.00,,70.46,91.00,51.69
1996-08-10,6086.20,12000.00,,69.38,91.95,48.55
1996-08-11,3820.35,12200.00,,70.55,93.36,49.57
1996-08-12,4486.49,12400.00,,76.57,94.78,58.77
1996-08-13,4628.79,12400.00,,75.13,90.14,61.52
1996-08-14,3702.87,12400.00,,73.08,88.96,57.43
1996-08-15,4990.72,12200.00,,68.49,84.79,51.30
1996-08-16,4107.53,12200.00,,70.75,91.40,52.17
1996-08-17,3507.36,11900.00,,68.69,81.41,57.20
1996-08-18,3124.08,11600.00,,62.28,71.74,51.77
1996-08-19,3844.10,11400.00,,58.50,78.82,38.25
1996-08-20,3678.03,11200.00,,65.08,84.79,45.64
1996-08-21,4753.18,11100.00,,63.97,79.45,50.91
1996-08-22,4506.46,11200.00,,61.27,85.97,41.32
1996-08-23,4582.29,11700.00,,63.51,84.87,41.79
1996-08-24,3545.03,11500.00,,64.89,92.34,43.68
1996-08-25,4410.75,11400.00,,66.06,89.43,48.31
1996-08-26,4440.78,11300.00,,70.01,89.59,50.75
1996-08-27,2723.25,11300.00,,73.53,86.84,59.64
1996-08-28,4975.51,11300.00,,65.12,79.21,49.34
1996-08-29,5169.34,11100.00,,62.83,77.72,48.08
1996-08-30,3890.86,11500.00,,67.54,91.24,47.92
1996-08-31,2613.16,11800.00,,71.28,84.71,55.78
1996-09-01,5741.67,11100.00,,64.02,75.36,51.07
1996-09-02,5189.18,10100.00,,61.13,78.74,42.26
1996-09-03,5448.78,9940.00,,61.66,82.12,43.52
1996-09-04,4342.15,8340.00,,64.50,86.60,43.83
1996-09-05,2957.29,10900.00,,57.22,68.20,49.10
1996-09-06,6567.69,8920.00,,52.11,67.73,33.45
1996-09-07,4225.02,10600.00,,56.67,78.82,37.39
1996-09-08,5529.68,10600.00,,62.76,81.26,45.25
1996-09-09,5566.31,9810.00,,63.38,86.84,45.56
1996-09-10,4647.00,8900.00,,65.62,83.06,47.68
1996-09-11,5981.91,8680.00,,62.68,73.87,52.48
1996-09-12,2858.72,8620.00,,63.39,81.81,47.37
1996-09-13,4580.47,8350.00,,68.82,78.35,58.30
1996-09-14,6925.75,8040.00,,59.64,72.14,50.12
1996-09-15,4258.57,8040.00,,56.02,73.08,43.75
1996-09-16,8058.09,8030.00,,45.16,48.63,41.63
1996-09-17,9091.05,7740.00,,45.19,55.47,40.53
1996-09-18,7159.50,6950.00,,46.12,56.80,35.81
1996-09-19,5198.10,6320.00,,52.06,58.93,44.70
1996-09-20,8297.87,6020.00,,54.42,65.92,37.31
1996-09-21,7148.16,6390.00,,59.23,68.44,51.46
1996-09-22,5145.62,6660.00,,51.58,57.98,45.33
1996-09-23,10076.73,6630.00,,44.41,59.48,28.03
1996-09-24,4093.43,6360.00,,50.69,71.27,32.59
1996-09-25,9815.68,5980.00,,51.50,59.64,43.91
1996-09-26,5918.03,5890.00,,45.76,56.88,31.25
1996-09-27,5718.97,6080.00,,47.11,64.67,29.68
1996-09-28,6046.23,6410.00,,59.60,75.67,45.48
1996-09-29,6070.45,6040.00,,63.61,82.12,44.38
1996-09-30,7731.09,5420.00,,63.77,80.71,43.68
1996-10-01,3394.00,5300.00,5300.02,63.18,78.58,49.65
1996-10-02,5237.38,5610.00,5618.47,54.86,75.67,39.82
1996-10-03,4577.16,6100.00,6101.51,57.07,79.76,41.87
1996-10-04,4286.65,6570.00,6573.17,60.90,81.02,41.79
1996-10-05,4200.21,6830.00,6858.55,65.68,76.93,54.21
1996-10-06,4341.11,6600.00,6627.63,60.15,77.72,46.27
1996-10-07,4709.52,6590.00,6614.96,58.33,75.20,42.42
1996-10-08,4330.85,6590.00,6617.38,56.93,77.56,41.55
1996-10-09,4707.31,6180.00,6217.04,55.86,74.73,41.55
1996-10-10,3724.38,5940.00,5945.27,58.67,84.09,43.12
1996-10-11,3857.68,6050.00,6078.57,58.72,76.93,44.62
1996-10-12,4660.29,5750.00,5770.71,55.00,74.02,40.92
1996-10-13,232.42,5760.00,5775.61,53.18,69.38,37.94
1996-10-14,7260.71,5770.00,5780.13,46.94,56.02,39.04
1996-10-15,2813.25,5380.00,5404.29,50.20,60.58,39.19
1996-10-16,4864.01,4840.00,4864.01,39.94,46.27,32.67
1996-10-17,5224.12,4470.00,4483.81,35.90,50.67,19.54
1996-10-18,4392.03,3630.00,3651.73,49.51,55.08,43.20
1996-10-19,6153.02,3200.00,3200.87,38.77,45.33,30.86
1996-10-20,4925.03,3090.00,3074.30,32.25,42.57,25.91
1996-10-21,4635.48,2780.00,2784.74,33.03,44.54,22.76
1996-10-22,6113.37,2420.00,2411.90,42.89,51.30,36.76
1996-10-23,6215.13,2430.00,2429.82,38.82,43.99,34.16
1996-10-24,5870.17,2440.00,2440.38,40.95,43.44,36.91
1996-10-25,7030.81,2480.00,2467.02,34.45,41.24,31.57
1996-10-26,8684.48,2590.00,2587.09,36.60,43.20,31.33
1996-10-27,4408.67,2520.00,2507.33,31.75,42.73,22.37
1996-10-28,7334.87,2250.00,2242.57,34.32,45.09,23.23
1996-10-29,6852.73,2160.00,2161.68,42.27,46.74,37.94
1996-10-30,7599.79,2120.00,2115.74,41.70,47.21,35.03
1996-10-31,4461.62,2110.00,2111.32,37.94,52.80,29.45
1996-11-01,7687.13,2110.00,2112.87,37.57,51.93,27.72
1996-11-02,7317.99,2090.00,2088.95,36.22,50.83,25.83
1996-11-03,6500.64,2090.00,2085.87,39.53,56.73,27.95
1996-11-04,4881.47,2060.00,2065.85,41.30,48.71,34.71
1996-11-05,7692.76,2020.00,2019.34,32.13,42.34,26.69
1996-11-06,6556.27,2010.00,2004.36,33.99,42.26,20.80
1996-11-07,6183.26,2060.00,2055.24,41.84,48.79,34.71
1996-11-08,8274.49,2070.00,2067.31,46.82,56.96,34.71
1996-11-09,6196.54,2060.00,2063.19,37.62,52.72,25.75
1996-11-10,5875.29,2060.00,2051.97,37.66,54.60,29.05
1996-11-11,7090.71,2010.00,1992.95,38.28,52.40,28.66
1996-11-12,6501.94,1850.00,1839.38,39.71,52.24,30.94
1996-11-13,5775.21,1110.00,1102.28,41.20,58.69,30.70
1996-11-14,6250.72,1110.00,1101.70,37.80,43.99,33.38
1996-11-15,6770.50,1110.00,1101.90,32.81,35.97,31.10
1996-11-16,6754.90,1100.00,1096.95,32.28,37.78,29.05
1996-11-17,6765.46,1100.00,1096.86,35.67,39.98,32.67
1996-11-18,6849.29,1110.00,1103.96,46.47,55.47,36.21
1996-11-19,6480.03,1110.00,1107.47,54.10,57.91,50.36
1996-11-20,8256.04,1110.00,1103.55,44.05,51.85,32.75
1996-11-21,6464.51,1100.00,1091.95,37.34,48.71,28.89
1996-11-22,8413.80,1100.00,1096.70,43.67,51.54,38.88
1996-11-23,7058.86,1090.00,1091.17,37.35,45.01,28.97
1996-11-24,7051.90,1080.00,1072.99,37.69,45.33,28.03
1996-11-25,6600.55,1080.00,1073.74,38.82,44.15,33.38
1996-11-26,7688.80,1080.00,1070.98,31.10,36.36,24.81
1996-11-27,7202.81,1070.00,1069.18,30.67,40.77,19.62
1996-11-28,6274.42,1080.00,1074.63,34.28,39.98,30.47
1996-11-29,6265.70,1080.00,1071.08,27.37,30.55,22.53
1996-11-30,6417.16,1080.00,1071.98,28.45,32.83,21.90
1996-12-01,5451.40,1080.00,1078.01,30.31,34.71,25.67
1996-12-02,8839.43,1080.00,1076.51,25.62,32.35,20.33
1996-12-03,4971.24,1090.00,1083.79,25.07,30.00,16.08
1996-12-04,5718.73,1310.00,1314.65,21.73,28.74,7.67
1996-12-05,10588.99,1630.00,1622.25,31.99,36.05,27.79
1996-12-06,6505.23,2040.00,2034.08,30.40,34.87,24.33
1996-12-07,8557.45,2090.00,2081.48,31.86,42.26,23.39
1996-12-08,5582.60,2110.00,2102.52,43.86,48.31,32.98
1996-12-09,8208.90,2110.00,2103.69,47.12,50.20,41.71
1996-12-10,7725.29,2120.00,2128.85,42.18,44.62,32.12
1996-12-11,7201.07,2130.00,2125.81,33.51,40.77,27.24
1996-12-12,10263.93,2120.00,2123.65,35.28,39.82,28.97
1996-12-13,6481.78,2350.00,2350.33,32.29,43.44,28.27
1996-12-14,8242.44,2540.00,2537.61,26.21,33.06,23.23
1996-12-15,7725.85,2550.00,2552.34,25.36,30.78,18.20
1996-12-16,10065.79,2810.00,2805.09,26.45,35.58,15.29
1996-12-17,3937.95,3420.00,3419.35,13.37,19.93,7.51
1996-12-18,6477.17,3870.00,3884.12,15.54,24.89,7.35
1996-12-19,5555.24,4520.00,4525.98,20.49,31.57,14.35
1996-12-20,7747.29,4580.00,4578.41,27.67,32.98,16.71
1996-12-21,8202.37,4510.00,4505.31,26.96,30.31,22.45
1996-12-22,8701.36,4470.00,4476.25,22.92,30.62,9.48
1996-12-23,7781.35,4630.00,4625.33,27.54,32.28,18.75
1996-12-24,7279.65,4630.00,4638.88,34.36,37.39,30.70
1996-12-25,7717.31,4550.00,4548.43,33.88,36.76,29.45
1996-12-26,10390.86,4580.00,4581.28,37.71,40.37,34.08
1996-12-27,8969.25,4690.00,4683.58,37.89,41.16,33.93
1996-12-28,9533.50,4730.00,4691.99,35.86,40.45,32.43
1996-12-29,7921.58,4730.00,4693.90,42.09,46.35,37.94
1996-12-30,7896.62,4710.00,4682.05,45.08,50.12,38.33
1996-12-31,9536.77,4730.00,4695.25,47.78,50.67,44.46
1997-01-01,8493.95,4770.00,4728.33,48.58,50.36,46.03
1997-01-02,11762.33,4740.00,4706.20,43.32,48.63,40.61
1997-01-03,8701.13,4900.00,4864.48,36.19,42.10,28.34
1997-01-04,11844.36,4770.00,4732.58,27.96,36.05,23.23
1997-01-05,10709.88,4710.00,4680.86,24.46,28.66,18.44
1997-01-06,8134.66,4880.00,4846.10,21.46,29.21,13.96
1997-01-07,8690.26,4890.00,4852.10,28.63,32.67,19.54
1997-01-08,8662.14,5340.00,5313.46,32.36,35.42,28.97
1997-01-09,6522.73,5990.00,5964.61,35.50,39.67,32.35
1997-01-10,11433.14,6440.00,6410.13,34.74,37.94,32.20
1997-01-11,16594.86,6600.00,6562.44,24.24,35.03,7.04
1997-01-12,4937.46,6650.00,6611.80,8.94,13.72,5.23
1997-01-13,6368.72,6950.00,6926.83,13.34,20.64,7.20
1997-01-14,8560.51,6920.00,6886.17,16.78,23.16,11.60
1997-01-15,8530.52,6890.00,6856.18,18.17,29.45,11.36
1997-01-16,11209.13,7340.00,7302.34,19.68,29.84,10.34
1997-01-17,10236.94,8060.00,8004.49,23.95,29.76,14.51
1997-01-18,10677.58,8510.00,8433.66,29.75,39.12,25.51
1997-01-19,10129.19,9070.00,8992.79,28.62,38.01,22.53
1997-01-20,9030.68,9680.00,9598.87,36.60,42.02,28.19
1997-01-21,11625.47,10000.00,9920.88,33.91,40.45,29.52
1997-01-22,9998.45,10600.00,10566.65,30.56,36.44,25.04
1997-01-23,8776.17,11700.00,11617.15,23.41,30.47,18.91
1997-01-24,10658.04,13000.00,12881.80,24.16,32.28,14.19
1997-01-25,9486.67,14000.00,13951.57,22.35,36.21,13.41
1997-01-26,10849.21,14900.00,14756.00,37.80,42.81,32.04
1997-01-27,12844.30,15100.00,15076.75,27.09,32.04,18.75
1997-01-28,11771.86,15100.00,15106.92,30.20,35.11,20.40
1997-01-29,11741.48,15100.00,15090.16,31.64,36.68,25.67
1997-01-30,11175.00,15100.00,15081.79,30.36,39.59,21.58
1997-01-31,12420.74,15200.00,15211.30,40.28,44.93,33.22
1997-02-01,12585.88,15900.00,15895.99,38.02,44.30,30.70
1997-02-02,12526.84,16400.00,16363.48,31.38,39.35,24.41
1997-02-03,12652.87,16500.00,16489.51,30.22,36.05,25.91
1997-02-04,12062.63,16500.00,16447.37,27.27,31.41,22.05
1997-02-05,11522.71,16500.00,16442.12,24.62,32.35,17.49
1997-02-06,12677.88,16600.00,16514.53,23.99,32.35,17.97
1997-02-07,12208.26,16600.00,16593.00,21.86,34.40,13.64
1997-02-08,12417.41,16800.00,16722.93,21.83,31.80,13.80
1997-02-09,11328.26,16800.00,16707.72,23.77,34.48,15.84
