date,qu,af,mx,mn,mm,qd,fb
1991-11-12,262.79,4220.00,45.37,32.62,41.35,46.00,3395.55
1991-11-13,211.29,4530.00,39.63,31.64,34.05,55.00,3396.01
1991-11-14,147.63,4680.00,43.69,27.02,32.05,72.00,3396.23
1991-11-15,118.42,4780.00,40.05,24.92,29.88,68.00,3396.30
1991-11-16,115.50,4900.00,34.31,29.12,31.27,55.00,3396.46
1991-11-17,172.96,5130.00,37.25,32.20,33.67,57.00,3396.90
1991-11-18,140.18,5293.00,39.21,31.92,34.05,58.00,3397.13
1991-11-19,205.18,5575.00,37.67,32.20,35.27,63.00,3397.55
1991-11-20,223.07,5831.00,36.13,29.96,32.92,94.00,3397.91
1991-11-21,174.43,5933.00,32.76,25.76,29.24,123.00,3398.06
1991-11-22,138.63,5964.00,34.17,19.46,25.15,123.00,3398.11
1991-11-23,183.00,6083.00,31.08,25.06,28.10,123.00,3398.27
1991-11-24,209.21,6254.00,32.48,29.54,31.43,123.00,3398.51
1991-11-25,448.53,6860.00,37.25,31.92,33.50,143.00,3399.37
1991-11-26,430.25,7400.00,34.03,30.94,32.06,158.00,3400.12
1991-11-27,240.63,7550.00,31.92,24.92,29.50,165.00,3400.33
1991-11-28,186.13,7580.00,37.67,24.78,30.99,171.00,3400.37
1991-11-29,193.08,7600.00,35.29,15.81,22.57,183.00,3400.40
1991-11-30,207.13,7630.00,33.05,17.91,27.20,192.00,3400.43
1991-12-01,202.08,7650.00,40.61,32.90,36.75,192.00,3400.46
1991-12-02,152.92,7630.00,36.55,30.24,33.72,163.00,3400.44
1991-12-03,151.79,7580.00,41.45,30.10,35.59,177.00,3400.36
1991-12-04,158.87,7550.00,43.27,31.78,36.27,174.00,3400.32
1991-12-05,301.96,7780.00,41.03,34.59,36.90,186.00,3400.64
1991-12-06,454.08,8280.00,35.57,31.78,32.77,202.00,3401.31
1991-12-07,315.92,8500.00,33.19,29.26,31.77,205.00,3401.60
1991-12-08,245.33,8580.00,38.23,32.34,34.66,205.00,3401.71
1991-12-09,309.83,8780.00,38.65,26.32,34.14,209.00,3401.97
1991-12-10,264.46,8890.00,35.43,20.44,27.64,209.00,3402.12
1991-12-11,234.21,8940.00,34.17,29.26,31.98,209.00,3402.18
1991-12-12,227.13,8970.00,35.15,27.72,31.79,212.00,3402.22
1991-12-13,177.75,8910.00,31.64,18.61,25.37,208.00,3402.15
1991-12-14,169.71,8840.00,26.32,17.21,22.88,205.00,3402.05
1991-12-15,144.50,8720.00,28.70,18.89,22.03,205.00,3401.90
1991-12-16,127.42,8580.00,30.10,12.73,20.49,198.00,3401.71
1991-12-17,128.46,8450.00,27.72,18.19,22.08,194.00,3401.54
1991-12-18,133.50,8330.00,32.90,18.05,24.91,194.00,3401.38
1991-12-19,113.33,8170.00,29.54,14.55,24.79,194.00,3401.16
1991-12-20,112.37,8020.00,29.12,11.33,20.10,188.00,3400.96
1991-12-21,105.42,7880.00,33.33,25.20,30.66,176.00,3400.77
1991-12-22,107.46,7750.00,32.76,30.10,31.50,173.00,3400.60
1991-12-23,124.62,7660.00,33.47,29.40,31.11,170.00,3400.47
1991-12-24,91.37,7510.00,32.90,31.64,32.17,167.00,3400.27
1991-12-25,88.37,7360.00,33.05,28.42,30.49,164.00,3400.07
1991-12-26,76.29,7190.00,33.33,27.30,29.48,162.00,3399.83
1991-12-27,91.46,7060.00,33.89,27.16,30.15,157.00,3399.65
1991-12-28,93.50,6940.00,30.38,19.60,25.80,154.00,3399.48
1991-12-29,85.46,6810.00,32.06,28.98,30.35,151.00,3399.30
1991-12-30,80.46,6680.00,33.05,28.98,30.72,146.00,3399.12
1991-12-31,88.54,6570.00,33.47,24.08,28.09,144.00,3398.96
1992-01-01,88.54,6460.00,33.75,28.28,29.78,144.00,3398.82
1992-01-02,90.58,6360.00,34.87,23.52,30.33,141.00,3398.67
1992-01-03,80.54,6250.00,29.96,23.38,27.74,136.00,3398.51
1992-01-04,74.75,6190.00,31.92,19.18,26.31,105.00,3398.43
1992-01-05,81.96,6180.00,29.40,17.63,25.48,87.00,3398.42
1992-01-06,76.92,6160.00,30.38,16.37,24.34,87.00,3398.38
1992-01-07,54.75,6100.00,13.99,9.51,11.26,85.00,3398.30
1992-01-08,61.00,6100.00,24.64,20.58,22.03,61.00,3398.30
1992-01-09,70.08,6120.00,30.66,23.80,26.11,60.00,3398.33
1992-01-10,70.08,6140.00,32.48,22.54,27.81,60.00,3398.35
1992-01-11,60.00,6140.00,33.33,18.05,27.00,60.00,3398.36
1992-01-12,65.04,6150.00,24.92,10.91,16.13,60.00,3398.37
1992-01-13,60.00,6150.00,35.99,22.82,29.04,60.00,3398.37
1992-01-14,53.96,6140.00,34.87,27.58,30.34,59.00,3398.36
1992-01-15,59.00,6140.00,39.91,27.44,33.69,59.00,3398.36
1992-01-16,99.33,6220.00,36.97,24.22,31.41,59.00,3398.47
1992-01-17,69.08,6240.00,33.33,15.67,23.57,59.00,3398.50
1992-01-18,69.08,6260.00,25.06,14.55,21.46,59.00,3398.52
1992-01-19,64.04,6270.00,26.74,17.63,20.56,59.00,3398.54
1992-01-20,64.04,6280.00,25.20,15.81,20.88,59.00,3398.56
1992-01-21,76.13,6310.00,32.90,15.25,24.07,61.00,3398.60
1992-01-22,81.17,6350.00,35.85,14.69,27.54,61.00,3398.66
1992-01-23,195.08,6610.00,39.35,32.62,35.93,64.00,3399.02
1992-01-24,292.50,6970.00,44.39,31.08,36.69,111.00,3399.52
1992-01-25,260.88,7180.00,35.43,30.10,33.09,155.00,3399.81
1992-01-26,240.67,7340.00,32.06,28.98,30.88,160.00,3400.04
1992-01-27,366.67,7740.00,33.47,31.78,32.07,165.00,3400.58
1992-01-28,703.17,8740.00,36.55,32.06,34.66,199.00,3401.93
1992-01-29,525.50,9340.00,42.01,31.50,35.42,223.00,3402.70
1992-01-30,751.25,10360.00,38.79,31.36,34.85,237.00,3404.00
1992-01-31,583.83,11040.00,38.79,32.90,35.52,241.00,3404.83
1992-02-01,464.71,11450.00,39.63,29.68,34.31,258.00,3405.33
1992-02-02,470.75,11870.00,37.81,30.80,33.19,259.00,3405.83
1992-02-03,380.00,12110.00,39.35,25.62,30.64,259.00,3406.12
1992-02-04,310.42,12210.00,41.31,18.75,27.03,260.00,3406.23
1992-02-05,266.04,12220.00,46.21,16.79,26.85,261.00,3406.25
1992-02-06,245.87,12190.00,41.59,22.68,28.56,261.00,3406.21
1992-02-07,221.67,12110.00,32.62,24.36,29.13,262.00,3406.12
1992-02-08,206.54,12000.00,31.50,30.24,31.33,262.00,3405.98
1992-02-09,202.50,11880.00,41.31,30.80,33.71,263.00,3405.84
1992-02-10,184.37,11730.00,42.85,30.66,34.12,260.00,3405.66
1992-02-11,185.37,11580.00,47.20,29.68,34.54,261.00,3405.48
1992-02-12,167.25,11400.00,40.75,27.44,33.13,258.00,3405.27
1992-02-13,164.25,11220.00,41.45,28.42,33.40,255.00,3405.05
1992-02-14,146.12,11010.00,42.15,27.44,32.98,252.00,3404.80
1992-02-15,153.21,10820.00,40.05,22.96,31.68,249.00,3404.56
1992-02-16,146.17,10620.00,40.19,17.35,28.97,247.00,3404.32
1992-02-17,153.25,10440.00,35.01,27.30,30.67,244.00,3404.10
1992-02-18,165.37,10290.00,33.33,30.52,31.57,241.00,3403.91
1992-02-19,107.75,10230.00,43.55,27.44,33.97,138.00,3403.83
1992-02-20,136.37,10080.00,35.43,29.82,32.00,212.00,3403.65
1992-02-21,190.04,9370.00,42.29,30.80,34.85,548.00,3402.74
1992-02-22,241.21,8700.00,40.33,30.94,35.29,579.00,3401.87
1992-02-23,205.25,8040.00,41.87,27.72,33.96,538.00,3400.99
1992-02-24,211.50,7440.00,50.84,32.62,37.57,514.00,3400.18
1992-02-25,192.62,6870.00,53.50,27.44,35.92,480.00,3399.39
1992-02-26,222.25,6690.00,50.42,32.06,36.55,313.00,3399.13
1992-02-27,235.58,6830.00,48.04,29.26,34.17,165.00,3399.33
1992-02-28,261.13,7100.00,46.63,26.46,33.96,125.00,3399.70
1992-02-29,251.21,7390.00,48.32,30.10,35.94,105.00,3400.11
1992-03-01,263.29,7700.00,44.67,29.54,35.80,107.00,3400.53
1992-03-02,253.25,8000.00,48.74,26.32,35.37,102.00,3400.94
1992-03-03,257.33,8320.00,41.59,30.94,34.52,96.00,3401.37
1992-03-04,150.42,8420.00,43.69,30.52,34.83,100.00,3401.50
1992-03-05,350.04,8910.00,48.88,31.50,36.22,103.00,3402.15
1992-03-06,239.13,9180.00,46.63,31.22,36.04,103.00,3402.49
1992-03-07,220.96,9410.00,54.06,27.02,36.24,105.00,3402.80
1992-03-08,228.00,9650.00,56.16,23.38,34.43,107.00,3403.10
1992-03-09,253.17,9930.00,58.54,22.12,34.51,112.00,3403.46
1992-03-10,230.08,10190.00,64.71,23.94,37.15,99.00,3403.78
1992-03-11,218.04,10440.00,63.59,25.34,37.87,92.00,3404.10
1992-03-12,243.25,10740.00,64.71,26.18,38.75,92.00,3404.47
1992-03-13,268.46,11090.00,63.59,25.34,39.41,92.00,3404.90
1992-03-14,313.79,11520.00,49.16,28.98,40.34,97.00,3405.42
1992-03-15,438.75,12180.00,49.16,30.80,40.03,106.00,3406.20
1992-03-16,501.25,12960.00,40.75,29.54,35.36,108.00,3407.10
1992-03-17,430.67,13600.00,41.87,28.56,35.43,108.00,3407.83
1992-03-18,397.38,14170.00,53.78,24.92,39.45,110.00,3408.46
1992-03-19,358.04,14660.00,55.04,24.92,36.70,111.00,3408.99
1992-03-20,302.58,15040.00,59.66,23.94,37.45,111.00,3409.40
1992-03-21,302.58,15420.00,32.06,25.34,27.48,111.00,3409.81
1992-03-22,307.63,15810.00,57.42,28.70,39.16,111.00,3410.22
1992-03-23,292.50,16170.00,59.24,26.04,39.06,111.00,3410.60
1992-03-24,292.50,16530.00,62.75,25.76,38.97,111.00,3410.96
1992-03-25,287.46,16880.00,60.22,27.30,40.38,111.00,3411.32
1992-03-26,294.50,17240.00,56.02,31.36,41.85,113.00,3411.68
1992-03-27,279.38,17570.00,45.93,23.38,36.73,113.00,3412.02
1992-03-28,275.33,17890.00,47.90,18.89,32.33,114.00,3412.34
1992-03-29,285.42,18230.00,57.14,23.10,36.69,114.00,3412.67
1992-03-30,240.04,18480.00,61.07,27.72,41.33,114.00,3412.92
1992-03-31,255.17,18760.00,68.21,29.12,45.16,114.00,3413.19
1992-04-01,335.83,19200.00,72.83,28.84,46.05,114.00,3413.61
1992-04-02,373.13,19710.00,69.47,30.10,49.16,116.00,3414.10
1992-04-03,416.46,20300.00,48.18,34.31,43.25,119.00,3414.66
1992-04-04,423.50,20900.00,39.91,29.54,33.02,121.00,3415.26
1992-04-05,436.58,21520.00,37.25,28.84,31.90,124.00,3415.80
1992-04-06,366.00,22000.00,37.53,25.76,31.12,124.00,3416.23
1992-04-07,328.67,22400.00,44.95,22.96,31.44,127.00,3416.60
1992-04-08,239.92,22620.00,46.77,21.98,34.69,129.00,3416.80
1992-04-09,335.71,23030.00,35.43,31.92,33.73,129.00,3417.17
1992-04-10,268.13,23300.00,44.11,29.54,35.73,132.00,3417.42
1992-04-11,273.17,23580.00,37.95,27.16,32.70,132.00,3417.66
1992-04-12,268.13,23850.00,51.96,30.52,39.58,132.00,3417.90
1992-04-13,288.29,24160.00,49.30,33.33,40.14,132.00,3418.17
1992-04-14,298.38,24490.00,55.74,37.25,44.31,132.00,3418.46
1992-04-15,405.25,25030.00,56.72,32.90,43.52,133.00,3418.93
1992-04-16,536.33,25830.00,47.62,37.53,42.77,133.00,3419.62
1992-04-17,603.79,26740.00,42.43,35.01,38.44,145.00,3420.40
1992-04-18,662.25,27760.00,50.98,30.10,39.12,148.00,3421.25
1992-04-19,667.29,28790.00,61.91,26.60,41.55,148.00,3422.10
1992-04-20,556.38,29600.00,49.02,34.31,41.20,148.00,3422.76
1992-04-21,485.79,30270.00,45.37,32.20,37.81,148.00,3423.30
1992-04-22,354.71,30680.00,41.73,30.94,34.43,148.00,3423.63
1992-04-23,289.17,30960.00,57.14,24.50,38.77,148.00,3423.85
1992-04-24,324.46,31310.00,57.84,36.41,45.13,148.00,3424.13
1992-04-25,350.67,31710.00,66.81,33.47,48.53,149.00,3424.45
1992-04-26,355.71,32120.00,65.97,37.81,51.05,149.00,3424.77
1992-04-27,552.33,32920.00,55.60,44.53,50.17,149.00,3425.39
1992-04-28,690.46,33990.00,53.64,45.37,48.82,151.00,3426.22
1992-04-29,761.29,34780.00,51.26,43.27,46.75,363.00,3426.82
1992-04-30,943.75,34480.00,41.87,35.85,39.58,1095.00,3426.59
1992-05-01,727.17,33560.00,57.28,27.86,42.05,1191.00,3425.89
1992-05-02,594.37,32930.00,67.09,31.36,46.96,912.00,3425.40
1992-05-03,566.50,32570.00,79.00,32.76,52.12,748.00,3425.12
1992-05-04,637.67,32490.00,82.92,35.57,55.67,678.00,3425.06
1992-05-05,727.38,32820.00,84.60,37.11,57.24,561.00,3425.31
1992-05-06,757.88,33270.00,83.48,39.35,60.08,531.00,3425.66
1992-05-07,804.21,33800.00,67.93,46.63,57.69,537.00,3426.07
1992-05-08,686.00,33800.00,48.18,37.39,43.56,686.00,3426.07
1992-05-09,594.54,33450.00,44.95,31.50,40.06,771.00,3425.80
1992-05-10,443.29,32800.00,46.21,36.97,43.75,771.00,3425.30
1992-05-11,430.21,32130.00,43.69,28.00,37.07,768.00,3424.78
1992-05-12,422.17,31450.00,55.74,26.04,41.03,765.00,3424.24
1992-05-13,346.87,30940.00,66.11,35.15,49.19,604.00,3423.84
1992-05-14,335.54,31070.00,63.17,34.59,49.76,270.00,3423.94
1992-05-15,378.79,31500.00,66.25,38.65,50.26,162.00,3424.28
1992-05-16,400.33,32060.00,72.83,30.10,51.23,118.00,3424.72
1992-05-17,392.25,32600.00,74.51,34.17,55.29,120.00,3425.14
1992-05-18,400.33,33160.00,65.55,48.60,57.52,118.00,3425.58
1992-05-19,407.38,33730.00,60.50,47.20,53.14,120.00,3426.02
1992-05-20,378.13,34240.00,48.18,34.59,41.41,121.00,3426.41
1992-05-21,375.04,34730.00,62.75,27.58,44.86,128.00,3426.78
1992-05-22,316.13,35000.00,66.25,31.36,49.64,180.00,3426.98
1992-05-23,353.71,35170.00,79.14,37.67,57.20,268.00,3427.11
1992-05-24,393.38,35260.00,82.36,41.59,60.95,348.00,3427.18
1992-05-25,387.62,35170.00,68.49,44.95,58.09,433.00,3427.11
1992-05-26,406.62,35080.00,59.38,47.90,53.66,452.00,3427.04
1992-05-27,421.08,35100.00,68.91,37.95,52.99,411.00,3427.06
1992-05-28,375.92,35080.00,64.57,39.49,52.65,386.00,3427.04
1992-05-29,364.33,34920.00,66.11,45.09,55.53,445.00,3426.92
1992-05-30,333.92,34660.00,75.22,35.57,55.75,465.00,3426.73
1992-05-31,308.21,34470.00,81.52,46.77,64.81,404.00,3426.58
1992-06-01,315.54,34360.00,72.13,47.06,60.42,371.00,3426.50
1992-06-02,326.83,34320.00,70.03,42.29,54.33,347.00,3426.47
1992-06-03,262.50,34200.00,72.69,33.33,53.41,323.00,3426.38
1992-06-04,232.46,34070.00,65.55,40.19,52.57,298.00,3426.28
1992-06-05,237.67,33990.00,72.27,36.41,54.74,278.00,3426.22
1992-06-06,214.58,33890.00,74.37,38.65,58.18,265.00,3426.14
1992-06-07,191.62,33800.00,67.65,49.02,58.00,237.00,3426.07
1992-06-08,186.71,33730.00,71.71,38.79,56.67,222.00,3426.02
1992-06-09,206.87,33700.00,62.47,45.51,53.82,222.00,3425.99
1992-06-10,179.71,33630.00,73.39,42.29,56.94,215.00,3425.94
1992-06-11,179.83,33590.00,67.09,46.21,53.18,200.00,3425.91
1992-06-12,212.04,33600.00,49.58,42.43,44.99,207.00,3425.92
1992-06-13,236.25,33660.00,46.49,40.33,42.97,206.00,3425.96
1992-06-14,190.87,33630.00,62.75,39.63,49.18,206.00,3425.93
1992-06-15,146.62,33540.00,62.05,43.69,52.46,192.00,3425.87
1992-06-16,157.79,33490.00,62.61,43.83,53.16,183.00,3425.83
1992-06-17,163.87,33460.00,73.67,45.37,57.50,179.00,3425.81
1992-06-18,148.75,33400.00,81.94,42.29,60.86,179.00,3425.76
1992-06-19,122.54,33290.00,77.60,46.77,63.79,178.00,3425.68
1992-06-20,132.62,33200.00,80.82,45.65,62.80,178.00,3425.61
1992-06-21,129.62,33110.00,90.35,46.35,66.61,175.00,3425.54
1992-06-22,128.62,33020.00,94.69,47.34,70.33,174.00,3425.47
1992-06-23,128.62,32930.00,93.85,52.80,72.91,174.00,3425.40
1992-06-24,108.46,32800.00,93.85,49.44,70.98,174.00,3425.30
1992-06-25,107.46,32670.00,87.96,55.18,68.60,173.00,3425.20
1992-06-26,104.46,32540.00,72.83,54.48,62.45,170.00,3425.10
1992-06-27,99.42,32400.00,87.12,48.46,65.85,170.00,3424.99
1992-06-28,108.50,32280.00,80.54,55.88,66.72,169.00,3424.89
1992-06-29,126.62,32190.00,57.14,42.29,49.30,172.00,3424.82
1992-06-30,100.44,32056.00,67.51,39.07,53.47,168.00,3424.72
1992-07-01,95.92,31913.03,60.36,48.04,54.26,168.00,3424.61
1992-07-02,94.38,31767.00,68.21,46.35,56.77,168.00,3424.49
1992-07-03,81.89,31598.19,71.29,42.99,57.45,167.00,3424.36
1992-07-04,127.58,31520.00,59.10,47.76,51.95,167.00,3424.30
1992-07-05,93.36,31373.94,60.08,46.35,51.08,167.00,3424.18
1992-07-06,91.94,31231.00,57.56,45.65,51.75,164.00,3424.07
1992-07-07,86.87,31080.00,61.21,49.44,54.33,163.00,3423.95
1992-07-08,73.78,30903.03,64.01,45.65,53.36,163.00,3423.81
1992-07-09,79.79,30743.94,67.09,39.91,54.66,160.00,3423.68
1992-07-10,83.40,30592.00,61.77,43.69,52.19,160.00,3423.56
1992-07-11,77.82,30429.00,70.17,45.93,55.24,160.00,3423.43
1992-07-12,72.28,30257.00,74.37,43.97,59.57,159.00,3423.29
1992-07-13,66.69,30079.85,64.15,52.66,58.01,156.00,3423.15
1992-07-14,65.32,29900.00,72.97,44.39,57.37,156.00,3423.00
1992-07-15,68.35,29722.18,81.10,35.43,58.06,158.00,3422.86
1992-07-16,74.18,29546.00,87.82,45.93,65.11,163.00,3422.72
1992-07-17,77.29,29376.00,94.97,49.72,69.21,163.00,3422.58
1992-07-18,71.25,29196.00,88.10,52.66,68.48,162.00,3422.43
1992-07-19,72.26,29018.00,64.43,51.54,58.16,162.00,3422.29
1992-07-20,77.23,28849.85,74.09,46.35,57.27,162.00,3422.15
1992-07-21,55.22,28644.00,64.29,47.90,56.52,159.00,3421.98
1992-07-22,70.33,28468.12,64.15,47.76,54.63,159.00,3421.84
1992-07-23,79.29,28312.00,52.80,46.91,49.42,158.00,3421.71
1992-07-24,58.30,28144.00,75.36,41.87,56.59,143.00,3421.57
1992-07-25,63.45,28012.00,82.64,45.79,61.97,130.00,3421.46
1992-07-26,109.85,27976.00,55.46,49.02,52.68,128.00,3421.43
1992-07-27,18.10,27760.00,81.10,49.86,63.47,127.00,3421.25
1992-07-28,42.31,27592.03,81.38,44.53,61.80,127.00,3421.11
1992-07-29,60.44,27460.00,87.96,45.23,64.98,127.00,3421.00
1992-07-30,53.37,27315.94,92.03,49.72,68.79,126.00,3420.88
1992-07-31,40.34,27150.00,92.59,51.82,70.65,124.00,3420.74
1992-08-01,61.40,27027.82,84.60,54.48,67.48,123.00,3420.64
1992-08-02,29.34,26848.00,78.16,48.60,63.63,120.00,3420.49
1992-08-03,43.45,26696.16,79.42,44.39,62.17,120.00,3420.36
1992-08-04,38.24,26534.00,74.37,48.32,59.91,120.00,3420.22
1992-08-05,41.35,26378.00,74.93,44.95,58.88,120.00,3420.09
1992-08-06,42.37,26226.00,61.77,51.40,55.98,119.00,3419.96
1992-08-07,52.07,26004.00,60.50,49.30,53.55,164.00,3419.77
1992-08-08,51.24,25701.00,62.19,42.29,52.94,204.00,3419.51
1992-08-09,45.20,25388.00,75.08,39.77,56.60,203.00,3419.24
1992-08-10,52.79,25098.00,86.00,43.27,62.29,199.00,3418.99
1992-08-11,40.69,24784.00,88.94,46.49,67.00,199.00,3418.72
1992-08-12,53.30,24497.00,91.75,59.10,70.73,198.00,3418.47
1992-08-13,51.32,24214.00,83.76,57.00,68.62,194.00,3418.22
1992-08-14,26.67,23894.00,88.66,57.42,71.04,188.00,3417.94
1992-08-15,55.86,23620.00,88.38,48.32,66.29,194.00,3417.70
1992-08-16,41.72,23312.00,90.35,40.19,64.46,197.00,3417.42
1992-08-17,32.15,23004.87,93.01,48.46,68.58,187.00,3417.15
1992-08-18,41.97,22741.00,83.34,57.98,70.33,175.00,3416.91
1992-08-19,10.64,22411.03,84.18,47.20,64.23,177.00,3416.61
1992-08-20,24.74,22103.08,79.00,46.21,61.25,180.00,3416.33
1992-08-21,32.77,21817.00,70.87,47.62,55.05,177.00,3416.07
1992-08-22,27.26,21520.00,59.24,38.79,48.47,177.00,3415.80
1992-08-23,37.85,21244.00,64.85,35.85,46.56,177.00,3415.54
1992-08-24,28.77,20950.00,68.21,32.20,48.39,177.00,3415.27
1992-08-25,27.79,20660.00,77.04,34.59,53.43,174.00,3415.00
1992-08-26,29.30,20373.00,80.40,40.89,59.46,174.00,3414.73
1992-08-27,33.36,20100.00,76.06,47.62,60.96,171.00,3414.47
1992-08-28,14.68,19789.95,73.53,44.25,58.16,171.00,3414.18
1992-08-29,29.86,19510.00,75.08,37.67,55.64,171.00,3413.91
1992-08-30,29.29,19234.87,68.35,44.25,56.28,168.00,3413.65
1992-08-31,29.40,18959.95,71.15,43.69,56.42,168.00,3413.38
1992-09-01,21.82,18670.00,70.31,45.65,56.55,168.00,3413.10
1992-09-02,33.98,18410.12,80.40,43.97,59.67,165.00,3412.85
1992-09-03,23.77,18130.00,69.33,45.93,57.68,165.00,3412.57
1992-09-04,21.83,17850.00,53.36,40.33,49.67,163.00,3412.30
1992-09-05,21.83,17570.00,58.68,38.65,45.61,163.00,3412.02
1992-09-06,31.92,17310.00,56.44,32.34,43.46,163.00,3411.75
1992-09-07,44.04,17080.00,59.52,26.60,44.28,160.00,3411.52
1992-09-08,13.79,16790.00,60.92,43.69,50.82,160.00,3411.23
1992-09-09,30.43,16533.00,78.16,34.17,53.50,160.00,3410.97
1992-09-10,29.45,16280.00,81.80,39.91,56.45,157.00,3410.71
1992-09-11,36.00,16040.00,67.79,47.48,55.50,157.00,3410.46
1992-09-12,26.41,15780.98,50.14,41.03,44.50,157.00,3410.19
1992-09-13,18.38,15510.00,51.26,35.15,41.99,155.00,3409.90
1992-09-14,27.37,15256.85,53.64,31.08,41.29,155.00,3409.63
1992-09-15,30.63,15010.17,49.30,39.35,43.32,155.00,3409.37
1992-09-16,34.97,14778.04,64.43,34.31,47.37,152.00,3409.12
1992-09-17,24.48,14525.11,53.78,29.82,41.84,152.00,3408.85
1992-09-18,36.51,14300.00,74.51,31.78,52.16,150.00,3408.60
1992-09-19,32.07,14066.09,61.49,43.97,53.26,150.00,3408.34
1992-09-20,31.98,13832.00,57.84,52.10,54.45,150.00,3408.08
1992-09-21,24.50,13589.02,78.86,42.99,56.85,147.00,3407.81
1992-09-22,38.09,13373.00,83.76,39.91,58.38,147.00,3407.57
1992-09-23,72.06,13031.96,57.14,44.25,52.36,244.00,3407.18
1992-09-24,207.77,12724.06,48.74,39.35,42.82,363.00,3406.83
1992-09-25,79.70,12180.00,54.34,39.21,45.35,354.00,3406.20
1992-09-26,61.15,11617.00,58.26,36.97,48.82,345.00,3405.53
1992-09-27,51.19,11050.10,64.43,28.42,41.85,337.00,3404.85
1992-09-28,45.50,10456.04,70.73,29.40,44.84,345.00,3404.12
1992-09-29,40.42,9834.06,77.32,31.50,49.13,354.00,3403.33
1992-09-30,36.66,9159.00,81.10,40.19,55.49,377.00,3402.47
1992-10-01,34.00,8452.00,79.14,41.87,57.04,390.00,3401.54
1992-10-02,25.15,7764.03,62.61,48.32,53.91,372.00,3400.62
1992-10-03,19.22,7100.00,51.26,47.62,49.57,354.00,3399.71
1992-10-04,37.51,6505.97,62.75,30.66,43.33,337.00,3398.88
1992-10-05,20.57,5918.00,64.57,26.88,39.79,317.00,3398.04
1992-10-06,42.60,5582.00,63.03,26.60,39.18,212.00,3397.56
1992-10-07,29.45,5332.98,56.72,30.10,41.06,155.00,3397.19
1992-10-08,31.52,5088.07,54.48,31.50,44.96,155.00,3396.84
1992-10-09,29.96,4846.00,63.03,32.06,45.55,152.00,3396.48
1992-10-10,35.00,4617.90,69.05,35.15,54.18,150.00,3396.14
1992-10-11,26.57,4383.00,72.83,33.89,49.82,145.00,3395.79
1992-10-12,35.64,4176.00,61.21,42.43,50.45,140.00,3395.48
1992-10-13,31.14,3970.00,50.98,29.68,41.00,135.00,3395.18
1992-10-14,30.42,3832.00,42.43,27.58,34.32,100.00,3394.97
1992-10-15,31.15,3741.05,45.93,22.96,32.59,77.00,3394.83
1992-10-16,36.74,3685.00,45.23,25.34,35.06,65.00,3394.75
1992-10-17,29.22,3625.94,54.20,30.80,45.35,59.00,3394.66
1992-10-18,39.88,3590.00,53.22,34.59,42.11,58.00,3394.60
1992-10-19,67.02,3607.90,56.72,42.43,48.04,58.00,3394.63
1992-10-20,55.04,3602.03,50.84,42.43,46.80,58.00,3394.62
1992-10-21,54.97,3596.01,50.28,40.47,44.72,58.00,3394.61
1992-10-22,37.32,3555.00,51.26,40.33,46.07,58.00,3394.55
1992-10-23,40.35,3520.00,68.21,38.37,47.97,58.00,3394.50
1992-10-24,37.85,3484.00,65.41,35.85,51.97,56.00,3394.44
1992-10-25,36.82,3445.97,63.31,37.11,45.14,56.00,3394.38
1992-10-26,30.32,3397.02,57.56,31.08,42.91,55.00,3394.31
1992-10-27,30.29,3348.00,56.44,27.02,35.43,55.00,3394.24
1992-10-28,25.72,3289.93,36.27,27.44,32.43,55.00,3394.15
1992-10-29,40.91,3260.00,38.51,33.75,35.75,56.00,3394.10
1992-10-30,64.02,3277.90,41.73,34.73,37.34,55.00,3394.13
1992-10-31,88.34,3348.00,39.77,36.27,38.23,53.00,3394.24
1992-11-01,125.57,3484.00,41.17,32.20,35.62,57.00,3394.44
1992-11-02,78.68,3527.00,43.13,28.98,35.04,57.00,3394.51
1992-11-03,71.12,3555.00,42.71,27.30,34.06,57.00,3394.55
1992-11-04,77.68,3596.01,43.97,32.20,36.61,57.00,3394.61
1992-11-05,72.09,3625.94,49.16,30.66,35.37,57.00,3394.66
1992-11-06,114.50,3740.00,45.51,33.19,39.09,57.00,3394.83
1992-11-07,143.69,3906.00,40.89,34.87,37.71,60.00,3395.08
1992-11-08,139.14,4057.02,34.31,27.86,32.09,63.00,3395.31
1992-11-09,107.34,4141.00,35.43,21.70,27.57,65.00,3395.43
1992-11-10,89.70,4190.00,35.15,20.58,28.56,65.00,3395.50
1992-11-11,83.15,4226.00,35.71,33.05,34.10,65.00,3395.56
1992-11-12,86.63,4270.88,38.09,32.76,34.90,64.00,3395.63
1992-11-13,90.76,4320.00,42.29,30.38,34.73,66.00,3395.70
1992-11-14,83.65,4355.00,34.73,31.92,33.37,66.00,3395.75
1992-11-15,76.59,4376.00,36.13,30.94,33.24,66.00,3395.78
1992-11-16,76.09,4396.01,37.81,31.92,34.54,66.00,3395.81
1992-11-17,75.10,4414.06,40.19,32.90,36.44,66.00,3395.84
1992-11-18,82.09,4443.99,38.93,29.12,34.17,67.00,3395.89
1992-11-19,96.74,4499.00,34.03,26.60,30.76,69.00,3395.97
1992-11-20,72.53,4506.00,36.83,24.50,29.80,69.00,3395.98
1992-11-21,140.57,4645.97,32.34,29.12,30.37,70.00,3396.18
1992-11-22,77.08,4660.00,33.19,28.28,31.68,70.00,3396.20
