date,fb,af
1987-09-20,3327.82,80.85
1987-09-21,3328.05,103.31
1987-09-22,3328.11,109.24
1987-09-23,3328.11,109.24
1987-09-24,3328.11,109.24
1987-09-25,3328.11,109.24
1987-09-26,3328.11,109.24
1987-09-27,3328.11,109.24
1987-09-28,3328.11,109.24
1987-09-29,3328.11,109.24
1987-09-30,3328.12,146.30
1987-10-01,3328.11,109.24
1987-10-02,3328.11,109.24
1987-10-03,3328.11,109.24
1987-10-04,3328.11,109.24
1987-10-05,3328.11,109.24
1987-10-06,3330.75,544.69
1987-10-07,3330.98,622.03
1987-10-08,3331.21,698.16
1987-10-09,3331.45,1180.45
1987-10-10,3331.70,1331.00
1987-10-11,3331.93,1472.62
1987-10-12,3332.20,1544.85
1987-10-13,3332.45,1581.48
1987-10-14,3332.78,1630.59
1987-10-15,3333.02,1666.41
1987-10-16,3333.27,1703.04
1987-10-17,3333.54,1743.20
1987-10-18,3333.81,1783.36
1987-10-19,3334.09,1824.87
1987-10-20,3334.37,1866.12
1987-10-21,3334.65,1907.63
1987-10-22,3334.94,1951.05
1987-10-23,3335.23,2073.10
1987-10-24,3335.52,2216.05
1987-10-25,3335.79,2349.95
1987-10-26,3336.06,2489.36
1987-10-27,3336.33,2646.87
1987-10-28,3336.59,2797.95
1987-10-29,3336.84,2944.74
1987-10-30,3337.08,3084.04
1987-10-31,3337.33,3231.90
1987-11-01,3337.57,3371.20
1987-11-02,3337.81,3512.64
1987-11-03,3338.03,3645.86
1987-11-04,3338.24,3800.53
1987-11-05,3338.45,3953.86
1987-11-06,3338.68,4121.98
1987-11-07,3338.87,4263.20
1987-11-08,3339.07,4407.11
1987-11-09,3339.27,4555.05
1987-11-10,3339.47,4701.65
1987-11-11,3339.67,4849.60
1987-11-12,3339.89,5009.65
1987-11-13,3340.15,5225.97
1987-11-14,3340.33,5384.14
1987-11-15,3340.52,5553.73
1987-11-16,3340.76,5767.34
1987-11-17,3340.92,5909.20
1987-11-18,3341.11,6078.78
1987-11-19,3341.26,6210.86
1987-11-20,3341.44,6370.00
1987-11-21,3341.61,6520.00
1987-11-22,3341.79,6680.00
1987-11-23,3341.96,6830.00
1987-11-24,3342.12,6990.00
1987-11-25,3342.26,7140.00
1987-11-26,3342.41,7300.00
1987-11-27,3342.55,7450.12
1987-11-28,3342.66,7564.22
1987-11-29,3342.76,7672.52
1987-11-30,3342.87,7786.62
1987-12-01,3343.01,7933.60
1987-12-02,3343.03,7954.88
1987-12-03,3343.05,7978.08
1987-12-04,3343.06,7987.75
1987-12-05,3343.32,8289.49
1987-12-06,3343.58,8591.23
1987-12-07,3343.85,8892.96
1987-12-08,3344.11,9194.70
1987-12-09,3344.37,9496.44
1987-12-10,3344.63,9798.18
1987-12-11,3344.89,10099.92
1987-12-12,3345.16,10401.65
1987-12-13,3345.42,10703.39
1987-12-14,3345.68,11005.13
1987-12-15,3345.81,11162.58
1987-12-16,3345.92,11293.42
1987-12-17,3346.05,11459.39
1987-12-18,3346.20,11657.24
1987-12-19,3346.33,11833.11
1987-12-20,3346.42,11950.36
1987-12-21,3346.56,12138.44
1987-12-22,3346.68,12294.76
1987-12-23,3346.77,12416.90
1987-12-24,3346.84,12509.71
1987-12-25,3346.95,12656.27
1987-12-26,3347.04,12773.52
1987-12-27,3347.13,12893.20
1987-12-28,3347.22,13015.33
1987-12-29,3347.32,13147.24
1987-12-30,3347.42,13279.14
1987-12-31,3347.53,13428.13
1988-01-01,3347.63,13560.04
1988-01-02,3347.73,13689.49
1988-01-03,3347.85,13850.71
1988-01-04,3347.86,13865.36
1988-01-05,3347.93,13958.18
1988-01-06,3348.18,14307.85
1988-01-07,3348.27,14442.90
1988-01-08,3348.42,14657.39
1988-01-09,3348.60,14916.89
1988-01-10,3348.79,15186.98
1988-01-11,3348.94,15404.12
1988-01-12,3349.09,15618.60
1988-01-13,3349.23,15822.50
1988-01-14,3349.40,16066.11
1988-01-15,3349.58,16328.26
1988-01-16,3349.82,16672.50
1988-01-17,3349.92,16815.00
1988-01-18,3349.98,16903.00
1988-01-19,3350.00,16932.00
1988-01-20,3350.02,16960.00
1988-01-21,3350.04,16994.00
1988-01-22,3350.06,17025.00
1988-01-23,3350.08,17053.00
1988-01-24,3350.10,17087.00
1988-01-25,3350.25,17313.00
1988-01-26,3350.45,17621.00
1988-01-27,3350.62,17884.00
1988-01-28,3350.72,18039.00
1988-01-29,3351.05,18549.00
1988-01-30,3351.25,18868.00
1988-01-31,3351.35,19010.00
1988-02-01,3351.59,19416.61
1988-02-02,3351.90,19918.63
1988-02-03,3352.21,20420.66
1988-02-04,3352.51,20922.69
1988-02-05,3352.80,21424.71
1988-02-06,3353.10,21926.74
1988-02-07,3353.39,22428.76
1988-02-08,3353.67,22930.79
1988-02-09,3353.96,23432.81
1988-02-10,3354.23,23934.84
1988-02-11,3354.51,24436.86
1988-02-12,3354.78,24938.89
1988-02-13,3355.06,25440.91
1988-02-14,3355.32,25942.94
1988-02-15,3355.59,26444.96
1988-02-16,3355.85,26946.99
1988-02-17,3356.08,27394.31
1988-02-18,3356.31,27841.63
1988-02-19,3356.54,28288.95
1988-02-20,3356.77,28736.27
1988-02-21,3357.00,29183.59
1988-02-22,3357.22,29630.90
1988-02-23,3357.42,30032.22
1988-02-24,3357.59,30374.08
1988-02-25,3357.75,30697.36
1988-02-26,3357.92,31039.22
1988-02-27,3358.02,31244.88
1988-02-28,3358.20,31617.61
1988-02-29,3358.38,31990.34
1988-03-01,3358.63,32510.00
1988-03-02,3358.90,33070.00
1988-03-03,3359.15,33580.00
1988-03-04,3359.40,34120.00
1988-03-05,3359.68,34730.00
1988-03-06,3359.98,35350.00
1988-03-07,3360.20,35850.00
1988-03-08,3360.40,36271.52
1988-03-09,3360.60,36716.39
1988-03-10,3360.79,37128.91
1988-03-11,3360.92,37420.10
1988-03-12,3361.06,37722.98
1988-03-13,3361.20,38043.34
1988-03-14,3361.36,38405.30
1988-03-15,3361.44,38584.20
1988-03-16,3361.54,38808.87
1988-03-17,3361.66,39083.46
1988-03-18,3361.79,39370.54
1988-03-19,3361.94,39711.70
1988-03-20,3362.09,40059.43
1988-03-21,3362.30,40544.70
1988-03-22,3362.48,40961.26
1988-03-23,3362.65,41356.35
1988-03-24,3362.81,41729.96
1988-03-25,3362.92,41983.34
1988-03-26,3363.09,42392.14
1988-03-27,3363.22,42695.38
1988-03-28,3363.37,43055.76
1988-03-29,3363.48,43310.00
1988-03-30,3363.59,43540.00
1988-03-31,3363.70,43760.00
1988-04-01,3363.81,43980.00
1988-04-02,3363.92,44220.00
1988-04-03,3364.02,44490.00
1988-04-04,3364.13,44880.00
1988-04-05,3364.24,45170.00
1988-04-06,3364.35,45420.00
1988-04-07,3364.46,45680.00
1988-04-08,3364.57,45944.49
1988-04-09,3364.68,46210.75
1988-04-10,3364.78,46454.45
1988-04-11,3364.88,46698.15
1988-04-12,3364.98,46950.87
1988-04-13,3365.07,47172.49
1988-04-14,3365.13,47321.11
1988-04-15,3365.16,47400.07
1988-04-16,3365.14,47344.33
1988-04-17,3365.18,47446.51
1988-04-18,3365.11,47270.02
1988-04-19,3365.06,47149.27
1988-04-20,3364.98,46950.87
1988-04-21,3364.93,46824.51
1988-04-22,3364.88,46698.15
1988-04-23,3364.79,46481.53
1988-04-24,3364.69,46237.83
1988-04-25,3364.57,45944.49
1988-04-26,3364.40,45529.30
1988-04-27,3364.18,44987.75
1988-04-28,3363.94,44404.97
1988-04-29,3363.70,43842.43
1988-04-30,3363.43,43187.97
1988-05-01,3363.15,42534.81
1988-05-02,3362.86,41835.24
1988-05-03,3362.54,41109.77
1988-05-04,3362.23,40386.64
1988-05-05,3361.95,39732.50
1988-05-06,3361.70,39170.84
1988-05-07,3361.43,38563.40
1988-05-08,3361.18,37997.57
1988-05-09,3360.93,37440.32
1988-05-10,3360.71,36788.05
1988-05-11,3360.34,36145.15
1988-05-12,3360.03,35477.95
1988-05-13,3359.70,34769.46
1988-05-14,3359.34,33992.40
1988-05-15,3358.96,33181.69
1988-05-16,3358.57,32380.07
1988-05-17,3358.20,31604.89
1988-05-18,3357.82,30845.85
1988-05-19,3357.46,30113.97
1988-05-20,3357.12,29424.33
1988-05-21,3356.78,28751.94
1988-05-22,3356.44,28087.91
1988-05-23,3356.09,27405.83
1988-05-24,3355.75,26750.00
1988-05-25,3355.40,26093.99
1988-05-26,3355.03,25390.71
1988-05-27,3354.63,24658.71
1988-05-28,3354.25,23968.96
1988-05-29,3353.83,23210.10
1988-05-30,3353.49,22614.31
1988-05-31,3353.17,22050.90
1988-06-01,3352.89,21564.51
1988-06-02,3352.66,21178.25
1988-06-03,3352.54,20980.48
1988-06-04,3352.49,20893.96
1988-06-05,3352.41,20758.00
1988-06-06,3352.28,20544.78
1988-06-07,3352.12,20275.95
1988-06-08,3351.93,19959.82
1988-06-09,3351.71,19605.55
1988-06-10,3351.52,19301.47
1988-06-11,3351.31,18964.92
1988-06-12,3351.09,18610.66
1988-06-13,3350.84,18220.22
1988-06-14,3350.51,17714.54
1988-06-15,3350.11,17101.50
1988-06-16,3349.69,16484.49
1988-06-17,3349.21,15793.37
1988-06-18,3348.66,15004.27
1988-06-19,3348.06,14138.38
1988-06-20,3347.43,13291.35
1988-06-21,3346.81,12468.19
1988-06-22,3346.17,11620.61
1988-06-23,3345.54,10836.59
1988-06-24,3344.84,9991.67
1988-06-25,3344.29,9326.39
1988-06-26,3343.58,8535.06
1988-06-27,3342.92,7838.84
1988-06-28,3342.26,7144.55
1988-06-29,3341.59,6506.00
1988-06-30,3340.97,5953.23
1988-07-01,3340.28,5338.48
1988-07-02,3339.57,4774.28
1988-07-03,3338.78,4194.61
1988-07-04,3337.93,3581.21
1988-07-05,3336.93,2997.25
1988-07-06,3335.90,2403.33
1988-07-07,3334.92,1947.79
1988-07-08,3333.58,1749.44
1988-07-09,3332.23,1548.92
1988-07-10,3330.78,771.18
1988-07-11,3329.65,250.52
1988-07-12,3328.90,155.04
1988-07-13,3328.45,97.52
1988-07-14,3328.18,63.05
1988-07-15,3328.04,45.36
1988-07-16,3327.95,38.10
1988-07-17,3327.85,34.08
1988-07-18,3327.77,30.86
1988-07-19,3327.74,29.62
1988-07-20,3327.69,27.72
1988-07-21,3327.60,23.99
1988-07-22,3327.51,20.48
1988-07-23,3327.44,17.70
1988-07-24,3327.38,15.29
1988-07-25,3327.32,12.88
1988-07-26,3327.28,11.20
1988-07-27,3327.25,10.03
1988-07-28,3327.22,8.93
1988-07-29,3327.19,7.61
1988-07-30,3327.15,6.00
1988-07-31,3327.16,6.52
1988-08-01,3327.14,5.64
1988-08-02,3327.13,5.20
1988-08-03,3327.12,4.84
1988-08-04,3327.10,4.10
1988-08-05,3327.11,4.47
1988-08-06,3327.10,4.10
1988-08-07,3327.09,3.74
1988-08-08,3327.08,3.23
1988-08-09,3327.07,2.79
1988-08-10,3327.05,2.06
1988-08-11,3327.05,2.06
1988-08-12,3327.04,1.69
1988-08-13,3327.05,2.06
1988-08-14,3327.05,2.06
1988-08-15,3327.03,1.33
1988-08-16,3327.03,1.33
1988-08-17,3327.03,1.33
1988-08-18,3327.03,1.33
1988-08-19,3327.03,1.33
1988-08-20,3327.03,1.33
1988-08-21,3327.03,1.33
1988-08-22,3327.03,1.33
1988-08-23,3327.03,1.33
1988-08-24,3327.03,1.33
1988-08-25,3327.03,1.33
1988-08-26,3327.03,1.33
1988-08-27,3327.03,1.33
1988-08-28,3327.03,1.33
1988-08-29,3327.03,1.33
1988-08-30,3327.15,6.00
1988-08-31,3327.14,5.64
1988-09-01,3327.12,4.84
1988-09-02,3327.11,4.47
1988-09-03,3327.10,4.10
1988-09-04,3327.09,3.74
1988-09-05,3327.09,3.74
1988-09-06,3327.08,3.23
1988-09-07,3327.08,3.23
1988-09-08,3327.07,2.79
1988-09-09,3327.06,2.42
1988-09-10,3327.05,2.06
1988-09-11,3327.03,1.33
1988-09-12,3327.03,1.33
1988-09-13,3327.03,1.33
1988-09-14,3327.04,1.51
1988-09-15,3327.04,1.69
1988-09-16,3327.05,1.87
1988-09-17,3327.05,2.06
1988-09-18,3327.03,1.37
1988-09-19,3327.02,0.69
1988-09-20,3327.00,0.01
1988-09-21,3327.00,0.01
1988-09-22,3326.99,0.01
1988-09-23,3326.99,0.01
1988-09-24,3326.98,0.01
1988-09-25,3327.04,1.69
1988-09-26,3327.11,4.47
1988-09-27,3327.16,6.52
1988-09-28,3327.21,8.42
1988-09-29,3327.26,10.46
1988-09-30,3327.31,12.44
1988-10-01,3327.36,14.49
1988-10-02,3327.42,16.90
1988-10-03,3327.46,18.43
1988-10-04,3327.58,23.26
1988-10-05,3327.72,28.81
1988-10-06,3327.87,34.81
1988-10-07,3328.03,44.19
1988-10-08,3328.19,64.45
1988-10-09,3328.34,83.32
1988-10-10,3328.49,102.88
1988-10-11,3328.64,121.74
1988-10-12,3328.75,135.95
1988-10-13,3328.89,153.88
1988-10-14,3329.11,181.59
1988-10-15,3329.26,200.68
1988-10-16,3329.50,231.42
1988-10-17,3329.77,265.89
1988-10-18,3330.01,300.58
1988-10-19,3330.25,447.78
1988-10-20,3330.29,473.43
1988-10-21,3330.53,618.40
1988-10-22,3330.74,746.65
1988-10-23,3330.95,873.78
1988-10-24,3331.14,989.75
1988-10-25,3331.37,1131.38
1988-10-26,3331.59,1265.20
1988-10-27,3331.80,1393.45
1988-10-28,3332.02,1517.98
1988-10-29,3332.25,1552.17
1988-10-30,3332.49,1587.72
1988-10-31,3332.72,1621.64
1988-11-01,3332.94,1654.47
1988-11-02,3333.17,1688.39
1988-11-03,3333.38,1719.59
1988-11-04,3333.60,1752.15
1988-11-05,3333.91,1798.28
1988-11-06,3334.19,1839.80
1988-11-07,3334.47,1881.31
1988-11-08,3334.75,1922.83
1988-11-09,3335.09,2004.33
1988-11-10,3335.50,2207.00
1988-11-11,3335.86,2384.33
1988-11-12,3336.19,2565.44
1988-11-13,3336.56,2780.81
1988-11-14,3336.93,2997.25
1988-11-15,3337.29,3207.26
1988-11-16,3337.62,3401.20
1988-11-17,3337.93,3581.21
1988-11-18,3338.23,3792.46
1988-11-19,3338.48,3975.38
1988-11-20,3338.70,4136.77
1988-11-21,3338.99,4349.28
1988-11-22,3339.28,4561.78
1988-11-23,3340.14,5214.56
1988-11-24,3340.75,5757.55
1988-11-25,3341.06,6033.13
1988-11-26,3341.31,6256.52
1988-11-27,3341.53,6452.19
1988-11-28,3341.69,6594.06
1988-11-29,3341.89,6771.79
1988-11-30,3342.08,6953.09
1988-12-01,3342.24,7121.35
1988-12-02,3342.37,7258.66
1988-12-03,3342.49,7386.30
1988-12-04,3342.58,7481.06
1988-12-05,3342.64,7544.88
1988-12-06,3342.79,7701.53
1988-12-07,3343.01,7933.60
1988-12-08,3343.19,8121.20
1988-12-09,3343.47,8417.09
1988-12-10,3343.68,8639.49
1988-12-11,3343.97,8945.06
1988-12-12,3344.30,9341.91
1988-12-13,3344.54,9630.20
1988-12-14,3344.75,9885.23
1988-12-15,3344.79,9929.58
1988-12-16,3344.81,9953.98
1988-12-17,3344.82,9969.50
1988-12-18,3344.85,10002.76
1988-12-19,3345.27,10512.82
1988-12-20,3345.42,10692.45
1988-12-21,3345.55,10847.68
1988-12-22,3345.67,10994.04
1988-12-23,3345.78,11124.88
1988-12-24,3345.79,11140.41
1988-12-25,3345.83,11186.98
1988-12-26,3345.84,11198.07
1988-12-27,3345.84,11198.07
1988-12-28,3345.84,11198.07
1988-12-29,3345.85,11209.15
1988-12-30,3346.06,11470.79
1988-12-31,3346.26,11732.42
1989-01-01,3346.45,11994.05
1989-01-02,3346.65,12255.68
1989-01-03,3346.80,12449.69
1989-01-04,3346.94,12643.71
1989-01-05,3347.09,12837.72
1989-01-06,3347.23,13031.73
1989-01-07,3347.38,13225.74
1989-01-08,3347.53,13419.76
1989-01-09,3347.67,13613.77
1989-01-10,3347.80,13787.45
1989-01-11,3347.93,13961.12
1989-01-12,3348.06,14134.80
1989-01-13,3348.18,14308.48
1989-01-14,3348.30,14482.16
1989-01-15,3348.42,14655.83
1989-01-16,3348.54,14829.51
1989-01-17,3348.67,15016.76
1989-01-18,3348.80,15204.01
1989-01-19,3348.93,15391.26
1989-01-20,3349.06,15578.50
1989-01-21,3349.19,15765.75
1989-01-22,3349.32,15953.00
1989-01-23,3349.45,16140.25
1989-01-24,3349.54,16274.18
1989-01-25,3349.64,16408.11
1989-01-26,3349.73,16542.04
1989-01-27,3349.82,16675.96
1989-01-28,3349.92,16809.89
1989-01-29,3350.01,16943.82
1989-01-30,3350.10,17077.75
1989-01-31,3350.16,17184.46
1989-02-01,3350.23,17291.17
1989-02-02,3350.30,17397.88
1989-02-03,3350.37,17504.59
1989-02-04,3350.44,17611.29
1989-02-05,3350.51,17718.00
1989-02-06,3350.58,17824.71
1989-02-07,3350.69,17987.60
1989-02-08,3350.79,18150.48
1989-02-09,3350.90,18313.37
1989-02-10,3351.01,18476.26
1989-02-11,3351.11,18639.15
1989-02-12,3351.21,18802.03
1989-02-13,3351.31,18964.92
1989-02-14,3351.43,19152.21
1989-02-15,3351.54,19339.50
1989-02-16,3351.66,19526.79
1989-02-17,3351.78,19714.08
1989-02-18,3351.89,19901.37
1989-02-19,3352.01,20088.66
1989-02-20,3352.12,20275.95
1989-02-21,3352.45,20823.79
1989-02-22,3352.77,21371.64
1989-02-23,3353.09,21919.48
1989-02-24,3353.41,22467.33
1989-02-25,3353.72,23015.18
1989-02-26,3354.03,23563.02
1989-02-27,3354.33,24110.87
1989-02-28,3354.63,24658.71
1989-03-01,3355.03,25387.23
1989-03-02,3355.41,26115.75
1989-03-03,3355.80,26844.27
1989-03-04,3356.18,27572.78
1989-03-05,3356.55,28301.30
1989-03-06,3356.52,29029.82
1989-03-07,3357.88,30961.19
1989-03-08,3360.08,35575.90
1989-03-09,3362.01,39870.47
1989-03-10,3366.18,49968.50
1989-03-11,3368.58,56261.41
1989-03-12,3371.30,63818.80
1989-03-13,3373.10,69079.50
1989-03-14,3373.99,71745.05
1989-03-15,3374.61,73644.90
1989-03-16,3375.27,75673.87
1989-03-17,3375.92,77687.57
1989-03-18,3376.45,79344.90
1989-03-19,3377.38,82255.11
1989-03-20,3378.04,84316.14
1989-03-21,3378.70,86407.04
1989-03-22,3379.64,89380.51
1989-03-23,3380.14,90963.85
1989-03-24,3381.17,94268.85
1989-03-25,3382.45,98418.06
1989-03-26,3383.66,102398.20
1989-03-27,3384.53,105205.69
1989-03-28,3385.25,107600.82
1989-03-29,3386.08,110590.34
1989-03-30,3386.40,111699.71
1989-03-31,3387.44,115335.59
1989-04-01,3388.25,118210.58
1989-04-02,3388.83,120291.44
1989-04-03,3389.33,122113.97
1989-04-04,3389.77,123723.26
1989-04-05,3390.17,125203.16
1989-04-06,3390.69,127126.66
1989-04-07,3391.35,129600.30
1989-04-08,3392.17,132697.91
1989-04-09,3393.02,135963.70
1989-04-10,3393.77,138893.72
1989-04-11,3394.41,141416.48
1989-04-12,3395.10,144148.94
1989-04-13,3395.77,146841.91
1989-04-14,3396.31,149020.31
1989-04-15,3396.83,151155.64
1989-04-16,3397.33,153207.23
1989-04-17,3397.88,155482.64
1989-04-18,3398.30,157248.83
1989-04-19,3398.83,159472.09
1989-04-20,3399.28,161384.59
1989-04-21,3399.64,162915.30
1989-04-22,3400.00,164446.00
1989-04-23,3400.35,165952.48
1989-04-24,3400.70,167467.03
1989-04-25,3400.97,168627.11
1989-04-26,3401.31,170105.67
1989-04-27,3401.65,171593.58
1989-04-28,3401.88,172593.64
1989-04-29,3402.05,173327.83
1989-04-30,3402.19,173944.66
1989-05-01,3402.31,174471.02
1989-05-02,3402.42,174964.47
1989-05-03,3402.51,175359.23
1989-05-04,3402.57,175614.19
1989-05-05,3402.58,175663.53
1989-05-06,3402.62,175844.47
1989-05-07,3402.68,176099.42
1989-05-08,3402.70,176189.89
1989-05-09,3402.76,176461.30
1989-05-10,3403.13,178093.84
1989-05-11,3403.85,181291.31
1989-05-12,3404.32,183375.97
1989-05-13,3404.58,184546.98
1989-05-14,3404.81,185567.45
1989-05-15,3404.99,186378.81
1989-05-16,3405.08,186778.03
1989-05-17,3405.09,186837.63
1989-05-18,3405.11,186931.28
1989-05-19,3405.09,186837.63
1989-05-20,3405.09,186837.63
1989-05-21,3404.99,186378.81
1989-05-22,3404.95,186194.80
1989-05-23,3404.76,185349.98
1989-05-24,3404.62,184722.64
1989-05-25,3404.52,184270.97
1989-05-26,3404.48,184103.67
1989-05-27,3404.41,183777.45
1989-05-28,3404.32,183375.97
1989-05-29,3404.25,183066.48
1989-05-30,3404.17,182706.80
1989-05-31,3404.13,182531.16
1989-06-01,3404.03,182079.47
1989-06-02,3403.91,181548.11
1989-06-03,3403.78,180968.25
1989-06-04,3403.67,180479.52
1989-06-05,3403.57,180032.20
1989-06-06,3403.48,179651.17
1989-06-07,3403.37,179162.44
1989-06-08,3403.25,178624.00
1989-06-09,3403.11,178011.02
1989-06-10,3402.94,177242.59
1989-06-11,3402.75,176420.17
1989-06-12,3402.57,175614.19
1989-06-13,3402.40,174874.00
1989-06-14,3402.16,173821.30
1989-06-15,3402.00,173114.00
1989-06-16,3401.76,172073.28
1989-06-17,3401.57,171235.83
1989-06-18,3401.40,170504.08
1989-06-19,3401.17,169504.02
1989-06-20,3400.95,168546.55
1989-06-21,3400.84,168071.23
1989-06-22,3400.47,166468.08
1989-06-23,3400.25,165517.45
1989-06-24,3400.04,164607.13
1989-06-25,3399.82,163668.75
1989-06-26,3399.58,162653.58
1989-06-27,3399.33,161590.80
1989-06-28,3399.08,160528.03
1989-06-29,3398.79,159314.97
1989-06-30,3398.49,158042.30
1989-07-01,3398.19,156785.31
1989-07-02,3397.90,155567.48
1989-07-03,3397.59,154279.38
1989-07-04,3397.29,153045.27
1989-07-05,3396.99,151803.88
1989-07-06,3396.68,150545.55
1989-07-07,3396.39,149348.25
1989-07-08,3396.05,147960.28
1989-07-09,3395.72,146632.45
1989-07-10,3395.38,145263.53
1989-07-11,3395.05,143939.48
1989-07-12,3394.72,142632.33
1989-07-13,3394.42,141453.33
1989-07-14,3394.12,140266.97
1989-07-15,3393.84,139155.47
1989-07-16,3393.53,137955.83
1989-07-17,3393.26,136901.61
1989-07-18,3392.98,135812.42
1989-07-19,3392.69,134698.05
1989-07-20,3392.42,133669.41
1989-07-21,3392.13,132547.89
1989-07-22,3391.83,131407.92
1989-07-23,3391.52,130233.32
1989-07-24,3391.22,129107.95
1989-07-25,3390.90,127905.71
1989-07-26,3390.59,126754.38
1989-07-27,3390.26,125534.09
1989-07-28,3389.95,124384.70
1989-07-29,3389.62,123177.73
1989-07-30,3389.29,121970.77
1989-07-31,3388.93,120646.05
1989-08-01,3388.58,119394.86
1989-08-02,3388.24,118170.43
1989-08-03,3387.91,116993.00
1989-08-04,3387.58,115833.47
1989-08-05,3387.27,114739.45
1989-08-06,3386.96,113647.55
1989-08-07,3386.63,112499.48
1989-08-08,3386.31,111390.12
1989-08-09,3386.02,110390.40
1989-08-10,3385.73,109343.88
1989-08-11,3385.47,108394.95
1989-08-12,3385.22,107493.14
1989-08-13,3385.21,107459.48
1989-08-14,3384.78,106000.41
1989-08-15,3384.32,104541.34
1989-08-16,3384.03,103624.19
1989-08-17,3383.76,102730.31
1989-08-18,3383.50,101875.42
1989-08-19,3383.23,100977.48
1989-08-20,3382.99,100190.65
1989-08-21,3382.72,99304.35
1989-08-22,3382.49,98557.68
1989-08-23,3382.27,97835.30
1989-08-24,3382.07,97185.75
1989-08-25,3381.87,96534.36
1989-08-26,3381.68,95915.40
1989-08-27,3381.54,95458.70
1989-08-28,3381.38,94947.91
1989-08-29,3381.24,94485.19
1989-08-30,3381.10,94040.50
1989-08-31,3380.99,93686.34
1989-09-01,3380.89,93366.05
1989-09-02,3380.74,92879.68
1989-09-03,3380.63,92529.73
1989-09-04,3380.51,92150.13
1989-09-05,3380.39,91770.52
1989-09-06,3380.26,91343.46
1989-09-07,3380.10,90839.30
1989-09-08,3379.96,90389.89
1989-09-09,3379.80,89891.07
1989-09-10,3379.64,89380.51
1989-09-11,3379.48,88869.95
1989-09-12,3379.32,88371.13
1989-09-13,3379.16,87860.56
1989-09-14,3379.00,87350.00
1989-09-15,3378.84,86852.16
1989-09-16,3378.69,86371.90
1989-09-17,3378.58,86026.34
1989-09-18,3378.46,85651.51
1989-09-19,3378.35,85305.95
1989-09-20,3378.23,84919.40
1989-09-21,3378.13,84603.13
1989-09-22,3378.04,84316.14
1989-09-23,3377.95,84036.04
1989-09-24,3377.87,83791.59
1989-09-25,3377.82,83628.63
1989-09-26,3377.73,83349.27
1989-09-27,3377.63,83034.99
1989-09-28,3377.55,82778.91
1989-09-29,3377.47,82528.65
1989-09-30,3377.35,82156.16
1989-10-01,3377.25,81841.88
1989-10-02,3377.14,81498.50
1989-10-03,3377.03,81155.12
1989-10-04,3376.92,80813.40
1989-10-05,3376.81,80472.29
1989-10-06,3376.71,80148.52
1989-10-07,3376.61,79836.33
1989-10-08,3376.50,79495.22
1989-10-09,3376.39,79154.11
1989-10-10,3376.29,78841.91
1989-10-11,3376.18,78500.80
1989-10-12,3376.07,78159.70
1989-10-13,3375.97,77848.21
1989-10-14,3375.89,77601.52
1989-10-15,3375.80,77320.40
1989-10-16,3375.74,77131.08
1989-10-17,3375.68,76953.23
1989-10-18,3375.62,76763.91
1989-10-19,3375.62,76763.91
1989-10-20,3375.65,76849.96
1989-10-21,3375.72,77073.71
1989-10-22,3375.76,77194.19
1989-10-23,3375.80,77320.40
1989-10-24,3375.88,77572.83
1989-10-25,3375.91,77658.88
1989-10-26,3375.95,77779.36
1989-10-27,3375.99,77911.31
1989-10-28,3376.04,78061.41
1989-10-29,3376.09,78217.51
1989-10-30,3376.14,78373.61
1989-10-31,3376.18,78500.80
1989-11-01,3376.22,78622.22
1989-11-02,3376.26,78755.19
1989-11-03,3376.32,78934.41
1989-11-04,3376.35,79032.70
1989-11-05,3376.40,79183.02
1989-11-06,3376.43,79287.09
1989-11-07,3376.49,79466.31
1989-11-08,3376.50,79495.22
1989-11-09,3376.58,79749.60
1989-11-10,3376.64,79940.39
1989-11-11,3376.68,80056.02
1989-11-12,3376.73,80217.91
1989-11-13,3376.78,80368.22
1989-11-14,3376.81,80472.29
1989-11-15,3376.86,80622.61
1989-11-16,3376.90,80744.02
1989-11-17,3376.95,80900.12
1989-11-18,3377.01,81091.10
1989-11-19,3377.06,81242.42
1989-11-20,3377.11,81405.38
1989-11-21,3377.15,81527.60
1989-11-22,3377.21,81719.66
1989-11-23,3377.26,81870.98
1989-11-24,3377.32,82063.05
1989-11-25,3377.42,82377.33
1989-11-26,3377.47,82528.65
1989-11-27,3377.52,82691.61
1989-11-28,3377.56,82813.83
1989-11-29,3377.59,82912.77
1989-11-30,3377.62,83005.89
1989-12-01,3377.66,83122.30
1989-12-02,3377.70,83256.16
1989-12-03,3377.76,83436.58
1989-12-04,3377.80,83570.44
1989-12-05,3377.87,83791.59
1989-12-06,3377.93,83972.02
1989-12-07,3378.00,84199.00
1989-12-08,3378.06,84392.27
1989-12-09,3378.13,84603.13
1989-12-10,3378.17,84737.84
1989-12-11,3378.20,84825.69
1989-12-12,3378.25,84989.68
1989-12-13,3378.27,85054.10
1989-12-14,3378.30,85141.96
1989-12-15,3378.33,85235.66
1989-12-16,3378.37,85364.52
1989-12-17,3378.39,85428.95
1989-12-18,3378.41,85487.52
1989-12-19,3378.41,85487.52
1989-12-20,3378.53,85874.07
1989-12-21,3378.53,85874.07
1989-12-22,3378.56,85967.77
1989-12-23,3378.56,85967.77
1989-12-24,3378.57,85997.06
1989-12-25,3378.57,85997.06
1989-12-26,3378.57,85997.06
1989-12-27,3378.57,85997.06
