date,qu,qd,mm,mx,mn
1991-11-18,55.81,0.90,36.55,46.03,27.01
1991-11-19,65.23,0.48,32.67,40.45,22.84
1991-11-20,61.87,1.00,39.03,47.13,34.79
1991-11-21,55.47,0.88,32.99,44.78,24.49
1991-11-22,46.05,0.49,27.04,41.95,18.44
1991-11-23,34.21,0.11,26.92,34.87,20.40
1991-11-24,73.71,0.14,30.68,35.18,27.01
1991-11-25,76.04,0.81,33.89,39.27,31.25
1991-11-26,84.65,1.60,34.11,37.07,31.73
1991-11-27,79.73,1.60,36.30,41.08,32.35
1991-11-28,73.19,1.50,34.25,44.15,23.08
1991-11-29,41.85,1.50,31.34,39.59,20.17
1991-11-30,26.99,0.59,22.26,36.05,12.78
1991-12-01,48.58,0.09,29.21,39.98,15.21
1991-12-02,69.99,0.10,36.46,42.42,24.96
1991-12-03,58.63,0.10,30.41,39.12,23.16
1991-12-04,58.02,0.10,29.23,39.90,22.76
1991-12-05,66.40,0.10,32.12,37.07,24.73
1991-12-06,85.29,1.50,36.22,41.08,33.38
1991-12-07,80.47,2.20,35.19,44.54,23.31
1991-12-08,66.83,1.90,30.24,44.07,20.95
1991-12-09,56.03,1.00,29.83,42.42,21.11
1991-12-10,51.60,0.33,30.74,42.02,21.58
1991-12-11,50.11,0.25,29.12,40.84,18.20
1991-12-12,69.02,0.90,41.88,53.27,31.49
1991-12-13,44.51,1.60,30.05,41.71,21.11
1991-12-14,36.57,0.57,26.18,37.15,18.83
1991-12-15,35.51,0.49,24.35,38.72,15.06
1991-12-16,36.57,0.57,23.03,35.66,13.56
1991-12-17,43.44,0.53,24.18,34.40,14.19
1991-12-18,58.31,0.60,29.73,35.58,21.43
1991-12-19,52.72,0.67,24.61,39.51,16.00
1991-12-20,36.56,0.52,19.56,36.21,7.75
1991-12-21,30.33,0.21,21.61,30.23,13.17
1991-12-22,53.39,0.14,25.54,37.78,16.39
1991-12-23,53.37,0.12,24.39,39.27,16.32
1991-12-24,47.98,0.10,13.74,18.20,11.60
1991-12-25,44.97,0.09,,,
1991-12-26,60.81,0.08,,,
1991-12-27,58.57,0.07,34.74,41.55,20.64
1991-12-28,59.12,0.07,25.72,32.12,19.54
1991-12-29,58.01,0.07,31.67,35.81,28.27
1991-12-30,61.92,0.08,32.87,40.14,30.07
1991-12-31,59.74,0.09,32.17,35.73,29.68
1992-01-01,54.08,0.09,31.88,32.98,30.31
1992-01-02,51.19,0.07,30.98,37.70,26.93
1992-01-03,47.73,0.06,25.38,33.93,14.98
1992-01-04,56.91,0.05,29.61,32.75,26.38
1992-01-05,64.24,0.06,35.88,39.51,31.88
1992-01-06,48.75,0.07,32.98,40.61,23.94
1992-01-07,-72.02,0.06,19.89,34.40,10.26
1992-01-08,124.96,0.04,18.29,31.41,7.59
1992-01-09,25.56,0.03,21.84,33.53,12.62
1992-01-10,52.87,0.03,24.80,35.42,17.57
1992-01-11,58.81,0.03,27.16,38.33,16.08
1992-01-12,49.29,0.02,22.43,35.26,12.31
1992-01-13,53.71,0.02,26.08,33.22,18.91
1992-01-14,60.71,0.02,26.83,41.47,15.37
1992-01-15,50.91,0.02,26.83,36.68,19.30
1992-01-16,57.65,0.02,29.00,31.25,26.14
1992-01-17,22.15,0.02,25.07,30.55,16.24
1992-01-18,49.29,0.03,23.68,32.28,17.18
1992-01-19,49.28,0.03,21.98,34.32,14.27
1992-01-20,31.88,0.03,17.77,29.76,6.02
1992-01-21,45.41,0.02,25.94,44.70,15.84
1992-01-22,56.93,0.02,29.77,44.38,18.52
1992-01-23,60.12,0.02,30.45,39.74,22.45
1992-01-24,63.32,0.03,36.46,48.00,24.10
1992-01-25,56.31,0.04,35.70,51.14,25.51
1992-01-26,46.08,0.05,30.37,41.71,22.76
1992-01-27,58.82,0.06,31.06,37.23,24.33
1992-01-28,63.74,0.09,40.18,53.11,30.55
1992-01-29,55.72,0.20,36.51,48.94,30.78
1992-01-30,53.05,0.24,32.20,37.62,26.85
1992-01-31,55.82,0.30,33.47,37.15,29.84
1992-02-01,53.30,0.48,33.99,42.18,27.01
1992-02-02,48.58,0.51,32.50,48.79,22.68
1992-02-03,48.04,0.63,30.82,49.34,18.36
1992-02-04,44.39,0.58,30.66,50.59,16.87
1992-02-05,51.46,0.46,31.86,48.24,18.67
1992-02-06,56.42,0.40,31.95,43.05,21.43
1992-02-07,59.27,0.37,34.97,40.14,31.02
1992-02-08,60.02,0.40,34.44,39.98,31.80
1992-02-09,51.40,0.40,34.11,43.20,28.82
1992-02-10,52.88,0.31,33.81,39.90,27.64
1992-02-11,65.84,0.33,36.62,45.72,31.17
1992-02-12,62.95,0.42,35.92,41.63,29.92
1992-02-13,77.98,0.57,38.81,49.57,32.98
1992-02-14,78.51,1.10,39.23,52.48,29.29
1992-02-15,75.29,1.60,37.39,43.28,29.84
1992-02-16,72.29,1.50,32.40,43.28,24.02
1992-02-17,68.43,1.60,36.43,45.33,31.25
1992-02-18,73.29,1.90,38.52,49.65,29.05
1992-02-19,102.45,2.20,46.16,53.90,41.32
1992-02-20,217.41,2.60,44.07,52.72,33.61
1992-02-21,201.35,2.60,37.44,42.18,32.20
1992-02-22,227.85,3.10,42.28,54.13,33.77
1992-02-23,132.27,2.40,39.18,54.29,27.17
1992-02-24,113.42,2.10,44.63,58.93,35.81
1992-02-25,113.72,2.40,44.62,63.96,30.23
1992-02-26,112.94,2.30,45.55,64.98,30.15
1992-02-27,111.35,2.30,44.76,63.17,29.68
1992-02-28,116.77,2.30,45.21,63.96,30.07
1992-02-29,125.47,2.00,47.42,64.12,33.85
1992-03-01,101.12,1.90,43.03,52.32,37.39
1992-03-02,123.10,2.10,42.22,55.39,30.07
1992-03-03,122.80,1.80,46.95,58.38,38.49
1992-03-04,118.12,1.70,38.85,55.39,27.95
1992-03-05,117.10,1.60,45.50,59.79,33.30
1992-03-06,120.09,1.40,46.81,60.03,37.78
1992-03-07,166.97,1.60,43.08,52.48,37.62
1992-03-08,166.77,1.40,42.26,57.20,27.64
1992-03-09,141.38,1.20,41.27,57.12,27.17
1992-03-10,144.62,1.20,43.46,62.86,25.83
1992-03-11,138.74,1.10,45.71,65.85,27.17
1992-03-12,138.63,0.99,47.85,69.07,27.87
1992-03-13,135.00,0.86,49.61,69.15,32.04
1992-03-14,142.97,0.74,50.54,67.18,32.75
1992-03-15,131.95,0.66,47.34,57.43,36.05
1992-03-16,137.78,0.53,42.84,53.90,32.98
1992-03-17,127.23,0.43,43.87,55.15,35.89
1992-03-18,134.96,0.40,42.92,57.59,29.60
1992-03-19,123.74,0.40,43.55,60.50,25.12
1992-03-20,123.64,0.30,44.60,65.14,23.71
1992-03-21,106.31,0.30,45.17,63.09,27.56
1992-03-22,105.50,0.31,44.94,62.94,26.93
1992-03-23,112.34,0.21,45.53,64.43,24.89
1992-03-24,111.27,0.21,46.91,65.22,27.24
1992-03-25,105.93,0.21,50.70,68.05,33.77
1992-03-26,87.78,0.21,45.57,56.96,34.71
1992-03-27,113.01,0.21,43.47,55.23,30.00
1992-03-28,113.34,0.16,44.90,60.74,28.11
1992-03-29,119.88,0.18,51.59,66.40,39.59
1992-03-30,89.43,0.19,53.13,67.42,40.92
1992-03-31,114.41,0.15,56.06,71.66,39.04
1992-04-01,94.84,0.17,55.22,74.18,38.41
1992-04-02,109.25,0.21,56.75,77.95,33.77
1992-04-03,97.64,0.26,55.50,71.51,40.06
1992-04-04,61.16,0.30,49.18,57.43,37.86
1992-04-05,97.71,0.33,39.07,50.91,26.38
1992-04-06,97.74,0.36,38.51,51.07,27.48
1992-04-07,115.31,0.22,42.37,58.14,23.63
1992-04-08,98.19,0.21,47.70,54.45,41.95
1992-04-09,123.25,31.00,50.15,57.91,45.17
1992-04-10,169.37,40.00,51.40,63.64,40.37
1992-04-11,147.62,61.00,52.95,68.36,42.02
1992-04-12,124.24,68.00,49.73,54.84,46.74
1992-04-13,165.75,42.00,51.81,63.25,42.18
1992-04-14,145.98,48.00,52.29,67.89,36.84
1992-04-15,133.77,89.00,54.73,69.31,40.53
1992-04-16,100.38,113.00,53.94,61.60,43.99
1992-04-17,98.48,118.00,49.96,55.00,43.91
1992-04-18,140.26,146.00,48.16,56.96,40.53
1992-04-19,136.00,161.00,47.69,65.14,30.47
1992-04-20,112.50,180.00,55.41,70.41,42.50
1992-04-21,112.00,193.00,52.03,61.29,47.37
1992-04-22,88.63,218.00,45.15,53.19,35.34
1992-04-23,121.00,220.00,43.82,57.75,27.24
1992-04-24,98.88,253.00,50.46,63.96,33.22
1992-04-25,110.84,288.00,60.45,75.67,42.57
1992-04-26,93.60,295.00,60.51,81.57,42.65
1992-04-27,94.53,307.00,58.15,76.22,39.59
1992-04-28,98.58,321.00,62.86,79.45,44.38
1992-04-29,73.21,342.00,64.14,80.47,48.79
1992-04-30,52.65,350.00,57.51,65.92,48.79
1992-05-01,124.81,348.00,49.62,67.26,31.57
1992-05-02,110.47,339.00,57.29,76.22,35.03
1992-05-03,107.04,338.00,63.50,81.57,46.51
1992-05-04,103.53,339.00,65.64,84.87,42.42
1992-05-05,107.16,345.00,67.86,88.17,42.89
1992-05-06,98.46,367.00,71.56,91.32,50.20
1992-05-07,80.68,372.00,70.67,87.94,55.63
1992-05-08,62.96,370.00,61.97,75.83,46.98
1992-05-09,92.20,368.00,53.42,66.95,39.98
1992-05-10,97.28,366.00,59.24,73.00,45.33
1992-05-11,61.82,356.00,54.84,67.03,39.98
1992-05-12,77.75,350.00,54.14,71.66,35.73
1992-05-13,69.25,338.00,64.11,78.82,46.58
1992-05-14,68.30,329.00,66.88,83.61,48.79
1992-05-15,62.19,327.00,65.56,78.90,48.63
1992-05-16,75.34,345.00,63.46,78.74,44.38
1992-05-17,53.88,351.00,67.02,85.97,52.64
1992-05-18,83.45,350.00,63.16,79.13,47.29
1992-05-19,62.53,325.00,64.85,77.25,53.82
1992-05-20,48.03,315.00,58.13,66.55,49.34
1992-05-21,65.97,299.00,55.41,70.64,38.09
1992-05-22,63.15,293.00,60.99,79.13,40.06
1992-05-23,64.27,304.00,68.86,87.15,48.00
1992-05-24,66.86,308.00,72.78,90.69,51.93
1992-05-25,58.77,306.00,73.70,92.42,53.82
1992-05-26,47.42,315.00,65.85,73.71,58.14
1992-05-27,69.64,321.00,62.82,79.68,45.56
1992-05-28,58.30,324.00,66.30,81.88,51.69
1992-05-29,64.07,335.00,66.11,80.00,49.41
1992-05-30,68.58,357.00,67.32,82.36,48.31
1992-05-31,51.79,365.00,70.36,87.31,50.83
1992-06-01,60.43,364.00,72.71,89.90,53.90
1992-06-02,110.47,380.00,72.51,84.71,59.48
1992-06-03,153.61,429.00,67.16,85.11,45.64
1992-06-04,-48.66,459.00,65.72,79.29,46.74
1992-06-05,-149.83,472.00,63.42,79.05,43.68
1992-06-06,153.85,483.00,68.57,83.22,50.75
1992-06-07,47.14,465.00,70.99,87.23,51.30
1992-06-08,62.55,426.00,72.52,87.62,54.13
1992-06-09,59.21,371.00,72.43,88.25,53.27
1992-06-10,138.81,195.00,70.88,86.76,49.96
1992-06-11,44.00,44.00,72.74,86.68,61.92
1992-06-12,43.46,44.00,53.89,64.67,46.98
1992-06-13,53.27,53.00,51.18,62.31,43.60
1992-06-14,53.00,53.00,51.59,64.35,34.79
1992-06-15,50.00,50.00,50.81,54.60,46.43
1992-06-16,56.73,57.00,55.68,66.87,46.43
1992-06-17,54.27,54.00,62.17,79.13,42.57
1992-06-18,50.00,50.00,65.90,83.69,51.07
1992-06-19,49.27,49.00,69.25,84.56,53.03
1992-06-20,43.00,43.00,72.99,88.33,55.15
1992-06-21,40.00,40.00,76.42,93.91,0.00
1992-06-22,39.00,39.00,79.52,96.51,57.67
1992-06-23,37.23,37.00,82.43,99.26,61.60
1992-06-24,38.50,39.00,75.09,97.69,61.68
1992-06-25,48.00,48.00,67.56,82.28,61.13
1992-06-26,69.00,69.00,68.73,79.84,59.01
1992-06-27,54.27,54.00,73.76,90.85,55.94
1992-06-28,55.73,56.00,71.22,84.16,61.68
1992-06-29,50.00,50.00,60.55,68.60,53.35
1992-06-30,60.00,60.00,52.60,60.97,47.06
1992-07-01,88.00,88.00,57.15,69.23,45.48
1992-07-02,72.00,72.00,60.21,73.16,48.31
1992-07-03,49.27,49.00,65.80,81.41,49.18
1992-07-04,44.73,45.00,68.54,80.63,53.82
1992-07-05,44.00,44.00,65.06,75.12,56.33
1992-07-06,43.00,43.00,58.09,74.26,44.30
1992-07-07,44.27,44.00,60.21,75.75,41.79
1992-07-08,41.00,41.00,65.48,79.92,50.52
1992-07-09,39.00,39.00,64.93,80.23,45.72
1992-07-10,39.00,39.00,68.78,83.61,51.22
1992-07-11,36.73,37.00,66.56,75.44,54.29
1992-07-12,39.27,39.00,66.40,83.77,48.16
1992-07-13,39.00,39.00,71.57,88.96,50.59
1992-07-14,37.00,37.00,71.85,86.37,50.36
1992-07-15,36.00,36.00,69.77,87.70,46.74
1992-07-16,36.00,36.00,71.95,91.48,50.36
1992-07-17,34.00,34.00,76.78,96.74,53.58
1992-07-18,32.00,32.00,72.77,87.31,63.41
1992-07-19,33.00,33.00,74.32,91.40,56.96
1992-07-20,33.73,34.00,66.96,79.45,58.14
1992-07-21,33.27,33.00,68.14,83.14,51.07
1992-07-22,32.73,33.00,65.92,78.19,55.47
1992-07-23,35.27,35.00,61.50,75.28,49.18
1992-07-24,33.00,33.00,63.31,79.45,44.62
1992-07-25,32.00,32.00,69.62,86.92,50.12
1992-07-26,33.23,33.00,75.07,94.94,53.11
1992-07-27,34.00,34.00,78.65,96.98,57.12
1992-07-28,31.77,32.00,77.03,95.64,56.88
1992-07-29,30.73,31.00,73.40,93.36,50.67
1992-07-30,34.27,34.00,76.64,97.61,54.60
1992-07-31,33.00,33.00,80.46,101.62,59.08
1992-08-01,28.00,28.00,78.81,99.26,52.95
1992-08-02,30.00,30.00,79.19,97.69,55.39
1992-08-03,27.00,27.00,74.88,95.01,51.85
1992-08-04,26.00,26.00,74.65,93.05,51.07
1992-08-05,28.00,28.00,74.60,92.03,53.66
1992-08-06,23.00,23.00,72.19,90.06,51.30
1992-08-07,32.00,32.00,72.93,88.41,54.60
1992-08-08,34.00,34.00,70.48,84.32,56.49
1992-08-09,32.00,32.00,70.78,89.43,49.02
1992-08-10,31.00,31.00,76.56,96.27,49.65
1992-08-11,30.00,30.00,77.96,99.50,54.52
1992-08-12,30.00,30.00,80.90,101.07,55.78
1992-08-13,29.00,29.00,84.49,102.01,64.43
1992-08-14,29.00,29.00,84.53,101.78,62.78
1992-08-15,28.73,29.00,79.26,94.62,69.15
1992-08-16,37.00,37.00,67.50,75.04,61.21
1992-08-17,37.27,37.00,71.09,91.00,52.32
1992-08-18,34.00,34.00,77.70,96.19,57.51
1992-08-19,30.00,30.00,81.06,97.06,61.44
1992-08-20,30.00,30.00,76.32,91.63,54.76
1992-08-21,29.73,30.00,70.13,86.29,53.66
1992-08-22,30.00,30.00,58.68,68.83,47.13
1992-08-23,33.00,33.00,52.48,63.57,38.17
1992-08-24,34.00,34.00,51.33,70.41,30.94
1992-08-25,33.00,33.00,56.02,75.60,35.58
1992-08-26,32.27,32.00,60.41,83.38,36.13
1992-08-27,31.00,31.00,66.52,92.18,40.61
1992-08-28,26.73,27.00,68.40,87.70,46.58
1992-08-29,27.27,27.00,66.85,87.47,44.70
1992-08-30,28.00,28.00,68.05,87.78,43.60
1992-08-31,29.73,30.00,66.34,84.56,47.68
1992-09-01,36.00,36.00,68.29,85.50,50.20
1992-09-02,33.27,33.00,68.42,89.12,44.54
1992-09-03,32.73,33.00,63.61,77.40,54.05
1992-09-04,34.73,35.00,60.25,70.56,50.59
1992-09-05,37.00,37.00,52.89,61.92,44.93
1992-09-06,36.00,36.00,53.58,65.92,41.79
1992-09-07,34.27,34.00,50.76,71.19,28.74
1992-09-08,35.00,35.00,60.36,76.85,39.51
1992-09-09,35.00,35.00,61.12,81.41,41.63
1992-09-10,34.00,34.00,64.11,85.03,41.24
1992-09-11,35.00,35.00,68.07,89.35,55.15
1992-09-12,38.73,39.00,56.94,65.30,46.82
1992-09-13,36.00,36.00,48.40,63.96,29.76
1992-09-14,35.27,35.00,53.47,78.35,30.86
1992-09-15,35.27,35.00,60.29,77.01,44.93
1992-09-16,36.73,37.00,60.45,81.02,38.49
1992-09-17,36.00,36.00,61.10,82.75,39.74
1992-09-18,36.00,36.00,59.76,82.51,39.12
1992-09-19,36.00,36.00,59.90,77.40,45.80
1992-09-20,37.00,37.00,62.65,85.50,40.14
1992-09-21,33.00,33.00,65.97,85.97,45.25
1992-09-22,30.00,30.00,68.90,92.34,47.06
1992-09-23,32.27,32.00,67.61,83.85,49.26
1992-09-24,31.73,32.00,59.30,67.10,52.01
1992-09-25,36.00,36.00,55.03,67.65,45.56
1992-09-26,34.00,34.00,53.91,77.25,34.24
1992-09-27,36.00,36.00,56.09,79.45,35.73
1992-09-28,37.00,37.00,59.20,84.87,36.68
1992-09-29,33.27,33.00,62.26,84.79,38.64
1992-09-30,32.73,33.00,66.47,91.40,46.74
1992-10-01,33.00,33.00,68.20,90.69,45.25
1992-10-02,37.00,37.00,61.14,72.76,52.64
1992-10-03,44.73,45.00,52.82,60.03,48.00
1992-10-04,43.00,43.00,52.35,65.77,37.07
1992-10-05,41.27,41.00,52.40,70.56,38.49
1992-10-06,41.73,42.00,49.98,68.05,34.01
1992-10-07,42.00,42.00,47.36,64.04,29.05
1992-10-08,42.54,42.00,50.52,70.80,33.22
1992-10-09,41.73,42.00,54.12,71.98,36.21
1992-10-10,42.00,42.00,53.56,75.12,33.85
1992-10-11,42.27,42.00,56.86,82.51,33.22
1992-10-12,43.00,43.00,58.02,84.48,35.66
1992-10-13,43.00,43.00,57.11,68.68,43.28
1992-10-14,42.73,43.00,41.91,63.25,21.98
1992-10-15,45.00,45.00,38.57,55.39,19.70
1992-10-16,47.00,47.00,49.61,68.52,32.90
1992-10-17,46.00,46.00,50.50,67.89,34.87
1992-10-18,46.00,46.00,51.46,69.23,39.35
1992-10-19,31.27,31.00,51.40,72.92,31.49
1992-10-20,1.33,1.60,50.75,72.45,30.70
1992-10-21,11.90,1.00,50.10,65.37,41.24
1992-10-22,33.19,0.08,46.97,67.81,28.97
1992-10-23,31.84,0.08,48.82,69.23,31.33
1992-10-24,35.21,0.08,49.14,74.10,29.05
1992-10-25,44.37,0.08,49.82,74.73,28.89
1992-10-26,44.20,0.08,50.52,73.47,31.41
1992-10-27,42.49,0.08,49.42,71.98,32.04
1992-10-28,43.19,0.08,44.79,53.97,36.21
1992-10-29,55.30,0.08,43.84,52.24,38.25
1992-10-30,80.68,0.08,44.33,52.87,37.86
1992-10-31,56.22,0.08,42.96,50.99,35.03
1992-11-01,55.69,0.08,49.68,56.41,44.78
1992-11-02,54.03,0.08,45.12,51.14,33.38
1992-11-03,49.49,0.08,36.05,51.46,23.78
1992-11-04,53.52,0.08,35.24,39.82,29.45
1992-11-05,54.03,0.08,37.59,48.08,31.57
1992-11-06,51.00,0.08,38.88,54.76,29.45
1992-11-07,57.05,0.08,41.76,51.07,36.05
1992-11-08,57.05,0.08,37.68,41.71,33.30
1992-11-09,52.51,0.08,33.76,42.57,24.18
1992-11-10,40.41,0.08,27.20,40.84,17.18
1992-11-11,43.44,0.08,29.56,39.59,18.52
1992-11-12,61.59,0.08,35.92,41.00,32.35
1992-11-13,55.03,0.08,35.77,39.59,33.77
1992-11-14,48.48,0.08,37.29,40.06,34.48
1992-11-15,54.53,0.08,36.86,40.69,34.32
1992-11-16,19.74,0.08,36.25,39.51,33.30
1992-11-17,63.10,0.08,36.22,46.58,29.37
1992-11-18,68.65,0.08,36.15,50.20,27.95
1992-11-19,53.52,0.08,31.95,41.32,27.48
1992-11-20,47.98,0.08,32.72,42.10,24.96
1992-11-21,49.99,0.08,28.12,30.94,24.26
1992-11-22,47.47,0.08,34.86,42.34,28.66
1992-11-23,51.00,0.08,29.61,40.77,15.14
1992-11-24,26.30,0.08,17.52,32.35,4.99
1992-11-25,20.75,0.08,17.31,29.13,5.78
1992-11-26,26.30,0.08,16.05,29.21,4.05
1992-11-27,49.49,0.08,23.87,31.10,14.43
1992-11-28,58.06,0.08,24.13,35.66,16.94
1992-11-29,56.55,0.08,22.09,38.33,10.42
1992-11-30,56.04,0.08,27.19,32.90,23.63
1992-12-01,63.61,0.08,25.90,31.96,18.52
1992-12-02,66.62,0.07,28.48,32.28,22.05
1992-12-03,29.41,0.07,9.54,24.65,-3.26
1992-12-04,29.40,0.06,3.62,24.26,-9.47
1992-12-05,29.40,0.06,-3.77,14.51,-13.87
1992-12-06,29.39,0.05,3.59,20.64,-11.12
1992-12-07,29.38,0.04,25.37,30.00,21.27
1992-12-08,66.10,0.05,29.85,37.70,25.12
1992-12-09,66.61,0.06,33.79,40.37,30.15
1992-12-10,59.06,0.07,33.70,42.97,27.64
1992-12-11,57.05,0.08,26.41,31.80,21.35
1992-12-12,53.02,0.08,23.36,34.48,12.46
1992-12-13,43.94,0.08,15.31,28.27,3.34
1992-12-14,55.54,0.08,24.36,33.14,12.93
1992-12-15,48.98,0.08,27.88,36.52,21.11
1992-12-16,56.55,0.08,18.14,25.20,7.35
1992-12-17,45.46,0.08,19.02,30.70,8.69
1992-12-18,44.70,0.08,14.26,27.72,0.75
1992-12-19,44.70,0.08,13.72,22.53,1.06
1992-12-20,58.56,0.08,25.13,37.86,18.91
1992-12-21,56.55,0.08,33.29,38.88,27.79
1992-12-22,59.57,0.08,34.90,39.82,28.19
1992-12-23,46.97,0.08,28.72,39.27,15.53
1992-12-24,42.43,0.08,16.28,34.79,6.96
1992-12-25,42.43,0.08,11.81,23.94,1.06
1992-12-26,42.43,0.08,21.99,29.68,14.43
1992-12-27,59.57,0.08,29.70,32.75,23.55
1992-12-28,65.12,0.08,27.19,35.11,17.97
1992-12-29,57.56,0.08,27.25,32.67,14.66
1992-12-30,46.46,0.08,22.68,31.33,12.93
1992-12-31,66.13,0.08,26.58,30.07,21.90
1993-01-01,18.90,0.08,27.04,34.87,7.98
1993-01-02,18.91,0.08,4.13,15.21,-6.25
1993-01-03,18.89,0.07,11.90,27.48,-1.85
1993-01-04,63.08,0.06,17.21,27.32,9.40
1993-01-05,63.07,0.05,13.73,22.92,2.79
1993-01-06,63.06,0.04,2.70,17.81,-9.55
1993-01-07,63.06,0.04,6.61,21.35,-12.38
1993-01-08,63.05,0.03,17.68,24.18,14.66
1993-01-09,52.80,0.03,14.63,24.26,-6.01
1993-01-10,52.79,0.02,4.94,18.52,-11.20
1993-01-11,52.78,0.01,7.38,16.87,-2.55
1993-01-12,52.77,0.00,11.03,22.37,4.13
1993-01-13,52.77,0.00,18.53,25.20,6.72
1993-01-14,52.77,0.00,27.09,32.43,22.84
1993-01-15,55.46,0.00,19.23,24.96,14.19
1993-01-16,55.46,0.00,23.07,30.31,15.21
1993-01-17,57.48,0.00,26.84,32.59,23.63
1993-01-18,56.97,0.00,25.98,29.37,18.83
1993-01-19,55.96,0.00,24.88,30.47,14.35
1993-01-20,71.59,0.00,33.55,41.16,27.09
1993-01-21,69.07,0.00,30.57,37.15,23.23
1993-01-22,52.79,0.00,31.98,38.33,19.70
1993-01-23,52.79,0.00,12.48,20.72,0.67
1993-01-24,52.79,0.00,23.48,33.77,17.02
1993-01-25,52.79,0.00,17.76,26.30,11.21
1993-01-26,52.79,0.00,15.90,24.26,7.35
1993-01-27,52.79,0.00,16.18,23.94,10.73
1993-01-28,52.79,0.00,19.16,29.45,14.82
1993-01-29,52.79,0.00,19.26,31.73,8.61
1993-01-30,52.79,0.00,16.24,27.01,1.46
1993-01-31,52.79,0.00,17.11,23.78,10.81
1993-02-01,49.67,0.00,13.30,24.18,1.85
1993-02-02,49.66,0.00,8.55,27.64,-1.61
1993-02-03,49.67,0.00,18.90,29.29,3.81
1993-02-04,49.67,0.00,21.82,31.17,12.86
1993-02-05,49.67,0.00,17.61,25.99,6.33
1993-02-06,49.66,0.00,29.19,33.61,24.81
1993-02-07,68.94,0.00,31.27,37.23,21.58
1993-02-08,68.94,0.00,29.36,37.78,18.52
1993-02-09,63.54,0.00,33.48,39.59,28.97
1993-02-10,66.91,0.00,34.82,42.02,29.29
1993-02-11,70.97,0.00,32.94,40.77,24.89
1993-02-12,69.25,0.00,31.55,40.06,24.33
1993-02-13,67.52,0.00,33.48,40.06,28.89
1993-02-14,58.90,0.00,32.05,39.27,25.44
1993-02-15,60.74,0.00,25.26,29.68,15.06
1993-02-16,60.73,0.00,16.84,24.33,13.56
1993-02-17,60.74,0.00,15.13,19.77,11.05
1993-02-18,60.74,0.00,21.12,31.65,14.35
1993-02-19,60.73,0.00,29.68,42.02,18.28
1993-02-20,63.76,0.00,31.63,40.61,20.25
1993-02-21,63.76,0.00,25.80,31.88,16.00
1993-02-22,44.68,0.00,25.68,33.38,19.07
1993-02-23,44.39,0.02,26.59,30.47,15.61
1993-02-24,44.92,0.05,18.58,26.06,11.05
1993-02-25,44.92,0.05,14.79,26.46,4.99
1993-02-26,44.42,0.05,7.12,29.52,-10.26
1993-02-27,44.92,0.05,7.29,29.68,-8.06
1993-02-28,44.95,0.08,3.88,25.12,-12.38
1993-03-01,88.81,0.08,9.73,29.13,-8.84
1993-03-02,88.24,0.09,23.93,34.95,13.56
1993-03-03,75.28,0.09,24.78,37.62,21.82
1993-03-04,63.14,0.10,23.82,35.18,8.93
1993-03-05,71.06,0.20,30.61,41.79,23.23
1993-03-06,67.13,0.30,30.91,39.43,25.51
1993-03-07,57.57,0.40,33.00,40.29,28.74
1993-03-08,71.36,0.50,33.24,40.37,28.34
1993-03-09,81.12,0.60,33.59,44.07,26.61
1993-03-10,80.41,0.70,35.42,40.14,32.90
1993-03-11,78.39,0.80,33.90,45.17,24.81
1993-03-12,75.11,0.90,28.64,34.40,20.01
1993-03-13,93.77,1.00,32.75,37.23,28.82
1993-03-14,108.11,1.00,35.78,42.02,31.73
1993-03-15,146.30,1.10,40.86,47.45,36.91
1993-03-16,303.13,1.20,37.85,41.79,34.56
1993-03-17,654.57,1.30,37.60,44.46,33.85
1993-03-18,1099.78,1.50,41.87,48.94,36.29
1993-03-19,962.93,1.50,39.95,51.46,30.86
1993-03-20,1534.47,1.70,41.96,53.19,33.38
1993-03-21,1165.29,1.80,39.11,55.23,27.32
1993-03-22,1069.58,1.90,42.10,53.19,31.10
1993-03-23,1405.69,2.10,42.78,53.50,35.03
1993-03-24,1582.15,2.40,44.19,55.08,35.73
1993-03-25,2314.41,3.00,39.76,48.71,32.12
1993-03-26,1411.53,3.20,43.45,49.96,38.80
1993-03-27,1258.04,3.30,46.60,60.81,34.01
1993-03-28,1145.88,3.50,45.75,61.05,30.07
1993-03-29,1007.50,3.60,42.79,55.86,33.22
1993-03-30,924.37,11.00,43.31,57.59,28.34
1993-03-31,689.68,77.00,48.11,63.17,33.85
1993-04-01,1336.36,178.00,46.23,53.58,37.07
1993-04-02,1043.49,216.00,46.18,54.68,35.50
1993-04-03,1410.69,293.00,47.01,53.66,42.65
1993-04-04,1596.37,787.00,44.41,48.79,39.35
1993-04-05,1247.49,1180.00,39.72,47.21,35.11
1993-04-06,944.55,1060.00,40.49,52.56,29.52
1993-04-07,869.49,802.00,45.72,58.14,32.51
1993-04-08,787.88,779.00,46.13,59.56,36.29
1993-04-09,809.19,779.00,41.57,50.83,35.73
1993-04-10,759.46,779.00,41.78,50.52,36.84
1993-04-11,647.39,706.00,38.99,45.48,32.20
1993-04-12,588.00,588.00,40.66,54.60,27.40
1993-04-13,547.92,587.00,41.89,53.35,29.52
1993-04-14,532.19,502.00,44.42,59.48,29.05
1993-04-15,487.54,468.00,47.52,53.58,41.00
1993-04-16,558.00,558.00,45.31,58.14,33.06
1993-04-17,527.81,558.00,43.13,46.98,39.51
