date,wz,wi,wk,qu,mm,mx,mn,fb,af,qd
1991-01-17,,,,42.83,38.97,52.01,24.49,3799.73,9431.30,0.96
1991-01-18,,,,38.87,29.54,34.79,20.95,3799.85,9506.42,1.00
1991-01-19,,,,33.56,31.34,37.07,21.98,3799.95,9571.00,1.00
1991-01-20,,,,31.71,20.99,36.05,9.95,3800.05,9632.00,0.96
1991-01-21,,,,33.90,16.48,36.52,4.52,3800.15,9697.33,0.96
1991-01-22,,,,43.24,20.62,42.97,6.49,3800.28,9781.33,0.89
1991-01-23,,,,32.48,22.53,43.68,9.48,3800.38,9844.00,0.88
1991-01-24,,,,26.35,25.02,30.78,11.76,3800.46,9894.67,0.80
1991-01-25,,,,33.04,13.47,31.57,2.01,3800.56,9958.67,0.77
1991-01-26,,,,39.72,14.08,34.01,1.93,3800.68,10036.00,0.73
1991-01-27,,,,26.28,22.33,40.06,4.44,3800.76,10086.67,0.73
1991-01-28,,,,26.21,24.18,32.20,7.20,3800.84,10137.33,0.67
1991-01-29,,,,24.19,6.53,24.18,-7.74,3800.91,10184.00,0.66
1991-01-30,,,,26.21,9.58,23.71,0.20,3800.99,10234.67,0.66
1991-01-31,,,,33.25,21.06,33.22,7.98,3801.09,10299.25,0.69
1991-02-01,,,,27.00,21.80,36.60,11.76,3801.17,10351.61,0.60
1991-02-02,,,,34.57,32.28,38.88,24.02,3801.27,10419.12,0.53
1991-02-03,,,,30.40,31.91,44.78,21.82,3801.36,10478.37,0.53
1991-02-04,,,,36.65,39.53,42.81,33.22,3801.47,10550.02,0.53
1991-02-05,,,,54.00,38.89,49.89,27.95,3801.63,10656.12,0.51
1991-02-06,,,,57.33,29.16,38.64,20.95,3801.80,10769.10,0.37
1991-02-07,,,,94.24,33.33,35.50,31.49,3802.08,10953.04,1.50
1991-02-08,,,,42.62,32.00,35.03,29.76,3802.20,11034.00,1.80
1991-02-09,,,,41.31,30.89,33.22,28.82,3802.32,11113.56,1.20
1991-02-10,,,,45.34,28.08,33.53,24.10,3802.45,11201.50,1.00
1991-02-11,,,,41.11,29.02,39.04,23.23,3802.57,11281.06,1.00
1991-02-12,,,,48.86,31.41,42.81,24.89,3802.71,11375.98,1.00
1991-02-13,,,,67.95,36.18,41.79,32.83,3802.91,11508.58,1.10
1991-02-14,,,,73.26,38.74,47.29,33.61,3803.12,11652.11,0.90
1991-02-15,,,,84.62,39.42,44.85,34.87,3803.36,11817.77,1.10
1991-02-16,,,,102.35,39.43,44.30,33.38,3803.65,12018.00,1.40
1991-02-17,,,,95.61,35.51,39.43,30.00,3803.92,12205.26,1.20
1991-02-18,,,,56.85,34.68,42.02,27.79,3804.08,12315.65,1.20
1991-02-19,,,,61.84,36.64,47.92,30.15,3804.25,12435.73,1.30
1991-02-20,,,,67.85,38.54,51.69,26.61,3804.44,12567.53,1.40
1991-02-21,,,,65.64,40.60,57.28,28.89,3804.62,12694.94,1.40
1991-02-22,,,,64.15,40.74,52.80,30.39,3804.80,12819.41,1.40
1991-02-23,,,,53.42,39.80,52.87,25.75,3804.95,12923.39,1.00
1991-02-24,,,,55.54,35.94,56.33,21.66,3805.10,13032.15,0.71
1991-02-25,,,,48.37,35.95,55.86,21.74,3805.23,13126.85,0.63
1991-02-26,,,,36.19,34.76,53.11,19.93,3805.33,13197.50,0.57
1991-02-27,,,,47.51,34.96,57.43,19.85,3805.46,13290.69,0.53
1991-02-28,,,,37.66,35.40,51.69,18.67,3805.56,13364.34,0.53
1991-03-01,,,,64.95,39.84,50.12,33.85,3805.74,13492.11,0.53
1991-03-02,,,,73.28,42.69,47.37,34.40,3805.94,13636.41,0.53
1991-03-03,,,,81.81,45.33,55.08,36.36,3806.16,13797.59,0.55
1991-03-04,,,,113.82,43.48,53.42,33.53,3806.47,14022.09,0.63
1991-03-05,,,,107.73,29.46,33.06,26.14,3806.76,14234.37,0.71
1991-03-06,,,,89.40,31.31,38.57,24.65,3807.00,14410.00,0.85
1991-03-07,,,,83.52,33.97,40.45,27.79,3807.22,14573.76,0.96
1991-03-08,,,,64.87,37.92,48.39,26.14,3807.39,14700.44,1.00
1991-03-09,,,,60.29,39.49,48.86,30.62,3807.55,14817.85,1.10
1991-03-10,,,,56.40,37.38,43.60,31.10,3807.70,14927.54,1.10
1991-03-11,,,,49.95,33.10,40.84,27.32,3807.83,15024.86,0.88
1991-03-12,,,,63.89,37.59,46.82,32.67,3808.00,15150.00,0.80
1991-03-13,,,,51.30,34.58,44.38,23.86,3808.13,15250.17,0.80
1991-03-14,,,,38.48,32.40,38.41,21.66,3808.23,15324.90,0.80
1991-03-15,,,,57.71,32.09,40.77,20.88,3808.38,15437.78,0.80
1991-03-16,,,,51.30,32.25,47.37,16.63,3808.51,15537.95,0.80
1991-03-17,,,,54.54,36.89,55.31,21.19,3808.65,15644.48,0.83
1991-03-18,,,,38.50,38.80,48.79,26.93,3808.75,15719.21,0.82
1991-03-19,,,,62.52,36.47,44.62,33.06,3808.91,15841.63,0.80
1991-03-20,,,,70.94,35.95,48.00,25.44,3809.09,15980.88,0.73
1991-03-21,,,,62.46,35.57,48.08,22.29,3809.25,16103.31,0.73
1991-03-22,,,,42.89,36.90,42.81,31.65,3809.36,16187.07,0.66
1991-03-23,,,,73.75,38.39,47.45,31.10,3809.55,16332.05,0.66
1991-03-24,,,,67.29,37.29,44.30,30.62,3809.72,16464.14,0.69
1991-03-25,,,,78.63,33.67,38.41,29.92,3809.92,16618.79,0.66
1991-03-26,,,,78.35,35.26,40.84,31.25,3810.12,16773.01,0.60
1991-03-27,,,,63.88,35.54,45.48,23.31,3810.28,16898.66,0.53
1991-03-28,,,,60.56,36.21,43.91,24.73,3810.43,17017.78,0.50
1991-03-29,,,,54.72,40.10,50.67,32.35,3810.57,17125.48,0.42
1991-03-30,,,,58.84,42.97,60.89,25.83,3810.72,17241.34,0.43
1991-03-31,,,,62.99,46.07,63.41,27.95,3810.88,17365.36,0.46
1991-04-01,,,,72.59,48.58,60.11,37.94,3811.06,17508.43,0.46
1991-04-02,,,,109.08,46.58,53.82,39.74,3811.33,17723.88,0.46
1991-04-03,,,,96.45,43.45,56.33,28.11,3811.57,17914.28,0.46
1991-04-04,,,,113.29,50.92,62.94,42.65,3811.85,18138.08,0.46
1991-04-05,,,,114.68,48.82,56.96,41.40,3812.13,18364.64,0.46
1991-04-06,,,,129.33,39.54,47.37,33.06,3812.44,18620.25,0.46
1991-04-07,,,,99.92,34.37,39.90,29.76,3812.68,18817.53,0.46
1991-04-08,,,,111.13,37.07,50.28,22.92,3812.95,19037.11,0.43
1991-04-09,,,,106.45,38.57,44.62,31.80,3813.20,19247.29,0.48
1991-04-10,,,,110.46,32.00,38.72,27.64,3813.46,19465.66,0.37
1991-04-11,,,,114.03,37.75,46.58,28.82,3813.73,19691.07,0.39
1991-04-12,,,,115.89,45.48,56.65,31.25,3814.00,19920.00,0.47
1991-04-13,,,,89.73,42.99,56.49,25.59,3814.21,20096.79,0.60
1991-04-14,,,,96.16,44.99,50.04,38.57,3814.43,20286.07,0.73
1991-04-15,,,,87.32,40.05,47.06,30.23,3814.63,20457.50,0.89
1991-04-16,,,,104.50,40.52,44.46,37.86,3814.87,20662.86,0.96
1991-04-17,,,,95.24,42.09,46.11,37.39,3815.09,20850.08,0.85
1991-04-18,,,,63.15,42.99,52.40,34.71,3815.23,20973.85,0.75
1991-04-19,,,,88.01,42.75,56.65,28.42,3815.43,21146.76,0.83
1991-04-20,,,,84.47,46.41,57.75,34.08,3815.62,21312.38,0.97
1991-04-21,,,,101.02,53.71,64.67,40.61,3815.85,21510.77,1.00
1991-04-22,,,,101.53,49.30,67.10,33.14,3816.08,21709.96,1.10
1991-04-23,,,,107.94,47.46,64.90,32.67,3816.32,21921.67,1.20
1991-04-24,,,,107.52,42.71,48.00,36.76,3816.56,22133.39,0.78
1991-04-25,,,,93.27,36.81,41.87,33.30,3816.77,22317.49,0.45
1991-04-26,,,,89.53,36.49,43.28,28.34,3816.97,22494.23,0.42
1991-04-27,,,,80.06,38.84,45.17,34.79,3817.15,22652.20,0.42
1991-04-28,,,,67.07,42.13,50.44,34.48,3817.30,22784.39,0.42
1991-04-29,,,,59.60,41.46,50.36,34.71,3817.43,22901.70,0.46
1991-04-30,,,,58.77,41.75,57.20,24.18,3817.56,23017.13,0.57
1991-05-01,,,,42.04,44.55,60.81,27.56,3817.65,23099.06,0.73
1991-05-02,,,,47.28,47.65,53.74,38.25,3817.71,23151.19,21.00
1991-05-03,,,,53.69,49.50,57.83,40.61,3817.72,23160.50,49.00
1991-05-04,,,,49.67,50.62,63.49,34.79,3817.70,23140.02,60.00
1991-05-05,,,,40.80,51.55,66.00,38.25,3817.67,23115.82,53.00
1991-05-06,,,,51.86,49.78,59.40,43.20,3817.64,23089.75,65.00
1991-05-07,,,,56.16,50.87,62.78,41.16,3817.60,23054.37,74.00
1991-05-08,,,,86.21,44.97,49.96,36.99,3817.63,23078.58,74.00
1991-05-09,,,,87.14,38.65,45.88,33.30,3817.66,23104.64,74.00
1991-05-10,,,,84.02,43.96,51.93,37.78,3817.69,23134.44,69.00
1991-05-11,,,,86.59,43.69,50.83,38.33,3817.74,23177.26,65.00
1991-05-12,,,,86.23,45.17,56.41,35.97,3817.80,23231.26,59.00
1991-05-13,,,,78.53,46.64,50.67,42.42,3817.85,23275.94,56.00
1991-05-14,,,,123.45,48.19,57.43,41.55,3818.01,23415.67,53.00
1991-05-15,,,,94.71,50.28,68.20,31.33,3818.11,23508.32,48.00
1991-05-16,,,,66.11,53.49,62.39,46.90,3818.15,23544.24,48.00
1991-05-17,,,,177.36,46.76,50.91,41.63,3818.45,23812.73,42.00
1991-05-18,,,,299.33,47.05,58.69,38.88,3819.02,24329.08,39.00
1991-05-19,,,,828.04,43.65,50.44,39.90,3820.53,25340.73,318.00
1991-05-20,,,,714.22,48.41,60.89,35.66,3819.83,25065.47,853.00
1991-05-21,,,,576.79,55.36,70.56,39.12,3820.53,25283.24,467.00
1991-05-22,,,,383.29,57.34,67.18,43.20,3819.88,25111.26,470.00
1991-05-23,,,,324.15,56.51,70.09,38.41,3819.82,25054.03,353.00
1991-05-24,,,,241.09,55.65,73.63,41.47,3820.21,25310.07,112.00
1991-05-25,,,,224.22,47.53,54.21,39.43,3820.69,25467.21,145.00
1991-05-26,,,,199.36,47.59,56.41,38.49,3820.69,25503.62,181.00
1991-05-27,,,,176.76,46.51,55.55,34.24,3820.53,25403.97,227.00
1991-05-28,,,,159.05,48.71,64.51,34.32,3820.21,25231.50,246.00
1991-05-29,,,,155.46,49.74,58.53,41.87,3819.93,25157.04,193.00
1991-05-30,,,,141.58,46.04,53.42,38.72,3819.90,25128.43,156.00
1991-05-31,,,,143.62,54.67,67.65,41.71,3819.92,25147.51,134.00
1991-06-01,,,,108.46,60.91,73.32,42.81,3819.95,25174.21,95.00
1991-06-02,,,,87.28,62.04,76.22,42.57,3819.99,25210.46,69.00
1991-06-03,,,,50.72,54.44,60.58,46.51,3819.95,25174.21,69.00
1991-06-04,,,,63.20,44.34,51.07,36.68,3819.94,25164.68,68.00
1991-06-05,,,,121.08,44.22,53.35,37.86,3819.99,25210.46,98.00
1991-06-06,,,,112.19,46.92,52.48,41.47,3819.98,25200.92,117.00
1991-06-07,,,,108.34,50.48,64.35,37.86,3819.96,25183.75,117.00
1991-06-08,,,,74.11,55.94,66.40,45.48,3819.90,25128.43,102.00
1991-06-09,,,,77.53,60.55,79.37,40.22,3819.87,25101.72,91.00
1991-06-10,,,,67.96,66.35,85.27,45.40,3819.82,25054.03,92.00
1991-06-11,,,,20.52,63.72,68.83,55.23,3819.68,24928.11,84.00
1991-06-12,,,,31.76,53.45,64.35,38.01,3819.58,24840.36,76.00
1991-06-13,,,,34.66,48.03,53.66,41.24,3819.38,24657.21,127.00
1991-06-14,,,,69.13,50.72,64.59,41.32,3819.21,24500.78,148.00
1991-06-15,,,,48.62,55.88,73.94,34.79,3819.01,24319.54,140.00
1991-06-16,,,,26.10,56.24,63.72,48.31,3818.78,24111.47,131.00
1991-06-17,,,,49.02,54.12,70.80,39.59,3818.60,23948.87,131.00
1991-06-18,,,,53.74,59.49,75.36,43.20,3818.43,23797.61,130.00
1991-06-19,,,,20.14,59.78,73.32,52.87,3818.20,23589.62,125.00
1991-06-20,,,,25.44,51.52,57.91,46.27,3818.00,23410.00,116.00
1991-06-21,,,,51.17,53.68,69.46,36.05,3817.86,23283.39,115.00
1991-06-22,,,,42.72,58.68,70.01,44.70,3817.70,23140.02,115.00
1991-06-23,,,,22.07,59.30,70.48,47.45,3817.49,22955.69,115.00
1991-06-24,,,,46.47,55.35,61.99,46.66,3817.34,22819.77,115.00
1991-06-25,,,,43.66,55.87,61.76,51.77,3817.18,22678.26,115.00
1991-06-26,,,,48.35,55.45,66.00,46.35,3817.03,22546.07,115.00
1991-06-27,,,,58.23,55.59,69.46,41.40,3816.90,22433.47,115.00
1991-06-28,,,,75.09,57.89,62.62,54.13,3816.81,22354.31,115.00
1991-06-29,,,,68.52,57.08,63.33,51.85,3816.71,22264.10,114.00
1991-06-30,,,,82.37,60.15,70.01,48.16,3816.64,22203.35,113.00
1991-07-01,,,,58.09,65.30,80.94,48.08,3816.52,22098.41,111.00
1991-07-02,,,,39.53,70.48,89.51,50.75,3816.36,21956.65,111.00
1991-07-03,,,,37.74,73.74,93.44,51.22,3816.22,21835.15,99.00
1991-07-04,,,,-2.18,74.05,87.07,56.18,3816.05,21686.03,73.00
1991-07-05,,,,-2.51,68.78,83.06,49.65,3815.88,21536.26,73.00
1991-07-06,,,,2.34,66.94,79.76,47.45,3815.72,21396.11,73.00
1991-07-07,,,,17.94,65.35,83.46,42.26,3815.59,21286.90,73.00
1991-07-08,,,,10.60,68.94,83.30,47.53,3815.45,21163.14,73.00
1991-07-09,,,,7.85,64.39,76.85,49.18,3815.30,21033.91,73.00
1991-07-10,,,,25.29,65.31,77.64,46.03,3815.19,20939.27,73.00
1991-07-11,,,,22.45,66.90,87.78,43.75,3815.08,20840.98,72.00
1991-07-12,,,,15.41,72.59,94.78,48.63,3814.95,20730.71,71.00
1991-07-13,,,,1.68,73.33,85.97,58.53,3814.79,20593.21,71.00
1991-07-14,,,,15.18,68.75,80.78,56.18,3814.66,20482.50,71.00
1991-07-15,,,,18.68,68.25,78.90,50.28,3814.50,20345.00,88.00
1991-07-16,,,,9.86,66.30,78.58,53.50,3814.25,20132.50,117.00
1991-07-17,,,,3.99,62.30,68.91,56.33,3813.98,19902.39,120.00
1991-07-18,,,,36.54,63.22,79.53,42.89,3813.80,19752.71,112.00
1991-07-19,,,,17.31,66.07,81.18,44.85,3813.61,19590.69,99.00
1991-07-20,,,,10.54,68.53,84.71,47.06,3813.43,19441.01,86.00
1991-07-21,,,,5.20,70.99,82.67,56.80,3813.24,19280.75,86.00
1991-07-22,,,,17.53,71.79,91.00,49.10,3813.08,19146.92,85.00
1991-07-23,,,,-5.88,70.98,89.27,55.78,3812.85,18954.77,91.00
1991-07-24,,,,-2.14,67.57,83.22,54.92,3812.62,18766.07,93.00
1991-07-25,,,,9.84,66.38,74.65,57.51,3812.42,18603.10,92.00
1991-07-26,,,,11.29,66.97,79.37,53.90,3812.23,18446.99,90.00
1991-07-27,,,,13.62,68.80,86.29,47.45,3812.05,18299.46,88.00
1991-07-28,,,,9.85,71.61,92.81,49.65,3811.86,18146.43,87.00
1991-07-29,,,,-3.57,72.80,85.42,57.04,3811.64,17972.73,84.00
1991-07-30,,,,6.96,71.02,86.68,49.65,3811.43,17804.05,92.00
1991-07-31,,,,4.01,70.97,92.18,50.04,3811.19,17613.65,100.00
1991-08-01,,,,2.39,68.53,78.11,59.48,3810.93,17406.15,107.00
1991-08-02,,,,12.39,67.42,87.31,45.72,3810.69,17218.49,107.00
1991-08-03,,,,7.28,71.33,92.18,47.53,3810.44,17022.68,106.00
1991-08-04,,,,8.39,71.79,90.85,52.09,3810.20,16835.02,103.00
1991-08-05,,,,4.04,66.99,83.54,55.31,3809.93,16626.84,109.00
1991-08-06,,,,26.54,69.18,88.10,52.17,3809.68,16433.54,124.00
1991-08-07,,,,6.80,70.64,86.29,53.19,3809.37,16195.13,127.00
1991-08-08,,,,10.05,70.33,90.38,49.18,3809.07,15963.16,127.00
1991-08-09,,,,0.00,69.23,93.21,46.98,3808.74,15711.25,127.00
1991-08-10,,,,3.36,64.31,76.15,52.95,3808.42,15467.99,126.00
1991-08-11,,,,12.17,62.47,78.50,40.61,3808.12,15242.22,126.00
1991-08-12,,,,15.41,65.40,83.77,42.73,3807.83,15024.86,125.00
1991-08-13,,,,10.84,69.58,81.88,48.31,3807.53,14802.40,123.00
1991-08-14,,,,12.74,68.27,84.95,45.25,3807.24,14587.66,121.00
1991-08-15,,,,12.80,70.68,84.32,51.30,3806.96,14380.98,117.00
1991-08-16,,,,11.83,70.83,84.87,55.63,3806.68,14176.34,115.00
1991-08-17,,,,14.29,70.11,88.72,49.73,3806.42,13988.49,109.00
1991-08-18,,,,-2.72,73.52,92.81,53.90,3806.14,13780.79,102.00
1991-08-19,,,,18.60,75.15,90.22,59.95,3805.91,13615.37,102.00
1991-08-20,,,,10.06,74.00,93.05,55.00,3805.66,13434.99,101.00
1991-08-21,,,,12.85,75.70,92.03,54.60,3805.42,13262.13,100.00
1991-08-22,,,,3.00,73.56,90.14,58.53,3805.15,13069.73,100.00
1991-08-23,,,,-5.05,69.45,82.04,54.29,3804.86,12863.35,99.00
1991-08-24,,,,16.04,67.58,86.44,49.10,3804.63,12700.79,98.00
1991-08-25,,,,1.76,67.13,77.95,53.19,3804.36,12511.88,97.00
1991-08-26,,,,15.52,66.44,87.15,42.97,3804.13,12352.26,96.00
1991-08-27,,,,-3.53,65.48,77.72,50.04,3803.85,12154.84,96.00
1991-08-28,,,,6.67,62.79,74.26,50.83,3803.59,11977.66,96.00
1991-08-29,,,,10.48,66.87,86.76,47.45,3803.35,11812.00,94.00
1991-08-30,,,,11.22,67.31,92.11,44.46,3803.09,11631.94,102.00
1991-08-31,,,,8.69,69.63,90.93,47.29,3802.79,11429.02,111.00
1991-09-01,,,,-0.71,65.66,75.60,56.73,3802.45,11201.50,114.00
1991-09-02,,,,5.33,61.66,77.09,40.14,3802.13,10987.94,113.00
1991-09-03,,,,11.70,63.87,88.17,39.74,3801.83,10787.01,113.00
1991-09-04,,,,7.41,65.91,87.39,43.68,3801.51,10577.58,113.00
1991-09-05,,,,6.71,66.19,88.80,43.52,3801.19,10366.76,113.00
1991-09-06,,,,11.86,71.09,87.70,51.22,3800.91,10184.00,104.00
1991-09-07,,,,-7.21,69.42,77.88,62.47,3800.58,9973.33,99.00
1991-09-08,,,,-1.83,59.26,70.33,49.18,3800.27,9773.33,99.00
1991-09-09,,,,4.63,55.75,70.41,38.49,3799.98,9588.14,98.00
1991-09-10,,,,2.31,57.65,69.23,45.72,3799.68,9398.35,98.00
1991-09-11,,,,9.94,59.99,77.64,40.14,3799.42,9233.60,93.00
1991-09-12,,,,7.27,59.46,81.26,38.41,3799.16,9071.49,89.00
1991-09-13,,,,-5.71,57.64,71.82,40.84,3798.86,8883.64,89.00
1991-09-14,,,,0.92,54.77,67.65,42.57,3798.58,8710.92,88.00
1991-09-15,,,,6.76,54.14,78.27,31.41,3798.32,8549.79,88.00
1991-09-16,,,,5.77,58.01,85.74,34.16,3798.06,8388.67,87.00
1991-09-17,,,,-2.33,60.46,80.55,40.92,3797.77,8213.47,86.00
1991-09-18,,,,16.21,58.33,76.70,39.74,3797.56,8086.95,80.00
1991-09-19,,,,6.90,60.18,84.95,37.39,3797.33,7947.91,77.00
1991-09-20,,,,-8.62,59.28,76.07,39.43,3797.05,7780.06,76.00
1991-09-21,,,,2.36,53.16,64.67,42.26,3796.80,7634.00,76.00
1991-09-22,,,,5.55,46.93,67.26,25.44,3796.56,7496.25,75.00
1991-09-23,,,,6.77,53.95,73.94,34.95,3796.33,7360.92,75.00
1991-09-24,,,,1.51,57.46,81.81,37.15,3796.08,7217.13,74.00
1991-09-25,,,,5.44,58.98,83.61,36.36,3795.84,7081.15,74.00
1991-09-26,,,,8.57,60.06,84.40,37.07,3795.61,6951.38,74.00
1991-09-27,,,,6.16,64.60,83.54,46.98,3795.38,6822.78,71.00
1991-09-28,,,,19.51,59.23,68.76,54.37,3795.24,6744.45,59.00
1991-09-29,,,,17.81,58.55,77.32,46.51,3795.12,6676.64,52.00
1991-09-30,,,,12.05,59.27,83.93,41.71,3794.98,6597.40,52.00
1991-10-01,,,,2.51,59.13,79.45,40.77,3794.91,6560.73,21.00
1991-10-02,,,,9.69,59.83,72.61,40.69,3794.94,6576.77,1.60
1991-10-03,,,,1.30,52.79,67.50,34.56,3794.94,6576.77,1.30
1991-10-04,,,,10.27,46.90,65.61,27.72,3794.97,6593.96,1.60
1991-10-05,,,,9.89,47.24,68.52,28.19,3795.00,6610.00,1.80
1991-10-06,,,,7.38,48.71,71.51,30.47,3795.02,6621.67,1.50
1991-10-07,,,,12.77,54.54,72.92,37.07,3795.06,6643.83,1.60
1991-10-08,,,,12.78,53.54,79.13,33.53,3795.10,6666.00,1.60
1991-10-09,,,,15.72,53.81,80.39,31.41,3795.15,6694.00,1.60
1991-10-10,,,,12.78,54.75,80.39,34.56,3795.19,6716.17,1.60
1991-10-11,,,,13.56,53.73,80.47,31.17,3795.23,6739.50,1.80
1991-10-12,,,,9.93,54.30,75.04,33.77,3795.26,6755.83,1.70
1991-10-13,,,,9.74,51.39,77.72,32.59,3795.29,6772.17,1.50
1991-10-14,,,,16.90,53.25,80.94,31.65,3795.34,6801.33,2.20
1991-10-15,,,,10.84,53.23,81.02,32.59,3795.37,6817.67,2.60
1991-10-16,,,,5.74,51.52,70.88,34.01,3795.38,6823.50,2.80
1991-10-17,,,,8.59,45.65,53.27,32.59,3795.40,6834.00,3.30
1991-10-18,,,,12.12,40.10,58.93,24.26,3795.43,6851.50,3.30
1991-10-19,,,,14.68,46.22,63.80,29.84,3795.47,6873.67,3.50
1991-10-20,,,,15.57,47.85,69.70,29.29,3795.51,6895.83,4.40
1991-10-21,,,,12.64,47.88,66.40,31.96,3795.54,6912.17,4.40
1991-10-22,,,,10.18,39.67,54.21,24.18,3795.56,6923.83,4.30
1991-10-23,,,,10.28,35.97,40.77,29.37,3795.58,6935.50,4.40
1991-10-24,,,,20.07,34.47,43.68,22.92,3795.64,6968.17,3.60
1991-10-25,,,,23.30,39.38,47.37,34.08,3795.71,7007.83,3.30
1991-10-26,,,,25.85,39.07,45.01,35.34,3795.79,7052.17,3.50
1991-10-27,,,,20.26,33.14,35.81,31.02,3795.85,7086.00,3.20
1991-10-28,,,,19.36,31.82,39.04,22.68,3795.91,7119.83,2.30
1991-10-29,,,,24.75,28.41,32.98,20.48,3795.99,7164.17,2.40
1991-10-30,,,,20.66,22.20,36.99,7.75,3796.05,7199.00,3.10
1991-10-31,,,,23.31,30.83,42.34,20.56,3796.12,7240.08,2.60
1991-11-01,,,,31.74,35.00,38.09,32.83,3796.22,7298.08,2.50
1991-11-02,,,,28.50,29.82,35.03,23.78,3796.31,7350.04,2.30
1991-11-03,,,,22.31,27.89,34.32,20.72,3796.38,7389.92,2.20
1991-11-04,,,,34.49,31.85,34.32,29.13,3796.49,7453.96,2.20
1991-11-05,,,,57.84,36.59,43.36,32.28,3796.68,7563.92,2.40
1991-11-06,,,,55.40,40.17,47.37,32.04,3796.86,7669.04,2.40
1991-11-07,,,,49.52,39.90,44.93,33.93,3797.02,7762.50,2.40
1991-11-08,,,,53.45,44.23,47.13,41.16,3797.19,7863.75,2.40
1991-11-09,,,,44.32,43.82,54.92,32.75,3797.33,7947.50,2.10
1991-11-10,,,,43.92,38.09,52.40,30.23,3797.47,8031.25,1.70
1991-11-11,,,,47.18,38.77,45.33,30.94,3797.62,8121.25,1.80
1991-11-12,,,,71.85,41.28,43.91,39.35,3797.85,8260.00,1.90
1991-11-13,,,,59.47,39.77,44.62,30.86,3798.04,8374.59,1.70
1991-11-14,,,,53.29,36.27,42.89,30.55,3798.19,8467.79,6.30
1991-11-15,,,,49.06,31.57,47.84,22.45,3798.32,8548.04,8.60
1991-11-16,,,,43.55,29.33,38.17,18.67,3798.44,8623.11,5.70
1991-11-17,,,,48.92,37.71,42.89,31.49,3798.58,8709.83,5.20
1991-11-18,,,,48.93,34.71,40.61,30.00,3798.72,8796.56,5.20
1991-11-19,,,,51.98,32.62,38.09,24.81,3798.87,8889.75,5.00
1991-11-20,,,,52.28,37.87,44.07,33.45,3799.02,8983.13,5.20
1991-11-21,,,,46.22,33.62,37.39,27.87,3799.15,9064.50,5.20
1991-11-22,,,,36.96,26.51,35.42,17.65,3799.25,9127.50,5.20
1991-11-23,,,,36.96,25.62,31.33,18.91,3799.35,9190.50,5.20
1991-11-24,,,,52.84,29.61,35.42,26.77,3799.50,9285.00,5.20
1991-11-25,,,,56.15,33.03,40.37,30.23,3799.66,9386.06,5.20
1991-11-26,,,,58.60,32.57,36.36,27.79,3799.83,9492.38,5.00
1991-11-27,,,,59.16,33.93,37.23,31.41,3800.00,9600.00,4.90
1991-11-28,,,,59.47,33.56,38.41,30.47,3800.17,9708.23,4.90
1991-11-29,,,,33.86,28.78,32.59,23.78,3800.26,9765.68,4.90
1991-11-30,,,,37.23,23.46,32.90,12.15,3800.36,9829.81,4.90
1991-12-01,,,,53.40,25.77,41.87,11.76,3801.32,9926.01,4.90
1991-12-02,,,,40.61,36.28,42.57,29.84,3801.43,9996.83,4.90
1991-12-03,,,,50.03,34.37,41.71,30.07,3801.57,10086.35,4.90
1991-12-04,,,,46.87,32.37,37.23,25.83,3801.70,10169.19,5.10
1991-12-05,,,,47.85,30.00,35.58,23.94,3801.83,10253.78,5.20
1991-12-06,,,,71.20,34.56,38.17,33.06,3802.03,10384.68,5.20
1991-12-07,,,,62.16,34.35,38.72,27.09,3802.20,10497.66,5.20
1991-12-08,,,,51.74,29.80,41.87,21.35,3802.34,10589.98,5.20
1991-12-09,,,,61.47,28.43,31.33,22.45,3802.51,10701.59,5.20
1991-12-10,,,,42.01,27.98,40.84,16.32,3802.62,10774.61,5.20
1991-12-11,,,,45.49,24.18,31.65,14.90,3802.74,10854.53,5.20
1991-12-12,,,,58.45,34.00,47.61,23.63,3802.90,10960.15,5.20
1991-12-13,,,,35.52,29.21,35.97,22.05,3802.99,11020.29,5.20
1991-12-14,,,,32.80,23.91,31.80,18.20,3803.07,11074.84,5.30
1991-12-15,,,,39.35,20.77,32.04,14.04,3803.17,11141.98,5.50
1991-12-16,,,,28.77,20.56,32.98,13.01,3803.23,11188.14,5.50
1991-12-17,,,,46.40,22.16,31.57,14.43,3803.35,11269.27,5.50
1991-12-18,,,,45.90,29.94,35.03,21.98,3803.47,11349.00,5.70
1991-12-19,,,,36.12,27.33,33.53,10.89,3803.56,11409.14,5.80
1991-12-20,,,,33.31,15.32,25.99,2.16,3803.64,11463.70,5.80
1991-12-21,,,,38.94,23.93,28.19,16.63,3803.73,11529.44,5.80
1991-12-22,,,,40.05,21.94,34.16,13.33,3803.83,11597.37,5.80
1991-12-23,,,,40.66,18.53,32.12,9.32,3803.93,11666.51,5.80
1991-12-24,,,,34.12,15.49,33.69,5.47,3804.02,11722.69,5.80
1991-12-25,,,,39.94,20.96,35.18,10.97,3804.11,11790.40,5.80
1991-12-26,,,,37.03,24.81,34.63,16.24,3804.20,11852.34,5.80
1991-12-27,,,,40.66,28.38,38.96,17.26,3804.30,11921.48,5.80
1991-12-28,,,,37.75,21.39,30.47,9.08,3804.39,11984.86,5.80
1991-12-29,,,,39.94,31.96,36.76,29.37,3804.49,12052.57,5.80
1991-12-30,,,,40.66,32.50,35.81,29.21,3804.59,12121.71,5.80
