date,wz,wi,wk,qu,mm,mx,mn,fb,af,qd
1983-01-12,,,,74.06,,37.62,7.98,3809.93,16623.88,78.10
1983-01-13,,,,72.97,,37.39,7.51,3809.92,16615.88,77.00
1983-01-14,,,,68.83,,39.27,8.45,3809.90,16599.88,76.90
1983-01-15,,,,76.00,,33.69,4.68,3809.90,16599.88,76.00
1983-01-16,,,,80.93,,40.22,24.81,3809.91,16607.88,76.90
1983-01-17,,,,64.71,,37.70,18.44,3809.88,16583.90,76.80
1983-01-18,,,,76.00,,34.95,15.45,3809.88,16583.90,76.00
1983-01-19,,,,76.00,,36.44,32.43,3809.88,16583.90,76.00
1983-01-20,,,,68.05,,34.79,28.66,3809.86,16568.14,76.00
1983-01-21,,,,64.04,,36.76,22.53,3809.83,16544.22,76.10
1983-01-22,,,,64.97,,32.04,28.42,3809.80,16520.35,77.00
1983-01-23,,,,71.68,,39.59,18.60,3809.79,16512.38,75.70
1983-01-24,,,,67.38,,38.96,24.49,3809.76,16488.54,79.40
1983-01-25,,,,66.01,,32.67,17.18,3809.72,16456.82,82.00
1983-01-26,,,,69.52,,38.17,32.51,3809.69,16433.06,81.50
1983-01-27,,,,62.20,,48.24,24.18,3809.63,16385.66,86.10
1983-01-28,,,,68.83,,38.96,11.52,3809.58,16346.45,88.60
1983-01-29,,,,68.18,,34.40,25.44,3809.53,16307.13,88.00
1983-01-30,,,,59.43,,34.01,17.10,3809.46,16252.25,87.10
1983-01-31,,,,71.14,,32.12,20.17,3809.42,16220.99,86.90
1983-02-01,,,,59.08,,31.57,25.59,3809.35,16166.60,86.50
1983-02-02,,,,54.56,,28.66,12.62,3809.27,16104.43,85.90
1983-02-03,,,,41.72,,31.57,0.28,3809.16,16019.37,84.60
1983-02-04,,,,65.01,,34.08,-9.24,3809.05,15982.89,83.40
1983-02-05,,,,35.34,,31.10,-7.98,3808.99,15888.95,82.70
1983-02-06,,,,77.44,,25.44,12.70,3808.96,15866.02,89.00
1983-02-07,,,,71.66,,34.24,17.89,3808.91,15827.86,90.90
1983-02-08,,,,71.91,,39.43,26.54,3808.86,15789.99,91.00
1983-02-09,,,,71.56,,43.68,27.56,3808.81,15752.03,90.70
1983-02-10,,,,65.09,,44.54,15.61,3808.75,15706.58,88.00
1983-02-11,,,,65.25,,39.51,33.85,3808.69,15661.25,88.10
1983-02-12,,,,92.11,,46.27,35.97,3808.70,15668.81,88.30
1983-02-13,,,,134.18,,40.29,29.84,3808.82,15759.62,88.40
1983-02-14,,,,119.56,,41.47,21.58,3808.90,15820.24,89.00
1983-02-15,,,,101.79,,36.44,32.12,3808.92,15835.50,94.10
1983-02-16,,,,104.49,,44.30,26.22,3808.94,15850.76,96.80
1983-02-17,,,,146.67,,39.04,33.06,3809.07,15950.28,96.50
1983-02-18,,,,292.87,,44.46,34.16,3809.54,16314.99,109.00
1983-02-19,,,,260.63,,40.84,25.28,3809.90,16599.88,117.00
1983-02-20,,,,190.57,,44.07,32.20,3810.10,16755.72,112.00
1983-02-21,,,,185.93,,40.69,33.45,3810.29,16900.38,113.00
1983-02-22,,,,202.54,,39.67,33.22,3810.48,17046.25,129.00
1983-02-23,,,,215.12,,43.44,30.00,3810.68,17201.20,137.00
1983-02-24,,,,240.63,,52.24,26.22,3810.94,17404.77,138.00
1983-02-25,,,,276.08,,47.84,28.11,3811.28,17674.69,140.00
1983-02-26,,,,261.55,,45.64,25.04,3811.55,17891.97,152.00
1983-02-27,,,,227.64,,39.82,25.83,3811.72,18030.09,158.00
1983-02-28,,,,222.97,,47.61,29.84,3811.87,18153.00,161.00
1983-03-01,,,,293.34,,51.30,36.52,3812.19,18411.53,163.00
1983-03-02,,,,532.53,,53.50,32.04,3813.08,19138.53,166.00
1983-03-03,,,,544.01,,45.40,34.24,3813.89,19824.83,198.00
1983-03-04,,,,889.97,,42.50,31.49,3815.39,21100.14,247.00
1983-03-05,,,,656.95,,44.54,28.97,3816.19,21802.18,303.00
1983-03-06,,,,451.43,,46.43,28.58,3816.49,22060.88,321.00
1983-03-07,,,,453.96,,47.21,35.18,3816.79,22322.61,322.00
1983-03-08,,,,556.40,,48.86,32.98,3817.29,22765.71,333.00
1983-03-09,,,,778.08,,58.14,34.08,3818.08,23479.92,418.00
1983-03-10,,,,944.84,,60.58,36.99,3818.97,24271.00,546.00
1983-03-11,,,,1005.92,,42.73,28.89,3819.50,24754.80,762.00
1983-03-12,,,,773.27,,42.65,27.87,3819.55,24800.95,750.00
1983-03-13,,,,1055.99,,49.34,33.69,3820.15,25356.30,776.00
1983-03-14,,,,991.00,,42.10,32.35,3820.44,25622.08,857.00
1983-03-15,,,,656.18,,43.60,26.77,3820.05,25265.42,836.00
1983-03-16,,,,514.46,,45.40,21.27,3819.68,24921.20,688.00
1983-03-17,,,,473.53,,43.75,29.92,3819.30,24571.17,650.00
1983-03-18,,,,411.11,,42.18,24.02,3818.96,24261.97,567.00
1983-03-19,,,,362.17,,46.19,28.19,3818.62,23956.86,516.00
1983-03-20,,,,346.12,,46.90,20.64,3818.26,23637.76,507.00
1983-03-21,,,,337.97,,47.68,27.64,3817.95,23363.99,476.00
1983-03-22,,,,332.47,,48.08,29.92,3817.66,23099.13,466.00
1983-03-23,,,,342.04,,47.92,31.88,3817.39,22855.24,465.00
1983-03-24,,,,340.51,,39.90,31.80,3817.08,22578.57,480.00
1983-03-25,,,,305.76,,41.63,32.90,3816.69,22234.96,479.00
1983-03-26,,,,305.84,,48.55,23.94,3816.31,21905.38,472.00
1983-03-27,,,,310.62,,40.22,29.60,3815.95,21595.20,467.00
1983-03-28,,,,286.63,,44.62,23.78,3815.56,21249.35,461.00
1983-03-29,,,,275.94,,45.09,32.35,3815.16,20900.15,452.00
1983-03-30,,,,477.39,,47.84,34.40,3815.25,20978.27,438.00
1983-03-31,,,,490.74,,44.07,29.13,3815.37,21082.88,438.00
1983-04-01,,,,435.19,,51.62,23.08,3815.35,21065.40,444.00
1983-04-02,,,,517.00,,40.29,29.13,3815.52,21214.16,442.00
1983-04-03,,,,449.71,,39.43,29.76,3815.49,21187.80,463.00
1983-04-04,,,,374.13,,47.13,33.14,3815.27,20995.66,471.00
1983-04-05,,,,349.31,,50.28,21.90,3815.00,20762.22,467.00
1983-04-06,,,,351.38,,55.23,21.11,3814.79,20582.48,442.00
1983-04-07,,,,362.96,,51.69,22.61,3814.65,20463.39,423.00
1983-04-08,,,,386.22,,50.04,32.43,3814.58,20404.32,416.00
1983-04-09,,,,379.94,,44.07,32.51,3814.50,20336.77,414.00
1983-04-10,,,,360.11,,43.05,22.53,3814.38,20235.84,411.00
1983-04-11,,,,320.67,,42.50,20.56,3814.22,20102.30,388.00
1983-04-12,,,,298.94,,41.24,26.61,3814.05,19961.35,370.00
1983-04-13,,,,272.68,,47.84,30.15,3813.96,19885.35,311.00
1983-04-14,,,,271.27,,54.13,20.25,3813.94,19868.04,280.00
1983-04-15,,,,271.10,,57.28,20.95,3813.97,19894.02,258.00
1983-04-16,,,,306.82,,64.20,22.53,3814.10,20002.76,252.00
1983-04-17,,,,353.71,,61.21,22.84,3814.34,20202.52,253.00
1983-04-18,,,,413.52,,57.91,35.89,3814.65,20463.39,282.00
1983-04-19,,,,432.32,,60.03,27.72,3814.96,20727.82,299.00
1983-04-20,,,,525.71,,60.58,33.93,3815.39,21100.14,338.00
1983-04-21,,,,682.36,,53.82,36.91,3816.04,21674.08,393.00
1983-04-22,,,,720.27,,59.71,29.37,3816.75,22287.51,411.00
1983-04-23,,,,721.74,,51.85,40.69,3817.36,22828.49,449.00
1983-04-24,,,,718.23,,50.36,38.64,3817.84,23263.32,499.00
1983-04-25,,,,622.43,,46.35,29.05,3818.16,23549.80,478.00
1983-04-26,,,,546.13,,50.59,28.50,3818.30,23673.04,484.00
1983-04-27,,,,492.25,,55.08,26.46,3818.35,23717.17,470.00
1983-04-28,,,,464.00,,56.49,33.93,3818.35,23717.17,464.00
1983-04-29,,,,465.47,,59.71,37.78,3818.36,23726.04,461.00
1983-04-30,,,,544.90,,58.93,38.64,3818.55,23894.44,460.00
1983-05-01,,,,581.74,,52.56,43.20,3818.82,24135.90,460.00
1983-05-02,,,,587.81,,55.23,39.12,3819.07,24361.64,474.00
1983-05-03,,,,549.94,,64.59,35.26,3819.19,24470.62,495.00
1983-05-04,,,,522.62,,62.47,31.73,3819.25,24525.40,495.00
1983-05-05,,,,612.66,,48.55,40.77,3819.50,24754.80,497.00
1983-05-06,,,,614.71,,56.41,36.99,3819.75,24986.29,498.00
1983-05-07,,,,527.20,,56.10,37.86,3819.81,25042.23,499.00
1983-05-08,,,,481.89,,45.17,30.23,3819.78,25014.25,496.00
1983-05-09,,,,451.45,,42.57,32.51,3819.70,24939.77,489.00
1983-05-10,,,,383.69,,47.76,34.71,3819.56,24810.22,449.00
1983-05-11,,,,335.90,,54.37,37.62,3819.42,24681.08,401.01
1983-05-12,,,,310.30,,58.85,27.95,3819.23,24507.12,398.00
1983-05-13,,,,311.39,,57.51,27.64,3819.10,24388.89,371.00
1983-05-14,,,,297.52,,61.36,27.87,3819.04,24334.38,325.00
1983-05-15,,,,305.00,,45.01,36.52,3819.04,24334.38,305.00
1983-05-16,,,,313.16,,52.64,36.05,3819.06,24352.54,304.00
1983-05-17,,,,270.02,,62.39,32.51,3818.99,24289.10,302.00
1983-05-18,,,,281.44,,53.90,45.40,3818.98,24280.05,286.00
1983-05-19,,,,328.29,,65.14,42.42,3819.09,24379.80,278.00
1983-05-20,,,,334.19,,72.69,37.94,3819.18,24461.49,293.00
1983-05-21,,,,332.01,,69.38,46.66,3819.23,24507.12,309.00
1983-05-22,,,,356.15,,76.07,36.44,3819.33,24598.65,310.00
1983-05-23,,,,371.12,,81.96,38.01,3819.46,24717.90,311.00
1983-05-24,,,,363.20,,83.14,43.28,3819.57,24819.45,312.00
1983-05-25,,,,392.43,,84.87,43.36,3819.74,24976.99,313.00
1983-05-26,,,,380.74,,83.46,49.18,3819.85,25079.61,329.00
1983-05-27,,,,368.91,,86.37,46.58,3819.92,25144.89,336.00
1983-05-28,,,,354.92,,91.48,48.71,3819.96,25182.42,336.00
1983-05-29,,,,327.54,,90.38,48.16,3819.94,25163.65,337.00
1983-05-30,,,,286.66,,81.65,48.08,3819.88,25107.44,315.00
1983-05-31,,,,299.40,,66.08,50.99,3819.87,25098.32,304.00
1983-06-01,,,,303.00,,64.82,48.86,3819.87,25098.32,303.00
1983-06-02,,,,245.32,,68.60,48.71,3819.79,25023.58,283.00
1983-06-03,,,,188.81,,69.23,48.08,3819.73,24967.66,217.00
1983-06-04,,,,163.00,,69.46,40.84,3819.73,24967.66,163.00
1983-06-05,,,,157.69,,69.31,46.74,3819.74,24976.99,152.99
1983-06-06,,,,148.40,,76.62,42.97,3819.76,24995.63,139.00
1983-06-07,,,,130.39,,79.21,43.60,3819.78,25014.25,121.00
1983-06-08,,,,100.90,,72.21,50.20,3819.75,24986.29,115.00
1983-06-09,,,,124.40,,75.91,43.91,3819.77,25004.93,115.00
1983-06-10,,,,66.10,,64.67,44.78,3819.67,24911.91,113.00
1983-06-11,,,,115.68,,52.72,41.32,3819.68,24921.20,111.00
1983-06-12,,,,114.68,,58.93,39.12,3819.69,24930.49,110.00
1983-06-13,,,,105.32,,70.72,32.98,3819.68,24921.20,110.00
1983-06-14,,,,77.37,,77.95,38.88,3819.61,24856.47,110.00
1983-06-15,,,,62.38,,64.20,50.04,3819.51,24764.01,109.00
1983-06-16,,,,85.75,,76.22,39.67,3819.46,24717.90,109.00
1983-06-17,,,,39.63,,75.60,46.82,3819.31,24580.31,109.00
1983-06-18,,,,71.10,,55.55,40.77,3819.23,24507.12,108.00
1983-06-19,,,,62.03,,55.63,39.59,3819.13,24415.93,108.00
1983-06-20,,,,75.04,,57.36,36.21,3819.06,24352.54,107.00
1983-06-21,,,,75.02,,67.89,35.50,3818.99,24289.10,107.00
1983-06-22,,,,65.99,,82.20,41.79,3818.90,24207.75,107.00
1983-06-23,,,,39.06,,76.07,44.70,3818.75,24073.00,107.00
1983-06-24,,,,60.85,,65.14,44.30,3818.65,23983.45,106.00
1983-06-25,,,,70.11,,76.77,36.13,3818.57,23912.26,106.00
1983-06-26,,,,34.31,,77.80,49.81,3818.41,23770.07,106.00
1983-06-27,,,,69.43,,62.86,52.01,3818.33,23699.51,105.00
1983-06-28,,,,86.20,,77.64,42.65,3818.29,23664.21,104.00
1983-06-29,,,,54.18,,63.17,52.95,3818.18,23567.37,103.00
1983-06-30,,,,64.74,,69.62,43.44,3818.10,23497.44,100.00
1983-07-01,,,,88.53,,60.42,48.31,3818.12,23514.95,79.70
1983-07-02,,,,126.00,,56.33,45.17,3818.23,23611.35,77.40
1983-07-03,,,,112.54,,74.57,36.91,3818.31,23681.84,77.00
1983-07-04,,,,72.56,,79.05,42.10,3818.30,23673.04,77.00
1983-07-05,,,,72.55,,86.99,46.58,3818.29,23664.21,77.00
1983-07-06,,,,37.04,,79.68,52.87,3818.20,23584.95,77.00
1983-07-07,,,,46.01,,75.91,48.39,3818.13,23523.49,77.00
1983-07-08,,,,36.49,,63.80,49.34,3818.04,23444.93,76.10
1983-07-09,,,,30.46,,59.79,45.01,3817.94,23354.81,75.90
1983-07-10,,,,62.11,,71.66,45.80,3817.91,23327.26,76.00
1983-07-11,,,,43.76,,83.61,41.87,3817.84,23263.32,76.00
1983-07-12,,,,29.94,,82.75,46.19,3817.74,23171.96,76.00
1983-07-13,,,,39.28,,88.88,51.07,3817.66,23099.13,76.00
1983-07-14,,,,20.45,,64.51,49.10,3817.54,22990.54,75.20
1983-07-15,,,,43.12,,63.96,45.01,3817.47,22927.31,75.00
1983-07-16,,,,38.66,,70.48,37.07,3817.39,22855.24,75.00
1983-07-17,,,,52.45,,73.94,40.77,3817.34,22810.52,75.00
1983-07-18,,,,47.89,,85.27,41.47,3817.28,22756.74,75.00
1983-07-19,,,,29.95,,79.21,51.38,3817.18,22667.39,75.00
1983-07-20,,,,31.99,,73.87,54.37,3817.05,22551.93,90.20
1983-07-21,,,,41.21,,82.83,40.29,3816.88,22401.60,117.00
1983-07-22,,,,25.76,,91.55,45.17,3816.66,22208.73,123.00
1983-07-23,,,,28.24,,83.30,55.39,3816.43,22008.87,129.00
1983-07-24,,,,32.13,,87.78,47.29,3816.20,21810.79,132.00
1983-07-25,,,,4.28,,71.59,55.31,3815.91,21559.44,131.00
1983-07-26,,,,23.51,,73.16,45.64,3815.67,21346.24,131.00
1983-07-27,,,,40.68,,73.08,48.55,3815.48,21178.99,125.00
1983-07-28,,,,31.96,,81.02,52.95,3815.28,21004.36,120.00
1983-07-29,,,,41.40,,88.33,51.22,3815.10,20848.45,120.00
1983-07-30,,,,33.23,,94.31,51.38,3814.90,20676.35,120.00
1983-07-31,,,,11.63,,82.12,66.55,3814.65,20463.39,119.00
1983-08-01,,,,50.91,,89.90,51.30,3814.49,20328.34,119.00
1983-08-02,,,,19.85,,90.38,52.40,3814.26,20135.64,117.00
1983-08-03,,,,20.79,,90.93,54.60,3814.03,19944.81,117.00
1983-08-04,,,,21.85,,92.73,51.22,3813.81,19756.09,117.00
1983-08-05,,,,16.84,,94.15,49.10,3813.58,19559.40,116.00
1983-08-06,,,,22.09,,98.16,50.75,3813.36,19373.13,116.00
1983-08-07,,,,6.13,,86.29,56.10,3813.10,19155.20,116.00
1983-08-08,,,,22.92,,83.54,56.33,3812.88,18972.56,115.00
1983-08-09,,,,23.90,,89.12,63.09,3812.66,18791.86,115.00
1983-08-10,,,,37.02,,75.44,60.34,3812.47,18637.19,115.00
1983-08-11,,,,16.41,,71.82,55.70,3812.23,18443.63,114.00
1983-08-12,,,,32.46,,83.38,45.33,3812.03,18283.88,113.00
1983-08-13,,,,22.18,,87.39,46.03,3811.81,18103.74,113.00
1983-08-14,,,,21.59,,86.37,59.16,3811.59,17924.42,112.00
1983-08-15,,,,19.44,,83.46,55.55,3811.36,17738.84,113.00
1983-08-16,,,,25.40,,84.09,53.35,3811.11,17539.30,126.00
1983-08-17,,,,18.66,,86.92,48.00,3810.83,17318.46,130.00
1983-08-18,,,,19.06,,84.24,53.50,3810.55,17100.39,129.00
1983-08-19,,,,11.73,,82.20,49.81,3810.25,16869.78,128.00
1983-08-20,,,,36.14,,77.72,57.51,3810.01,16687.58,128.00
1983-08-21,,,,14.66,,68.99,55.86,3809.73,16464.75,127.00
1983-08-22,,,,38.62,,69.46,51.85,3809.51,16291.43,126.00
1983-08-23,,,,49.29,,62.70,51.85,3809.32,16143.25,124.00
1983-08-24,,,,48.66,,68.60,44.70,3809.15,16011.66,115.00
1983-08-25,,,,32.88,,77.95,44.93,3808.94,15850.76,114.00
1983-08-26,,,,29.87,,82.51,48.00,3808.72,15683.90,114.00
1983-08-27,,,,26.01,,84.01,44.93,3808.49,15511.35,113.00
1983-08-28,,,,26.96,,79.45,52.56,3808.26,15340.70,113.00
1983-08-29,,,,30.58,,83.06,47.13,3808.04,15179.21,112.00
1983-08-30,,,,22.60,,81.81,42.65,3807.81,15003.87,111.00
1983-08-31,,,,22.74,,82.51,52.01,3807.58,14828.80,111.00
1983-09-01,,,,34.01,,72.53,57.20,3807.38,14678.07,110.00
1983-09-02,,,,31.13,,70.96,43.20,3807.17,14521.64,110.00
1983-09-03,,,,30.97,,73.79,40.06,3806.96,14366.86,109.00
1983-09-04,,,,23.48,,72.84,43.91,3806.73,14199.22,108.00
1983-09-05,,,,30.71,,75.04,47.45,3806.52,14047.91,107.00
1983-09-06,,,,27.93,,80.00,37.39,3806.30,13891.08,107.00
1983-09-07,,,,24.29,,73.79,43.99,3806.07,13729.01,106.00
1983-09-08,,,,21.11,,59.08,46.98,3805.84,13560.64,106.00
1983-09-09,,,,15.68,,61.05,40.77,3805.60,13383.48,105.00
1983-09-10,,,,38.72,,68.36,31.49,3805.42,13252.01,105.00
1983-09-11,,,,30.19,,73.71,48.55,3805.22,13107.60,103.00
1983-09-12,,,,27.41,,80.86,36.44,3805.01,12957.66,103.00
1983-09-13,,,,23.73,,82.83,41.87,3804.79,12802.41,102.00
1983-09-14,,,,16.68,,72.14,46.98,3804.55,12635.16,101.00
1983-09-15,,,,24.67,,78.90,36.44,3804.33,12483.76,101.00
1983-09-16,,,,22.18,,73.63,35.97,3804.10,12327.43,101.00
1983-09-17,,,,11.78,,62.94,45.88,3803.85,12152.44,100.00
1983-09-18,,,,10.51,,62.23,41.32,3803.60,11975.13,99.90
1983-09-19,,,,28.46,,54.29,37.70,3803.40,11835.01,99.10
1983-09-20,,,,28.78,,56.88,24.02,3803.20,11696.72,98.50
1983-09-21,,,,29.09,,66.87,21.58,3803.00,11560.03,98.00
1983-09-22,,,,32.88,,78.58,30.55,3802.81,11431.65,97.60
1983-09-23,,,,36.27,,72.14,42.97,3802.63,11311.20,97.00
1983-09-24,,,,33.57,,77.56,37.94,3802.44,11185.59,96.90
1983-09-25,,,,30.40,,80.39,37.39,3802.24,11054.88,96.30
1983-09-26,,,,28.00,,72.61,39.43,3802.03,10920.00,96.00
1983-09-27,,,,30.40,,58.93,44.46,3801.84,10789.89,96.00
1983-09-28,,,,26.68,,59.71,27.64,3801.64,10653.58,95.40
1983-09-29,,,,30.61,,62.39,23.71,3801.45,10525.86,95.00
1983-09-30,,,,30.88,,65.14,26.93,3801.26,10399.67,94.50
1983-10-01,,,,34.43,,62.78,37.07,3801.08,10281.52,94.00
1983-10-02,,,,31.78,,53.90,38.49,3800.89,10158.11,94.00
1983-10-03,,,,38.73,,64.75,38.01,3800.72,10049.08,93.70
1983-10-04,,,,35.81,,69.38,31.17,3800.56,9947.55,87.00
1983-10-05,,,,42.96,,74.65,30.62,3800.45,9878.25,77.90
1983-10-06,,,,33.15,,65.85,35.73,3800.31,9790.88,77.20
1983-10-07,,,,45.81,,64.82,26.06,3800.25,9753.62,64.60
1983-10-08,,,,30.15,,67.58,30.78,3800.16,9697.98,58.20
1983-10-09,,,,28.91,,56.33,43.60,3800.17,9704.15,25.80
1983-10-10,,,,36.83,,56.49,39.90,3800.26,9759.82,8.76
1983-10-11,,,,37.13,,64.35,28.74,3800.35,9815.81,8.90
1983-10-12,,,,34.05,,61.13,27.32,3800.43,9865.70,8.90
1983-10-13,,,,31.08,,51.14,43.68,3800.50,9909.69,8.90
1983-10-14,,,,34.38,,48.39,33.77,3800.58,9960.22,8.90
1983-10-15,,,,37.63,,56.88,27.87,3800.67,10017.20,8.90
1983-10-16,,,,37.87,,57.83,22.61,3800.76,10074.67,8.90
1983-10-17,,,,38.18,,57.75,35.11,3800.85,10132.46,9.04
1983-10-18,,,,35.26,,56.57,25.28,3800.93,10183.96,9.30
1983-10-19,,,,38.76,,55.15,24.65,3801.02,10242.39,9.30
1983-10-20,,,,71.96,,63.88,36.13,3801.21,10366.67,9.30
1983-10-21,,,,69.36,,70.48,30.78,3801.39,10485.79,9.30
1983-10-22,,,,93.89,,56.88,38.96,3801.64,10653.58,9.30
1983-10-23,,,,84.97,,51.69,31.80,3801.86,10803.60,9.33
1983-10-24,,,,80.78,,55.15,21.50,3802.07,10944.99,9.50
1983-10-25,,,,61.79,,57.43,24.89,3802.23,11048.37,9.67
1983-10-26,,,,52.48,,61.29,23.39,3802.36,11133.22,9.70
1983-10-27,,,,49.39,,68.99,23.71,3802.48,11211.95,9.70
1983-10-28,,,,53.11,,66.00,29.52,3802.61,11298.06,9.70
1983-10-29,,,,49.98,,64.35,30.23,3802.73,11377.95,9.70
1983-10-30,,,,50.36,,59.56,40.84,3802.85,11458.59,9.70
1983-10-31,,,,50.56,,58.69,39.12,3802.97,11539.63,9.70
1983-11-01,,,,61.29,,53.97,34.32,3803.12,11641.94,9.71
1983-11-02,,,,61.65,,47.21,31.25,3803.27,11744.99,9.70
1983-11-03,,,,58.60,,57.91,43.28,3803.41,11841.98,9.70
1983-11-04,,,,52.01,,55.31,36.99,3803.53,11925.90,9.70
1983-11-05,,,,62.92,,51.30,33.38,3803.68,12031.47,9.70
1983-11-06,,,,52.69,,56.18,37.07,3803.80,12116.73,9.70
1983-11-07,,,,49.28,,39.82,32.28,3803.91,12195.24,9.70
1983-11-08,,,,55.93,,45.72,22.61,3804.04,12286.93,9.70
1983-11-09,,,,52.83,,36.52,30.94,3804.16,12367.91,12.00
1983-11-10,,,,65.36,,43.68,35.50,3804.32,12476.92,10.40
1983-11-11,,,,59.31,,49.41,29.45,3804.46,12572.94,10.90
1983-11-12,,,,66.67,,40.84,27.40,3804.62,12683.75,10.80
1983-11-13,,,,52.85,,39.51,28.50,3804.74,12767.35,10.70
1983-11-14,,,,60.53,,37.46,25.51,3804.88,12865.59,11.00
1983-11-15,,,,68.18,,42.34,32.98,3805.04,12979.01,11.00
1983-11-16,,,,57.73,,50.44,34.56,3805.17,13071.70,11.00
1983-11-17,,,,73.54,,45.17,30.47,3805.34,13194.15,11.80
1983-11-18,,,,62.39,,40.45,28.34,3805.48,13295.68,11.20
1983-11-19,,,,70.00,,33.77,25.67,3805.64,13412.71,11.00
1983-11-20,,,,55.01,,31.25,22.37,3805.75,13500.00,11.00
1983-11-21,,,,56.08,,36.68,18.67,3805.88,13590.00,10.70
1983-11-22,,,,51.21,,31.25,14.11,3805.99,13672.49,9.62
1983-11-23,,,,58.95,,31.33,26.06,3806.13,13770.97,9.30
1983-11-24,,,,62.71,,34.87,26.54,3806.28,13876.90,9.30
1983-11-25,,,,51.83,,35.73,23.16,3806.40,13962.05,8.90
1983-11-26,,,,62.74,,36.84,30.31,3806.55,14069.44,8.60
1983-11-27,,,,52.40,,41.40,28.58,3806.67,14155.78,8.87
1983-11-28,,,,52.78,,37.54,28.34,3806.79,14242.81,8.90
1983-11-29,,,,49.43,,32.43,18.12,3806.86,14293.84,23.70
1983-11-30,,,,53.83,,25.28,20.56,3806.92,14337.54,31.80
1983-12-01,,,,59.10,,30.62,15.29,3807.00,14396.25,29.50
1983-12-02,,,,53.10,,29.45,7.20,3807.07,14447.83,27.10
1983-12-03,,,,67.46,,28.27,18.67,3807.13,14491.99,45.20
1983-12-04,,,,51.63,,29.21,13.01,3807.11,14477.37,59.00
1983-12-05,,,,62.74,,29.52,10.73,3807.12,14484.78,59.00
1983-12-06,,,,68.80,,28.58,16.24,3807.15,14506.80,57.70
1983-12-07,,,,71.46,,39.98,27.48,3807.19,14536.48,56.50
1983-12-08,,,,50.82,,36.76,20.17,3807.17,14521.64,58.30
1983-12-09,,,,75.23,,38.72,22.53,3807.20,14543.91,64.00
1983-12-10,,,,60.25,,42.26,26.46,3807.19,14536.48,64.00
1983-12-11,,,,78.79,,34.24,24.89,3807.21,14551.33,71.30
1983-12-12,,,,64.17,,32.67,13.33,3807.18,14529.05,75.40
1983-12-13,,,,75.00,,34.95,27.87,3807.18,14529.05,75.00
1983-12-14,,,,74.98,,36.68,32.20,3807.15,14506.80,86.20
1983-12-15,,,,50.61,,34.63,7.12,3807.04,14425.69,91.50
1983-12-16,,,,53.44,,23.39,1.85,3806.94,14352.19,90.50
1983-12-17,,,,52.92,,24.65,5.23,3806.84,14279.24,89.70
1983-12-18,,,,70.73,,28.42,12.23,3806.79,14242.81,89.10
1983-12-19,,,,59.12,,26.77,13.25,3806.71,14184.73,88.40
1983-12-20,,,,47.42,,14.59,4.05,3806.60,14105.44,87.40
1983-12-21,,,,35.82,,12.31,-11.59,3806.46,14004.91,86.50
1983-12-22,,,,19.70,,1.06,-23.15,3806.31,13898.19,73.50
1983-12-23,,,,33.77,,-4.13,-36.44,3806.28,13876.90,44.50
1983-12-24,,,,61.89,,8.45,-24.80,3806.33,13912.39,44.00
1983-12-25,,,,47.58,,21.19,8.61,3806.34,13919.49,44.00
1983-12-26,,,,44.00,,31.73,-8.84,3806.34,13919.49,44.00
1983-12-27,,,,69.05,,27.64,-9.71,3806.41,13969.18,44.00
1983-12-28,,,,65.62,,16.63,-5.86,3806.47,14012.07,44.00
1983-12-29,,,,77.15,,19.07,13.56,3806.56,14076.64,44.60
1983-12-30,,,,77.71,,27.95,17.73,3806.65,14141.32,45.10
1983-12-31,,,,49.65,,26.22,0.20,3806.66,14148.55,46.00
1984-01-01,,,,71.55,,24.96,1.22,3806.73,14199.22,46.00
1984-01-02,,,,56.98,,24.65,17.18,3806.76,14221.00,46.00
1984-01-03,,,,68.42,,27.72,22.45,3806.82,14264.67,46.40
1984-01-04,,,,68.98,,30.00,25.67,3806.88,14308.27,47.00
1984-01-05,,,,66.45,,34.24,26.93,3806.93,14344.86,48.00
1984-01-06,,,,62.80,,33.93,28.74,3806.97,14374.21,48.00
1984-01-07,,,,52.20,,32.98,26.54,3806.98,14381.54,48.50
1984-01-08,,,,63.84,,31.10,24.73,3807.02,14410.98,49.00
1984-01-09,,,,60.14,,26.06,19.54,3807.05,14433.07,49.00
1984-01-10,,,,56.44,,26.69,22.84,3807.07,14447.83,49.00
1984-01-11,,,,60.17,,37.31,10.65,3807.10,14469.99,49.00
1984-01-12,,,,63.83,,29.37,10.10,3807.14,14499.40,49.00
1984-01-13,,,,56.27,,24.26,-5.30,3807.16,14514.22,48.80
1984-01-14,,,,44.26,,29.13,-3.97,3807.15,14506.80,48.00
1984-01-15,,,,44.47,,15.29,-12.70,3807.14,14499.40,48.20
1984-01-16,,,,47.40,,17.49,-9.16,3807.14,14499.40,47.40
1984-01-17,,,,35.89,,15.84,-16.47,3807.11,14477.37,47.00
1984-01-18,,,,50.44,,7.67,-17.49,3807.12,14484.78,46.70
1984-01-19,,,,31.29,,17.26,-16.23,3807.08,14455.20,46.20
1984-01-20,,,,57.38,,6.96,-18.36,3807.11,14477.37,46.20
1984-01-21,,,,56.51,,19.62,3.19,3807.14,14499.40,45.40
1984-01-22,,,,64.09,,22.21,13.33,3807.19,14536.48,45.40
1984-01-23,,,,80.07,,37.54,20.95,3807.28,14603.46,46.30
