date,af,wz,mn,mx,mm,qv
1987-12-14,90641.07,,8.93,23.00,15.15,308.43
1987-12-15,90359.91,,14.98,29.84,23.29,307.48
1987-12-16,90290.85,,27.32,31.33,29.47,306.38
1987-12-17,90271.13,,24.02,39.59,29.45,307.56
1987-12-18,90137.95,,17.73,34.56,25.53,306.81
1987-12-19,90034.36,,18.36,34.01,25.00,307.25
1987-12-20,89768.00,,13.17,27.40,21.03,308.03
1987-12-21,89615.09,,26.06,38.80,30.87,307.40
1987-12-22,89585.49,,17.18,36.29,30.86,305.56
1987-12-23,89457.25,,11.99,28.82,19.52,303.65
1987-12-24,89190.89,,5.31,25.36,12.95,307.09
1987-12-25,88894.93,,6.02,26.14,13.39,305.53
1987-12-26,88628.57,,8.93,28.74,16.54,307.91
1987-12-27,88446.07,,12.15,35.73,20.83,307.72
1987-12-28,88278.36,,16.55,38.57,27.02,306.11
1987-12-29,88209.30,,24.33,33.69,29.97,306.23
1987-12-30,88120.52,,14.74,30.00,25.08,306.30
1987-12-31,88012.00,,14.66,31.65,23.14,307.33
1988-01-01,87814.70,,5.31,24.96,13.03,307.76
1988-01-02,87566.92,,2.64,22.68,9.33,309.02
1988-01-03,87295.45,,3.26,19.15,11.44,307.02
1988-01-04,87128.76,,18.83,28.89,25.02,306.59
1988-01-05,87081.13,,21.82,34.87,28.43,303.18
1988-01-06,86933.48,,20.95,36.13,27.73,302.83
1988-01-07,86790.60,,18.44,33.38,26.06,302.56
1988-01-08,86790.60,,25.67,35.11,28.74,302.31
1988-01-09,86700.11,,28.97,40.14,32.76,302.56
1988-01-10,86700.11,,33.53,38.41,35.55,301.28
1988-01-11,86642.96,,21.74,37.78,30.10,303.15
1988-01-12,86576.28,,12.07,30.94,22.91,301.86
1988-01-13,86361.96,,18.83,31.65,25.46,301.90
1988-01-14,86385.77,,28.42,34.16,31.09,302.56
1988-01-15,86361.96,,20.17,38.49,32.78,302.60
1988-01-16,86342.91,,18.28,26.93,23.10,302.21
1988-01-17,86342.91,,9.00,31.73,19.40,302.56
1988-01-18,86085.73,,1.38,22.21,8.07,303.03
1988-01-19,85771.38,,-7.90,11.44,0.81,305.99
1988-01-20,85490.39,,0.43,20.09,8.68,306.26
1988-01-21,85390.37,,5.07,28.89,14.57,306.50
1988-01-22,85137.95,,6.57,26.30,15.61,305.41
1988-01-23,85052.22,,24.41,40.92,31.41,305.64
1988-01-24,84985.54,,8.61,26.06,14.81,304.29
1988-01-25,84714.07,,6.96,32.67,15.62,302.95
1988-01-26,84623.58,,10.42,32.04,19.17,302.52
1988-01-27,84456.88,,19.54,34.79,27.29,301.79
1988-01-28,84352.10,,23.31,34.32,30.14,301.40
1988-01-29,84309.23,,33.45,37.07,35.17,307.68
1988-01-30,84309.23,,21.03,37.62,31.01,305.52
1988-01-31,84266.38,,11.36,31.10,19.37,306.38
1988-02-01,84118.73,,10.03,33.85,20.71,309.33
1988-02-02,83928.22,,2.40,24.96,11.66,299.78
1988-02-03,83694.85,,-0.74,29.52,10.55,295.85
1988-02-04,83523.39,,4.21,29.60,13.52,299.97
1988-02-05,83356.70,,5.54,30.07,15.33,301.28
1988-02-06,83185.24,,8.53,37.46,20.91,302.60
1988-02-07,83099.52,,20.09,40.77,28.72,301.75
1988-02-08,83018.55,,30.15,43.83,35.65,300.39
1988-02-09,82951.87,,33.53,42.42,38.56,300.01
1988-02-10,82951.87,,34.48,45.09,39.15,303.77
1988-02-11,82909.01,,31.73,48.94,37.48,306.24
1988-02-12,82870.91,,24.41,44.54,33.14,302.29
1988-02-13,82804.23,,24.73,39.59,34.23,302.17
1988-02-14,82718.50,,16.87,41.08,28.77,301.21
1988-02-15,82613.72,,33.06,44.93,37.05,302.17
1988-02-16,82570.85,,27.09,39.27,33.20,302.56
1988-02-17,82447.02,,15.53,37.39,25.06,305.34
1988-02-18,82256.52,,19.62,45.17,30.77,309.78
1988-02-19,82166.02,,17.73,45.01,31.78,307.80
1988-02-20,82066.01,,21.27,55.08,35.46,309.45
1988-02-21,81956.47,,20.80,52.64,33.16,309.33
1988-02-22,81865.98,,29.76,52.56,42.81,307.60
1988-02-23,81827.88,,19.62,46.43,31.44,306.31
1988-02-24,81785.01,,21.74,50.04,33.60,304.14
1988-02-25,81718.33,,22.45,51.07,34.45,305.81
1988-02-26,81718.33,,24.10,54.92,36.23,299.83
1988-02-27,81742.14,,25.67,56.57,37.90,301.95
1988-02-28,81851.69,,30.23,54.60,39.96,301.32
1988-02-29,82066.01,,34.71,55.55,42.75,300.36
1988-03-01,82399.40,,33.69,55.70,41.24,299.28
1988-03-02,82870.91,,31.02,54.21,40.67,297.70
1988-03-03,83375.75,,33.06,52.01,41.13,297.85
1988-03-04,83904.41,,25.75,50.04,37.70,300.35
1988-03-05,84414.02,,34.24,54.45,41.74,300.59
1988-03-06,84904.58,,33.30,42.42,37.40,299.16
1988-03-07,85366.55,,23.86,44.93,33.55,298.39
1988-03-08,85666.61,,26.06,52.87,36.30,297.46
1988-03-09,85895.22,,32.20,40.45,36.00,301.60
1988-03-10,85642.79,,27.56,42.34,34.65,240.99
1988-03-11,85747.57,,23.31,42.65,32.96,301.87
1988-03-12,85857.12,,19.22,42.42,31.66,306.30
1988-03-13,85938.08,,22.05,46.82,33.83,306.26
1988-03-14,86085.73,,28.27,51.54,37.89,301.65
1988-03-15,86342.91,,29.84,40.69,34.34,298.96
1988-03-16,86466.74,,23.08,47.37,35.00,298.96
1988-03-17,86533.41,,24.26,49.73,36.07,298.89
1988-03-18,86657.25,,26.14,57.59,39.91,298.89
1988-03-19,86871.57,,30.31,66.48,45.07,298.16
1988-03-20,87252.59,,32.51,64.98,46.58,297.62
1988-03-21,87839.36,,38.17,45.48,41.45,298.54
1988-03-22,88490.46,,32.35,49.49,39.63,305.74
1988-03-23,89037.98,,34.63,44.30,38.01,253.25
1988-03-24,89501.64,,31.17,44.07,37.53,271.19
1988-03-25,90009.70,,33.85,55.78,44.10,298.43
1988-03-26,90581.88,,33.06,69.15,50.51,296.32
1988-03-27,91454.95,,28.74,50.36,34.47,301.47
1988-03-28,92094.17,,22.05,41.71,31.71,302.14
1988-03-29,92538.13,,27.09,39.51,32.43,302.13
1988-03-30,92997.23,,26.61,46.35,34.59,302.56
1988-03-31,93370.57,,24.41,50.91,37.31,301.71
1988-04-01,93819.58,,29.29,62.78,44.47,300.97
1988-04-02,94407.97,,34.08,66.71,49.35,299.04
1988-04-03,95755.62,,40.29,46.43,42.83,301.06
1988-04-04,96958.42,,35.58,45.01,40.87,333.19
1988-04-05,97665.89,,30.62,62.86,44.30,389.09
1988-04-06,98295.91,,37.54,74.49,52.46,435.57
1988-04-07,99005.71,,33.14,55.31,44.88,487.67
1988-04-08,99887.16,,28.11,48.16,38.01,537.91
1988-04-09,100320.07,,28.27,57.83,40.87,487.67
1988-04-10,100763.41,,31.49,71.74,48.83,537.91
1988-04-11,101303.73,,35.81,76.70,54.14,553.39
1988-04-12,102240.68,,39.59,83.69,59.62,600.02
1988-04-13,103815.83,,43.36,78.58,60.37,598.30
1988-04-14,105667.27,,43.75,69.31,58.16,598.42
1988-04-15,108090.01,,47.13,71.59,57.86,599.60
1988-04-16,110494.55,,42.42,73.16,57.33,600.61
1988-04-17,113104.04,,47.13,70.33,56.00,603.21
1988-04-18,116265.89,,45.25,60.97,51.84,605.65
1988-04-19,119863.16,,37.94,61.60,48.90,603.28
1988-04-20,122818.38,,45.56,56.96,50.70,610.60
1988-04-21,125956.55,,38.41,55.55,46.12,616.56
1988-04-22,128399.59,,36.21,57.43,46.09,620.21
1988-04-23,130285.82,,35.89,57.83,46.13,620.81
1988-04-24,131847.17,,36.21,57.83,46.08,620.40
1988-04-25,133170.75,,35.89,49.41,41.80,608.80
1988-04-26,134377.80,,31.41,56.65,43.50,598.60
1988-04-27,135372.91,,35.66,71.74,53.08,598.01
1988-04-28,136480.44,,50.36,72.84,59.95,598.12
1988-04-29,137733.02,,41.55,64.75,53.64,598.01
1988-04-30,138896.31,,39.67,51.69,46.09,598.36
1988-05-01,140223.80,,33.38,48.08,41.11,600.43
1988-05-02,141202.91,,27.79,52.40,41.85,603.51
1988-05-03,142115.80,,38.09,61.13,46.36,596.43
1988-05-04,143023.25,,38.01,61.29,48.86,592.58
1988-05-05,143827.86,,40.92,65.37,51.94,589.02
1988-05-06,144829.63,,35.97,48.39,41.05,589.54
1988-05-07,145686.14,,34.71,55.31,45.11,594.41
1988-05-08,146450.88,,42.73,63.09,51.11,600.20
1988-05-09,147180.19,,42.26,61.44,51.25,596.42
1988-05-10,147891.64,,37.78,76.62,55.37,590.95
1988-05-11,148646.02,,44.30,80.08,61.80,593.05
1988-05-12,149816.28,,47.68,88.72,67.67,592.35
1988-05-13,151708.53,,48.08,68.52,58.16,593.94
1988-05-14,153850.78,,43.60,63.57,53.35,597.59
1988-05-15,156031.44,,41.32,84.40,63.06,592.53
1988-05-16,158736.33,,52.56,82.67,66.28,588.94
1988-05-17,162180.77,,47.92,60.81,54.68,591.93
1988-05-18,165203.53,,37.62,61.92,50.80,593.88
1988-05-19,167617.61,,37.39,66.79,53.11,598.12
1988-05-20,169827.23,,40.61,75.04,58.20,598.54
1988-05-21,172039.95,,45.25,85.42,63.93,598.66
1988-05-22,174539.88,,49.10,87.78,68.28,598.18
1988-05-23,177601.00,,52.87,86.44,69.28,599.31
1988-05-24,180945.66,,54.68,78.50,66.45,601.26
1988-05-25,183956.38,,48.94,85.66,65.78,603.22
1988-05-26,187229.22,,50.28,81.26,65.39,605.18
1988-05-27,190779.39,,50.75,72.45,61.56,608.09
1988-05-28,193501.91,,49.02,75.12,60.27,605.72
1988-05-29,196126.34,,40.61,49.10,44.85,605.53
1988-05-30,198274.39,,41.95,52.95,46.28,606.01
1988-05-31,200113.42,,36.76,65.14,51.46,602.57
1988-06-01,201992.31,,49.96,59.79,54.32,598.54
1988-06-02,203992.02,,50.36,77.56,62.54,597.24
1988-06-03,205739.73,,56.73,86.84,72.19,592.99
1988-06-04,207971.25,,54.60,83.38,68.08,592.64
1988-06-05,210900.58,,46.58,67.50,57.52,594.70
1988-06-06,213551.89,,44.23,77.17,59.57,595.76
1988-06-07,215606.16,,44.78,67.03,55.66,597.54
1988-06-08,217330.69,,47.68,67.65,55.84,598.18
1988-06-09,218669.70,,43.12,86.37,63.56,598.18
1988-06-10,219985.30,,48.31,74.89,61.86,598.66
1988-06-11,221166.34,,45.80,79.29,62.28,598.78
1988-06-12,222125.72,,54.76,73.32,64.16,599.54
1988-06-13,224122.59,,45.64,77.32,62.41,600.85
1988-06-14,224857.66,,48.86,88.96,67.58,598.54
1988-06-15,225891.44,,53.50,90.22,70.92,598.83
1988-06-16,226590.77,,57.28,97.61,73.63,598.83
1988-06-17,227350.89,,57.75,90.45,72.59,600.37
1988-06-18,228050.89,,57.36,89.90,73.69,603.51
1988-06-19,228601.05,,59.32,97.84,77.50,600.91
1988-06-20,229128.27,,64.98,92.89,76.90,594.19
1988-06-21,229609.64,,63.02,98.47,79.07,591.23
1988-06-22,230113.94,,68.91,99.26,81.68,587.59
1988-06-23,230274.41,,64.35,97.45,80.94,587.24
1988-06-24,230312.61,,63.72,99.57,80.91,586.94
1988-06-25,230511.27,,65.77,101.54,77.81,588.41
1988-06-26,230709.94,,61.92,88.10,73.47,593.29
1988-06-27,230274.41,,62.15,90.69,76.32,804.85
1988-06-28,229128.27,,62.86,86.05,73.34,1122.91
1988-06-29,227396.50,,50.12,68.91,60.30,1391.38
1988-06-30,225290.92,,44.46,81.41,63.03,1597.99
1988-07-01,223056.09,,51.22,91.55,70.05,1600.23
1988-07-02,220800.08,,55.86,91.55,74.03,1592.33
1988-07-03,218505.25,,59.95,93.76,76.48,1589.40
1988-07-04,216183.47,,62.31,90.06,74.25,1594.98
1988-07-05,213817.59,,59.71,78.82,68.44,1597.21
1988-07-06,211346.44,,51.85,76.85,64.61,1597.20
1988-07-07,209000.22,,46.66,86.05,67.63,1593.47
1988-07-08,206466.61,,51.62,91.48,72.16,1590.64
1988-07-09,203956.06,,56.96,93.28,75.73,1585.76
1988-07-10,201500.53,,58.85,93.28,76.63,1583.29
1988-07-11,198989.52,,60.74,86.37,74.81,1576.75
1988-07-12,196472.58,,59.95,85.11,72.47,1579.93
1988-07-13,193418.09,,56.80,93.28,75.41,1584.17
1988-07-14,190904.53,,59.87,88.72,74.82,
1988-07-15,188310.19,,61.84,89.20,76.00,1578.60
1988-07-16,185783.88,,59.95,89.12,75.47,1572.86
1988-07-17,183190.23,,56.57,85.19,72.25,1573.92
1988-07-18,180540.00,,55.23,87.31,72.60,1568.72
1988-07-19,177986.66,,57.28,93.05,74.37,1562.47
1988-07-20,175046.45,,58.06,97.69,77.23,1561.67
1988-07-21,172477.28,,56.57,100.05,78.22,1559.74
1988-07-22,169827.23,,60.19,95.56,78.49,1558.68
1988-07-23,167192.05,,59.87,93.60,77.30,1556.57
1988-07-24,164580.84,,58.22,95.88,77.23,1558.69
1988-07-25,161989.47,,59.71,94.70,78.20,1557.10
1988-07-26,159319.00,,60.42,94.70,77.68,1552.19
1988-07-27,156751.56,,67.18,94.39,80.59,1550.52
1988-07-28,154156.20,,62.15,92.66,78.44,1542.90
1988-07-29,151547.22,,59.79,94.39,77.67,1543.25
1988-07-30,148891.34,,59.24,98.32,79.14,1540.10
1988-07-31,146230.63,,63.25,92.18,76.12,1533.63
1988-08-01,144633.86,,57.98,82.59,71.44,1050.40
1988-08-02,143428.58,,50.67,80.08,64.82,
1988-08-03,142654.22,,54.05,81.33,68.01,
1988-08-04,141843.56,,52.40,88.96,70.67,593.00
1988-08-05,140962.64,,54.52,93.91,73.73,593.23
1988-08-06,140223.80,,60.26,80.94,69.76,592.99
1988-08-07,139364.83,,53.42,82.51,68.22,594.23
1988-08-08,138572.06,,51.30,85.19,68.09,593.79
1988-08-09,137780.95,,52.72,90.61,71.91,592.29
1988-08-10,136959.89,,55.94,96.19,74.86,595.24
1988-08-11,136108.86,,59.40,96.11,78.35,592.58
1988-08-12,135319.59,,67.26,85.19,76.47,597.00
1988-08-13,134425.19,,56.80,84.40,69.72,599.01
1988-08-14,133613.70,,53.35,92.58,71.92,598.30
1988-08-15,132753.09,,53.50,82.51,66.37,598.54
1988-08-16,131947.17,,52.24,84.87,67.74,598.18
1988-08-17,131088.31,,54.52,97.29,74.63,595.53
1988-08-18,130256.63,,55.47,86.76,71.30,593.35
1988-08-19,129351.47,,50.28,91.32,70.41,605.50
1988-08-20,128481.34,,54.21,82.83,69.27,583.74
1988-08-21,127597.69,,49.57,79.68,66.00,594.23
1988-08-22,126756.82,,49.10,85.74,67.49,593.37
1988-08-23,125875.36,,49.96,91.32,70.12,590.17
1988-08-24,125032.89,,55.23,100.83,76.17,591.23
1988-08-25,124163.70,,60.34,97.37,77.52,587.59
1988-08-26,123248.47,,56.65,86.37,72.85,593.94
1988-08-27,122361.13,,58.69,84.24,71.62,593.23
1988-08-28,121475.22,,56.18,89.67,72.04,592.05
1988-08-29,120583.59,,54.76,93.13,72.92,593.35
1988-08-30,119687.45,,56.18,88.10,71.88,593.17
1988-08-31,118780.54,,50.59,86.37,69.06,592.35
1988-09-01,117875.46,,53.11,89.12,70.43,590.93
1988-09-02,117014.79,,55.15,93.68,72.66,580.99
1988-09-03,116120.59,,56.65,93.99,72.20,577.68
1988-09-04,115244.57,,57.12,90.69,71.56,576.06
1988-09-05,114360.55,,56.33,91.79,71.40,575.95
1988-09-06,113849.05,,55.47,90.93,71.67,402.63
1988-09-07,113498.79,,54.37,80.15,67.77,304.87
1988-09-08,113181.88,,47.53,83.85,65.08,302.70
1988-09-09,112833.69,,50.44,88.02,68.62,302.57
1988-09-10,112420.59,,48.39,69.93,58.74,302.81
1988-09-11,112128.67,,38.49,61.92,50.67,303.04
1988-09-12,111809.21,,36.99,69.31,52.33,305.32
1988-09-13,111511.79,,47.45,72.37,58.00,303.00
1988-09-14,111247.41,,43.68,76.38,59.11,302.70
1988-09-15,111005.06,,46.03,83.61,63.33,302.70
1988-09-16,110680.09,,50.67,73.24,60.90,302.25
1988-09-17,110347.97,,38.64,58.69,49.91,296.51
1988-09-18,110060.22,,36.91,61.05,48.66,298.72
1988-09-19,109218.70,,40.61,56.10,45.71,592.22
1988-09-20,108154.80,,43.91,58.69,49.83,740.90
1988-09-21,107074.89,,41.55,67.18,53.05,745.30
1988-09-22,106210.97,,40.14,68.60,53.67,610.88
1988-09-23,105779.32,,39.04,76.22,55.42,408.41
1988-09-24,105549.89,,43.60,76.85,58.43,305.07
1988-09-25,105384.49,,47.84,74.26,58.78,301.68
1988-09-26,105075.02,,43.91,75.60,58.34,302.70
1988-09-27,104834.92,,45.33,59.64,52.25,304.37
1988-09-28,104605.49,,37.62,65.53,50.35,304.90
1988-09-29,104434.76,,43.83,74.89,57.69,304.78
1988-09-30,104221.33,,45.33,80.08,60.73,304.59
1988-10-01,103981.23,,47.76,84.16,62.71,302.85
1988-10-02,103767.80,,46.98,83.46,62.23,302.70
1988-10-03,103511.70,,46.43,85.19,61.45,302.70
1988-10-04,103280.00,,48.39,85.19,62.86,302.70
1988-10-05,103066.46,,47.61,82.67,62.23,302.70
1988-10-06,102801.79,,47.84,84.87,64.68,302.70
1988-10-07,102542.41,,47.21,82.36,60.58,302.78
1988-10-08,102288.32,,46.19,81.02,61.81,302.89
1988-10-09,102055.41,,49.34,79.68,61.84,302.70
1988-10-10,101843.67,,49.10,75.75,60.92,302.70
1988-10-11,101589.59,,44.93,80.08,59.73,302.70
1988-10-12,101346.09,,45.96,74.26,58.70,302.70
1988-10-13,101134.34,,46.27,76.85,59.04,304.02
1988-10-14,100883.37,,48.47,66.08,56.52,303.12
1988-10-15,100674.74,,46.82,66.87,55.97,302.32
1988-10-16,100466.11,,42.42,71.11,56.84,302.02
1988-10-17,100346.15,,51.14,68.36,61.23,299.55
1988-10-18,100048.85,,41.71,72.21,55.03,299.18
1988-10-19,99855.88,,49.34,68.44,58.11,299.48
1988-10-20,99652.46,,40.53,68.52,52.77,299.82
1988-10-21,99422.97,,40.69,76.22,56.19,299.40
1988-10-22,99188.26,,45.80,65.85,54.82,299.29
1988-10-23,98963.98,,39.27,68.44,51.93,299.93
1988-10-24,98755.51,,39.19,69.62,52.56,300.71
1988-10-25,98564.44,,41.87,73.47,54.91,297.66
1988-10-26,98311.40,,40.37,66.00,51.97,302.01
1988-10-27,98104.84,,35.50,61.36,46.57,302.59
1988-10-28,97872.45,,36.13,65.37,49.28,302.39
1988-10-29,97665.89,,43.68,68.60,52.00,301.64
1988-10-30,97443.84,,36.60,68.60,49.68,300.65
1988-10-31,97237.28,,37.86,72.21,50.89,309.04
1988-11-01,97004.90,,38.33,63.09,50.31,139.65
1988-11-02,96844.81,,45.72,58.38,49.36,105.88
1988-11-03,96385.89,,42.97,50.99,45.96,105.88
1988-11-04,96571.12,,38.49,50.91,44.66,102.85
1988-11-05,96571.12,,37.15,56.25,45.92,270.74
1988-11-06,96457.63,,36.36,48.55,44.47,302.81
1988-11-07,96503.98,,29.29,42.34,34.88,300.47
1988-11-08,95929.84,,33.38,39.35,36.60,300.38
1988-11-09,95858.10,,30.70,42.02,35.67,302.06
1988-11-10,95888.84,,32.90,39.59,34.78,302.70
1988-11-11,95888.84,,31.02,44.23,35.39,302.74
1988-11-12,95914.47,,29.92,34.32,32.30,302.70
1988-11-13,95770.99,,33.61,38.49,35.76,303.08
1988-11-14,95796.61,,27.79,36.84,34.65,300.54
1988-11-15,95637.77,,20.80,32.98,27.60,300.50
1988-11-16,95612.14,,31.80,38.96,33.65,299.33
1988-11-17,95591.65,,32.35,37.94,34.92,299.14
1988-11-18,95453.30,,24.02,39.35,31.52,299.14
1988-11-19,95432.80,,23.08,36.84,27.60,299.86
1988-11-20,95156.09,,25.99,33.69,29.86,299.93
1988-11-21,95084.35,,23.71,34.63,29.09,300.65
1988-11-22,95289.32,,32.98,37.31,34.67,301.90
1988-11-23,95591.65,,30.39,37.46,35.03,303.83
1988-11-24,95653.13,,24.33,35.58,29.64,306.12
1988-11-25,95683.88,,16.55,30.31,24.39,298.10
1988-11-26,95817.11,,17.18,37.31,25.80,296.80
1988-11-27,95817.11,,11.76,27.87,19.96,296.61
1988-11-28,95817.11,,25.83,38.72,31.55,297.97
1988-11-29,95817.11,,21.03,38.72,32.27,296.65
1988-11-30,95653.13,,17.57,34.16,22.76,295.79
1988-12-01,95478.91,,13.33,33.69,21.42,299.02
1988-12-02,95361.06,,17.81,34.08,24.86,299.10
1988-12-03,95227.83,,24.81,38.57,29.93,299.10
1988-12-04,95068.98,,20.09,37.46,26.49,299.40
1988-12-05,94951.13,,20.25,37.07,26.00,299.27
1988-12-06,94776.91,,22.84,38.88,30.97,290.90
1988-12-07,94817.90,,21.43,35.66,27.34,297.15
1988-12-08,94776.91,,15.06,28.11,21.52,299.10
1988-12-09,94776.91,,24.18,36.84,30.93,297.23
1988-12-10,94776.91,,27.72,36.91,32.25,297.92
1988-12-11,94776.91,,27.01,36.60,30.83,299.10
1988-12-12,94776.91,,28.27,39.74,33.47,298.98
1988-12-13,94454.09,,30.47,46.98,37.41,299.10
1988-12-14,94407.97,,12.15,32.51,25.47,299.82
1988-12-15,94249.12,,7.90,25.28,13.40,301.83
1988-12-16,94021.38,,8.22,26.54,15.69,302.62
1988-12-17,93733.81,,16.00,32.75,22.53,302.43
1988-12-18,93532.01,,18.20,33.61,24.05,301.72
1988-12-19,93415.98,,16.47,35.18,25.62,301.98
1988-12-20,93461.38,,21.58,32.04,28.11,301.75
1988-12-21,93501.74,,27.09,36.68,30.25,302.47
1988-12-22,93663.18,,25.36,32.04,28.08,302.70
1988-12-23,93643.00,,18.60,30.15,25.70,302.55
1988-12-24,93617.77,,16.08,27.64,23.11,302.70
1988-12-25,93597.59,,16.55,30.94,26.14,302.70
1988-12-26,93501.74,,3.11,21.98,10.66,302.93
1988-12-27,93284.80,,-1.37,11.13,5.62,302.85
1988-12-28,93057.77,,0.51,19.30,6.68,305.35
1988-12-29,92896.34,,0.36,18.44,9.93,306.30
1988-12-30,92881.20,,15.84,27.56,22.33,306.30
1988-12-31,92824.44,,16.47,34.63,26.75,306.30
1989-01-01,92767.69,,13.56,34.16,21.83,306.42
1989-01-02,92710.93,,18.83,31.49,23.30,306.34
1989-01-03,92654.17,,20.25,30.15,24.14,306.38
1989-01-04,92538.13,,16.87,30.78,22.61,306.30
1989-01-05,92608.77,,25.75,34.48,29.36,306.77
1989-01-06,92608.77,,7.04,27.79,22.40,307.43
1989-01-07,92497.77,,6.09,22.05,11.99,306.42
1989-01-08,92497.77,,5.39,22.37,14.45,306.42
1989-01-09,92295.98,,21.19,38.17,27.31,307.04
1989-01-10,92381.74,,21.90,38.41,31.88,302.96
1989-01-11,92366.60,,17.18,33.61,24.58,303.57
1989-01-12,92321.20,,10.34,26.46,17.11,306.30
1989-01-13,92275.79,,9.71,21.74,15.63,306.22
1989-01-14,92207.68,,11.99,31.02,21.37,305.81
1989-01-15,92139.58,,13.17,26.30,20.26,303.88
1989-01-16,92071.47,,22.61,34.01,26.72,302.85
1989-01-17,92003.36,,18.75,45.17,26.34,304.04
1989-01-18,91978.13,,22.05,38.41,27.49,302.06
1989-01-19,91933.41,,17.34,33.69,22.75,300.99
1989-01-20,91805.16,,12.93,28.89,19.97,302.93
1989-01-21,91696.64,,14.66,30.55,22.92,303.50
1989-01-22,91607.85,,30.15,38.17,32.80,304.40
1989-01-23,91519.07,,5.94,30.15,18.90,303.99
1989-01-24,91430.28,,-2.79,19.22,5.03,304.82
1989-01-25,91232.98,,-6.72,21.19,3.11,306.46
1989-01-26,91035.67,,-3.26,19.93,5.70,304.10
1989-01-27,90863.03,,-1.22,23.86,7.47,300.58
1989-01-28,90793.98,,-0.27,25.75,9.01,304.48
1989-01-29,90710.13,,5.94,34.40,19.56,305.69
1989-01-30,90710.13,,20.40,35.89,27.48,302.85
1989-01-31,90641.07,,25.59,49.41,33.77,302.70
1989-02-01,90685.46,,17.26,35.42,27.90,302.62
1989-02-02,90641.07,,12.54,25.04,16.81,302.62
1989-02-03,90557.21,,1.14,26.61,11.89,302.89
1989-02-04,90384.57,,-11.04,13.80,0.02,304.14
1989-02-05,90137.95,,-18.12,11.36,-7.90,299.67
1989-02-06,89940.64,,-18.12,13.17,-6.96,295.40
1989-02-07,89723.61,,-14.98,15.37,-4.62,297.85
1989-02-08,89570.70,,-8.84,24.65,3.25,302.70
1989-02-09,89373.39,,-1.69,31.33,15.90,303.34
1989-02-10,89373.39,,14.19,38.57,27.08,305.35
1989-02-11,89304.34,,9.40,34.08,18.73,302.70
1989-02-12,89259.95,,14.90,35.50,24.29,302.97
1989-02-13,89151.43,,3.42,32.43,16.59,303.50
1989-02-14,89062.64,,-0.74,27.56,11.16,302.59
1989-02-15,88954.13,,2.71,27.56,11.92,301.64
1989-02-16,88825.88,,6.49,29.92,18.19,301.26
1989-02-17,88801.21,,25.12,39.04,30.77,302.70
1989-02-18,88825.88,,32.51,37.46,34.05,302.36
1989-02-19,88687.77,,32.43,39.98,34.96,300.73
1989-02-20,88643.37,,20.17,42.26,31.50,300.43
1989-02-21,88603.91,,14.51,34.32,25.36,299.74
1989-02-22,88603.91,,31.80,39.67,36.11,299.97
1989-02-23,88628.57,,27.56,44.78,34.27,299.10
1989-02-24,88628.57,,22.13,42.81,31.80,299.29
1989-02-25,88628.57,,26.14,48.24,33.38,302.70
1989-02-26,88628.57,,28.11,46.90,35.22,302.70
1989-02-27,88643.37,,18.83,38.25,28.54,299.48
1989-02-28,88643.37,,14.51,40.61,26.28,295.40
1989-03-01,88643.37,,18.83,42.97,29.61,296.53
1989-03-02,88825.88,,24.33,39.67,34.30,300.53
1989-03-03,88825.88,,13.01,32.59,22.29,297.12
1989-03-04,88909.73,,4.76,24.65,16.38,295.75
1989-03-05,88909.73,,24.10,30.39,27.63,301.14
1989-03-06,88954.13,,29.84,45.01,35.79,302.28
1989-03-07,88978.79,,32.90,51.22,38.74,303.34
1989-03-08,89220.48,,33.30,42.81,37.14,305.52
1989-03-09,89698.95,,35.81,43.36,37.98,305.88
1989-03-10,90399.37,,31.80,47.84,37.82,302.70
1989-03-11,91257.64,,34.56,52.64,41.28,304.37
1989-03-12,92452.37,,29.52,50.12,37.87,306.89
1989-03-13,93890.21,,33.85,39.74,35.76,0.00
1989-03-14,94997.24,,28.03,38.09,32.49,270.74
1989-03-15,95724.88,,23.00,41.00,32.38,301.53
1989-03-16,96571.12,,32.98,44.93,36.94,303.42
1989-03-17,97237.28,,30.86,42.97,35.34,302.78
1989-03-18,97696.88,,31.80,43.83,36.69,302.55
1989-03-19,98295.91,,31.96,39.98,36.94,302.97
1989-03-20,98724.52,,23.16,45.56,33.46,302.25
1989-03-21,99308.22,,27.24,38.41,32.96,301.71
1989-03-22,99767.20,,30.78,49.49,39.06,304.14
1989-03-23,100377.45,,27.95,52.95,39.02,303.85
1989-03-24,101181.99,,33.77,38.33,36.19,307.84
1989-03-25,102150.69,,35.42,45.72,38.56,303.27
1989-03-26,103325.84,,34.95,52.72,38.08,304.06
1989-03-27,104669.52,,35.11,50.44,41.48,304.44
1989-03-28,105930.19,,34.32,54.05,39.71,303.84
1989-03-29,107199.09,,31.25,45.96,36.75,302.70
1989-03-30,108274.01,,23.86,44.78,35.04,302.70
1989-03-31,109501.01,,32.12,47.45,37.94,303.31
1989-04-01,109935.35,,27.87,44.85,35.75,590.95
1989-04-02,110472.84,,35.50,46.19,40.86,604.82
1989-04-03,110834.31,,32.98,45.80,38.70,605.06
1989-04-04,111120.73,,25.44,50.91,37.43,607.40
1989-04-05,112001.99,,32.04,66.08,46.77,603.29
1989-04-06,113104.04,,34.01,71.11,49.45,604.88
