date,qu,fb,mm,mx,mn,qd,af
1986-09-14,-15.52,4042.21,43.66,56.41,33.30,79.00,40166.74
1986-09-15,4.92,4042.10,43.76,57.75,35.73,79.00,40019.80
1986-09-16,5.34,4041.99,45.43,60.74,36.60,79.00,39873.70
1986-09-17,18.81,4041.90,44.26,51.54,38.64,79.00,39754.32
1986-09-18,9.31,4041.83,46.24,56.18,39.67,56.00,39661.71
1986-09-19,3.37,4041.79,42.66,55.70,35.26,30.00,39608.89
1986-09-20,-13.36,4041.72,43.02,51.77,37.94,33.00,39516.93
1986-09-21,13.75,4041.71,43.25,55.00,34.40,27.00,39490.64
1986-09-22,13.74,4041.69,45.39,62.78,33.06,27.00,39464.33
1986-09-23,17.36,4041.68,48.19,63.25,34.56,24.00,39451.16
1986-09-24,11.00,4041.68,44.12,50.67,39.19,11.00,39451.16
1986-09-25,8.73,4041.66,40.03,46.90,32.83,17.00,39434.75
1986-09-26,8.73,4041.65,40.48,49.57,32.67,17.00,39418.34
1986-09-27,8.73,4041.64,40.76,50.12,31.25,17.00,39401.93
1986-09-28,8.73,4041.63,44.17,51.38,39.19,17.00,39385.52
1986-09-29,8.73,4041.61,41.68,49.02,31.80,17.00,39369.11
1986-09-30,6.73,4041.60,43.41,51.07,38.49,15.00,39352.70
1986-10-01,6.73,4041.59,41.80,55.08,30.94,15.00,39336.29
1986-10-02,6.73,4041.58,42.95,55.15,31.49,15.00,39319.88
1986-10-03,6.73,4041.57,43.61,61.05,30.15,15.00,39303.47
1986-10-04,6.73,4041.55,48.07,66.00,35.18,15.00,39287.06
1986-10-05,6.73,4041.54,48.02,66.71,33.77,15.00,39270.65
1986-10-06,6.73,4041.53,52.00,73.08,36.84,15.00,39254.24
1986-10-07,7.73,4041.52,52.22,72.76,38.57,16.00,39237.83
1986-10-08,7.73,4041.51,48.02,68.91,34.08,16.00,39221.42
1986-10-09,7.73,4041.49,48.23,69.15,33.53,16.00,39205.01
1986-10-10,7.73,4041.48,44.56,59.24,32.12,16.00,39188.60
1986-10-11,7.73,4041.47,37.17,55.15,24.10,16.00,39172.19
1986-10-12,6.73,4041.46,39.20,62.15,24.49,15.00,39155.78
1986-10-13,6.73,4041.44,42.87,65.77,27.72,15.00,39139.37
1986-10-14,6.73,4041.43,44.17,66.08,30.07,15.00,39122.96
1986-10-15,7.73,4041.42,42.82,65.14,28.11,16.00,39106.55
1986-10-16,7.73,4041.41,45.79,67.42,30.55,16.00,39090.14
1986-10-17,7.73,4041.40,43.46,61.29,31.65,16.00,39073.73
1986-10-18,7.73,4041.38,41.85,60.26,32.04,16.00,39057.32
1986-10-19,7.73,4041.37,42.57,62.47,30.62,16.00,39040.91
1986-10-20,7.73,4041.36,44.47,65.92,30.55,16.00,39024.50
1986-10-21,7.73,4041.35,44.13,65.85,31.25,16.00,39008.09
1986-10-22,7.73,4041.33,42.70,64.82,30.00,16.00,38991.68
1986-10-23,7.73,4041.32,42.95,63.64,30.86,16.00,38975.27
1986-10-24,7.73,4041.31,46.57,64.98,34.40,16.00,38958.86
1986-10-25,7.73,4041.30,47.01,66.40,35.18,16.00,38942.45
1986-10-26,7.73,4041.29,49.07,65.85,39.59,16.00,38926.04
1986-10-27,7.73,4041.27,43.89,52.32,32.83,16.00,38909.63
1986-10-28,7.73,4041.26,40.91,54.05,32.20,16.00,38893.22
1986-10-29,7.73,4041.25,41.70,54.68,31.49,16.00,38876.81
1986-10-30,7.73,4041.24,40.75,50.44,35.18,16.00,38860.40
1986-10-31,7.73,4041.22,40.52,50.04,34.08,16.00,38843.99
1986-11-01,7.73,4041.21,38.59,49.49,29.13,16.00,38827.58
1986-11-02,7.73,4041.20,37.53,55.94,29.29,16.00,38811.17
1986-11-03,7.73,4041.19,38.92,58.53,28.34,16.00,38794.76
1986-11-04,7.73,4041.18,40.15,59.95,30.70,16.00,38778.35
1986-11-05,7.73,4041.16,39.96,53.27,33.06,16.00,38761.94
1986-11-06,7.73,4041.15,36.22,42.18,32.98,16.00,38745.53
1986-11-07,7.73,4041.14,34.39,39.35,29.60,16.00,38729.12
1986-11-08,7.73,4041.13,31.74,36.84,26.54,16.00,38712.71
1986-11-09,7.73,4041.12,29.56,34.48,14.66,16.00,38696.30
1986-11-10,7.73,4041.10,20.06,31.17,9.87,16.00,38679.89
1986-11-11,7.73,4041.09,34.53,47.45,24.18,16.00,38663.48
1986-11-12,7.73,4041.08,37.13,43.60,31.10,16.00,38647.07
1986-11-13,7.73,4041.07,33.86,43.68,30.31,16.00,38630.66
1986-11-14,7.73,4041.05,36.10,41.16,30.78,16.00,38614.25
1986-11-15,7.73,4041.04,35.42,42.89,27.87,16.00,38597.84
1986-11-16,7.73,4041.03,34.74,38.57,32.75,16.00,38581.43
1986-11-17,7.73,4041.02,35.23,41.95,29.92,16.00,38565.02
1986-11-18,6.73,4041.01,36.68,43.36,29.76,15.00,38548.61
1986-11-19,6.73,4040.99,39.58,45.56,34.32,15.00,38532.20
1986-11-20,6.73,4040.98,40.36,48.08,35.73,15.00,38515.79
1986-11-21,6.73,4040.97,35.63,42.02,27.32,15.00,38499.38
1986-11-22,6.73,4040.96,34.53,39.35,30.23,15.00,38482.97
1986-11-23,6.73,4040.94,36.81,42.97,32.04,15.00,38466.56
1986-11-24,6.73,4040.93,35.46,43.52,29.29,15.00,38450.15
1986-11-25,6.73,4040.92,28.97,37.23,23.23,15.00,38433.74
1986-11-26,6.73,4040.91,34.19,40.61,26.69,15.00,38417.33
1986-11-27,6.73,4040.90,36.89,42.10,33.69,15.00,38400.92
1986-11-28,6.73,4040.88,36.44,43.91,32.67,15.00,38384.51
1986-11-29,6.73,4040.87,31.26,38.80,23.16,15.00,38368.10
1986-11-30,6.73,4040.86,26.50,38.17,18.75,15.00,38351.69
1986-12-01,6.73,4040.85,29.55,39.98,25.04,15.00,38335.28
1986-12-02,5.73,4040.84,24.01,37.62,20.56,14.00,38318.87
1986-12-03,5.73,4040.82,25.65,35.58,18.28,14.00,38302.46
1986-12-04,5.73,4040.81,29.54,36.13,21.11,14.00,38286.05
1986-12-05,5.73,4040.80,35.42,41.16,30.62,14.00,38269.64
1986-12-06,5.73,4040.79,32.41,35.11,30.94,14.00,38253.23
1986-12-07,5.73,4040.77,30.11,35.26,23.47,14.00,38236.82
1986-12-08,5.73,4040.76,23.75,32.75,15.45,14.00,38220.41
1986-12-09,5.73,4040.75,19.00,28.11,11.28,14.00,38204.00
1986-12-10,5.73,4040.74,18.91,30.15,12.23,14.00,38187.59
1986-12-11,5.73,4040.73,20.54,32.83,10.81,14.00,38171.18
1986-12-12,5.73,4040.71,26.63,34.16,20.80,14.00,38154.77
1986-12-13,5.73,4040.70,27.61,32.67,21.43,14.00,38138.36
1986-12-14,5.73,4040.69,26.41,32.90,20.95,14.00,38121.95
1986-12-15,5.73,4040.68,27.47,33.93,22.68,14.00,38105.54
1986-12-16,5.73,4040.66,20.93,27.72,15.69,14.00,38089.13
1986-12-17,5.73,4040.65,18.40,25.67,13.17,14.00,38072.72
1986-12-18,5.73,4040.64,19.76,27.72,9.71,14.00,38056.31
1986-12-19,5.73,4040.63,23.32,29.29,17.42,14.00,38039.90
1986-12-20,5.73,4040.62,22.79,33.45,12.38,14.00,38023.49
1986-12-21,5.73,4040.60,26.12,30.23,20.01,14.00,38007.08
1986-12-22,5.73,4040.59,26.67,32.59,20.95,14.00,37990.67
1986-12-23,5.73,4040.58,29.68,40.29,23.78,14.00,37974.26
1986-12-24,5.73,4040.57,-213.22,,,14.00,37957.85
1986-12-25,5.73,4040.55,22.67,33.22,14.04,14.00,37941.44
1986-12-26,5.73,4040.54,30.42,33.30,27.95,14.00,37925.03
1986-12-27,5.73,4040.53,29.34,34.79,24.73,14.00,37908.62
1986-12-28,5.73,4040.52,25.64,28.89,17.89,14.00,37892.21
1986-12-29,5.73,4040.51,26.66,34.95,17.89,14.00,37875.80
1986-12-30,3.73,4040.49,,,,12.00,37859.39
1986-12-31,2.73,4040.48,,,,11.00,37842.98
1987-01-01,-0.17,4040.47,,,,8.10,37826.57
1987-01-02,-0.17,4040.46,,,,8.10,37810.16
1987-01-03,-0.17,4040.45,30.90,,19.46,8.10,37793.75
1987-01-04,-0.17,4040.43,22.22,,9.16,8.10,37777.34
1987-01-05,-0.17,4040.42,21.48,,14.74,8.10,37760.93
1987-01-06,-0.17,4040.41,22.73,30.55,16.47,8.10,37744.52
1987-01-07,-0.17,4040.40,18.86,24.10,13.25,8.10,37728.11
1987-01-08,-0.17,4040.38,11.34,17.02,0.98,8.10,37711.70
1987-01-09,-0.17,4040.37,8.31,15.69,-1.06,8.10,37695.29
1987-01-10,-0.17,4040.36,9.10,23.78,-4.05,8.10,37678.88
1987-01-11,-0.17,4040.35,12.77,28.19,4.60,8.10,37662.47
1987-01-12,-8.49,4040.32,14.45,32.98,2.24,7.90,37629.97
1987-01-13,-61.80,4040.22,22.21,31.65,13.64,7.60,37492.31
1987-01-14,-23.86,4040.18,14.44,28.27,-4.68,7.60,37429.91
1987-01-15,101.85,4040.31,5.65,26.54,-9.31,7.30,37617.45
1987-01-16,13.21,4040.32,4.11,22.92,-12.85,6.90,37629.97
1987-01-17,12.93,4040.33,16.40,34.48,2.87,6.60,37642.53
1987-01-18,12.92,4040.34,21.14,31.41,11.05,6.60,37655.06
1987-01-19,0.28,4040.33,14.11,28.97,-0.51,6.60,37642.53
1987-01-20,0.27,4040.32,6.83,26.06,-5.07,6.60,37629.97
1987-01-21,6.60,4040.32,9.71,29.37,-3.26,6.60,37629.97
1987-01-22,96.65,4040.45,15.00,28.27,3.66,8.10,37805.60
1987-01-23,54.42,4040.52,24.30,27.72,16.16,9.90,37893.91
1987-01-24,3.62,4040.51,26.90,33.85,15.61,10.00,37881.26
1987-01-25,10.00,4040.51,31.67,36.29,26.85,10.00,37881.26
1987-01-26,17.38,4040.52,35.18,42.18,31.02,11.00,37893.91
1987-01-27,4.62,4040.51,33.90,42.81,29.37,11.00,37881.26
1987-01-28,11.00,4040.51,33.46,40.06,26.30,11.00,37881.26
1987-01-29,-0.73,4040.49,29.21,39.74,23.00,12.00,37856.02
1987-01-30,0.28,4040.47,30.86,36.99,23.78,13.00,37830.80
1987-01-31,0.29,4040.45,28.80,35.34,17.65,13.00,37805.60
1987-02-01,25.71,4040.47,34.74,42.97,29.92,13.00,37830.80
1987-02-02,19.37,4040.48,33.96,39.35,30.55,13.00,37843.43
1987-02-03,19.35,4040.49,30.58,40.77,17.73,13.00,37856.02
1987-02-04,-31.46,4040.43,23.14,41.87,8.37,13.00,37767.84
1987-02-05,38.40,4040.46,26.88,43.75,17.49,13.00,37818.22
1987-02-06,-6.06,4040.44,23.54,40.92,11.44,13.00,37780.41
1987-02-07,13.00,4040.44,25.65,46.74,12.54,13.00,37780.41
1987-02-08,13.00,4040.44,26.69,44.46,14.43,13.00,37780.41
1987-02-09,13.00,4040.44,27.62,45.40,13.72,13.00,37780.41
1987-02-10,19.36,4040.44,37.95,50.12,31.02,13.00,37793.02
1987-02-11,13.00,4040.44,34.87,41.87,25.67,13.00,37793.02
1987-02-12,19.34,4040.45,30.07,47.84,16.16,13.00,37805.60
1987-02-13,13.00,4040.45,36.63,45.09,30.55,13.00,37805.60
1987-02-14,13.00,4040.45,35.73,44.46,29.29,13.00,37805.60
1987-02-15,13.00,4040.45,33.52,36.05,29.52,13.00,37805.60
1987-02-16,19.36,4040.46,31.27,42.57,20.56,13.00,37818.22
1987-02-17,13.00,4040.46,30.76,43.83,22.84,13.00,37818.22
1987-02-18,13.00,4040.46,28.12,39.19,18.36,13.00,37818.22
1987-02-19,13.00,4040.46,29.32,41.55,20.09,13.00,37818.22
1987-02-20,0.29,4040.44,27.09,44.54,12.62,13.00,37793.02
1987-02-21,0.31,4040.43,28.43,42.50,15.61,13.00,37767.84
1987-02-22,19.34,4040.44,30.06,33.14,24.65,13.00,37780.41
1987-02-23,6.66,4040.43,25.82,34.71,16.16,13.00,37767.84
1987-02-24,-12.36,4040.39,21.55,32.59,10.65,13.00,37717.54
1987-02-25,6.67,4040.38,22.67,34.16,10.34,13.00,37704.99
1987-02-26,0.34,4040.36,17.91,37.46,1.38,13.00,37679.87
1987-02-27,13.00,4040.36,22.97,42.97,9.24,13.00,37679.87
1987-02-28,13.00,4040.36,25.86,41.16,10.18,13.00,37679.87
1987-03-01,19.32,4040.37,36.29,45.48,28.74,13.00,37692.41
1987-03-02,13.00,4040.37,37.38,48.00,28.97,13.00,37692.41
1987-03-03,13.00,4040.37,39.08,44.23,34.71,13.00,37692.41
1987-03-04,44.70,4040.42,40.19,54.60,33.53,13.00,37755.28
1987-03-05,19.33,4040.43,42.82,54.92,36.21,13.00,37767.84
1987-03-06,13.00,4040.43,38.20,41.71,35.50,13.00,37767.84
1987-03-07,13.00,4040.43,35.30,46.43,26.46,13.00,37767.84
1987-03-08,13.00,4040.43,36.56,48.63,28.66,13.00,37767.84
1987-03-09,13.00,4040.43,39.00,51.22,29.52,13.00,37767.84
1987-03-10,13.00,4040.43,38.48,50.04,30.15,13.00,37767.84
1987-03-11,13.00,4040.43,40.61,51.93,28.97,13.00,37767.84
1987-03-12,19.34,4040.44,40.91,49.34,35.58,13.00,37780.41
1987-03-13,13.00,4040.44,39.71,47.29,32.35,13.00,37780.41
1987-03-14,13.00,4040.44,36.12,45.40,31.02,13.00,37780.41
1987-03-15,13.00,4040.44,37.72,46.03,29.68,13.00,37780.41
1987-03-16,18.36,4040.44,33.92,43.91,27.56,12.00,37793.02
1987-03-17,19.34,4040.45,35.15,43.44,27.79,13.00,37805.60
1987-03-18,13.00,4040.45,34.03,42.34,28.58,13.00,37805.60
1987-03-19,13.00,4040.45,30.95,39.59,21.98,13.00,37805.60
1987-03-20,13.00,4040.45,32.12,41.00,24.18,13.00,37805.60
1987-03-21,19.36,4040.46,32.45,45.88,22.05,13.00,37818.22
1987-03-22,13.00,4040.46,34.16,49.10,20.72,13.00,37818.22
1987-03-23,13.00,4040.46,34.76,43.91,27.32,13.00,37818.22
1987-03-24,13.00,4040.46,34.54,46.51,27.56,13.00,37818.22
1987-03-25,13.00,4040.46,37.77,54.29,24.33,13.00,37818.22
1987-03-26,13.00,4040.46,34.40,39.67,27.87,13.00,37818.22
1987-03-27,19.34,4040.47,30.34,42.42,17.57,13.00,37830.80
1987-03-28,13.00,4040.47,31.49,42.50,21.90,13.00,37830.80
1987-03-29,14.00,4040.47,30.89,48.63,14.51,14.00,37830.80
1987-03-30,14.00,4040.47,38.49,60.58,21.27,14.00,37830.80
1987-03-31,7.66,4040.46,43.90,66.16,26.69,14.00,37818.22
1987-04-01,314.45,4040.91,47.63,67.89,28.89,14.00,38414.15
1987-04-02,314.45,4041.35,45.20,63.80,30.94,14.00,39010.09
1987-04-03,315.45,4041.79,49.10,66.48,34.48,15.00,39606.02
1987-04-04,316.45,4042.23,46.36,57.04,37.39,16.00,40201.95
1987-04-05,314.45,4042.68,33.05,47.68,29.92,14.00,40797.89
1987-04-06,315.45,4043.12,44.53,63.41,27.09,15.00,41393.82
1987-04-07,316.45,4043.56,49.85,61.29,37.62,16.00,41989.75
1987-04-08,314.45,4044.00,44.44,52.87,29.76,14.00,42585.69
1987-04-09,314.45,4044.45,40.39,58.06,24.73,14.00,43181.62
1987-04-10,320.45,4044.89,44.64,63.25,32.04,20.00,43777.55
1987-04-11,317.45,4045.29,36.89,45.72,29.29,17.00,44373.49
1987-04-12,317.45,4045.69,38.03,51.85,28.03,17.00,44969.42
1987-04-13,328.45,4046.08,42.63,60.89,26.30,28.00,45565.36
1987-04-14,334.45,4046.47,49.77,68.52,31.41,34.00,46161.29
1987-04-15,334.45,4046.86,49.80,67.58,34.01,34.00,46757.22
1987-04-16,338.45,4047.26,52.58,73.24,36.36,38.00,47353.16
1987-04-17,364.45,4047.65,50.56,65.14,41.87,64.00,47949.09
1987-04-18,376.45,4048.04,38.31,44.70,32.43,76.00,48545.02
1987-04-19,376.45,4048.43,36.35,49.34,25.36,76.00,49140.96
1987-04-20,376.45,4048.83,42.69,62.47,23.23,76.00,49736.89
1987-04-21,382.45,4049.22,50.73,70.96,30.70,82.00,50332.82
1987-04-22,433.45,4049.61,55.36,75.28,36.36,133.00,50928.76
1987-04-23,504.45,4050.01,54.92,71.66,40.61,204.00,51524.69
1987-04-24,496.45,4050.36,52.18,69.38,36.36,196.00,52120.63
1987-04-25,474.45,4050.72,51.83,70.01,35.26,174.00,52716.56
1987-04-26,489.45,4051.08,55.47,78.43,35.42,189.00,53312.49
1987-04-27,529.45,4051.43,60.82,83.85,39.90,229.00,53908.43
1987-04-28,572.45,4051.79,59.69,80.23,45.09,272.00,54504.36
1987-04-29,583.45,4052.15,58.73,74.97,48.86,283.00,55100.29
1987-04-30,593.45,4052.51,49.86,54.45,39.67,293.00,55696.23
1987-05-01,316.00,4052.51,42.38,51.38,31.25,316.00,55696.23
1987-05-02,283.85,4052.46,41.94,54.05,29.13,326.00,55612.63
1987-05-03,308.00,4052.46,48.97,64.67,33.69,308.00,55612.63
1987-05-04,316.00,4052.46,55.31,75.91,37.39,316.00,55612.63
1987-05-05,326.00,4052.46,59.59,80.31,40.92,326.00,55612.63
1987-05-06,359.44,4052.47,61.00,83.77,40.69,351.00,55629.37
1987-05-07,382.56,4052.46,61.98,84.09,42.10,391.00,55612.63
1987-05-08,433.00,4052.46,60.97,83.69,42.73,433.00,55612.63
1987-05-09,439.00,4052.46,62.58,80.63,47.29,439.00,55612.63
1987-05-10,425.00,4052.46,59.05,77.95,40.92,425.00,55612.63
1987-05-11,400.00,4052.46,59.77,79.84,40.92,400.00,55612.63
1987-05-12,-46.55,4051.91,56.39,68.36,46.35,417.00,54693.20
1987-05-13,-64.44,4051.36,56.43,73.16,41.79,394.00,53783.90
1987-05-14,-107.49,4050.80,60.12,78.43,42.89,351.00,52874.50
1987-05-15,-172.62,4050.25,59.33,70.33,46.11,301.00,51935.08
1987-05-16,142.66,4050.10,54.22,68.28,42.18,268.00,51686.48
1987-05-17,123.14,4049.92,52.26,68.83,32.83,267.00,51401.14
1987-05-18,96.37,4049.66,50.34,65.53,35.58,302.00,50993.27
1987-05-19,58.50,4049.35,39.55,52.72,25.36,295.00,50524.18
1987-05-20,43.87,4049.04,41.28,55.86,25.51,278.00,50059.80
1987-05-21,60.79,4048.76,43.65,60.50,25.99,277.00,49630.95
1987-05-22,50.54,4048.49,46.43,62.15,32.12,257.00,49221.45
1987-05-23,64.42,4048.28,50.34,66.63,36.68,222.00,48908.89
1987-05-24,105.14,4048.14,49.87,60.11,43.83,215.00,48690.98
1987-05-25,97.41,4048.02,52.85,61.68,46.11,191.00,48505.34
1987-05-26,78.58,4047.89,51.52,55.86,47.61,172.00,48320.05
1987-05-27,87.15,4047.80,50.53,58.38,44.07,157.00,48181.51
1987-05-28,87.57,4047.71,51.48,63.25,40.84,157.00,48043.79
1987-05-29,87.58,4047.62,51.60,66.40,34.32,157.00,47906.10
1987-05-30,35.58,4047.48,53.44,58.85,48.24,143.00,47693.03
1987-05-31,55.43,4047.38,47.17,54.68,38.25,132.00,47541.15
1987-06-01,86.82,4047.33,45.76,58.53,33.69,125.00,47465.42
1987-06-02,62.43,4047.27,49.64,67.03,30.07,108.00,47375.03
1987-06-03,59.93,4047.22,57.79,78.82,35.66,98.00,47299.51
1987-06-04,52.41,4047.16,63.16,84.01,46.58,98.00,47209.08
1987-06-05,29.79,4047.07,66.71,82.04,50.44,98.00,47073.78
1987-06-06,52.81,4047.01,60.14,77.72,41.63,98.00,46984.14
1987-06-07,40.11,4046.92,57.67,66.32,44.15,108.00,46849.49
1987-06-08,90.31,4046.86,59.60,65.14,54.68,143.00,46744.98
1987-06-09,44.26,4046.68,60.78,74.73,47.06,179.00,46477.73
1987-06-10,55.62,4046.54,59.09,74.18,43.28,160.00,46270.70
1987-06-11,60.06,4046.43,62.53,84.71,40.77,149.00,46094.29
1987-06-12,48.25,4046.28,67.57,86.29,48.71,159.00,45874.62
1987-06-13,48.62,4046.11,68.33,89.83,47.29,181.00,45612.05
1987-06-14,33.37,4045.90,67.92,90.77,48.47,194.00,45293.45
1987-06-15,32.40,4045.69,59.40,71.59,50.75,192.00,44976.88
1987-06-16,31.39,4045.48,50.03,61.99,37.62,191.00,44660.30
1987-06-17,20.40,4045.27,50.73,63.33,42.50,180.00,44343.73
1987-06-18,4.40,4045.06,52.31,62.23,43.36,164.00,44027.16
1987-06-19,60.39,4044.97,58.71,71.51,46.74,132.00,43885.12
1987-06-20,33.76,4044.87,58.02,75.36,45.09,100.00,43753.73
1987-06-21,26.78,4044.76,52.53,61.13,43.60,100.00,43608.50
1987-06-22,34.18,4044.67,51.75,66.55,37.39,100.00,43477.94
1987-06-23,5.45,4044.53,53.47,69.15,36.21,100.00,43290.40
1987-06-24,15.39,4044.42,58.87,78.27,38.72,88.00,43146.39
1987-06-25,28.57,4044.36,63.72,84.16,41.32,72.00,43060.25
1987-06-26,33.37,4044.27,70.06,92.42,47.37,91.00,42945.95
1987-06-27,9.21,4044.05,70.37,88.02,50.75,160.00,42646.86
1987-06-28,-8.36,4043.76,67.44,87.15,50.28,184.00,42265.32
1987-06-29,-17.63,4043.49,65.03,84.40,49.73,166.00,41901.09
1987-06-30,16.70,4043.32,67.42,86.76,50.59,136.00,41664.46
1987-07-01,10.56,4043.13,67.88,85.03,56.73,136.00,41415.66
1987-07-02,-19.04,4042.88,63.09,72.06,51.77,154.00,41072.45
1987-07-03,12.79,4042.67,62.87,81.02,46.35,157.00,40786.42
1987-07-04,6.98,4042.45,63.69,79.68,46.82,157.00,40488.86
1987-07-05,-5.40,4042.21,54.13,67.58,40.69,157.00,40166.74
1987-07-06,-5.13,4041.97,58.02,76.15,36.68,156.00,39847.14
1987-07-07,12.45,4041.75,64.60,76.38,50.04,159.00,39556.47
1987-07-08,-6.77,4041.45,60.72,73.87,49.57,198.00,39150.32
1987-07-09,0.34,4041.13,55.29,67.89,42.34,216.00,38722.56
1987-07-10,-5.00,4040.85,55.67,65.22,47.29,189.00,38337.76
1987-07-11,-5.17,4040.61,56.49,75.04,37.39,155.00,38020.06
1987-07-12,10.51,4040.42,61.65,79.37,42.34,144.00,37755.28
1987-07-13,14.73,4040.23,66.72,86.21,45.48,141.00,37504.82
1987-07-14,24.09,4040.06,71.55,94.31,47.76,137.00,37280.87
1987-07-15,3.38,4039.85,69.90,85.74,54.60,137.00,37015.83
1987-07-16,-53.88,4039.54,57.62,67.03,47.29,131.00,36649.12
1987-07-17,-12.69,4039.31,56.82,64.51,50.12,120.00,36385.94
1987-07-18,15.43,4039.14,50.05,59.24,37.39,116.00,36186.46
1987-07-19,-1.58,4038.94,54.73,70.56,37.70,117.00,35951.26
1987-07-20,-15.34,4038.71,58.91,77.25,39.27,121.00,35680.83
1987-07-21,0.55,4038.47,58.50,76.07,42.97,142.00,35400.26
1987-07-22,34.96,4038.29,55.51,62.54,47.92,145.00,35181.99
1987-07-23,6.77,4038.10,58.70,75.67,42.57,116.00,34965.34
1987-07-24,23.57,4037.97,63.51,80.55,46.66,102.00,34809.78
1987-07-25,12.78,4037.81,65.94,79.37,52.56,109.00,34618.94
1987-07-26,26.43,4037.65,68.13,90.30,47.76,116.00,34441.29
1987-07-27,11.07,4037.47,68.48,91.16,48.31,118.00,34229.19
1987-07-28,1.08,4037.26,67.16,89.04,47.13,125.00,33983.39
1987-07-29,-9.87,4037.04,68.25,90.53,47.84,125.00,33715.88
1987-07-30,-10.47,4036.76,67.66,87.47,49.65,152.00,33393.62
1987-07-31,-17.13,4036.42,58.69,70.48,45.96,184.00,32994.69
1987-08-01,-8.37,4036.08,57.33,77.72,35.97,196.00,32589.32
1987-08-02,-2.14,4035.74,60.32,80.55,40.22,194.00,32200.29
1987-08-03,-5.45,4035.39,63.30,86.84,40.22,205.00,31782.86
1987-08-04,-8.21,4034.97,67.96,89.83,47.68,238.00,31294.51
1987-08-05,-9.47,4034.45,62.52,81.73,42.50,258.00,30764.00
1987-08-06,-24.09,4033.89,59.95,78.27,41.87,266.00,30188.61
1987-08-07,-15.67,4033.36,66.19,83.06,44.93,253.00,29655.71
1987-08-08,15.52,4032.91,67.92,88.41,48.47,248.00,29194.60
1987-08-09,-1.68,4032.42,72.18,92.03,50.83,253.00,28689.45
1987-08-10,-23.58,4031.88,67.05,84.01,49.73,252.00,28142.85
1987-08-11,-25.30,4031.35,58.76,75.36,38.80,250.00,27596.81
1987-08-12,-9.98,4030.90,58.39,76.38,41.40,221.00,27138.67
1987-08-13,56.89,4030.60,54.08,62.15,48.08,212.00,26831.01
1987-08-14,-10.41,4030.18,53.83,63.96,45.72,205.00,26403.76
1987-08-15,-26.41,4029.73,53.28,65.92,39.59,189.00,25976.51
1987-08-16,-50.21,4029.12,53.90,69.70,35.73,222.00,25436.58
1987-08-17,-22.21,4028.51,54.27,72.45,34.48,250.00,24896.65
1987-08-18,-0.21,4027.90,58.18,78.11,36.52,272.00,24356.73
1987-08-19,-0.21,4027.29,60.17,81.73,43.12,272.00,23816.80
1987-08-20,-2.21,4026.68,61.32,79.68,43.75,270.00,23276.88
1987-08-21,-1.08,4026.11,59.20,79.29,40.61,257.00,22764.99
1987-08-22,14.79,4025.71,63.22,83.38,40.77,192.00,22413.50
1987-08-23,-4.73,4025.30,65.93,77.95,50.44,178.00,22051.06
1987-08-24,-7.50,4024.81,62.64,77.48,48.24,200.00,21639.49
1987-08-25,-0.26,4024.20,61.49,74.73,43.36,239.00,21164.93
1987-08-26,-5.18,4023.56,59.01,77.32,41.63,241.00,20676.63
1987-08-27,-3.61,4023.01,62.13,82.12,44.30,213.00,20247.00
1987-08-28,10.53,4022.58,64.61,86.05,46.51,176.00,19918.79
1987-08-29,9.70,4022.20,64.11,85.03,44.15,157.00,19626.63
1987-08-30,-10.67,4021.76,64.15,85.34,44.54,161.00,19286.12
1987-08-31,6.37,4021.35,66.84,90.61,47.61,164.00,18973.47
1987-09-01,9.36,4020.97,69.99,93.28,51.30,157.00,18680.63
1987-09-02,-11.67,4020.58,65.36,79.45,51.93,141.00,18377.81
1987-09-03,-13.35,4020.24,55.19,69.07,37.15,119.00,18115.29
1987-09-04,-3.00,4019.91,54.82,73.16,37.86,119.00,17873.31
1987-09-05,8.19,4019.58,57.79,77.09,39.74,120.00,17651.53
1987-09-06,3.17,4019.24,61.02,78.74,40.53,121.00,17417.81
1987-09-07,0.57,4018.93,61.64,80.94,43.52,106.00,17208.69
1987-09-08,-3.87,4018.66,60.88,80.15,42.42,86.00,17030.44
1987-09-09,-3.74,4018.44,59.89,80.86,41.55,71.00,16882.20
1987-09-10,-2.55,4018.25,61.58,82.59,41.32,61.00,16756.16
1987-09-11,2.87,4018.05,62.00,83.46,43.20,73.00,16617.05
1987-09-12,-1.87,4017.81,61.44,84.87,43.68,78.00,16458.64
1987-09-13,3.33,4017.59,61.12,82.04,43.60,79.00,16308.56
1987-09-14,0.63,4017.36,60.10,79.76,41.87,79.00,16153.11
1987-09-15,-12.07,4017.09,50.06,59.32,35.26,79.00,15972.48
1987-09-16,2.25,4016.87,43.56,60.19,28.11,79.00,15820.24
1987-09-17,-0.32,4016.63,46.69,67.89,29.21,79.00,15662.91
1987-09-18,1.52,4016.44,52.57,75.28,34.40,67.00,15533.03
1987-09-19,4.67,4016.32,54.13,77.17,34.87,47.00,15449.07
1987-09-20,0.22,4016.20,56.06,80.23,36.76,39.00,15372.15
1987-09-21,8.42,4016.14,57.70,83.38,37.86,31.00,15327.36
1987-09-22,9.91,4016.09,59.96,85.66,38.41,26.00,15295.45
1987-09-23,8.60,4016.02,61.66,88.72,42.26,31.00,15251.03
1987-09-24,-0.74,4015.89,62.04,86.13,43.75,44.00,15162.29
