date,af,fb,qd,qu,mm,mn,mx,pc,pp
1996-05-24,433052.88,,1570.00,1712.52,,,,,
1996-05-25,433963.75,,1571.00,2030.23,,,,,
1996-05-26,435558.00,,1963.00,2766.77,,,,,
1996-05-27,435558.00,,2637.00,2637.00,,,,,
1996-05-28,434684.00,,2748.00,2307.36,,,,,
1996-05-29,433963.75,,2246.00,1882.87,,,,,
1996-05-30,434011.88,,1577.00,1601.26,,,,,
1996-05-31,434396.00,,1292.00,1485.66,,,,,
1996-06-01,435264.41,,1223.00,1660.82,,,,,
1996-06-02,436566.00,,1350.00,2006.22,,,,,
1996-06-03,438102.00,,2342.00,3116.40,,,,,
1996-06-04,437478.13,,3806.00,3491.46,,,,,
1996-06-05,435894.00,,3431.00,2632.34,,,,,
1996-06-06,435606.00,,2631.00,2485.80,,,,,
1996-06-07,436662.00,,2374.00,2906.40,,,,,
1996-06-08,436998.00,,2854.00,3023.40,,,,,
1996-06-09,435894.00,,2915.00,2358.40,,,,,
1996-06-10,434924.00,,2397.00,1907.96,,,,,
1996-06-11,435069.13,,1718.00,1791.17,,,,,
1996-06-12,435460.88,,1448.00,1645.51,,,,,
1996-06-13,437478.13,,1433.00,2450.03,,,,,
1996-06-14,438150.00,,1570.00,1908.74,,,,,
1996-06-15,438390.00,,1790.00,1911.00,,,,,
1996-06-16,438102.00,,1954.00,1808.80,,,,,
1996-06-17,437478.13,,1991.00,1676.46,,,,,
1996-06-18,436614.00,,1734.00,1298.34,,,,,
1996-06-19,435942.00,,1551.00,1212.20,,,,,
1996-06-20,435118.25,,1616.00,1200.69,,,,,
1996-06-21,434060.00,,1690.00,1156.47,,,,,
1996-06-22,433292.00,,1691.00,1303.80,,,,,
1996-06-23,432911.53,,1604.00,1412.18,,,,,
1996-06-24,432724.22,,1357.00,1262.56,,,,,
1996-06-25,433292.00,,973.00,1259.26,,,,,
1996-06-26,434060.00,,769.00,1156.20,,,,,
1996-06-27,435020.00,,842.00,1326.00,,,,,
1996-06-28,435460.88,,993.00,1215.27,,,,,
1996-06-29,435606.00,,1173.00,1246.17,,,,,
1996-06-30,435510.00,,1342.00,1293.60,,,,,
1996-07-01,435069.13,,1517.00,1294.73,,,,,
1996-07-02,434780.00,,1630.00,1484.23,,,,,
1996-07-03,434108.00,,1687.00,1348.20,,,,,
1996-07-04,433724.34,,1616.00,1422.57,,,,,
1996-07-05,433292.00,,1617.00,1399.03,,,,,
1996-07-06,431814.00,,1988.00,1242.84,,,,,
1996-07-07,429231.88,,2385.00,1083.18,,,,,
1996-07-08,426074.00,,2796.00,1203.90,,,,,
1996-07-09,422600.00,,2927.00,1175.52,,,,,
1996-07-10,419139.00,,2999.00,1254.08,,,,,
1996-07-11,415463.00,,3112.00,1258.68,,,,,
1996-07-12,411290.00,,3376.00,1272.11,,,,,
1996-07-13,406941.66,,3453.00,1260.71,,,,,
1996-07-14,402844.00,,3343.00,1277.10,,,,,
1996-07-15,398904.00,,3244.00,1257.58,,,,,
1996-07-16,394698.00,,3277.00,1156.47,,,,,
1996-07-17,390098.00,,3431.00,1111.83,,,,,
1996-07-18,385390.00,,3398.00,1024.38,,,,,
1996-07-19,380840.00,,3222.00,928.04,,,,,
1996-07-20,376330.00,,3123.00,849.21,,,,,
1996-07-21,371440.00,,3233.00,767.62,,,,,
1996-07-22,366300.00,,3354.00,762.58,,,,,
1996-07-23,360832.00,,3596.00,839.22,,,,,
1996-07-24,355224.00,,3664.00,836.63,,,,,
1996-07-25,349426.00,,3796.00,872.84,,,,,
1996-07-26,343272.00,,3928.00,825.36,,,,,
1996-07-27,336870.00,,3892.00,664.32,,,,,
1996-07-28,330170.00,,3820.00,442.08,,,,,
1996-07-29,323180.50,,3748.00,224.13,,,,,
1996-07-30,317376.00,,3618.00,691.56,,,,,
1996-07-31,311622.09,,3596.00,695.07,,,,,
1996-08-01,305520.00,,3676.00,599.53,,,,,
1996-08-02,299090.00,,3748.00,506.21,,,,,
1996-08-03,293124.50,,3676.00,668.39,,,,,
1996-08-04,287354.00,,3574.00,664.70,,,,,
1996-08-05,280830.00,,3508.00,218.81,,,,,
1996-08-06,274680.00,,3508.00,407.37,,,,,
1996-08-07,268530.00,,3596.00,495.37,,,,,
1996-08-08,262460.00,,3676.00,615.71,,,,,
1996-08-09,256440.00,,3688.00,652.92,,,,,
1996-08-10,250430.00,,3640.00,609.96,,,,,
1996-08-11,244510.00,,3596.00,611.33,,,,,
1996-08-12,238060.00,,3563.00,311.12,,,,,
1996-08-13,232030.00,,3519.00,478.87,,,,,
1996-08-14,225984.55,,3519.00,471.08,,,,,
1996-08-15,219911.00,,3508.00,445.92,,,,,
1996-08-16,213775.81,,3464.00,370.84,,,,,
1996-08-17,207040.00,,3420.00,24.03,,,,,
1996-08-18,200400.00,,3376.00,28.33,,,,,
1996-08-19,193830.00,,3332.00,19.62,,,,,
1996-08-20,187930.00,,3288.00,313.42,,,,,
1996-08-21,182100.00,,3244.00,304.71,,,,,
1996-08-22,176300.00,,3200.00,275.83,,,,,
1996-08-23,170580.00,,3156.00,272.17,,,,,
1996-08-24,166018.00,,3100.00,799.99,,,,,
1996-08-25,160603.84,,3048.00,318.36,,,,,
1996-08-26,155188.00,,2998.00,267.51,,,,,
1996-08-27,149893.84,,2917.00,247.86,,,,,
1996-08-28,144732.08,,2846.00,243.61,,,,,
1996-08-29,139778.00,,2765.00,267.32,,,,,
1996-08-30,134852.00,,2685.00,201.47,,,,,
1996-08-31,130014.00,,2624.00,184.84,,,,,
1996-09-01,125325.00,,2563.00,198.96,,,,,
1996-09-02,120720.00,,2374.00,52.31,,,,,
1996-09-03,116620.00,,2112.00,44.92,,,,,
1996-09-04,113300.00,,1797.00,123.17,,,,,
1996-09-05,110600.00,,1480.00,118.75,,,,,
1996-09-06,108600.00,,1108.00,99.67,,,,,
1996-09-07,107236.50,,797.00,109.57,,,,,
1996-09-08,106434.42,,520.00,115.62,,,,,
1996-09-09,106110.00,,336.00,172.44,,,,,
1996-09-10,105929.93,,247.00,156.21,,,,,
1996-09-11,105929.93,,206.00,206.00,,,,,
1996-09-12,105960.00,,207.00,222.16,,,,,
1996-09-13,105869.78,,205.00,159.51,,,,,
1996-09-14,105809.63,,206.00,175.68,,,,,
1996-09-15,105869.78,,206.00,236.32,,,,,
1996-09-16,106080.00,,207.00,312.99,,,,,
1996-09-17,106140.00,,208.00,238.25,,,,,
1996-09-18,106170.00,,209.00,224.13,,,,,
1996-09-19,106170.00,,206.00,206.00,,,,,
1996-09-20,106170.00,,211.00,211.00,,,,,
1996-09-21,106318.14,,212.00,286.69,,,,,
1996-09-22,106491.86,,213.00,300.58,,,,,
1996-09-23,106580.00,,213.00,257.44,,,,,
1996-09-24,106610.00,,214.00,229.13,,,,,
1996-09-25,106640.00,,215.00,230.13,,,,,
1996-09-26,106640.00,,216.00,216.00,,,,,
1996-09-27,106670.00,,213.00,228.13,,,,,
1996-09-28,106610.00,,214.00,183.75,,,,,
1996-09-29,106520.93,,215.00,170.09,,,,,
1996-09-30,106405.35,,216.00,157.73,,,,,
1996-10-01,106289.07,,216.00,158.00,,,,,
1996-10-02,106140.00,,216.00,140.84,,,,,
1996-10-03,106080.00,,212.00,181.75,,,,,
1996-10-04,105990.00,,205.00,159.62,,,,,
1996-10-05,105929.93,,205.00,174.71,,,,,
1996-10-06,105839.70,,209.00,163.51,,,,,
1996-10-07,105839.70,,205.00,205.00,,,,,
1996-10-08,105809.63,,202.00,186.84,,,,,
1996-10-09,105660.00,,198.00,122.56,,,,,
1996-10-10,105602.00,,198.00,168.76,,,,,
1996-10-11,105515.00,,202.00,158.14,,,,,
1996-10-12,105370.00,,198.00,124.90,,,,,
1996-10-13,105310.00,,198.00,167.75,,,,,
1996-10-14,105690.07,,198.00,389.62,,,,,
1996-10-15,105990.00,,198.00,349.21,,,,,
1996-10-16,106260.00,,197.00,333.13,,,,,
1996-10-17,106434.42,,200.00,287.94,,,,,
1996-10-18,106940.00,,199.00,453.90,,,,,
1996-10-19,107179.07,,198.00,318.53,,,,,
1996-10-20,107265.58,,198.00,241.61,,,,,
1996-10-21,107470.00,,155.00,258.06,,,,,
1996-10-22,108040.00,,112.00,399.38,,,,,
1996-10-23,108729.48,,112.00,459.62,,,,,
1996-10-24,109530.00,,111.00,514.59,,,,,
1996-10-25,110070.00,,110.00,382.25,,,,,
1996-10-26,110580.00,,110.00,367.13,,,,,
1996-10-27,111150.00,,109.00,396.38,,,,,
1996-10-28,112090.00,,112.00,585.92,,,,,
1996-10-29,114050.00,,111.00,1099.17,,,,,
1996-10-30,115580.00,,110.00,881.38,,,,,
1996-10-31,116676.00,,110.00,662.57,,,,,
1996-11-01,117720.00,,109.00,635.35,,,,,
1996-11-02,118520.44,,112.00,515.55,,,,,
1996-11-03,119414.62,,111.00,561.82,,,,,
1996-11-04,120190.00,,110.00,500.92,,,,,
1996-11-05,120841.08,,110.00,438.25,,,,,
1996-11-06,122236.00,,112.00,815.27,,,,,
1996-11-07,122918.00,,112.00,455.84,,,,,
1996-11-08,123889.00,,111.00,600.55,,,,,
1996-11-09,125232.00,,110.00,787.10,,,,,
1996-11-10,126800.00,,110.00,900.53,,,,,
1996-11-11,128246.00,,112.00,841.03,,,,,
1996-11-12,129634.00,,112.00,811.78,,,,,
1996-11-13,131917.53,,111.00,1262.28,,,,,
1996-11-14,134116.23,,110.00,1218.51,,,,,
1996-11-15,135940.00,,110.00,1029.48,,,,,
1996-11-16,137485.84,,109.00,888.36,,,,,
1996-11-17,138904.16,,109.00,824.07,,,,,
1996-11-18,140715.84,,111.00,1024.39,,,,,
1996-11-19,142212.33,,111.00,865.48,,,,,
1996-11-20,143093.08,,115.00,559.05,,,,,
1996-11-21,143975.84,,112.00,557.06,,,,,
1996-11-22,144667.00,,106.00,454.46,,,,,
1996-11-23,145482.33,,106.00,517.06,,,,,
1996-11-24,146266.00,,107.00,502.10,,,,,
1996-11-25,147056.16,,104.00,502.37,,,,,
1996-11-26,147650.00,,102.00,401.40,,,,,
1996-11-27,148970.00,,102.00,767.50,,,,,
1996-11-28,152148.48,,102.00,1704.49,,,,,
1996-11-29,154653.08,,105.00,1367.73,,,,,
1996-11-30,156894.00,,108.00,1237.80,,,,,
1996-12-01,158742.25,,109.00,1040.83,,,,,
1996-12-02,160340.00,,112.00,917.53,,,,,
1996-12-03,161553.67,,112.00,723.89,,,,,
1996-12-04,163050.00,,112.00,866.40,,,,,
1996-12-05,164206.00,,113.00,695.82,,,,,
1996-12-06,165372.00,,113.00,700.86,,,,,
1996-12-07,166290.00,,113.00,575.83,,,,,
1996-12-08,167218.17,,113.00,580.95,,,,,
1996-12-09,168110.00,,114.00,563.63,,,,,
1996-12-10,168895.08,,117.00,512.81,,,,,
1996-12-11,169585.00,,117.00,464.84,,,,,
1996-12-12,170274.00,,118.00,465.37,,,,,
1996-12-13,171134.00,,115.00,548.58,,,,,
1996-12-14,171480.00,,115.00,289.44,,,,,
1996-12-15,172205.00,,115.00,480.52,,,,,
1996-12-16,172589.83,,116.00,310.02,,,,,
1996-12-17,172932.00,,116.00,288.51,,,,,
1996-12-18,173350.00,,119.00,329.74,,,,,
1996-12-19,173970.00,,119.00,431.58,,,,,
1996-12-20,174458.00,,120.00,366.03,,,,,
1996-12-21,174800.00,,120.00,292.43,,,,,
1996-12-22,175359.83,,120.00,402.25,,,,,
1996-12-23,176018.58,,121.00,453.12,,,,,
1996-12-24,176680.00,,121.00,454.47,,,,,
1996-12-25,177099.83,,121.00,332.66,,,,,
1996-12-26,177758.58,,121.00,453.12,,,,,
1996-12-27,178175.00,,122.00,331.95,,,,,
1996-12-28,178525.00,,122.00,298.46,,,,,
1996-12-29,179435.42,,122.00,581.00,,,,,
1996-12-30,179855.00,,122.00,333.54,,,,,
1996-12-31,181080.17,,123.00,740.69,,,,,
1997-01-01,182630.00,,123.00,904.37,,,,,
1997-01-02,184809.83,,126.00,1225.00,,,,,
1997-01-03,187115.00,,127.00,1289.19,,,,,
1997-01-04,188790.00,,127.00,971.48,,,,,
1997-01-05,190147.83,,130.00,814.57,,,,,
1997-01-06,191820.44,,130.00,973.27,,,,,
1997-01-07,193440.00,,137.00,953.53,,,,,
1997-01-08,194942.00,,140.00,897.26,,,,,
1997-01-09,196427.39,,140.00,888.88,,,,,
1997-01-10,197363.91,,140.00,612.16,,,,,
1997-01-11,198480.00,,144.00,706.70,,,,,
1997-01-12,199459.00,,144.00,637.58,,,,,
1997-01-13,200217.83,,144.00,526.58,,,,,
1997-01-14,200876.53,,145.00,477.10,,,,,
1997-01-15,201596.00,,142.00,504.73,,,,,
1997-01-16,202182.00,,142.00,437.44,,,,,
1997-01-17,203128.00,,142.00,618.94,,,,,
1997-01-18,203892.91,,143.00,528.64,,,,,
1997-01-19,204585.81,,143.00,492.34,,,,,
1997-01-20,205242.00,,143.00,473.83,,,,,
1997-01-21,205868.00,,143.00,458.61,,,,,
1997-01-22,206562.00,,144.00,493.89,,,,,
1997-01-23,207404.55,,141.00,565.78,,,,,
1997-01-24,207950.00,,141.00,416.00,,,,,
1997-01-25,208505.00,,145.00,424.81,,,,,
1997-01-26,208949.00,,133.00,356.85,,,,,
1997-01-27,210230.00,,145.00,790.84,,,,,
1997-01-28,210900.00,,142.00,479.79,,,,,
1997-01-29,211560.00,,146.00,478.75,,,,,
1997-01-30,212370.00,,146.00,554.38,,,,,
1997-01-31,214700.36,,146.00,1320.89,,,,,
1997-02-01,216820.00,,149.00,1217.65,,,,,
1997-02-02,218338.09,,150.00,915.37,,,,,
1997-02-03,219724.00,,150.00,848.73,,,,,
1997-02-04,220920.00,,150.00,752.98,,,,,
1997-02-05,221850.00,,151.00,619.88,,,,,
1997-02-06,223049.64,,154.00,758.82,,,,,
1997-02-07,224140.00,,154.00,703.72,,,,,
1997-02-08,225230.00,,154.00,703.54,,,,,
1997-02-09,226320.00,,155.00,704.54,,,,,
1997-02-10,227186.00,,155.00,591.61,,,,,
1997-02-11,228098.00,,155.00,614.80,,,,,
1997-02-12,228962.00,,155.00,590.60,,,,,
1997-02-13,229721.44,,156.00,538.88,,,,,
1997-02-14,231916.00,,162.00,1268.43,,,,,
1997-02-15,234244.28,,168.00,1341.84,,,,,
1997-02-16,236420.00,,168.00,1264.93,,,,,
1997-02-17,238520.00,,165.00,1223.75,,,,,
1997-02-18,240601.00,,168.00,1217.17,,,,,
1997-02-19,242765.00,,168.00,1259.02,,,,,
1997-02-20,244315.00,,171.00,952.46,,,,,
1997-02-21,245553.00,,171.00,795.16,,,,,
1997-02-22,246680.00,,171.00,739.20,,,,,
1997-02-23,247820.00,,171.00,745.75,,,,,
1997-02-24,248595.00,,168.00,558.73,,,,,
1997-02-25,249453.00,,171.00,603.58,,,,,
1997-02-26,250470.00,,171.00,683.74,,,,,
1997-02-27,251257.00,,171.00,567.78,,,,,
1997-02-28,252076.00,,171.00,583.91,,,,,
1997-03-01,253295.00,,171.00,785.58,,,,,
1997-03-02,254000.00,,171.00,526.44,,,,,
1997-03-03,254709.09,,171.00,528.50,,,,,
1997-03-04,255380.00,,171.00,509.25,,,,,
1997-03-05,256090.00,,174.00,531.96,,,,,
1997-03-06,256839.52,,174.00,551.88,,,,,
1997-03-07,257547.28,,174.00,530.83,,,,,
1997-03-08,258100.00,,174.00,452.66,,,,,
1997-03-09,259130.00,,177.00,696.29,,,,,
1997-03-10,259840.00,,177.00,534.96,,,,,
1997-03-11,260440.00,,180.00,482.50,,,,,
1997-03-12,260911.81,,177.00,414.87,,,,,
1997-03-13,261510.30,,177.00,478.74,,,,,
1997-03-14,262063.00,,177.00,455.65,,,,,
1997-03-15,262939.91,,180.00,622.11,,,,,
1997-03-16,263653.66,,177.00,536.85,,,,,
1997-03-17,265290.00,,180.00,1004.99,,,,,
1997-03-18,266803.63,,180.00,943.12,,,,,
1997-03-19,275360.00,,189.00,4502.84,,,,,
1997-03-20,286984.50,,192.00,6052.69,,,,,
1997-03-21,293945.50,,195.00,3704.51,,,,,
1997-03-22,298470.00,,195.00,2476.10,,,,,
1997-03-23,301780.00,,198.00,1866.79,,,,,
1997-03-24,304648.00,,237.00,1682.95,,,,,
1997-03-25,306308.41,,595.00,1432.12,,,,,
1997-03-26,306602.00,,1552.00,1700.02,,,,,
1997-03-27,306350.50,,1795.00,1668.20,,,,,
1997-03-28,306099.00,,1795.00,1668.20,,,,,
1997-03-29,305228.00,,1804.00,1364.87,,,,,
1997-03-30,304060.00,,1804.00,1215.13,,,,,
1997-03-31,302820.00,,1794.00,1168.83,,,,,
1997-04-01,301364.50,,1794.00,1060.19,,,,,
1997-04-02,299584.00,,1794.00,896.33,,,,,
1997-04-03,297850.00,,1857.00,982.77,,,,,
1997-04-04,295174.50,,2225.00,876.10,,,,,
1997-04-05,292140.00,,2378.00,848.11,,,,,
1997-04-06,289147.81,,2369.00,860.44,,,,,
1997-04-07,286042.00,,2351.00,785.15,,,,,
1997-04-08,283027.81,,2342.00,822.35,,,,,
1997-04-09,280140.00,,2332.00,876.06,,,,,
1997-04-10,277260.00,,2332.00,880.00,,,,,
1997-04-11,274436.00,,2323.00,899.23,,,,,
1997-04-12,271657.69,,2314.00,913.27,,,,,
1997-04-13,268970.00,,2304.00,948.96,,,,,
1997-04-14,266570.00,,2223.00,1013.00,,,,,
1997-04-15,264290.00,,2097.00,947.50,,,,,
1997-04-16,262460.00,,2070.00,1147.37,,,,,
1997-04-17,261230.00,,2078.00,1457.87,,,,,
1997-04-18,259920.00,,2078.00,1417.54,,,,,
1997-04-19,258970.91,,2069.00,1590.50,,,,,
1997-04-20,263140.00,,1714.00,3815.92,,,,,
1997-04-21,268529.00,,755.00,3471.96,,,,,
1997-04-22,272300.00,,754.00,2655.21,,,,,
1997-04-23,275080.00,,957.00,2358.58,,,,,
1997-04-24,276700.19,,1474.00,2290.84,,,,,
1997-04-25,277340.00,,1978.00,2300.57,,,,,
1997-04-26,278117.00,,2130.00,2521.74,,,,,
1997-04-27,279860.00,,2139.00,3017.76,,,,,
1997-04-28,280997.81,,2301.00,2874.65,,,,,
1997-04-29,280588.00,,2721.00,2514.39,,,,,
1997-04-30,279170.00,,3011.00,2296.09,,,,,
1997-05-01,277420.00,,3000.00,2117.71,,,,,
1997-05-02,275120.00,,3000.00,1840.42,,,,,
1997-05-03,272540.00,,2989.00,1688.25,,,,,
1997-05-04,270170.00,,2979.00,1784.12,,,,,
1997-05-05,267840.00,,2968.00,1793.29,,,,,
1997-05-06,266648.19,,2958.00,2357.13,,,,,
1997-05-07,265970.00,,2957.00,2615.08,,,,,
1997-05-08,265250.00,,2947.00,2584.00,,,,,
1997-05-09,264970.00,,2946.00,2804.83,,,,,
1997-05-10,266250.00,,2945.00,3590.33,,,,,
1997-05-11,268447.00,,2955.00,4062.65,,,,,
1997-05-12,273103.00,,2574.00,4921.40,,,,,
1997-05-13,281931.00,,1435.00,5885.79,,,,,
1997-05-14,293822.19,,587.00,6582.14,,,,,
1997-05-15,305935.00,,591.00,6697.88,,,,,
1997-05-16,317340.00,,591.00,6341.02,,,,,
1997-05-17,328248.00,,601.00,6100.45,,,,,
1997-05-18,336703.00,,903.00,5165.73,,,,,
1997-05-19,342016.00,,1616.00,4294.64,,,,,
1997-05-20,344142.00,,2690.00,3761.86,,,,,
1997-05-21,344406.00,,3069.00,3202.10,,,,,
1997-05-22,343923.78,,3059.00,2815.88,,,,,
1997-05-23,342753.00,,3429.00,2838.73,,,,,
1997-05-24,340848.00,,3709.00,2748.56,,,,,
1997-05-25,338992.00,,3696.00,2760.27,,,,,
1997-05-26,337176.22,,3696.00,2780.54,,,,,
1997-05-27,335456.00,,3683.00,2815.72,,,,,
1997-05-28,334500.00,,3682.00,3200.02,,,,,
1997-05-29,335450.00,,3670.00,4148.96,,,,,
1997-05-30,337047.00,,3681.00,4486.15,,,,,
1997-05-31,339895.00,,3692.00,5127.87,,,,,
1997-06-01,343316.00,,3704.00,5428.76,,,,,
1997-06-02,344579.31,,3715.00,4351.92,,,,,
1997-06-03,345496.00,,3714.00,4176.16,,,,,
1997-06-04,346716.22,,3714.00,4329.19,,,,,
1997-06-05,346931.75,,3725.00,3833.66,,,,,
1997-06-06,347544.00,,3244.00,3552.68,,,,,
1997-06-07,348552.00,,2830.00,3338.20,,,,,
1997-06-08,349646.00,,2829.00,3380.56,,,,,
1997-06-09,353464.66,,2335.00,4260.24,,,,,
1997-06-10,357780.44,,1494.00,3669.87,,,,,
1997-06-11,363584.44,,1099.00,4025.19,,,,,
1997-06-12,369330.00,,990.00,3886.72,,,,,
1997-06-13,374485.00,,924.00,3522.98,,,,,
1997-06-14,380525.00,,685.00,3730.17,,,,,
1997-06-15,387854.00,,548.00,4243.04,,,,,
1997-06-16,395295.56,,508.00,4259.79,,,,,
1997-06-17,402241.53,,512.00,4013.93,,,,,
1997-06-18,409420.00,,512.00,4131.15,,,,,
1997-06-19,414711.34,,551.00,3218.72,,,,,
1997-06-20,419280.00,,521.00,2824.37,,,,,
1997-06-21,422696.00,,521.00,2243.23,,,,,
1997-06-22,426170.00,,521.00,2272.48,,,,,
1997-06-23,429231.88,,520.00,2063.70,,,,,
1997-06-24,434252.00,,525.00,3055.98,,,,,
1997-06-25,437046.00,,923.00,2331.64,,,,,
1997-06-26,437669.41,,1903.00,2217.30,,,,,
1997-06-27,437190.00,,2443.00,2201.30,,,,,
1997-06-28,436326.81,,2517.00,2081.81,,,,,
1997-06-29,436134.34,,2522.00,2424.96,,,,,
1997-06-30,435750.00,,2486.00,2292.23,,,,,
1997-07-01,435166.16,,2319.00,2024.65,,,,,
1997-07-02,434924.00,,2098.00,1975.91,,,,,
1997-07-03,435362.63,,1903.00,2124.14,,,,,
1997-07-04,436134.34,,1862.00,2251.08,,,,,
1997-07-05,437142.00,,2127.00,2635.03,,,,,
1997-07-06,437621.28,,2472.00,2713.64,,,,,
1997-07-07,437286.00,,2797.00,2627.96,,,,,
1997-07-08,436326.81,,2791.00,2307.41,,,,,
1997-07-09,437334.00,,2646.00,3153.79,,,,,
1997-07-10,437190.00,,2920.00,2847.40,,,,,
1997-07-11,435654.00,,2960.00,2185.60,,,,,
1997-07-12,433628.13,,2850.00,1828.62,,,,,
1997-07-13,431958.00,,2660.00,1817.98,,,,,
1997-07-14,430902.00,,2354.00,1821.60,,,,,
1997-07-15,430613.75,,1904.00,1758.67,,,,,
1997-07-16,430854.00,,1680.00,1801.13,,,,,
1997-07-17,430998.00,,1608.00,1680.60,,,,,
1997-07-18,431046.00,,1608.00,1632.20,,,,,
1997-07-19,431046.00,,1760.00,1760.00,,,,,
1997-07-20,429703.00,,2246.00,1568.90,,,,,
1997-07-21,427696.00,,2670.00,1658.14,,,,,
1997-07-22,425554.22,,2700.00,1620.18,,,,,
1997-07-23,422984.00,,2710.00,1414.18,,,,,
1997-07-24,419995.00,,2890.00,1383.05,,,,,
1997-07-25,416308.66,,2980.00,1121.47,,,,,
1997-07-26,412595.78,,3020.00,1148.09,,,,,
1997-07-27,408856.00,,3050.00,1164.53,,,,,
1997-07-28,404938.00,,3090.00,1114.67,,,,,
1997-07-29,400570.00,,3255.00,1052.80,,,,,
1997-07-30,396272.78,,3244.00,1077.48,,,,,
1997-07-31,391984.00,,3200.00,1037.74,,,,,
1997-08-01,387394.00,,3233.00,918.87,,,,,
1997-08-02,382790.00,,3255.00,933.82,,,,,
1997-08-03,377950.00,,3266.00,825.83,,,,,
1997-08-04,372960.00,,3277.00,761.21,,,,,
1997-08-05,368040.00,,3310.00,829.50,,,,,
1997-08-06,363230.00,,3409.00,983.96,,,,,
1997-08-07,357380.00,,3574.00,624.62,,,,,
1997-08-08,351620.00,,3618.00,714.00,,,,,
1997-08-09,346100.00,,3464.00,681.00,,,,,
1997-08-10,340800.00,,3354.00,681.92,,,,,
1997-08-11,335542.00,,3332.00,681.09,,,,,
1997-08-12,330177.00,,3343.00,638.14,,,,,
1997-08-13,324796.00,,3376.00,663.08,,,,,
1997-08-14,319412.00,,3365.00,650.57,,,,,
1997-08-15,314015.78,,3354.00,633.40,,,,,
1997-08-16,308770.00,,3332.00,687.25,,,,,
1997-08-17,303481.59,,3310.00,643.76,,,,,
1997-08-18,298137.69,,3277.00,582.78,,,,,
1997-08-19,292460.00,,3299.00,436.50,,,,,
1997-08-20,285960.00,,3299.00,21.91,,,,,
1997-08-21,280300.00,,3222.00,368.42,,,,,
1997-08-22,274880.00,,3090.00,357.42,,,,,
1997-08-23,269570.00,,3040.00,362.87,,,,,
1997-08-24,264250.00,,3020.00,337.83,,,,,
1997-08-25,259530.00,,2790.00,410.33,,,,,
1997-08-26,255460.00,,2519.00,467.04,,,,,
1997-08-27,251570.00,,2353.00,391.79,,,,,
1997-08-28,248200.00,,2100.00,400.96,,,,,
1997-08-29,245170.00,,1866.00,338.37,,,,,
1997-08-30,242180.00,,1775.00,267.54,,,,,
1997-08-31,239290.00,,1757.00,299.96,,,,,
1997-09-01,236340.00,,1741.00,253.71,,,,,
1997-09-02,233560.00,,1612.00,210.42,,,,,
1997-09-03,231200.00,,1404.00,214.17,,,,,
1997-09-04,229532.00,,1202.00,361.05,,,,,
1997-09-05,227869.53,,994.00,155.84,,,,,
1997-09-06,226624.19,,809.00,181.14,,,,,
1997-09-07,225837.09,,611.00,214.17,,,,,
1997-09-08,225344.00,,426.00,177.40,,,,,
1997-09-09,225116.00,,265.00,150.05,,,,,
1997-09-10,225116.00,,192.00,192.00,,,,,
1997-09-11,225040.00,,212.00,173.68,,,,,
1997-09-12,225002.91,,212.00,193.30,,,,,
1997-09-13,224965.81,,212.00,193.30,,,,,
1997-09-14,225040.00,,212.00,249.40,,,,,
1997-09-15,225116.00,,209.00,247.32,,,,,
1997-09-16,225648.00,,209.00,477.22,,,,,
1997-09-17,226958.00,,209.00,869.46,,,,,
1997-09-18,229759.53,,209.00,1621.44,,,,,
1997-09-19,231649.53,,209.00,1161.88,,,,,
1997-09-20,232676.00,,209.00,726.51,,,,,
1997-09-21,233398.09,,209.00,573.06,,,,,
1997-09-22,233896.00,,209.00,460.03,,,,,
1997-09-23,234282.38,,209.00,403.80,,,,,
1997-09-24,234548.00,,209.00,342.92,,,,,
1997-09-25,234814.00,,209.00,343.11,,,,,
1997-09-26,235042.00,,212.00,326.95,,,,,
1997-09-27,236030.00,,202.00,700.12,,,,,
1997-09-28,237142.00,,198.00,758.63,,,,,
1997-09-29,238064.28,,192.00,656.98,,,,,
1997-09-30,238788.00,,189.00,553.88,,,,,
1997-10-01,239289.53,,202.00,454.00,,,,,
1997-10-02,240173.81,,201.00,646.83,,,,,
1997-10-03,241876.19,,201.00,1059.28,,,,,
1997-10-04,247070.00,,200.00,2818.55,,,,,
1997-10-05,252550.00,,200.00,2962.83,,,,,
1997-10-06,255733.67,,203.00,1808.10,,,,,
1997-10-07,257860.00,,202.00,1274.02,,,,,
1997-10-08,259605.48,,202.00,1082.02,,,,,
1997-10-09,260911.81,,199.00,857.61,,,,,
1997-10-10,262220.00,,199.00,858.54,,,,,
1997-10-11,263580.00,,200.00,885.67,,,,,
1997-10-12,264730.00,,200.00,779.79,,,,,
1997-10-13,265850.00,,200.00,764.67,,,,,
1997-10-14,266960.00,,201.00,760.63,,,,,
1997-10-15,268040.00,,201.00,745.50,,,,,
1997-10-16,269250.00,,201.00,811.04,,,,,
1997-10-17,270330.00,,198.00,742.50,,,,,
1997-10-18,271250.00,,198.00,661.83,,,,,
1997-10-19,272100.00,,199.00,627.54,,,,,
1997-10-20,272859.72,,199.00,582.03,,,,,
1997-10-21,273430.09,,196.00,483.56,,,,,
1997-10-22,273990.00,,196.00,478.29,,,,,
1997-10-23,274395.00,,197.00,401.19,,,,,
1997-10-24,274879.72,,193.00,437.38,,,,,
1997-10-25,275240.00,,194.00,375.64,,,,,
