date,gain,id,qu,fb,qd,qt,qsd,af
1996-08-04,,4363.52,1451.04,3054.64,4470.00,,30.47,263385.38
1996-08-05,,4388.10,1380.71,3054.58,4470.00,,29.02,263221.69
1996-08-06,,4630.11,1334.93,3054.72,4440.00,,31.55,263604.56
1996-08-07,,4670.68,1445.05,3054.90,4420.00,,32.89,264097.03
1996-08-08,,4607.70,1386.44,3055.03,4430.00,,30.53,264453.66
1996-08-09,,4508.66,1415.89,3055.09,4420.00,,31.09,264618.94
1996-08-10,,4456.37,1428.02,3055.11,4430.00,,30.08,264674.03
1996-08-11,,4334.33,1385.19,3055.05,4420.00,,30.53,264508.75
1996-08-12,,4276.45,1239.44,3054.96,4400.00,,29.23,264261.41
1996-08-13,,4299.51,1214.15,3054.89,4400.00,,30.65,264069.63
1996-08-14,,4309.49,1141.13,3054.84,4380.00,,28.29,263933.31
1996-08-15,,4486.26,1129.82,3054.92,4380.00,,31.57,264151.81
1996-08-16,,4499.02,1092.05,3055.01,4370.00,,28.00,264398.56
1996-08-17,,4360.62,1015.23,3055.00,4370.00,,30.44,264371.00
1996-08-18,,4249.85,870.68,3054.91,4370.00,,30.73,264124.44
1996-08-19,,4130.72,815.96,3054.74,4370.00,,28.17,263659.34
1996-08-20,,4164.01,843.60,3054.59,4370.00,,28.55,263249.06
1996-08-21,,4408.32,940.96,3054.62,4370.00,,28.57,263330.59
1996-08-22,,4487.36,954.28,3054.70,4380.00,,32.45,263549.78
1996-08-23,,4659.93,995.03,3054.91,4370.00,,26.71,264124.44
1996-08-24,,4507.27,827.95,3055.01,4370.00,,28.86,264398.56
1996-08-25,,4180.64,870.36,3054.87,4370.00,,27.93,264014.84
1996-08-26,,4225.93,611.45,3054.77,4360.00,,87.12,263741.53
1996-08-27,,4194.54,593.60,3054.64,4370.00,,35.07,263385.38
1996-08-28,,4171.91,1094.80,3054.59,4240.00,,26.30,263249.06
1996-08-29,,4100.38,914.49,3054.56,4140.00,,25.22,263166.88
1996-08-30,,3057.38,878.39,3053.81,4090.00,,30.67,261116.80
1996-08-31,,2986.15,805.21,3053.02,4070.00,,26.95,258965.52
1996-09-01,,3867.89,704.20,3052.87,4070.00,,28.05,258558.61
1996-09-02,,4120.97,734.90,3052.91,4070.00,,26.02,258667.05
1996-09-03,,1485.90,1013.69,3051.06,4000.00,,27.48,253671.73
1996-09-04,,90.17,982.05,3048.20,3930.00,,28.61,246046.88
1996-09-05,,148.27,1015.72,3045.39,3870.00,,29.10,238666.23
1996-09-06,,489.33,979.28,3042.86,3790.00,,27.63,232111.75
1996-09-07,,751.83,962.83,3040.52,3770.00,,24.50,226127.89
1996-09-08,,792.32,994.99,3038.18,3770.00,,24.54,220216.34
1996-09-09,,1885.39,1031.19,3036.75,3690.00,,25.56,216641.00
1996-09-10,,2141.25,715.00,3035.55,3640.00,,20.46,213661.83
1996-09-11,,1194.34,881.67,3033.60,3610.00,,24.07,208862.44
1996-09-12,,1183.92,914.41,3031.64,3590.00,,21.74,204088.55
1996-09-13,,1227.62,971.16,3029.69,3600.00,,22.15,199392.03
1996-09-14,,1264.85,963.77,3027.75,3590.00,,25.61,194770.75
1996-09-15,,1255.12,987.85,3025.78,3590.00,,21.29,190130.70
1996-09-16,,1305.45,1088.08,3023.91,3500.00,,54.92,185774.72
1996-09-17,,1329.71,1085.61,3022.15,3380.00,,17.71,181716.63
1996-09-18,,1325.78,1067.04,3020.47,3260.00,,16.33,177880.72
1996-09-19,,1238.81,1002.83,3018.81,3130.00,,15.23,174124.02
1996-09-20,,1218.00,1001.05,3017.15,3090.00,,15.15,170402.19
1996-09-21,,1161.59,956.09,3015.42,3100.00,,15.38,166562.03
1996-09-22,,1197.37,959.24,3013.71,3090.00,,14.99,162802.27
1996-09-23,,1154.41,982.29,3012.04,2990.00,,13.36,159165.97
1996-09-24,,1158.30,954.22,3010.44,2900.00,,16.33,155717.11
1996-09-25,,1168.59,923.58,3008.92,2810.00,,15.79,152469.23
1996-09-26,,1168.09,906.58,3007.46,2730.00,,14.14,149380.59
1996-09-27,,1203.27,995.18,3006.10,2640.00,,21.54,146526.61
1996-09-28,,1191.22,998.78,3004.77,2590.00,,15.41,143759.41
1996-09-29,,1172.57,969.02,3003.41,2590.00,,13.25,140953.78
1996-09-30,,1203.12,905.25,3002.11,2540.00,,15.65,138293.84
1996-10-01,,,820.32,3000.79,2500.00,,15.18,135615.72
1996-10-02,,1183.93,861.29,2999.52,2470.00,,16.01,133061.13
1996-10-03,,821.23,1046.65,2997.89,2460.00,,13.01,129809.09
1996-10-04,,598.81,928.88,2996.01,2470.00,,13.30,126101.68
1996-10-05,,657.56,960.53,2994.17,2470.00,,11.24,122515.99
1996-10-06,,630.72,914.82,2992.28,2465.11,2464.95,16.69,118877.54
1996-10-07,,633.52,891.76,2990.37,2460.00,,11.93,115245.27
1996-10-08,,658.38,883.77,2988.94,2470.00,,12.69,111657.93
1996-10-09,,1091.11,1230.42,2986.06,2470.00,,14.67,108923.72
1996-10-10,,844.91,1010.73,2985.50,2220.00,,16.02,106189.50
1996-10-11,,622.35,908.09,2983.87,2120.00,,11.92,103224.70
1996-10-12,,627.10,908.86,2982.59,2130.00,,10.21,100239.58
1996-10-13,,651.88,918.72,2981.35,2160.00,,13.36,97254.45
1996-10-14,,633.11,960.06,2978.83,2140.00,,13.36,94269.34
1996-10-15,,289.94,943.61,2978.34,720.00,,11.48,93416.75
1996-10-16,,-152.73,629.70,2977.61,485.00,,11.45,92151.27
1996-10-17,,87.01,924.43,2977.19,453.00,,11.23,91425.22
1996-10-18,,91.04,917.66,2976.87,369.00,,10.25,90874.13
1996-10-19,,103.54,980.04,2976.60,337.00,,11.39,90410.77
1996-10-20,,120.44,938.44,2976.35,337.00,,11.35,89981.77
1996-10-21,,93.48,886.88,2976.07,336.00,,11.24,89501.23
1996-10-22,,77.67,968.79,2975.77,336.00,,11.40,88989.57
1996-10-23,,121.17,1089.57,2975.52,336.00,,10.93,88564.07
1996-10-24,,165.01,1371.68,2975.32,337.00,,10.89,88223.76
1996-10-25,,183.20,1342.63,2975.14,338.00,,12.02,87917.09
1996-10-26,,148.96,1131.22,2974.92,337.00,,11.71,87543.67
1996-10-27,,113.49,1079.32,2974.66,335.00,,11.73,87104.25
1996-10-28,,126.05,1051.81,2974.40,348.00,,7.80,86664.84
1996-10-29,,85.78,1050.87,2974.11,333.00,,4.68,86175.08
1996-10-30,,84.10,1019.46,2973.81,339.00,,4.95,85670.28
1996-10-31,,100.82,1027.20,2973.59,287.00,,9.33,85301.16
1996-11-01,,123.72,1036.08,2973.45,242.00,,17.34,85066.02
1996-11-02,,107.55,992.05,2973.29,243.00,,17.08,84797.69
1996-11-03,,107.62,948.51,2973.13,243.00,,16.90,84528.95
1996-11-04,,98.09,963.86,2972.96,242.00,,12.78,84244.34
1996-11-05,,99.72,907.07,2972.79,242.00,,8.95,83961.41
1996-11-06,,99.49,901.66,2972.62,242.00,,8.13,83678.49
1996-11-07,,91.74,916.68,2972.44,243.00,,8.65,83378.50
1996-11-08,,126.64,989.07,2972.30,244.00,,8.63,83145.58
1996-11-09,,108.11,911.47,2972.14,243.00,,8.48,82878.92
1996-11-10,,101.52,923.10,2971.97,244.00,,9.53,82596.36
1996-11-11,,101.50,900.52,2971.80,243.00,,9.64,82315.48
1996-11-12,,176.04,914.14,2971.72,243.00,,9.06,82183.11
1996-11-13,,310.20,1027.25,2971.80,243.00,,9.85,82315.48
1996-11-14,,302.07,1006.67,2971.87,244.00,,9.39,82431.30
1996-11-15,,284.25,944.12,2971.92,243.00,,9.40,82513.63
1996-11-16,,266.51,1001.03,2971.95,241.00,,9.08,82563.27
1996-11-17,,257.82,973.97,2971.97,241.00,,8.41,82596.36
1996-11-18,,333.70,1687.70,2972.08,241.00,,10.09,82779.33
1996-11-19,,645.37,4746.41,2972.56,242.00,,8.72,83578.50
1996-11-20,,612.48,5105.78,2973.00,243.00,,9.84,84311.00
1996-11-21,,353.67,3375.39,2973.13,244.00,,9.40,84528.95
1996-11-22,,285.69,2373.91,2973.18,243.00,,8.98,84612.92
1996-11-23,,276.02,2316.39,2973.22,242.00,,9.37,84680.11
1996-11-24,,261.28,2130.40,2973.24,244.00,,10.11,84713.70
1996-11-25,,249.89,1887.68,2973.25,241.00,,9.21,84730.50
1996-11-26,,228.69,1544.39,2973.23,246.00,,10.36,84696.91
1996-11-27,,191.92,1553.62,2973.17,243.00,,9.95,84596.13
1996-11-28,,175.51,1682.41,2973.09,243.00,,9.90,84462.16
1996-11-29,,191.69,1253.51,2973.03,242.00,,9.56,84361.39
1996-11-30,,175.87,1243.82,2972.95,243.00,,10.85,84227.67
1996-12-01,,183.44,1430.00,2972.88,242.00,,9.36,84111.01
1996-12-02,,167.77,1282.64,2972.79,243.00,,9.91,83961.41
1996-12-03,,184.51,1295.89,2972.72,243.00,,9.67,83844.75
1996-12-04,,133.66,1213.18,2972.59,243.00,,9.42,83628.50
1996-12-05,,125.59,1242.29,2972.45,243.00,,9.81,83395.17
1996-12-06,,176.12,1374.02,2972.37,243.00,,9.29,83262.24
1996-12-07,,183.56,1475.48,2972.30,242.00,,10.79,83145.58
1996-12-08,,156.47,1352.64,2972.20,240.00,,8.88,82978.92
1996-12-09,,250.03,1704.82,2972.21,242.00,,9.47,82995.59
1996-12-10,,295.62,2359.55,2972.27,245.00,,9.53,83095.59
1996-12-11,,385.37,2717.61,2972.44,243.00,,9.63,83378.50
1996-12-12,,327.40,2063.93,2972.54,243.00,,10.32,83545.16
1996-12-13,,259.51,1981.38,2972.56,243.00,,10.14,83578.50
1996-12-14,,259.45,1796.72,2972.58,243.00,,10.18,83611.83
1996-12-15,,175.45,1435.39,2972.50,243.00,,9.56,83478.50
1996-12-16,,268.19,1568.81,2972.53,243.00,,9.51,83528.50
1996-12-17,,142.08,1202.36,2972.41,243.00,,10.53,83328.50
1996-12-18,,117.37,941.37,2972.26,243.00,,10.52,83078.91
1996-12-19,,167.39,1333.97,2972.17,243.00,,10.56,82928.92
1996-12-20,,204.75,1618.16,2972.12,247.00,,45.90,82845.99
1996-12-21,,234.86,1614.06,2972.11,243.00,,10.93,82829.33
1996-12-22,,176.42,1452.41,2972.03,244.00,,11.39,82696.00
1996-12-23,,222.11,1556.77,2971.80,414.00,,33.62,82315.48
1996-12-24,,936.11,1439.80,2972.12,669.00,,38.18,82845.99
1996-12-25,,1435.87,1816.81,2972.73,924.00,,24.77,83861.41
1996-12-26,,1601.70,2494.28,2973.24,1170.00,,6.48,84713.70
1996-12-27,,1927.80,3224.28,2973.84,1420.00,,8.94,85720.66
1996-12-28,,1943.51,3174.87,2974.16,1670.00,,9.45,86259.25
1996-12-29,,2195.93,4055.23,2974.48,1920.00,,10.18,86800.16
1996-12-30,,2293.20,5229.23,2974.62,2170.00,,12.01,87037.00
1996-12-31,,2978.99,8637.74,2975.08,2590.00,,13.69,87815.30
1997-01-01,,5142.27,19291.82,2977.46,3090.00,,17.86,91891.81
1997-01-02,,16436.41,24052.16,2991.49,3590.00,,22.48,117369.95
1997-01-03,,15650.22,17388.70,3003.10,4080.00,,22.68,140316.80
1997-01-04,,11373.63,11749.61,3009.69,4420.00,,25.54,154111.33
1997-01-05,,8517.58,8549.10,3013.22,4680.00,,28.98,161731.64
1997-01-06,,5636.30,6668.21,3013.86,4930.00,,29.93,163130.33
1997-01-07,,4902.40,6019.19,3013.46,5340.00,,33.84,162256.02
1997-01-08,,4866.50,5304.33,3012.57,5840.00,,37.81,160317.19
1997-01-09,,4526.42,4798.41,3010.90,6350.00,,39.73,156704.19
1997-01-10,,4227.57,4288.08,3008.78,6510.00,,44.13,152172.66
1997-01-11,,3966.90,4148.64,3006.39,6510.00,,46.50,147133.44
1997-01-12,,3608.23,3251.60,3003.62,6510.00,,44.82,141385.97
1997-01-13,,3405.93,2643.05,3000.60,6510.00,,39.98,135232.80
1997-01-14,,3813.29,2883.19,2997.92,6520.00,,40.61,129868.52
1997-01-15,,3393.41,2888.91,2994.78,6500.00,,35.10,123700.82
1997-01-16,,5355.59,2552.47,2993.60,6510.00,,35.79,121414.59
1997-01-17,,5658.32,2720.33,2992.73,6500.00,,39.93,119739.64
1997-01-18,,5664.06,2977.44,2991.85,6510.00,,40.75,118055.59
1997-01-19,,5587.54,2797.40,2990.90,6500.00,,36.47,116247.62
1997-01-20,,5512.99,2682.12,2989.86,6500.00,,42.26,114282.14
1997-01-21,,5818.91,2645.82,2989.31,6500.00,,48.06,112929.81
1997-01-22,,5836.50,2616.44,2989.00,6520.00,,43.12,111577.48
1997-01-23,,5831.18,2209.34,2987.69,6510.00,,45.58,110225.15
1997-01-24,,5709.78,2105.59,2986.84,6500.00,,40.52,108651.45
1997-01-25,,5634.03,2372.43,2985.90,6510.00,,32.84,106920.92
1997-01-26,,5763.74,2678.40,2985.09,6510.00,,39.68,105439.91
1997-01-27,,6427.15,2423.00,2985.00,6510.00,,45.72,105275.00
1997-01-28,,6719.20,2412.17,2985.23,6510.00,,37.47,105694.77
1997-01-29,,7109.98,1988.35,2985.81,6570.00,,32.52,106756.59
1997-01-30,,7715.94,2289.14,2986.85,6750.00,,43.93,108669.88
1997-01-31,,8057.10,3558.36,2988.03,6950.00,,39.57,110856.03
1997-02-01,,8979.16,6289.64,2990.12,7000.00,,41.52,114772.27
1997-02-02,,8674.38,5266.40,2991.86,7010.00,,39.41,118074.65
1997-02-03,,8409.14,4501.10,2993.31,7010.00,,41.30,120855.10
1997-02-04,,8278.17,4075.78,2994.61,7010.00,,40.42,123370.83
1997-02-05,,8150.95,3511.16,2995.77,7010.00,,46.07,125632.62
1997-02-06,,8057.40,3304.75,2996.82,7020.00,,42.90,127694.26
1997-02-07,,7949.54,3018.68,2997.77,7000.00,,38.25,129571.87
1997-02-08,,7998.68,3223.65,2998.75,7020.00,,42.18,131521.00
1997-02-09,,7818.39,2898.95,2999.55,7010.00,,47.32,133121.30
1997-02-10,,7889.91,2967.97,3000.40,7030.00,,111.02,134829.20
1997-02-11,,7941.95,2966.37,3001.31,7010.00,,46.33,136668.42
1997-02-12,,7397.13,2807.19,3001.69,7010.00,,44.21,137439.58
1997-02-13,,6915.23,2617.82,3001.59,7020.00,,44.45,137236.88
1997-02-14,,6937.80,2544.40,3001.55,6980.00,,279.38,137155.59
1997-02-15,,6795.45,2548.52,3001.34,7010.00,,45.18,136729.38
1997-02-16,,6630.21,2519.64,3000.97,7010.00,,40.58,135978.47
1997-02-17,,6600.05,2729.70,3000.57,7010.00,,39.34,135172.27
1997-02-18,,6753.92,2759.18,3000.33,7000.00,,40.95,134688.44
1997-02-19,,6751.69,2499.28,3000.07,7020.00,,44.31,134164.27
1997-02-20,,6684.43,2667.28,2999.75,7010.00,,50.48,133522.00
1997-02-21,,6504.89,2498.41,2999.25,7010.00,,49.55,132520.00
1997-02-22,,6372.97,2449.42,2998.62,7010.00,,41.04,131262.28
1997-02-23,,6255.48,2371.51,2997.86,7020.00,,40.61,129750.16
1997-02-24,,6732.71,2292.61,2997.58,7010.00,,40.81,129195.98
1997-02-25,,6874.82,2335.08,2997.46,6990.00,,38.02,128958.27
1997-02-26,,6709.73,2512.72,2997.16,7010.00,,43.94,128364.47
1997-02-27,,6821.65,2408.26,2996.98,7000.00,,38.92,128008.64
1997-02-28,,6810.81,2187.26,2996.78,7010.00,,40.52,127615.54
1997-03-01,,6590.08,2277.42,2996.35,7020.00,,44.92,126770.29
1997-03-02,,6450.85,2525.67,2995.78,7010.00,,46.48,125652.18
1997-03-03,,6556.57,2207.90,2994.94,7380.00,,49.63,124011.37
1997-03-04,,6565.99,2046.45,2993.88,7600.00,,41.04,121954.30
1997-03-05,,6425.94,1983.94,2992.53,7740.00,,44.12,119356.54
1997-03-06,,6506.37,2120.55,2991.19,7800.00,,47.69,116798.65
1997-03-07,,6468.29,2016.43,2989.29,7800.00,,46.38,114150.48
1997-03-08,,6135.75,2063.24,2988.44,7810.00,,44.82,110834.00
1997-03-09,,5736.28,1993.51,2986.66,7800.00,,43.30,106732.00
1997-03-10,,6088.00,2250.21,2983.94,7790.00,,47.79,103350.66
1997-03-11,,5688.68,2336.02,2981.61,7800.00,,49.68,99169.77
1997-03-12,,5905.87,2227.19,2979.47,7810.00,,47.55,95389.33
1997-03-13,,6165.73,2249.36,2977.61,7800.00,,45.07,92151.27
1997-03-14,,6124.86,2178.03,2975.67,7800.00,,44.53,88819.21
1997-03-15,,6101.60,2483.06,2973.68,7800.00,,37.56,85451.92
1997-03-16,,5990.26,2399.13,2971.53,7800.00,,45.53,81869.14
1997-03-17,,6105.28,3004.03,2969.81,7530.00,,50.37,79042.59
1997-03-18,,6257.26,3661.63,2968.41,7400.00,,38.52,76768.83
1997-03-19,,6544.27,4627.62,2967.35,7400.00,,47.03,75062.91
1997-03-20,,7103.13,6360.59,2966.97,7410.00,,43.56,74453.16
1997-03-21,,7563.64,7429.65,2967.17,7400.00,,42.53,74773.73
1997-03-22,,7795.12,8202.64,2967.65,7410.00,,43.35,75544.09
1997-03-23,,7930.92,8650.62,2968.30,7400.00,,38.17,76591.18
1997-03-24,,8288.99,8890.61,2969.37,7410.00,,42.29,78325.92
1997-03-25,,8561.06,8452.50,2970.78,7400.00,,41.21,80632.03
1997-03-26,,8912.59,8903.78,2972.27,7670.00,,68.07,83095.59
1997-03-27,,9863.19,11373.88,2974.71,7800.00,,48.68,87188.84
1997-03-28,,10162.63,10529.23,2977.69,7590.00,,44.74,92289.22
1997-03-29,,9785.75,9045.76,2980.61,7210.00,,46.24,97396.45
1997-03-30,,9304.08,8175.15,2982.83,7310.00,,50.90,101350.50
1997-03-31,,8500.99,8498.42,2983.82,7600.00,,49.33,103134.41
1997-04-01,,7928.75,7801.34,2984.05,7720.00,,50.24,103549.89
1997-04-02,,7773.17,7013.47,2984.03,7790.00,,37.09,103513.53
1997-04-03,,7621.79,6690.84,2983.76,7870.00,,33.48,103026.05
1997-04-04,,7612.17,6767.66,2983.44,7900.00,,51.29,102448.66
1997-04-05,,7430.20,6293.99,2982.92,7900.00,,47.63,101511.50
1997-04-06,,7245.52,5891.22,2982.18,7910.00,,51.63,100185.44
1997-04-07,,7105.25,5587.76,2981.14,8040.00,,49.21,98333.73
1997-04-08,,7218.31,5482.72,2980.00,8230.00,,57.19,96319.00
1997-04-09,,7325.85,5354.12,2978.81,8380.00,,58.31,94234.50
1997-04-10,,7353.90,5375.16,2977.53,8470.00,,51.81,92012.89
1997-04-11,,7140.09,5339.67,2975.95,8510.00,,54.07,89295.82
1997-04-12,,6872.36,5107.32,2973.96,8570.00,,49.05,85921.81
1997-04-13,,6713.19,5191.58,2971.71,8610.00,,52.78,82166.56
1997-04-14,,6679.93,5263.97,2969.14,8810.00,,50.05,77950.88
1997-04-15,,6706.41,5566.39,2966.15,9130.00,,47.96,73146.80
1997-04-16,,6801.36,6751.50,2962.88,9390.00,,52.99,68015.42
1997-04-17,,7042.37,8228.02,2959.50,9650.00,,51.13,62849.00
1997-04-18,,7540.36,9584.28,2956.56,9750.00,,51.17,58467.85
1997-04-19,,8858.89,14071.50,2955.34,9760.00,,51.24,56681.85
1997-04-20,,11240.05,20261.81,2957.33,9770.00,,57.39,59604.84
1997-04-21,,10625.60,21071.97,2958.48,9760.00,,439.21,61317.05
1997-04-22,,9199.80,17287.48,2957.75,9750.00,,54.36,60228.00
1997-04-23,,8910.92,16300.88,2956.74,9660.00,,45.46,58732.53
1997-04-24,,9325.01,14534.06,2956.43,9550.00,,47.79,58276.43
1997-04-25,,10131.65,13659.28,2957.20,9560.00,,55.19,59411.73
1997-04-26,,10088.81,14244.78,2957.91,9560.00,,57.01,60465.31
1997-04-27,,10220.68,15822.04,2958.79,9560.00,,46.68,61780.90
1997-04-28,,11215.10,15626.25,2960.97,9550.00,,48.66,65077.36
1997-04-29,,11758.65,14311.83,2963.79,9560.00,,53.36,69431.09
1997-04-30,,11650.98,13311.19,2966.44,9540.00,,53.33,73608.83
1997-05-01,,11413.38,11713.48,2968.77,9530.00,,45.18,77351.13
1997-05-02,,11275.88,10180.34,2971.01,9430.00,,53.51,81009.55
1997-05-03,,10867.82,9322.81,2973.12,9100.00,,944.25,84512.55
1997-05-04,,10556.20,9948.45,2974.90,9050.00,,1192.12,87509.84
1997-05-05,,9689.24,11188.19,2975.87,8860.00,,51.47,89159.94
1997-05-06,,9230.69,12778.58,2976.56,8630.00,,46.70,90342.06
1997-05-07,,9251.79,13194.30,2977.50,8440.00,,53.73,91961.00
1997-05-08,,9311.63,13402.13,2978.72,8240.00,,41.85,94077.75
1997-05-09,,9270.12,13731.82,2980.11,8040.00,,50.63,96513.45
1997-05-10,,9391.84,14884.02,2981.70,7970.00,,48.31,99329.52
1997-05-11,,9712.62,16621.16,2983.62,7980.00,,46.95,102773.70
1997-05-12,,9631.44,17863.19,2985.43,7970.00,,42.40,106061.34
1997-05-13,,7812.20,19095.99,2985.24,7990.00,,50.99,105713.95
1997-05-14,,7281.71,20571.83,2984.46,8000.00,,53.97,104294.29
1997-05-15,,7706.66,21195.04,2984.15,7990.00,,45.10,103731.23
1997-05-16,,8047.40,22156.97,2984.22,7980.00,,47.74,103858.47
1997-05-17,,8581.67,22094.40,2984.87,7990.00,,50.69,105039.13
1997-05-18,,8763.08,21083.13,2985.71,7990.00,,52.03,106573.52
1997-05-19,,8877.65,19255.40,2986.67,7990.00,,51.40,108338.00
1997-05-20,,8880.75,16309.50,2987.62,7990.00,,56.45,110095.70
1997-05-21,,8962.18,15931.05,2988.66,7990.00,,49.91,112031.40
1997-05-22,,8943.09,14456.42,2989.67,7990.00,,45.28,113924.78
1997-05-23,,9010.75,14775.50,2990.75,7980.00,,47.95,115964.00
1997-05-24,,9011.88,13702.85,2991.82,7990.00,,47.91,117998.41
1997-05-25,,9171.48,13207.17,2993.05,7980.00,,50.61,120353.55
1997-05-26,,9105.59,11774.56,2994.20,7990.00,,51.34,122574.30
1997-05-27,,8985.41,10060.85,2995.23,7980.00,,37.72,124577.38
1997-05-28,,8947.47,9363.41,2996.21,7980.00,,48.62,126494.78
1997-05-29,,8903.46,9578.76,2997.15,7970.00,,44.71,128344.66
1997-05-30,,8928.52,10805.19,2998.26,7820.00,,46.22,130544.94
1997-05-31,,8893.25,12738.53,2999.41,7740.00,,58.07,132840.47
1997-06-01,,9080.96,15847.37,3000.74,7730.00,,40.45,135514.83
1997-06-02,,9111.54,13999.15,3002.25,7570.00,,44.23,138579.50
1997-06-03,,9069.57,12596.75,3003.79,7480.00,,42.65,141735.33
1997-06-04,,9193.44,14385.23,3005.59,7310.00,,48.47,145463.56
1997-06-05,,9265.30,14295.00,3007.51,7240.00,,50.37,149486.09
1997-06-06,,9258.11,13023.15,3009.40,7240.00,,40.15,153492.39
1997-06-07,,9289.46,12426.13,3011.30,7240.00,,43.73,157567.11
1997-06-08,,9297.77,12713.48,3013.18,7240.00,,41.25,161644.16
1997-06-09,,9362.22,12912.03,3015.10,7240.00,,41.08,165855.22
1997-06-10,,9389.09,12708.74,3017.02,7240.00,,43.46,170111.77
1997-06-11,,10123.74,12653.30,3019.72,7060.00,,46.03,176178.86
1997-06-12,,11582.86,12333.26,3023.70,6990.00,,108.18,185289.28
1997-06-13,,12196.35,11417.96,3027.83,7320.00,,42.00,194960.14
1997-06-14,,11809.87,11041.11,3031.41,7490.00,,51.76,203531.98
1997-06-15,,11533.00,11012.78,3034.69,7500.00,,42.47,211538.25
1997-06-16,,10979.81,10573.11,3037.47,7500.00,,38.51,218438.39
1997-06-17,,9146.06,10798.08,3038.65,7650.00,,38.83,221397.86
1997-06-18,,8524.52,11561.79,3039.14,7900.00,,39.06,222631.66
1997-06-19,,9570.68,10809.59,3040.38,7990.00,,34.95,225771.66
1997-06-20,,9977.11,9648.37,3041.92,8000.00,,36.03,229698.41
1997-06-21,,9063.74,8463.81,3043.01,7650.00,,33.37,232496.84
1997-06-22,,8354.03,8096.32,3043.67,7490.00,,32.50,234200.73
1997-06-23,,7487.34,7281.37,3044.15,6860.00,,128.19,235442.14
1997-06-24,,6908.01,6631.16,3044.73,6150.00,,39.07,236948.03
1997-06-25,,6334.72,6054.20,3045.25,5650.00,,37.73,238301.25
1997-06-26,,6358.53,5932.04,3046.39,4860.00,,28.86,241280.69
1997-06-27,,6635.33,6239.13,3048.05,4430.00,,28.62,245649.63
1997-06-28,,6344.20,6084.06,3049.56,4320.00,,25.49,249659.00
1997-06-29,,6134.88,6012.78,3050.93,4290.00,,29.83,253322.28
1997-06-30,,7227.85,5981.67,3053.11,4260.00,,22.54,259210.83
1997-07-01,,6405.06,6084.07,3054.65,4290.00,,24.51,263412.78
1997-07-02,,4983.73,5492.54,3055.16,4280.00,,25.12,264811.09
1997-07-03,,4242.23,4561.52,3055.13,4280.00,,27.28,264728.44
1997-07-04,,4217.39,4480.29,3055.08,4290.00,,27.75,264591.38
1997-07-05,,4171.38,4500.16,3055.00,4280.00,,24.64,264371.00
1997-07-06,,4215.71,4733.16,3054.95,4280.00,,26.14,264234.03
1997-07-07,,4201.57,4589.23,3054.89,4280.00,,27.03,264069.63
1997-07-08,,4192.40,4402.99,3054.82,4290.00,,23.57,263878.53
1997-07-09,,4187.18,4245.29,3054.75,4280.00,,26.81,263686.75
1997-07-10,,4413.69,4103.50,3054.84,4290.00,,26.15,263933.31
1997-07-11,,4405.78,3810.57,3054.95,4250.00,,26.65,264234.03
1997-07-12,,4101.06,3625.23,3054.85,4240.00,,29.31,263960.72
1997-07-13,,4070.54,3321.74,3054.73,4240.00,,30.83,263631.97
1997-07-14,,4477.80,3275.76,3054.71,4510.00,,26.24,263577.16
1997-07-15,,4727.85,3128.52,3054.80,4600.00,,181.08,263823.72
1997-07-16,,4759.21,3172.43,3054.93,4580.00,,24.78,264179.22
1997-07-17,,4633.68,3074.44,3054.96,4590.00,,29.17,264261.41
1997-07-18,,4665.14,3086.74,3055.01,4600.00,,28.45,264398.56
1997-07-19,,4637.91,3080.70,3055.05,4580.00,,26.64,264508.75
1997-07-20,,4619.10,2842.34,3055.07,4590.00,,30.44,264563.84
1997-07-21,,4599.13,2757.04,3055.08,4590.00,,30.95,264591.38
1997-07-22,,4493.57,2398.83,3054.99,4620.00,,27.47,264343.59
1997-07-23,,4514.08,2448.61,3054.90,4640.00,,24.77,264097.03
1997-07-24,,4557.33,2387.25,3054.84,4640.00,,28.86,263933.31
1997-07-25,,4540.82,2335.49,3054.77,4640.00,,31.47,263741.53
1997-07-26,,4524.98,2292.31,3054.69,4640.00,,30.38,263522.38
1997-07-27,,4527.53,2184.10,3054.61,4640.00,,29.28,263303.88
1997-07-28,,4557.11,1996.83,3054.55,4640.00,,31.80,263139.47
1997-07-29,,4620.42,2395.24,3054.55,4620.00,,30.32,263139.47
1997-07-30,,4617.84,2329.99,3054.55,4620.00,,31.49,263139.47
1997-07-31,,4698.73,2294.69,3054.64,4570.00,,27.36,263385.38
1997-08-01,,4573.35,2107.80,3054.65,4560.00,,24.35,263412.78
1997-08-02,,4609.02,1999.80,3054.69,4550.00,,27.55,263522.38
1997-08-03,,4538.15,1880.65,3054.67,4570.00,,25.08,263467.56
1997-08-04,,4549.14,1835.94,3054.67,4550.00,,27.41,263467.56
1997-08-05,,4610.05,1986.76,3054.72,4540.00,,29.07,263604.56
1997-08-06,,4639.23,1827.83,3054.80,4530.00,,26.21,263823.72
1997-08-07,,4551.53,1617.95,3054.84,4500.00,,29.09,263933.31
1997-08-08,,4697.55,1647.53,3054.99,4490.00,,26.94,264343.59
1997-08-09,,4691.48,1527.88,3055.14,4480.00,,26.10,264756.00
1997-08-10,,4585.01,1664.17,3055.21,4490.00,,26.61,264948.81
1997-08-11,,4654.16,2177.55,3055.33,4490.00,,27.09,265279.38
