date,qu,af,fb,aqd,mm,mn,mx
1986-12-06,216.25,94102.96,2876.19,,,17.21,29.68
1986-12-07,166.88,94430.00,2876.38,,,23.24,30.80
1986-12-08,179.97,94783.00,2876.59,,,9.51,29.40
1986-12-09,227.36,95230.00,2876.85,,,6.29,14.27
1986-12-10,209.72,95642.00,2877.09,,,6.57,38.09
1986-12-11,139.64,95915.00,2877.25,,,10.21,17.35
1986-12-12,207.70,96323.00,2877.49,,,15.39,22.54
1986-12-13,181.99,96680.00,2877.70,,,13.85,19.32
1986-12-14,187.03,97047.00,2877.91,,,-6.46,21.56
1986-12-15,306.02,97652.00,2878.26,,,12.87,29.54
1986-12-16,146.14,97926.00,2878.42,,,16.93,25.62
1986-12-17,196.47,98307.75,2878.64,,,21.84,25.34
1986-12-18,221.42,98742.96,2878.89,,,17.91,24.50
1986-12-19,152.77,99042.00,2879.06,,,15.25,24.64
1986-12-20,158.29,99352.00,2879.24,,,22.54,25.76
1986-12-21,187.53,99720.00,2879.45,,,22.26,25.90
1986-12-22,214.73,100141.95,2879.69,,,23.52,30.38
1986-12-23,278.31,100690.00,2880.00,,,25.62,35.85
1986-12-24,169.36,101021.95,2880.19,,,26.32,36.97
1986-12-25,202.68,101420.00,2880.42,,,24.00,33.00
1986-12-26,208.60,101829.78,2880.65,,,21.84,30.80
1986-12-27,92.86,102010.00,2880.75,,,11.61,25.76
1986-12-28,107.52,102219.29,2880.87,,,20.16,24.64
1986-12-29,351.24,102912.00,2881.26,,,22.82,32.62
1986-12-30,254.08,103412.00,2881.54,,,13.85,31.22
1986-12-31,101.71,103609.78,2881.65,,,11.61,26.18
1987-01-01,223.94,104050.00,2881.90,,,19.32,34.45
1987-01-02,83.68,104212.00,2881.99,,,25.48,31.64
1987-01-03,374.08,104950.00,2882.40,,,25.76,35.71
1987-01-04,210.57,105363.70,2882.63,,,19.46,31.50
1987-01-05,111.05,105580.00,2882.75,,,19.18,29.26
1987-01-06,174.43,105922.00,2882.94,,,22.26,27.16
1987-01-07,101.83,106120.00,2883.05,,,19.03,24.50
1987-01-08,123.54,106281.73,2883.14,,,17.91,24.08
1987-01-09,127.19,106317.82,2883.16,,,16.51,23.24
1987-01-10,200.85,106500.00,2883.26,,,12.45,25.62
1987-01-11,197.75,106680.00,2883.36,,,11.19,28.42
1987-01-12,204.82,106876.00,2883.47,,,18.19,35.15
1987-01-13,303.63,107271.95,2883.69,,,23.52,30.24
1987-01-14,197.31,107461.00,2883.79,,,5.31,26.74
1987-01-15,97.26,107404.00,2883.76,,,-7.02,17.49
1987-01-16,73.85,107163.70,2883.63,,,3.90,20.58
1987-01-17,104.40,106984.00,2883.53,,,8.81,32.90
1987-01-18,375.01,107347.00,2883.73,,,15.67,38.09
1987-01-19,45.29,107056.00,2883.57,,,7.69,29.82
1987-01-20,119.40,106912.00,2883.49,,,10.91,35.71
1987-01-21,173.85,106876.00,2883.47,,,3.34,25.34
1987-01-22,63.02,106624.13,2883.33,,,7.69,22.96
1987-01-23,298.83,106840.00,2883.45,,,15.11,26.74
1987-01-24,217.23,106894.00,2883.48,,,14.83,31.08
1987-01-25,289.83,107092.00,2883.59,,,22.54,30.94
1987-01-26,199.08,107110.00,2883.60,,,25.62,28.98
1987-01-27,99.25,106930.00,2883.50,,,25.34,30.24
1987-01-28,226.30,107002.00,2883.54,,,25.06,30.38
1987-01-29,99.25,106822.00,2883.44,,,25.48,32.34
1987-01-30,87.24,106624.13,2883.33,,,24.78,36.97
1987-01-31,495.42,107235.87,2883.67,,,25.34,28.00
1987-02-01,394.74,107641.95,2883.89,,,24.36,34.73
1987-02-02,379.57,108254.00,2884.23,,,24.36,29.68
1987-02-03,347.82,108930.00,2884.60,,,20.44,35.99
1987-02-04,265.10,109443.91,2884.88,,,24.36,38.09
1987-02-05,311.06,110049.00,2885.21,,,22.96,41.87
1987-02-06,218.26,110472.00,2885.44,,,21.42,23.80
1987-02-07,218.70,110895.87,2885.67,,,18.47,39.21
1987-02-08,305.05,111491.00,2885.99,,,24.08,37.11
1987-02-09,153.11,111784.77,2886.15,,,22.68,36.83
1987-02-10,229.95,112230.95,2886.39,,,23.52,37.25
1987-02-11,220.35,112658.09,2886.62,,,29.68,32.48
1987-02-12,391.14,113424.00,2887.03,,,24.36,36.97
1987-02-13,232.37,113873.00,2887.27,,,28.00,35.43
1987-02-14,230.86,114319.00,2887.51,,,26.18,38.37
1987-02-15,269.68,114842.00,2887.79,,,25.90,33.19
1987-02-16,197.08,115221.00,2887.99,,,26.04,37.95
1987-02-17,197.56,115600.95,2888.19,,,19.32,34.73
1987-02-18,70.05,115728.00,2888.26,,,14.55,17.77
1987-02-19,309.52,116332.00,2888.58,,,30.66,40.05
1987-02-20,369.01,117054.00,2888.96,,,20.44,28.14
1987-02-21,119.95,117282.00,2889.08,,,28.28,31.36
1987-02-22,273.36,117814.28,2889.36,,,25.06,33.89
1987-02-23,177.28,118156.00,2889.54,,,24.36,30.80
1987-02-24,244.48,118631.00,2889.79,,,13.29,32.90
1987-02-25,148.69,118916.00,2889.94,,,7.83,35.01
1987-02-26,188.34,119279.66,2890.13,,,9.37,33.75
1987-02-27,190.75,119648.09,2890.32,,,17.35,35.01
1987-02-28,206.12,120047.00,2890.53,,,25.34,30.66
1987-03-01,316.69,120665.23,2890.85,,,27.16,55.18
1987-03-02,91.09,120836.00,2890.94,,,27.86,52.52
1987-03-03,834.85,122480.00,2891.79,,,30.80,36.41
1987-03-04,1352.03,125149.80,2893.16,,,31.08,40.61
1987-03-05,1025.00,127170.95,2894.19,,,32.62,40.05
1987-03-06,867.64,128880.00,2895.05,,,22.68,42.15
1987-03-07,646.27,130149.95,2895.69,,,19.60,40.75
1987-03-08,812.69,131750.00,2896.49,,,25.34,39.77
1987-03-09,605.96,132940.00,2897.08,,,28.56,38.65
1987-03-10,575.56,134069.70,2897.64,,,29.96,42.43
1987-03-11,353.02,134760.00,2897.98,,,25.76,41.31
1987-03-12,610.00,135960.00,2898.57,,,30.66,42.99
1987-03-13,593.69,137123.69,2899.14,,,29.54,41.73
1987-03-14,441.75,137986.00,2899.56,,,27.16,38.65
1987-03-15,871.14,139700.00,2900.39,,,28.98,39.07
1987-03-16,586.80,140852.00,2900.94,,,27.58,43.83
1987-03-17,500.08,141832.00,2901.42,,,28.84,40.61
1987-03-18,412.89,142641.05,2901.81,,,27.58,37.67
1987-03-19,680.06,143980.00,2902.45,,,29.82,35.15
1987-03-20,685.12,145329.00,2903.09,,,23.94,37.95
1987-03-21,343.80,146001.00,2903.41,,,22.96,41.17
1987-03-22,473.51,146930.27,2903.85,,,19.60,48.32
1987-03-23,314.27,147543.69,2904.14,,,27.30,40.05
1987-03-24,401.94,148331.00,2904.51,,,20.72,54.76
1987-03-25,261.62,148840.00,2904.75,,,22.12,46.63
1987-03-26,208.68,149244.00,2904.94,,,27.58,35.29
1987-03-27,446.78,150120.27,2905.35,,,19.03,42.43
1987-03-28,188.38,150484.00,2905.52,,,14.27,42.57
1987-03-29,469.34,151405.00,2905.95,,,13.57,45.23
1987-03-30,341.28,152072.00,2906.26,,,15.39,56.58
1987-03-31,319.10,152695.00,2906.55,,,25.90,66.25
1987-04-01,375.03,153428.95,2906.89,,,25.76,63.03
1987-04-02,387.69,154188.00,2907.24,,,25.76,61.21
1987-04-03,343.80,154860.00,2907.55,,,33.19,45.93
1987-04-04,532.36,155906.00,2908.03,,,28.84,48.74
1987-04-05,466.81,156820.00,2908.45,,,26.88,49.58
1987-04-06,384.12,157568.00,2908.79,,,25.20,50.70
1987-04-07,510.18,158570.00,2909.25,,42.59,34.87,52.80
1987-04-08,638.08,159790.00,2909.80,,34.62,29.26,39.35
1987-04-09,550.49,160868.00,2910.29,,39.15,24.50,53.08
1987-04-10,466.80,161780.00,2910.70,,35.72,28.56,48.32
1987-04-11,566.63,162890.00,2911.20,,32.43,28.14,39.35
1987-04-12,467.34,163803.06,2911.61,,35.91,28.28,44.39
1987-04-13,501.51,164772.00,2912.04,,40.61,27.02,56.16
1987-04-14,468.75,165672.00,2912.44,,43.43,30.66,53.78
1987-04-15,556.52,166756.00,2912.92,,44.96,36.69,52.94
1987-04-16,810.67,168344.11,2913.62,,40.78,30.80,49.58
1987-04-17,696.62,169706.00,2914.22,,34.31,30.38,37.81
1987-04-18,635.18,170948.00,2914.76,,31.58,27.30,37.81
1987-04-19,613.97,172140.00,2915.28,,34.09,26.18,44.39
1987-04-20,660.00,173340.00,2915.80,,36.96,20.44,54.48
1987-04-21,593.07,174316.00,2916.22,,45.16,24.92,65.97
1987-04-22,610.15,175337.78,2916.66,,45.80,33.19,58.40
1987-04-23,611.41,176370.00,2917.10,,45.68,32.06,61.77
1987-04-24,561.51,177333.00,2917.51,,45.37,29.26,60.08
1987-04-25,913.64,179046.00,2918.24,,42.35,23.52,63.31
1987-04-26,780.17,180490.30,2918.85,,47.21,25.06,69.05
1987-04-27,676.21,181728.41,2919.37,,55.97,36.13,79.14
1987-04-28,1463.47,184530.00,2920.54,,57.74,45.51,70.87
1987-04-29,1599.34,187605.06,2921.81,,55.77,42.29,69.47
1987-04-30,1578.64,190645.00,2923.05,,46.95,39.07,51.54
1987-05-01,1450.38,192099.64,2923.64,,38.80,30.52,47.76
1987-05-02,993.95,191310.13,2923.32,,37.07,27.44,48.74
1987-05-03,958.55,190496.00,2922.99,,43.50,33.75,55.04
1987-05-04,1200.12,190645.00,2923.05,,49.26,31.36,69.05
1987-05-05,1016.24,190865.64,2923.14,,58.97,33.61,70.03
1987-05-06,1081.22,191235.00,2923.29,,57.92,40.33,79.70
1987-05-07,1578.29,192596.23,2923.84,,60.31,41.45,82.64
1987-05-08,1684.91,193788.13,2924.32,,62.97,45.51,86.56
1987-05-09,1645.06,194579.64,2924.64,,61.88,43.41,78.44
1987-05-10,1631.31,195330.00,2924.94,,58.04,40.47,77.04
1987-05-11,1963.88,196740.00,2925.50,,59.60,48.46,73.53
1987-05-12,2133.67,197620.00,2925.85,,47.74,41.87,51.68
1987-05-13,1324.01,196662.00,2925.47,,49.86,37.11,61.63
1987-05-14,1545.36,197565.19,2925.83,,52.35,46.21,60.36
1987-05-15,1248.57,197844.00,2925.94,,45.48,31.64,60.22
1987-05-16,920.70,197615.31,2925.85,,47.26,38.65,61.77
1987-05-17,833.86,197740.00,2925.90,,46.26,27.72,66.53
1987-05-18,683.40,197665.42,2925.87,,39.76,32.62,45.51
1987-05-19,631.71,197089.64,2925.64,,38.48,26.04,49.30
1987-05-20,441.15,195755.06,2925.11,,38.31,22.96,54.76
1987-05-21,660.56,194704.94,2924.69,,38.96,26.60,52.52
1987-05-22,577.47,193490.00,2924.20,,43.68,31.78,56.86
1987-05-23,602.65,192325.00,2923.73,,43.78,31.36,59.94
1987-05-24,602.65,191160.00,2923.26,,47.58,33.47,63.45
1987-05-25,507.08,189980.00,2922.78,,49.29,33.47,66.11
1987-05-26,559.85,188999.88,2922.38,,46.07,37.25,56.16
1987-05-27,585.19,188070.00,2922.00,,45.38,41.17,51.82
1987-05-28,909.00,187830.00,2921.90,,46.34,42.71,50.98
1987-05-29,318.30,186442.17,2921.33,,49.86,38.37,64.85
1987-05-30,739.61,185890.00,2921.10,,45.87,39.63,56.16
1987-05-31,649.96,185160.00,2920.80,,39.90,36.97,45.51
1987-06-01,644.00,184920.00,2920.70,,41.48,36.55,47.48
1987-06-02,724.90,185136.00,2920.79,,46.57,26.60,66.67
1987-06-03,411.90,184632.00,2920.58,,52.53,30.80,71.29
1987-06-04,690.70,184560.00,2920.55,,59.75,42.01,84.04
1987-06-05,636.90,184536.00,2920.54,,53.12,47.90,60.22
1987-06-06,739.90,184992.00,2920.73,,54.03,34.31,71.43
1987-06-07,699.10,185496.00,2920.94,,58.31,36.27,79.28
1987-06-08,691.86,185985.64,2921.14,,54.36,44.11,59.80
1987-06-09,537.68,186346.00,2921.29,,51.45,36.27,65.27
1987-06-10,632.12,186735.00,2921.45,,53.32,43.83,65.83
1987-06-11,391.72,186081.88,2921.18,,57.90,35.43,77.74
1987-06-12,608.92,185568.00,2920.97,,62.61,53.50,73.25
1987-06-13,656.00,185088.00,2920.77,,62.86,43.41,86.98
1987-06-14,589.50,184488.00,2920.52,,62.59,40.19,87.96
1987-06-15,408.06,183528.13,2920.12,,50.25,44.53,57.28
1987-06-16,480.54,182712.00,2919.78,,43.40,36.97,49.02
1987-06-17,607.40,182088.00,2919.52,,49.33,29.68,67.37
1987-06-18,400.54,181018.00,2919.07,,55.34,35.71,72.41
1987-06-19,554.92,180278.00,2918.76,,58.74,36.97,72.83
1987-06-20,391.47,179190.00,2918.30,,52.31,41.03,60.36
1987-06-21,518.06,178365.00,2917.95,,46.93,41.17,52.94
1987-06-22,305.30,177118.00,2917.42,,48.53,41.73,56.30
1987-06-23,363.88,176130.00,2917.00,,51.09,33.89,66.95
1987-06-24,485.08,175430.00,2916.70,,58.23,35.29,79.70
1987-06-25,441.51,174572.17,2916.33,,62.33,40.47,83.48
1987-06-26,559.31,173948.00,2916.06,,67.06,45.09,87.40
1987-06-27,451.51,173110.00,2915.70,,65.00,47.34,79.70
1987-06-28,526.12,172420.00,2915.40,,65.79,46.63,87.12
1987-06-29,543.37,171776.11,2915.12,,69.76,48.60,90.35
1987-06-30,496.88,171040.00,2914.80,,71.72,55.60,88.66
1987-07-01,467.74,170258.00,2914.46,,67.73,54.48,82.64
1987-07-02,414.80,169371.00,2914.07,,62.35,54.06,68.91
1987-07-03,410.72,168475.89,2913.68,,59.69,45.79,72.69
1987-07-04,187.48,167138.00,2913.09,,52.32,40.75,64.71
1987-07-05,407.71,166236.94,2912.69,,50.19,45.37,55.88
1987-07-06,338.71,165199.00,2912.23,,54.64,43.13,69.19
1987-07-07,658.32,164795.00,2912.05,,54.90,46.77,64.57
1987-07-08,283.72,163648.00,2911.54,,51.67,47.76,60.50
1987-07-09,20.04,161978.00,2910.79,,51.00,45.93,60.36
1987-07-10,402.14,161065.89,2910.38,,55.06,36.97,66.81
1987-07-11,334.75,160032.00,2909.91,,58.63,42.29,75.78
1987-07-12,339.28,158900.00,2909.40,,63.30,39.91,85.30
1987-07-13,330.92,157680.00,2908.84,,67.62,45.93,92.17
1987-07-14,391.17,156520.00,2908.32,,62.13,49.72,88.24
1987-07-15,141.21,154650.00,2907.45,,58.34,45.79,65.69
1987-07-16,362.37,153540.00,2906.95,,49.37,42.85,57.00
1987-07-17,367.67,152740.00,2906.57,,49.01,40.89,56.44
1987-07-18,286.60,151834.75,2906.15,,48.25,44.11,55.32
1987-07-19,209.15,150785.80,2905.66,,48.67,40.05,61.63
1987-07-20,324.58,150142.33,2905.36,,54.72,42.71,67.93
1987-07-21,267.68,149265.00,2904.95,,56.84,42.85,74.79
1987-07-22,434.27,148730.00,2904.70,,54.69,45.51,64.01
1987-07-23,160.81,147946.16,2904.33,,55.62,40.19,72.13
1987-07-24,222.67,147166.00,2903.96,,58.74,45.65,72.13
1987-07-25,343.11,146232.00,2903.52,,59.61,45.65,76.20
1987-07-26,256.75,144972.00,2902.92,,61.03,41.87,80.12
1987-07-27,331.74,144069.00,2902.49,,62.31,48.88,78.16
1987-07-28,219.21,143040.00,2902.00,,62.10,47.76,81.52
1987-07-29,148.98,141685.25,2901.35,,60.99,49.16,75.92
1987-07-30,139.02,140400.00,2900.73,,56.95,49.44,64.43
1987-07-31,188.42,139300.00,2900.20,,49.19,41.59,55.04
1987-08-01,279.17,138380.00,2899.75,,52.23,31.64,74.37
1987-08-02,295.35,137492.11,2899.32,,56.79,34.59,78.30
1987-08-03,197.44,136410.00,2898.79,,60.73,39.35,83.48
1987-08-04,154.50,135330.00,2898.26,,61.68,43.97,75.50
1987-08-05,286.96,134600.00,2897.90,,58.79,42.29,75.08
1987-08-06,230.54,133770.00,2897.49,,59.11,39.91,79.84
1987-08-07,256.71,132980.00,2897.10,,63.83,44.53,89.79
1987-08-08,255.75,132200.00,2896.71,,67.35,52.38,90.07
1987-08-09,129.71,131170.00,2896.20,,67.52,51.26,85.44
1987-08-10,175.08,130230.00,2895.73,,58.05,51.26,68.91
1987-08-11,230.06,129399.05,2895.31,,57.45,39.35,70.59
1987-08-12,150.45,128420.10,2894.82,,56.30,40.75,70.73
1987-08-13,195.41,127530.34,2894.37,,54.60,50.00,61.77
1987-08-14,443.60,127132.86,2894.17,,51.23,38.51,62.61
1987-08-15,37.56,125930.00,2893.56,,53.92,46.77,55.74
1987-08-16,44.04,124740.00,2892.95,,50.17,43.97,59.94
1987-08-17,276.97,124012.00,2892.58,,51.37,32.34,71.29
1987-08-18,194.33,123120.10,2892.12,,56.59,35.99,78.86
1987-08-19,128.74,122110.00,2891.60,,58.89,38.65,79.42
1987-08-20,169.18,121180.10,2891.12,,54.82,43.83,64.71
1987-08-21,253.77,120418.00,2890.72,,51.72,31.92,72.97
1987-08-22,147.62,119379.90,2890.18,,55.57,35.15,76.90
1987-08-23,138.03,118289.05,2889.61,,58.15,47.48,70.73
1987-08-24,189.01,117376.67,2889.13,,58.35,39.77,79.70
1987-08-25,209.85,116483.81,2888.66,,57.72,39.35,77.74
1987-08-26,205.88,115505.72,2888.14,,59.45,42.85,75.50
1987-08-27,202.85,114357.00,2887.53,,62.97,43.27,83.06
1987-08-28,86.85,112771.91,2886.68,,61.06,45.37,77.32
1987-08-29,278.09,111102.00,2885.78,,60.12,43.13,81.10
1987-08-30,434.99,109660.00,2885.00,,63.35,45.79,85.72
1987-08-31,162.33,107820.00,2883.98,,66.41,47.06,89.37
1987-09-01,229.47,106012.00,2882.99,,68.75,51.54,88.80
1987-09-02,848.00,105292.00,2882.29,,57.03,47.90,63.73
1987-09-03,193.12,103160.00,2881.40,,51.98,33.89,71.29
1987-09-04,405.45,101108.00,2880.24,,54.95,35.29,78.02
1987-09-05,165.48,98223.00,2878.59,,60.73,39.91,80.96
1987-09-06,135.65,95140.00,2876.80,,60.49,42.85,81.38
1987-09-07,125.03,91912.96,2874.89,,64.87,42.99,81.38
1987-09-08,138.91,88648.00,2872.93,,59.98,40.89,83.06
1987-09-09,152.51,85410.00,2870.95,,61.61,43.69,85.02
1987-09-10,88.97,82024.16,2868.84,,63.45,43.97,85.02
1987-09-11,17.86,78410.00,2866.54,,63.52,47.76,87.26
1987-09-12,121.25,74870.00,2864.24,,58.30,45.09,80.40
1987-09-13,57.54,71160.00,2861.78,,52.12,42.15,61.63
1987-09-14,147.37,67650.00,2859.40,,47.24,35.43,63.31
1987-09-15,73.87,63994.21,2856.86,,43.57,38.65,50.28
1987-09-16,98.48,61254.00,2854.91,,44.81,30.38,64.43
1987-09-17,139.67,59254.00,2853.46,,44.34,28.28,64.01
1987-09-18,53.48,57210.00,2851.95,,50.31,32.06,71.29
1987-09-19,55.50,55170.00,2850.42,,51.79,34.17,71.99
1987-09-20,90.79,53200.00,2848.91,,54.89,37.81,77.04
1987-09-21,105.92,51260.00,2847.39,,56.44,39.77,80.82
1987-09-22,43.87,49070.00,2845.64,,56.80,39.49,83.62
1987-09-23,54.79,46860.00,2843.82,,57.73,40.47,85.30
1987-09-24,36.04,44710.00,2842.00,,56.94,43.13,76.34
1987-09-25,40.62,42700.00,2840.26,,50.35,47.62,54.20
1987-09-26,32.00,40780.00,2838.54,,45.30,40.47,51.96
1987-09-27,46.62,38770.00,2836.71,,41.96,25.90,61.35
1987-09-28,51.42,36710.00,2834.77,,45.72,28.84,68.77
1987-09-29,46.62,34700.00,2832.82,,48.37,30.66,71.85
1987-09-30,102.12,33050.00,2831.18,,51.40,33.89,75.50
1987-10-01,201.00,31940.00,2830.06,,53.46,37.39,77.88
1987-10-02,127.42,30600.00,2828.67,,55.33,37.25,77.88
1987-10-03,89.67,29080.00,2827.05,,53.91,43.55,60.22
1987-10-04,150.17,27680.00,2825.52,,48.65,34.03,70.31
1987-10-05,122.42,26340.00,2824.02,,50.27,37.39,72.83
1987-10-06,107.33,24980.00,2822.44,,48.81,31.64,71.71
1987-10-07,141.29,23610.00,2820.81,,55.89,37.39,74.65
1987-10-08,105.51,21812.00,2818.59,,51.67,39.35,70.45
1987-10-09,105.57,19550.00,2815.63,,40.39,27.16,57.84
1987-10-10,101.21,17321.00,2812.53,,37.52,21.98,58.26
1987-10-11,126.05,15294.00,2809.52,,38.77,22.12,63.17
1987-10-12,92.80,13316.09,2806.36,,43.32,29.26,64.85
1987-10-13,97.91,11384.00,2803.04,,40.42,26.46,64.85
1987-10-14,75.75,9765.00,2800.01,,40.53,30.94,52.94
1987-10-15,75.35,9730.00,2799.94,,37.88,23.80,57.98
1987-10-16,205.96,9960.00,2800.40,,37.30,21.14,57.98
1987-10-17,124.13,9990.00,2800.45,,41.84,30.24,59.24
1987-10-18,114.08,10010.00,2800.48,,37.00,25.00,57.00
1987-10-19,106.04,10020.00,2800.50,,31.96,19.88,55.60
1987-10-20,106.04,10030.00,2800.52,,34.12,20.44,58.96
1987-10-21,119.17,10070.00,2800.60,,39.37,26.88,69.47
1987-10-22,101.53,10075.01,2800.61,,37.71,25.34,60.92
1987-10-23,116.63,10109.98,2800.68,,39.50,28.14,58.82
1987-10-24,92.95,10099.95,2800.66,,42.42,31.08,57.70
1987-10-25,85.90,10070.00,2800.60,,45.01,33.75,51.12
1987-10-26,136.51,10188.04,2800.83,,37.44,26.46,59.66
1987-10-27,122.49,10310.00,2801.06,,34.61,23.66,54.34
1987-10-28,101.32,10386.00,2801.21,,35.81,24.64,44.11
1987-10-29,129.04,10515.00,2801.45,,42.91,29.26,66.25
1987-10-30,115.91,10610.02,2801.62,,45.03,36.97,56.72
1987-10-31,130.51,10730.05,2801.84,,43.29,39.49,50.70
1987-11-01,86.10,10760.00,2801.90,,43.39,42.57,44.95
1987-11-02,83.08,10780.00,2801.93,,42.11,31.22,52.94
1987-11-03,56.04,10790.00,2801.95,,39.64,28.70,58.26
1987-11-04,9.00,10790.00,2801.96,,36.51,28.84,54.90
1987-11-05,23.13,10820.00,2802.01,,35.42,28.84,52.10
1987-11-06,23.13,10850.00,2802.06,,38.05,28.70,53.36
1987-11-07,159.25,11150.00,2802.61,,42.04,31.64,48.88
1987-11-08,97.75,11330.00,2802.94,,37.77,30.24,43.41
1987-11-09,47.33,11410.00,2803.09,,38.30,32.06,50.28
1987-11-10,97.75,11590.00,2803.40,,35.53,30.38,44.25
1987-11-11,143.13,11860.00,2803.89,,41.38,35.15,48.46
1987-11-12,153.21,12150.00,2804.39,,39.71,34.31,48.32
1987-11-13,131.03,12396.01,2804.81,,37.40,31.92,42.71
1987-11-14,68.50,12518.00,2805.03,,32.84,29.26,38.23
1987-11-15,200.58,12901.96,2805.67,,32.22,28.56,38.09
1987-11-16,221.78,13327.97,2806.38,,28.49,17.49,35.01
1987-11-17,137.10,13586.01,2806.81,,20.05,11.47,35.71
1987-11-18,217.73,14004.00,2807.49,,25.06,16.79,36.97
1987-11-19,285.34,14556.09,2808.36,,28.25,22.54,40.47
1987-11-20,282.23,15102.00,2809.22,,29.85,21.70,41.31
1987-11-21,256.06,15596.00,2809.98,,35.43,28.98,39.91
1987-11-22,445.63,16466.00,2811.28,,31.07,26.04,39.63
1987-11-23,286.31,17020.00,2812.10,,31.00,26.32,37.95
1987-11-24,179.93,17363.00,2812.59,,32.62,29.12,37.11
1987-11-25,80.11,17510.00,2812.80,,29.89,22.12,36.69
1987-11-26,207.22,17909.12,2813.37,,23.49,18.89,27.30
1987-11-27,303.90,18500.00,2814.20,,26.61,20.30,32.62
1987-11-28,166.27,18817.90,2814.64,,20.79,15.25,35.57
1987-11-29,224.36,19251.00,2815.23,,20.85,13.15,26.46
1987-11-30,278.75,19792.00,2815.96,,23.76,21.00,29.12
1987-12-01,423.45,20620.00,2817.05,,26.26,22.96,29.12
1987-12-02,59.46,20730.00,2817.20,,28.71,27.58,31.50
1987-12-03,220.79,21160.00,2817.75,,31.10,28.98,35.71
1987-12-04,387.17,21920.00,2818.72,,30.08,27.30,34.45
1987-12-05,230.88,22372.00,2819.29,,30.55,27.30,32.20
1987-12-06,217.79,22796.04,2819.82,,33.33,30.24,37.39
1987-12-07,782.41,24341.98,2821.69,,30.39,21.84,36.41
1987-12-08,259.63,24851.00,2822.29,,26.41,23.80,33.05
1987-12-09,500.60,25836.00,2823.44,,27.87,24.50,35.15
1987-12-10,799.55,27408.00,2825.22,,28.31,26.32,32.48
1987-12-11,700.76,28790.00,2826.74,,26.52,22.68,30.66
1987-12-12,502.13,29780.00,2827.80,,17.85,7.55,30.24
1987-12-13,340.79,30450.00,2828.52,,11.60,3.90,20.58
1987-12-14,353.90,31146.00,2829.24,,14.73,10.77,20.44
1987-12-15,277.27,31690.00,2829.80,,11.79,0.54,19.03
1987-12-16,280.37,32240.15,2830.36,,19.87,17.35,22.68
1987-12-17,512.63,33250.98,2831.39,,20.87,18.05,25.48
1987-12-18,299.97,33840.00,2831.97,,20.09,12.03,33.19
1987-12-19,174.43,34180.02,2832.31,,8.34,2.22,14.97
1987-12-20,582.78,35330.00,2833.44,,14.24,7.13,30.24
1987-12-21,38.29,35400.00,2833.51,,26.91,16.93,32.06
1987-12-22,37.29,35470.00,2833.58,,22.17,14.55,27.44
1987-12-23,39.75,35544.87,2833.65,,10.33,4.88,16.79
1987-12-24,90.30,35720.00,2833.82,,15.16,7.41,28.00
1987-12-25,107.88,35930.00,2834.02,,7.18,0.54,11.19
1987-12-26,153.25,36230.00,2834.31,,11.82,7.83,16.23
1987-12-27,153.25,36530.00,2834.60,,11.56,9.93,13.85
1987-12-28,107.88,36740.00,2834.80,,15.15,10.77,21.00
1987-12-29,107.88,36950.00,2835.00,,19.23,17.49,23.66
1987-12-30,102.83,37150.00,2835.19,,21.25,18.33,28.42
1987-12-31,102.83,37350.00,2835.38,,20.60,18.47,24.36
1988-01-01,77.63,37500.00,2835.52,,18.25,15.67,19.88
1988-01-02,77.63,37650.00,2835.66,,14.53,13.15,17.07
1988-01-03,87.71,37820.00,2835.82,,12.18,7.55,14.13
1988-01-04,77.63,37970.00,2835.96,,15.04,12.17,17.91
1988-01-05,87.71,38140.00,2836.12,,16.74,13.57,20.16
1988-01-06,97.79,38330.00,2836.30,,16.05,9.93,21.98
1988-01-07,74.10,38473.00,2836.43,,16.96,13.57,20.02
1988-01-08,96.28,38660.00,2836.60,,17.33,14.27,20.58
1988-01-09,82.67,38820.00,2836.75,,17.28,13.99,20.16
1988-01-10,82.67,38980.00,2836.90,,28.19,23.10,32.90
1988-01-11,127.96,39229.83,2837.13,,25.90,20.30,30.38
1988-01-12,123.09,39470.00,2837.35,,20.53,13.29,27.58
1988-01-13,115.94,39696.00,2837.56,,22.84,19.18,25.90
1988-01-14,257.11,40202.00,2838.02,,29.35,26.46,31.22
1988-01-15,146.19,40488.00,2838.28,,28.93,24.78,34.03
1988-01-16,251.56,40983.00,2838.73,,24.10,18.19,26.88
1988-01-17,176.95,41330.00,2839.04,,15.37,5.17,27.72
1988-01-18,153.77,41631.03,2839.31,,17.37,11.89,25.48
1988-01-19,137.61,41900.00,2839.55,,14.72,7.41,22.96
1988-01-20,143.17,42180.00,2839.80,,26.49,18.47,33.75
1988-01-21,145.69,42465.00,2840.05,,23.76,17.07,34.31
1988-01-22,140.14,42739.00,2840.29,,30.67,17.07,41.87
1988-01-23,195.51,43122.81,2840.63,,28.00,18.19,35.29
1988-01-24,172.00,43460.00,2840.92,,19.97,12.87,30.38
1988-01-25,223.83,43900.00,2841.30,,22.90,13.57,42.99
1988-01-26,203.67,44300.00,2841.65,,22.93,16.51,34.87
1988-01-27,214.25,44721.00,2842.01,,25.39,20.72,32.06
1988-01-28,223.33,45160.00,2842.39,,29.18,21.56,44.95
1988-01-29,249.04,45650.00,2842.80,,30.43,26.18,36.97
1988-01-30,172.41,45988.00,2843.09,,26.18,22.40,29.54
