date,id,qu,fb,af,qv,qd
1989-10-28,852.24,739.94,2490.19,23268.32,936.74,653.00
1989-10-29,848.09,962.35,2489.59,22768.66,1115.72,1100.00
1989-10-30,825.49,1258.38,2489.08,22363.03,1036.57,1030.00
1989-10-31,782.65,955.73,2488.53,21872.41,1050.68,1030.00
1989-11-01,793.60,1070.04,2487.98,21383.68,1058.25,1040.00
1989-11-02,771.50,990.88,2487.46,20964.18,1000.27,983.00
1989-11-03,804.24,1011.28,2487.04,20631.43,986.15,972.00
1989-11-04,806.45,1426.15,2486.49,20188.02,1052.20,1030.00
1989-11-05,860.21,1129.85,2486.04,19831.42,1062.78,1040.00
1989-11-06,842.58,1012.59,2485.49,19439.85,1062.78,1040.00
1989-11-07,858.66,1264.35,2485.00,19100.01,1050.18,1030.00
1989-11-08,841.30,1100.94,2484.47,18725.72,1016.90,1030.00
1989-11-09,838.18,1141.93,2484.03,18420.63,1019.93,992.00
1989-11-10,868.01,1326.53,2483.47,18079.50,1068.83,1040.00
1989-11-11,886.29,1000.73,2482.95,17774.63,1066.82,1040.00
1989-11-12,933.33,1574.40,2482.49,17543.21,1029.00,1050.00
1989-11-13,937.34,1127.38,2482.04,17319.75,1074.88,1050.00
1989-11-14,660.38,1269.98,2481.24,16467.61,1110.18,1090.00
1989-11-15,209.00,934.77,2480.71,14819.34,1066.82,1040.00
1989-11-16,200.10,1124.01,2480.15,13256.57,1010.85,988.00
1989-11-17,472.03,1389.63,2479.72,12169.69,1045.14,1020.00
1989-11-18,470.04,1182.45,2479.23,11039.19,1061.78,1040.00
1989-11-19,715.48,981.45,2478.99,10524.43,998.25,975.00
1989-11-20,942.80,1038.81,2479.02,10587.50,913.05,911.00
1989-11-21,895.38,963.31,2479.01,10566.44,901.95,906.00
1989-11-22,1013.00,916.99,2479.12,10800.49,892.88,895.00
1989-11-23,822.92,1201.98,2479.04,10629.76,905.99,909.00
1989-11-24,1013.93,1086.14,2479.13,10822.02,915.57,917.00
1989-11-25,849.41,1055.58,2478.98,10503.49,1006.82,1010.00
1989-11-26,1018.35,1402.00,2479.05,10650.96,943.80,944.00
1989-11-27,908.21,849.04,2478.99,10524.43,969.51,972.00
1989-11-28,697.21,917.59,2478.80,10134.10,892.38,894.00
1989-11-29,829.69,626.48,2478.95,10440.92,670.04,675.00
1989-11-30,1063.61,522.06,2479.36,11328.75,612.06,616.00
1989-12-01,1494.43,764.61,2480.04,12969.94,667.01,667.00
1989-12-02,835.00,870.46,2480.04,12969.94,831.88,835.00
1989-12-03,768.29,985.77,2479.93,12688.86,912.04,910.00
1989-12-04,993.17,1059.98,2479.97,12790.35,944.81,942.00
1989-12-05,1061.59,1603.43,2480.01,12892.67,1014.89,1010.00
1989-12-06,1185.05,1262.90,2480.06,13021.69,1129.84,1120.00
1989-12-07,682.68,1253.01,2479.73,12193.95,1098.08,1100.00
1989-12-08,928.08,1214.85,2479.68,12073.12,993.21,989.00
1989-12-09,786.90,1161.09,2479.54,11741.69,908.00,954.00
1989-12-10,1006.80,1047.02,2479.64,11977.32,884.81,888.00
1989-12-11,151.08,721.75,2479.00,10545.42,872.21,873.00
1989-12-12,465.76,654.98,2478.85,10235.52,610.04,622.00
1989-12-13,1684.05,770.72,2479.83,12439.25,572.73,573.00
1989-12-14,2768.37,822.83,2481.28,16599.32,670.04,671.00
1989-12-15,1162.27,684.05,2482.44,17518.21,694.74,699.00
1989-12-16,892.77,832.42,2483.16,17894.61,702.81,703.00
1989-12-17,824.20,926.14,2483.46,18073.51,731.04,734.00
1989-12-18,793.13,756.31,2483.51,18103.52,773.90,778.00
1989-12-19,685.68,809.31,2483.29,17971.97,748.69,752.00
1989-12-20,689.00,736.19,2483.29,17971.97,686.68,689.00
1989-12-21,834.24,727.10,2483.75,18248.14,693.73,695.00
1989-12-22,854.61,848.42,2484.17,18517.12,713.90,719.00
1989-12-23,820.55,782.47,2484.38,18663.01,738.60,747.00
1989-12-24,782.15,765.61,2484.48,18732.73,738.60,747.00
1989-12-25,697.82,912.51,2484.36,18649.06,733.56,740.00
1989-12-26,705.95,614.98,2484.68,18873.10,585.84,593.00
1989-12-27,772.03,532.50,2485.57,19495.96,456.78,458.00
1989-12-28,844.71,589.66,2486.37,20092.40,544.00,544.00
1989-12-29,833.65,599.24,2487.08,20662.95,545.00,546.00
1989-12-30,720.05,601.24,2487.51,21004.20,549.04,548.00
1989-12-31,763.91,625.47,2488.03,21426.50,550.05,551.00
1990-01-01,794.43,799.39,2488.17,21550.32,731.04,732.00
1990-01-02,887.49,941.71,2488.38,21737.74,789.02,793.00
1990-01-03,678.04,855.00,2488.16,21541.45,775.91,777.00
1990-01-04,647.37,768.85,2488.27,21639.37,590.88,598.00
1990-01-05,863.42,614.63,2488.91,22217.39,575.25,572.00
1990-01-06,903.21,858.77,2489.15,22418.13,797.09,802.00
1990-01-07,941.11,2217.09,2489.43,22640.50,829.86,829.00
1990-01-08,1593.87,2969.63,2491.16,24141.72,837.93,837.00
1990-01-09,2535.00,1799.11,2494.68,27475.93,853.05,854.00
1990-01-10,1978.48,1214.23,2496.99,29888.78,618.61,762.00
1990-01-11,1301.11,1811.89,2497.01,29910.81,981.61,1290.00
1990-01-12,1133.73,1326.47,2496.91,29799.20,1141.94,1190.00
1990-01-13,1064.37,1341.82,2496.90,29788.04,1075.89,1070.00
1990-01-14,1040.00,1342.64,2496.90,29788.04,1041.10,1040.00
1990-01-15,991.98,1177.29,2496.85,29732.46,1022.96,1020.00
1990-01-16,935.87,1254.73,2496.75,29621.12,994.22,992.00
1990-01-17,854.17,1221.44,2496.49,29333.85,996.74,999.00
1990-01-18,791.68,1017.88,2496.15,28962.30,978.59,979.00
1990-01-19,670.49,996.92,2495.61,28405.91,950.86,951.00
1990-01-20,569.86,999.95,2494.86,27657.87,947.83,947.00
1990-01-21,583.81,1167.87,2494.27,27066.42,883.80,882.00
1990-01-22,840.99,701.21,2494.26,27056.49,847.00,846.00
1990-01-23,797.76,1420.06,2493.74,26536.34,1090.01,1060.00
1990-01-24,727.04,1154.39,2493.20,25996.91,979.09,999.00
1990-01-25,701.20,1032.75,2492.74,25562.92,922.12,920.00
1990-01-26,764.22,1113.08,2492.22,25095.25,1000.27,1000.00
1990-01-27,746.24,1313.35,2491.71,24635.56,977.08,978.00
1990-01-28,729.95,1779.67,2491.24,24212.99,949.85,943.00
1990-01-29,722.35,950.58,2490.66,23690.05,984.13,986.00
1990-01-30,776.84,1540.73,2490.22,23295.03,976.07,976.00
1990-01-31,772.58,1131.46,2489.76,22905.44,973.04,969.00
1990-02-01,788.29,1369.82,2489.30,22537.08,977.08,974.00
1990-02-02,733.51,1130.60,2488.72,22044.21,982.12,982.00
1990-02-03,705.48,1144.50,2488.18,21559.21,950.86,950.00
1990-02-04,769.03,1142.23,2487.69,21148.69,974.05,976.00
1990-02-05,720.81,989.86,2487.18,20741.71,925.15,926.00
1990-02-06,695.79,1254.50,2486.69,20348.56,893.89,894.00
1990-02-07,735.79,1116.00,2486.22,19973.26,923.13,925.00
1990-02-08,745.87,1837.75,2485.69,19580.27,946.83,944.00
1990-02-09,735.42,1526.29,2485.20,19237.97,907.00,908.00
1990-02-10,979.49,1251.75,2485.21,19244.90,976.07,976.00
1990-02-11,1017.36,1330.98,2485.03,19120.65,1063.79,1080.00
1990-02-12,993.00,922.63,2485.03,19120.65,871.70,993.00
1990-02-13,924.48,1239.10,2485.04,19127.56,923.14,921.00
1990-02-14,781.52,898.22,2485.03,19120.65,783.98,785.00
1990-02-15,664.17,721.77,2485.16,19210.25,597.74,619.00
1990-02-16,768.47,1303.53,2485.21,19244.90,746.67,751.00
1990-02-17,966.08,967.55,2485.69,19580.27,793.56,797.00
1990-02-18,859.07,969.43,2485.85,19693.46,799.61,802.00
1990-02-19,784.13,842.35,2485.80,19658.01,799.61,802.00
1990-02-20,768.92,992.55,2485.71,19594.38,799.61,801.00
1990-02-21,926.48,971.68,2486.05,19839.30,800.11,803.00
1990-02-22,973.78,942.27,2486.48,20180.02,800.11,802.00
1990-02-23,956.25,974.68,2486.85,20478.04,803.14,806.00
1990-02-24,976.89,877.99,2487.26,20805.09,811.20,812.00
1990-02-25,1069.77,1012.10,2487.89,21310.41,811.20,815.00
1990-02-26,1247.71,950.93,2488.85,22162.72,818.26,818.00
1990-02-27,1371.17,569.00,2490.85,23862.90,523.83,514.00
1990-02-28,1310.06,640.00,2492.45,25301.03,594.92,585.00
1990-03-01,1253.81,782.65,2493.60,26395.52,696.76,702.00
1990-03-02,1259.24,1225.59,2494.22,27016.83,936.24,946.00
1990-03-03,1565.40,1311.09,2495.64,28435.80,844.98,850.00
1990-03-04,1788.01,1133.93,2497.31,30236.81,879.77,880.00
1990-03-05,1502.94,1651.87,2497.06,29964.95,793.05,1640.00
1990-03-06,1330.81,1552.90,2496.90,29788.04,779.95,1420.00
1990-03-07,1238.87,1348.49,2496.88,29765.97,786.50,1250.00
1990-03-08,1352.19,1810.71,2497.10,30008.34,779.95,1230.00
1990-03-09,1310.00,1449.76,2497.10,30008.34,793.05,1310.00
1990-03-10,1302.73,2074.84,2497.16,30073.25,786.50,1270.00
1990-03-11,1568.21,1825.67,2497.12,30030.03,786.50,1590.00
1990-03-12,1324.53,1370.94,2497.11,30019.18,786.50,1330.00
1990-03-13,1224.53,1365.78,2497.10,30008.34,786.50,1230.00
1990-03-14,1157.19,1227.26,2497.04,29943.27,786.50,1190.00
1990-03-15,1157.33,1266.71,2497.09,29997.47,893.89,1130.00
1990-03-16,1139.08,1151.03,2497.07,29975.81,1068.83,1150.00
1990-03-17,1147.23,1381.35,2497.01,29910.81,1177.73,1180.00
1990-03-18,1248.89,1386.19,2496.99,29888.78,1258.90,1260.00
1990-03-19,1398.40,1601.26,2497.06,29964.95,1358.73,1360.00
1990-03-20,1696.54,1973.09,2497.20,30116.77,1189.83,1620.00
1990-03-21,1946.50,2309.22,2497.23,30149.49,1573.00,1930.00
1990-03-22,2098.84,2763.82,2497.10,30008.34,1552.83,2170.00
1990-03-23,2554.52,3945.44,2497.09,29997.47,1565.94,2560.00
1990-03-24,2950.00,3612.80,2497.09,29997.47,1552.83,2950.00
1990-03-25,2423.69,2898.23,2497.17,30084.12,1573.00,2380.00
1990-03-26,2071.52,2742.90,2496.99,29888.78,1566.45,2170.00
1990-03-27,2012.04,2659.83,2497.14,30051.50,1566.45,1930.00
1990-03-28,2124.07,2726.53,2497.42,30357.10,1593.17,1970.00
1990-03-29,2187.68,2953.26,2497.47,30412.01,1573.00,2160.00
1990-03-30,2125.56,3051.80,2497.48,30423.03,1579.56,2120.00
1990-03-31,2180.00,3179.60,2497.48,30423.03,1552.83,1870.00
1990-04-01,2326.10,3571.03,2497.50,30445.05,1465.61,1890.00
1990-04-02,2643.09,4083.04,2497.52,30467.05,1566.45,2060.00
1990-04-03,2909.81,4359.78,2497.48,30423.03,1559.39,2350.00
1990-04-04,3141.10,4841.35,2497.50,30445.05,1566.45,2530.00
1990-04-05,3081.00,4657.51,2497.50,30445.05,1573.00,2380.00
1990-04-06,2939.00,4411.59,2497.50,30445.05,1573.00,2190.00
1990-04-07,2845.00,4332.43,2497.50,30445.05,1593.17,1980.00
1990-04-08,2900.00,4489.13,2497.50,30445.05,1579.56,1960.00
1990-04-09,2893.00,4082.64,2497.50,30445.05,1586.61,1880.00
1990-04-10,2694.00,3961.02,2497.50,30445.05,1464.60,1610.00
1990-04-11,2634.00,4190.71,2497.50,30445.05,1364.28,1460.00
1990-04-12,2773.55,4261.75,2497.51,30456.05,1351.17,1490.00
1990-04-13,2769.89,4192.39,2497.49,30434.02,1263.44,1410.00
1990-04-14,2779.00,4148.21,2497.49,30434.02,1182.78,1350.00
1990-04-15,2917.00,4812.14,2497.49,30434.02,1297.22,1450.00
1990-04-16,3186.11,5323.02,2497.51,30456.05,1351.17,1660.00
1990-04-17,3499.45,6663.83,2497.50,30445.05,1539.22,1970.00
1990-04-18,3766.00,6918.81,2497.50,30445.05,1573.00,2210.00
1990-04-19,3710.44,6504.84,2497.49,30434.02,1546.28,2140.00
1990-04-20,3505.46,6759.64,2497.48,30423.03,1492.33,1930.00
1990-04-21,4121.19,8498.14,2497.52,30467.05,1552.83,2520.00
1990-04-22,4803.45,10024.21,2497.51,30456.05,1552.83,3210.00
1990-04-23,5819.89,11841.24,2497.49,30434.02,1512.50,4320.00
1990-04-24,5678.00,9621.43,2497.49,30434.02,1498.89,4350.00
1990-04-25,4807.11,8182.40,2497.51,30456.05,1512.50,3540.00
1990-04-26,4465.35,7102.29,2497.48,30423.03,1559.39,3250.00
1990-04-27,4078.19,7663.07,2497.52,30467.05,1566.45,2860.00
1990-04-28,6003.00,9230.83,2497.52,30467.05,1546.28,4880.00
1990-04-29,6111.35,9165.05,2497.49,30434.02,1526.11,5040.00
1990-04-30,5067.90,6792.83,2497.47,30412.01,1539.22,4000.00
1990-05-01,4485.66,6369.44,2497.50,30445.05,1546.28,3400.00
1990-05-02,4136.55,5754.68,2497.51,30456.05,1565.94,3080.00
1990-05-03,3898.45,5613.52,2497.50,30445.05,1559.39,2840.00
1990-05-04,3707.44,5661.89,2497.49,30434.02,1566.45,2580.00
1990-05-05,3653.56,5996.75,2497.50,30445.05,1542.28,2430.00
1990-05-06,3755.09,6787.00,2497.52,30467.05,1573.00,2470.00
1990-05-07,3905.35,6245.91,2497.49,30434.02,1579.56,2580.00
1990-05-08,3788.56,5519.43,2497.50,30445.05,1573.00,2370.00
1990-05-09,3513.09,5103.17,2497.52,30467.05,1579.56,2060.00
1990-05-10,3330.91,5247.96,2497.50,30445.05,1573.00,1860.00
1990-05-11,3244.00,4966.45,2497.50,30445.05,1565.94,1760.00
1990-05-12,3153.09,4896.74,2497.52,30467.05,1459.56,1660.00
1990-05-13,3010.45,4463.48,2497.51,30456.05,1339.57,1530.00
1990-05-14,2914.45,4552.37,2497.50,30445.05,1213.53,1410.00
1990-05-15,2853.55,4225.64,2497.51,30456.05,1089.50,1290.00
1990-05-16,2746.89,3984.91,2497.49,30434.02,995.23,1190.00
1990-05-17,2612.67,3896.75,2497.41,30346.10,881.79,1090.00
1990-05-18,2684.43,3805.44,2497.51,30456.05,869.69,1060.00
1990-05-19,2620.11,3863.40,2497.53,30478.09,838.43,1040.00
1990-05-20,2673.00,4913.27,2497.53,30478.09,892.88,1100.00
1990-05-21,2814.78,4649.76,2497.49,30434.02,1075.89,1270.00
1990-05-22,2680.56,4763.70,2497.50,30445.05,897.92,1110.00
1990-05-23,2999.66,4937.63,2497.53,30478.09,1199.41,1410.00
1990-05-24,3417.89,7290.18,2497.51,30456.05,1539.23,1910.00
1990-05-25,3569.45,5986.99,2497.50,30445.05,1586.61,2180.00
1990-05-26,3235.90,5284.91,2497.48,30423.03,1599.72,1890.00
1990-05-27,3104.00,5354.37,2497.48,30423.03,1565.94,1750.00
1990-05-28,3166.10,5959.81,2497.50,30445.05,1579.56,1880.00
1990-05-29,3827.55,8920.12,2497.51,30456.05,1579.56,2640.00
1990-05-30,4980.45,9614.38,2497.50,30445.05,1545.78,3890.00
1990-05-31,5267.55,9252.66,2497.51,30456.05,1559.39,4210.00
1990-06-01,5953.45,7817.38,2497.50,30445.05,1546.28,4980.00
1990-06-02,6271.44,6736.66,2497.49,30434.02,1546.28,5300.00
1990-06-03,6299.56,6093.88,2497.50,30445.05,1539.22,5510.00
1990-06-04,6347.00,6394.48,2497.50,30445.05,1539.22,5320.00
1990-06-05,6179.00,6123.72,2497.50,30445.05,1546.28,5030.00
1990-06-06,5837.00,6953.32,2497.50,30445.05,1545.78,4630.00
1990-06-07,5555.09,6993.77,2497.52,30467.05,1532.67,4270.00
1990-06-08,5365.57,6438.85,2497.53,30478.09,1525.61,4080.00
1990-06-09,5278.24,5650.68,2497.48,30423.03,1485.28,4010.00
1990-06-10,5781.19,7469.07,2497.52,30467.05,1498.89,4460.00
1990-06-11,6343.45,6698.99,2497.51,30456.05,1539.22,4980.00
1990-06-12,6049.00,6116.22,2497.51,30456.05,1559.39,4550.00
1990-06-13,5739.00,5890.97,2497.51,30456.05,1613.33,4220.00
1990-06-14,5410.45,4553.86,2497.50,30445.05,1552.83,3890.00
1990-06-15,5268.00,4668.88,2497.50,30445.05,1559.39,3740.00
1990-06-16,4948.00,4525.55,2497.50,30445.05,1526.11,3400.00
1990-06-17,4368.00,4212.05,2497.50,30445.05,1532.67,2820.00
1990-06-18,4179.00,4400.84,2497.50,30445.05,1539.22,2620.00
1990-06-19,3923.55,3979.92,2497.51,30456.05,1526.11,2350.00
1990-06-20,3843.22,3946.68,2497.55,30500.12,1478.72,2240.00
1990-06-21,3927.33,4177.98,2497.52,30467.05,1337.55,2350.00
1990-06-22,3984.57,4054.63,2497.53,30478.09,1216.55,2380.00
1990-06-23,4129.89,4010.64,2497.51,30456.05,1196.39,2540.00
1990-06-24,4333.45,4051.54,2497.50,30445.05,1169.67,2730.00
1990-06-25,4181.90,3875.71,2497.48,30423.03,1169.67,2570.00
1990-06-26,3772.44,3704.14,2497.47,30412.01,1189.83,2150.00
1990-06-27,3474.66,3173.12,2497.50,30445.05,1216.55,1830.00
1990-06-28,3224.00,3170.91,2497.50,30445.05,1196.39,1600.00
1990-06-29,2949.55,2717.39,2497.51,30456.05,1115.72,1320.00
1990-06-30,2784.89,2475.67,2497.49,30434.02,998.25,1170.00
1990-07-01,2803.65,2238.56,2497.52,30467.05,993.21,1160.00
1990-07-02,2798.91,3126.92,2497.50,30445.05,1016.40,1180.00
1990-07-03,2991.00,2629.99,2497.50,30445.05,1188.32,1360.00
1990-07-04,2839.00,2412.11,2497.50,30445.05,1041.10,1210.00
1990-07-05,2567.11,2218.47,2497.41,30346.10,815.24,988.00
1990-07-06,2588.54,1838.21,2497.53,30478.09,740.12,909.00
1990-07-07,2692.43,1715.61,2497.52,30467.05,889.85,1060.00
1990-07-08,2688.45,1710.21,2497.51,30456.05,891.87,1060.00
1990-07-09,2687.00,1673.06,2497.51,30456.05,889.85,1060.00
1990-07-10,2661.45,1451.34,2497.50,30445.05,840.95,1040.00
1990-07-11,2717.00,1315.36,2497.50,30445.05,887.33,1090.00
1990-07-12,2758.90,1477.04,2497.48,30423.03,924.14,1140.00
1990-07-13,2790.65,1410.13,2497.51,30456.05,919.10,1140.00
1990-07-14,2758.55,1212.19,2497.52,30467.05,898.43,1120.00
1990-07-15,2767.45,1059.41,2497.51,30456.05,909.52,1140.00
1990-07-16,2729.45,929.40,2497.50,30445.05,873.22,1100.00
1990-07-17,2702.55,1311.28,2497.51,30456.05,895.80,1090.00
1990-07-18,2696.45,954.96,2497.50,30445.05,871.20,1100.00
1990-07-19,,1045.84,,,983.13,1160.00
1990-07-20,,1066.94,2497.52,30467.05,972.03,1180.00
1990-07-21,2770.91,768.69,2497.50,30445.05,961.95,1170.00
1990-07-22,2749.09,906.98,2497.52,30467.05,921.11,1130.00
1990-07-23,2710.45,1042.85,2497.51,30456.05,906.49,1110.00
1990-07-24,2701.45,1712.85,2497.50,30445.05,893.38,1100.00
1990-07-25,2769.00,657.80,2497.50,30445.05,1013.38,1170.00
1990-07-26,2759.00,959.33,2497.50,30445.05,960.44,1160.00
1990-07-27,2742.00,1130.73,2497.50,30445.05,939.77,1140.00
1990-07-28,2705.55,1045.35,2497.51,30456.05,897.92,1100.00
1990-07-29,2594.45,746.55,2497.50,30445.05,790.03,997.00
1990-07-30,2494.90,957.20,2497.48,30423.03,700.79,902.00
1990-07-31,2505.10,1070.25,2497.50,30445.05,687.68,893.00
1990-08-01,2517.00,454.36,2497.50,30445.05,711.88,917.00
1990-08-02,2547.00,707.18,2497.50,30445.05,735.58,944.00
1990-08-03,2585.55,753.94,2497.51,30456.05,767.85,976.00
1990-08-04,2570.00,477.17,2497.51,30456.05,750.70,966.00
1990-08-05,2582.45,595.37,2497.50,30445.05,772.38,984.00
1990-08-06,2595.44,542.63,2497.49,30434.02,692.22,997.00
1990-08-07,2585.65,474.87,2497.52,30467.05,758.77,965.00
1990-08-08,2543.35,288.18,2497.49,30434.02,738.10,942.00
1990-08-09,2602.11,676.05,2497.51,30456.05,769.86,973.00
1990-08-10,2660.22,524.13,2497.55,30500.12,813.73,1020.00
1990-08-11,2597.24,602.24,2497.50,30445.05,808.18,1010.00
1990-08-12,2636.00,810.16,2497.50,30445.05,819.78,1020.00
1990-08-13,2663.55,1058.77,2497.51,30456.05,838.93,1040.00
1990-08-14,2638.45,562.30,2497.50,30445.05,825.32,1030.00
1990-08-15,2615.00,608.18,2497.50,30445.05,795.07,997.00
1990-08-16,2614.09,297.66,2497.52,30467.05,788.01,994.00
1990-08-17,2632.35,1865.75,2497.49,30434.02,848.01,1040.00
1990-08-18,2658.11,999.16,2497.51,30456.05,851.54,1040.00
1990-08-19,2781.00,878.58,2497.51,30456.05,1000.27,1180.00
1990-08-20,2809.00,1172.04,2497.51,30456.05,1014.89,1210.00
1990-08-21,2844.00,799.73,2497.51,30456.05,978.59,1240.00
1990-08-22,2796.89,1315.10,2497.49,30434.02,964.47,1220.00
1990-08-23,2750.11,1125.02,2497.51,30456.05,887.84,1150.00
1990-08-24,2708.89,1489.79,2497.49,30434.02,887.33,1150.00
1990-08-25,2807.65,1765.38,2497.52,30467.05,993.71,1260.00
1990-08-26,2721.91,623.06,2497.50,30445.05,938.25,1250.00
1990-08-27,2686.00,1131.73,2497.50,30445.05,907.50,1260.00
1990-08-28,2612.00,926.01,2497.50,30445.05,907.50,1250.00
1990-08-29,2518.66,900.49,2497.53,30478.09,759.28,1140.00
1990-08-30,2432.43,639.32,2497.52,30467.05,766.33,1090.00
1990-08-31,2413.00,952.42,2497.52,30467.05,779.44,1040.00
1990-09-01,2417.45,753.42,2497.51,30456.05,752.72,993.00
1990-09-02,2394.45,825.56,2497.50,30445.05,752.72,979.00
1990-09-03,2389.55,720.68,2497.51,30456.05,759.28,964.00
1990-09-04,2383.00,376.82,2497.51,30456.05,746.17,967.00
1990-09-05,2480.55,808.06,2497.52,30467.05,746.17,1060.00
1990-09-06,2710.45,359.82,2497.51,30456.05,752.72,1300.00
1990-09-07,2808.80,890.99,2497.47,30412.01,927.67,1380.00
1990-09-08,2582.66,937.84,2497.50,30445.05,875.23,1120.00
1990-09-09,2471.00,635.12,2497.50,30445.05,867.17,1070.00
1990-09-10,2438.44,909.01,2497.49,30434.02,779.95,1110.00
1990-09-11,2292.00,522.01,2497.49,30434.02,836.92,1010.00
1990-09-12,2194.00,675.54,2497.49,30434.02,719.45,917.00
1990-09-13,2164.11,591.11,2497.51,30456.05,678.61,879.00
1990-09-14,2150.89,446.09,2497.49,30434.02,679.11,881.00
1990-09-15,2155.00,345.48,2497.49,30434.02,672.05,872.00
1990-09-16,2186.00,701.29,2497.49,30434.02,742.13,903.00
1990-09-17,2188.11,570.48,2497.51,30456.05,770.87,927.00
1990-09-18,2200.00,562.17,2497.51,30456.05,849.02,1000.00
1990-09-19,2145.00,525.99,2497.51,30456.05,788.52,950.00
1990-09-20,2088.45,383.38,2497.50,30445.05,745.16,900.00
1990-09-21,2086.00,529.48,2497.50,30445.05,737.09,892.00
1990-09-22,2098.00,575.52,2497.50,30445.05,761.80,911.00
1990-09-23,2087.55,522.49,2497.51,30456.05,750.70,898.00
1990-09-24,2079.45,596.33,2497.50,30445.05,774.40,926.00
1990-09-25,2047.55,874.91,2497.51,30456.05,795.07,944.00
1990-09-26,2059.89,646.27,2497.49,30434.02,841.96,978.00
1990-09-27,2060.11,1036.85,2497.51,30456.05,810.70,956.00
1990-09-28,2020.45,53.00,2497.50,30445.05,795.07,933.00
1990-09-29,2013.00,587.00,2497.50,30445.05,813.73,939.00
1990-09-30,2002.09,798.26,2497.52,30467.05,832.88,956.00
1990-10-01,1390.91,-8.74,2497.50,30445.05,840.95,346.00
1990-10-02,1937.55,675.41,2497.51,30456.05,766.84,876.00
1990-10-03,1911.80,570.50,2497.47,30412.01,813.73,927.00
1990-10-04,1937.66,864.40,2497.50,30445.05,804.65,914.00
1990-10-05,1906.55,955.88,2497.51,30456.05,836.92,944.00
1990-10-06,1892.55,1016.23,2497.52,30467.05,820.78,930.00
1990-10-07,1907.45,898.38,2497.51,30456.05,848.51,957.00
1990-10-08,1807.00,426.53,2497.51,30456.05,818.26,933.00
1990-10-09,1809.45,904.54,2497.50,30445.05,851.03,951.00
1990-10-10,1682.81,981.82,2497.46,30401.03,748.69,848.00
1990-10-11,1437.45,974.00,2496.97,29866.38,761.80,857.00
1990-10-12,1288.97,564.61,2496.48,29322.84,659.95,757.00
1990-10-13,1290.30,1082.12,2496.02,28821.61,647.85,746.00
1990-10-14,1328.80,1130.35,2495.50,28295.59,702.81,800.00
1990-10-15,1595.52,1353.93,2495.24,28036.78,1165.13,1140.00
1990-10-16,1073.04,1664.40,2494.77,27566.77,1352.18,1310.00
1990-10-17,782.74,1067.68,2494.22,27016.83,1101.10,1060.00
1990-10-18,737.39,1138.08,2493.70,26495.96,1041.10,1000.00
1990-10-19,753.44,1065.37,2493.17,25967.24,1057.24,1020.00
1990-10-20,772.30,1140.56,2492.60,25436.26,1080.93,1040.00
1990-10-21,756.92,1258.79,2492.07,24962.05,1036.06,996.00
1990-10-22,830.71,1198.86,2491.59,24527.09,1090.01,1050.00
1990-10-23,897.65,1239.93,2491.03,24026.56,1196.89,1150.00
1990-10-24,803.03,1078.04,2490.49,23536.70,1092.53,1050.00
1990-10-25,775.73,1075.35,2489.99,23091.87,1042.62,1000.00
1990-10-26,777.66,981.40,2489.50,22696.48,1016.90,977.00
1990-10-27,780.46,977.32,2488.99,22290.79,1025.98,985.00
1990-10-28,738.89,1032.49,2488.49,21836.35,1008.84,968.00
1990-10-29,751.90,908.00,2487.99,21391.85,1016.90,976.00
1990-10-30,755.41,968.76,2487.47,20972.17,1007.83,967.00
1990-10-31,773.02,1361.50,2486.97,20575.51,1017.91,973.00
1990-11-01,828.69,1338.63,2486.50,20196.05,1057.24,1020.00
1990-11-02,870.32,1089.93,2486.00,19800.00,1098.08,1070.00
1990-11-03,799.31,1215.71,2485.45,19411.85,1035.05,995.00
1990-11-04,806.72,1377.91,2485.02,19113.77,1003.80,957.00
1990-11-05,888.48,1268.14,2484.51,18753.74,1113.20,1070.00
1990-11-06,862.42,1219.71,2483.97,18381.68,1095.05,1050.00
1990-11-07,827.73,757.36,2483.50,18097.51,1001.78,971.00
1990-11-08,786.73,947.18,2483.14,17882.75,908.00,895.00
1990-11-09,866.29,991.40,2482.48,17538.21,1087.99,1040.00
1990-11-10,889.31,968.74,2482.13,17364.27,1018.92,977.00
1990-11-11,905.52,950.96,2481.98,17289.92,989.18,943.00
1990-11-12,896.06,928.90,2482.02,17309.88,932.20,886.00
1990-11-13,895.00,686.33,2482.02,17309.88,943.80,895.00
1990-11-14,896.00,1055.21,2482.02,17309.88,942.79,896.00
1990-11-15,,875.68,,,969.01,923.00
1990-11-16,,938.51,,,929.18,885.00
1990-11-17,,895.51,,,884.81,842.00
1990-11-18,,939.51,2482.30,17448.53,929.18,886.00
1990-11-19,926.97,1181.65,2482.24,17418.71,985.14,942.00
1990-11-20,962.51,992.43,2482.03,17423.68,1004.80,960.00
1990-11-21,,1092.16,2481.65,,1061.78,1010.00
1990-11-22,,1043.98,2481.05,,1090.01,1050.00
1990-11-23,,1112.16,2480.51,14241.30,1078.92,1030.00
1990-11-24,394.21,888.90,2480.07,13047.67,1039.59,996.00
1990-11-25,906.85,1061.25,2480.05,12995.80,973.55,933.00
1990-11-26,1024.41,944.29,2480.09,13099.75,1019.93,972.00
1990-11-27,798.18,1053.83,2479.96,12764.91,1006.82,967.00
1990-11-28,1260.06,767.26,2480.32,13713.13,823.81,782.00
1990-11-29,2138.86,734.35,2481.26,16533.35,754.23,717.00
