date,qt,qu,fb,mm,mx,mn,af,qj,qd
1989-09-01,,,2198.68,59.74,69.86,49.65,14146.46,,
1989-09-02,,,2198.14,59.10,73.24,45.48,13931.31,,
1989-09-03,,,2197.59,62.86,80.47,48.24,13713.82,,
1989-09-04,,,2197.02,66.61,82.51,50.83,13490.06,,
1989-09-05,,,2196.68,62.90,76.62,49.89,13358.93,,
1989-09-06,,,2196.30,60.55,76.70,45.56,13212.64,,
1989-09-07,,,2195.98,63.65,79.13,48.00,13089.24,,
1989-09-08,,,2195.47,66.58,82.36,51.30,12896.08,,
1989-09-09,,,2194.69,69.49,83.46,54.21,12603.12,,
1989-09-10,,,2193.89,70.07,83.93,52.64,12306.98,,
1989-09-11,,,2193.33,66.70,81.18,54.52,12102.49,,
1989-09-12,,,2192.72,70.09,85.74,53.66,11882.33,,
1989-09-13,,,2192.19,76.15,90.53,64.27,11692.88,,
1989-09-14,,,2191.59,69.86,86.37,53.50,11481.39,,
1989-09-15,,,2190.99,71.75,90.69,55.31,11270.28,,
1989-09-16,,,2190.16,63.10,69.38,56.73,10985.40,,
1989-09-17,,,2189.68,51.37,59.08,46.19,10824.05,,
1989-09-18,,,2189.81,51.59,62.70,45.17,10867.46,,
1989-09-19,,,2189.80,55.85,69.78,44.15,10863.88,,
1989-09-20,,,2189.80,60.54,76.38,46.74,10863.88,,
1989-09-21,,,2189.64,67.08,86.99,50.04,10810.90,,
1989-09-22,,,2189.52,71.48,89.35,53.66,10771.07,,
1989-09-23,,,2189.03,68.96,85.34,53.58,10608.56,,
1989-09-24,,,2188.58,70.18,85.03,57.59,10462.45,,
1989-09-25,,,2188.56,61.25,73.79,51.54,10455.81,,
1989-09-26,,,2188.31,57.07,66.08,51.77,10375.05,,
1989-09-27,,,2188.10,57.71,67.42,49.65,10306.38,,
1989-09-28,,,2188.07,59.93,71.27,47.61,10297.02,,
1989-09-29,,,2188.23,61.09,69.86,52.40,10348.91,,
1989-09-30,,,2188.24,54.78,60.03,52.01,10352.03,,
1989-10-01,,,2188.24,53.33,59.24,49.26,10352.03,,
1989-10-02,,,2188.26,52.97,61.60,43.91,10358.66,,
1989-10-03,,,2188.24,48.63,62.23,35.58,10352.03,,
1989-10-04,,,2188.24,50.18,65.45,35.03,10352.03,,
1989-10-05,,,2188.26,53.11,68.83,39.12,10358.66,,
1989-10-06,,,2188.26,56.62,71.27,41.63,10358.66,,
1989-10-07,,,2188.26,57.37,72.84,42.34,10358.66,,
1989-10-08,,,2188.26,59.98,75.83,47.21,10358.66,,
1989-10-09,,,2188.27,62.48,78.74,48.31,10361.79,,
1989-10-10,,,2188.56,62.81,75.04,51.30,10455.81,,
1989-10-11,,,2188.84,58.80,70.41,48.00,10546.72,,
1989-10-12,,,2189.02,57.51,70.25,45.48,10605.37,,
1989-10-13,,,2189.02,54.23,66.24,41.95,10605.37,,
1989-10-14,,,2189.02,52.39,61.92,45.40,10605.37,,
1989-10-15,,,2189.02,50.10,64.51,39.51,10605.37,,
1989-10-16,,,2189.02,50.85,64.82,37.86,10605.37,,
1989-10-17,,,2188.86,58.85,80.08,41.87,10553.35,,
1989-10-18,,,2188.98,57.94,69.62,46.98,10591.98,,
1989-10-19,,,2189.04,58.44,67.26,53.11,10612.14,,
1989-10-20,,,2189.04,55.67,67.97,50.91,10612.14,,
1989-10-21,,,2189.09,53.77,60.89,48.00,10628.48,,
1989-10-22,,,2189.14,54.32,59.95,51.30,10645.20,,
1989-10-23,,,2189.30,51.85,55.70,46.90,10698.18,,
1989-10-24,,,2189.30,48.08,52.64,40.61,10698.18,,
1989-10-25,,,2189.30,44.49,51.62,34.16,10698.18,,
1989-10-26,,,2189.35,48.54,54.37,43.83,10714.91,,
1989-10-27,,,2189.38,43.36,50.67,39.51,10724.87,,
1989-10-28,,,2189.38,42.94,49.57,37.54,10724.87,,
1989-10-29,,,2189.58,50.30,60.03,43.36,10790.99,,
1989-10-30,,,2189.87,45.00,57.28,31.49,10886.98,,
1989-10-31,,,2189.80,46.11,58.61,32.98,10863.88,,
1989-11-01,,,2190.08,55.12,64.75,42.50,10980.14,,
1989-11-02,,,2190.36,45.88,59.40,32.04,11096.39,,
1989-11-03,,,2190.65,47.91,63.17,36.05,11212.65,,
1989-11-04,,,2190.93,45.06,52.24,35.89,11328.91,,
1989-11-05,,,2191.21,44.86,51.46,35.50,11445.16,,
1989-11-06,,,2191.49,40.53,49.41,30.55,11561.42,,
1989-11-07,,,2191.78,45.78,55.55,37.07,11677.68,,
1989-11-08,,,2192.06,39.95,51.69,30.70,11793.93,,
1989-11-09,,,2192.34,44.97,58.30,33.77,11910.19,,
1989-11-10,,,2192.62,47.44,61.44,38.17,12026.45,,
1989-11-11,,,2192.91,44.68,56.18,34.87,12142.70,,
1989-11-12,,,2193.19,43.73,52.09,35.18,12258.96,,
1989-11-13,,,2193.47,46.30,52.32,42.10,12375.22,,
1989-11-14,,,2193.75,41.34,52.48,30.86,12491.47,,
1989-11-15,,,2194.03,41.80,52.09,34.32,12607.73,,
1989-11-16,,,2194.32,40.55,49.96,28.89,12723.99,,
1989-11-17,,,2194.60,43.87,55.47,36.29,12840.24,,
1989-11-18,,,2194.88,52.07,67.34,37.78,12956.50,,
1989-11-19,,,2195.16,47.24,54.52,35.18,13072.76,,
1989-11-20,,,2195.45,43.94,55.23,32.59,13189.01,,
1989-11-21,,,2195.73,43.39,53.42,32.67,13305.27,,
1989-11-22,,,2196.01,42.72,53.82,32.51,13421.53,,
1989-11-23,,,2196.29,44.01,57.04,37.94,13537.78,,
1989-11-24,,,2196.58,39.50,46.27,34.24,13654.04,,
1989-11-25,,,2196.86,38.91,41.71,34.79,13770.30,,
1989-11-26,,,2197.14,37.07,42.73,32.35,13886.55,,
1989-11-27,,,2197.42,41.55,48.39,34.56,14002.81,,
1989-11-28,,,2197.70,44.59,50.44,39.35,14119.07,,
1989-11-29,,,2197.99,45.79,53.58,39.74,14235.32,,
1989-11-30,,,2198.27,50.14,58.30,42.18,14351.58,,
1989-12-01,,,2198.55,52.34,59.16,37.86,14467.84,,
1989-12-02,,,2198.83,52.31,56.80,37.94,14584.09,,
1989-12-03,,,2199.12,54.85,59.87,49.26,14700.35,,
1989-12-04,,,2199.40,58.78,63.25,52.24,14816.61,,
1989-12-05,,,2199.68,51.75,55.55,45.09,14932.86,,
1989-12-06,,,2199.96,41.54,49.49,34.40,15049.12,,
1989-12-07,,,2200.25,36.69,43.44,32.43,15165.38,,
1989-12-08,,,2200.53,43.00,53.66,33.38,15281.63,,
1989-12-09,,,2200.81,39.54,46.27,30.47,15397.89,,
1989-12-10,,,2201.09,31.05,41.40,23.39,15514.15,,
1989-12-11,,,2201.38,42.93,49.02,38.01,15630.40,,
1989-12-12,,,2201.66,37.64,45.56,27.72,15746.66,,
1989-12-13,,,2201.94,35.69,46.82,26.06,15862.92,,
1989-12-14,,,2202.22,38.60,48.00,30.47,15979.17,,
1989-12-15,,,2202.50,36.71,46.82,28.34,16095.43,,
1989-12-16,,,2202.79,40.32,57.36,27.17,16211.69,,
1989-12-17,,,2203.07,32.20,43.75,21.90,16327.94,,
1989-12-18,,,2203.35,30.32,39.27,21.43,16444.20,,
1989-12-19,,,2203.63,30.43,43.20,21.50,16560.46,,
1989-12-20,,,2203.92,31.53,37.94,25.75,16676.71,,
1989-12-21,,,2204.20,33.61,48.16,25.28,16792.97,,
1989-12-22,,,2204.48,42.88,56.33,30.00,16909.23,,
1989-12-23,,,2204.76,36.25,46.03,27.95,17025.48,,
1989-12-24,,,2205.05,36.98,49.57,29.92,17141.74,,
1989-12-25,,,2205.33,40.08,63.17,25.36,17258.00,,
1989-12-26,,,2205.61,44.75,60.66,29.05,17374.25,,
1989-12-27,,,2205.89,36.00,51.69,25.28,17490.51,,
1989-12-28,,,2206.17,36.23,43.99,29.52,17606.77,,
1989-12-29,,,2206.46,32.00,41.71,23.16,17723.02,,
1989-12-30,,,2206.74,33.44,52.80,22.45,17839.28,,
1989-12-31,,,2207.02,35.10,51.62,26.69,17955.54,,
1990-01-01,,,2207.30,34.38,41.87,31.65,18071.79,,
1990-01-02,,,2207.59,34.02,39.35,31.17,18188.05,,
1990-01-03,,,2207.87,32.43,41.55,25.04,18304.31,,
1990-01-04,,,2208.15,32.83,41.00,27.40,18420.56,,
1990-01-05,,,2208.43,38.89,52.01,31.10,18536.82,,
1990-01-06,,,2208.72,45.29,49.81,34.56,18653.08,,
1990-01-07,,,2209.00,46.01,54.52,42.18,18769.33,,
1990-01-08,,,2209.28,48.67,56.02,41.87,18885.59,,
1990-01-09,,,2209.69,51.73,57.67,39.35,19086.92,,
1990-01-10,,,2210.46,42.75,48.31,37.94,19470.57,,
1990-01-11,,,2210.57,50.95,59.87,37.54,19526.07,,
1990-01-12,,,2210.83,53.18,58.77,44.70,19656.61,,
1990-01-13,,,2210.88,45.45,50.36,40.92,19681.61,,
1990-01-14,,,2210.96,40.86,44.54,37.15,19721.87,,
1990-01-15,,,2211.10,39.31,42.65,36.60,19792.65,,
1990-01-16,,,2211.41,35.75,37.70,32.90,19950.79,,
1990-01-17,,,2211.63,34.44,38.72,29.05,20062.60,,
1990-01-18,,,2211.87,40.79,49.41,28.97,20184.90,,
1990-01-19,,,2212.03,42.15,49.73,36.91,20266.72,,
1990-01-20,,,2212.04,34.12,43.75,24.10,20271.75,,
1990-01-21,,,2212.09,36.43,50.04,25.20,20297.52,,
1990-01-22,,,2213.22,39.07,48.71,32.20,20884.18,,
1990-01-23,,,2213.44,38.02,47.21,29.84,21000.00,,
1990-01-24,,,2214.69,36.28,49.65,24.73,21662.90,,
1990-01-25,,,2214.69,43.38,58.22,34.40,21662.90,,
1990-01-26,,,2214.69,35.62,40.37,28.42,21662.90,,
1990-01-27,,,2214.69,34.64,42.65,27.72,21662.90,,
1990-01-28,,,2214.69,38.98,48.94,26.69,21662.90,,
1990-01-29,,,2214.69,40.21,46.90,33.85,21662.90,,
1990-01-30,,,2214.69,36.41,40.37,32.75,21662.90,,
1990-01-31,,,2213.53,34.55,37.70,30.62,21048.00,,
1990-02-01,,,2217.08,34.81,37.39,31.88,22965.18,,
1990-02-02,,,2217.08,41.65,48.31,32.75,22965.18,,
1990-02-03,,,2217.08,39.65,45.40,31.80,22965.18,,
1990-02-04,,,2217.08,34.36,43.75,27.24,22965.18,,
1990-02-05,,,2217.08,37.72,44.54,30.86,22965.18,,
1990-02-06,,,2217.08,32.12,36.21,28.82,22965.18,,
1990-02-07,,,2217.08,34.45,41.32,28.34,22965.18,,
1990-02-08,,,2218.58,38.96,45.01,31.96,23808.03,,
1990-02-09,,,2218.58,41.07,46.82,33.53,23808.03,,
1990-02-10,,,2218.58,42.32,52.01,35.73,23808.03,,
1990-02-11,,,2218.58,37.72,49.49,32.67,23808.03,,
1990-02-12,,,2218.58,32.12,42.42,26.46,23808.03,,
1990-02-13,,,2218.58,26.88,31.10,21.98,23808.03,,
1990-02-14,,,2218.58,23.32,30.23,16.63,23808.03,,
1990-02-15,,,2223.94,30.42,40.45,20.09,26980.32,,
1990-02-16,,,2223.94,30.32,42.02,24.81,26980.32,,
1990-02-17,,,2223.94,30.99,36.91,27.64,26980.32,,
1990-02-18,,,2223.94,31.55,42.50,23.00,26980.32,,
1990-02-19,,,2223.94,39.40,48.39,26.30,26980.32,,
1990-02-20,,,2223.94,42.33,48.24,38.80,26980.32,,
1990-02-21,,,2223.94,47.04,59.95,36.13,26980.32,,
1990-02-22,,,2223.94,56.93,67.34,48.94,26980.32,,
1990-02-23,,,2225.14,46.12,55.31,35.73,27728.11,,
1990-02-24,,,2225.24,47.10,60.97,35.66,27792.26,,
1990-02-25,,,2225.24,48.95,63.41,36.44,27792.26,,
1990-02-26,,,2222.73,50.54,70.64,38.33,26241.21,,
1990-02-27,,,2223.22,58.72,69.62,49.02,26538.72,,
1990-02-28,,,2223.62,53.23,65.53,39.19,26784.22,,
1990-03-01,,,2224.05,51.39,61.60,39.82,27048.19,,
1990-03-02,,,2224.61,50.56,56.10,45.96,27397.34,,
1990-03-03,,,2225.03,48.06,57.04,41.40,27659.32,,
1990-03-04,,,2225.43,41.52,46.98,36.60,27912.06,,
1990-03-05,,,2226.03,40.63,48.39,34.24,28291.87,,
1990-03-06,,,2226.54,44.54,61.84,32.20,28620.44,,
1990-03-07,,,2227.09,40.27,45.40,32.35,28975.24,,
1990-03-08,,,2227.61,35.82,43.44,31.17,29314.64,,
1990-03-09,,,2228.03,41.37,55.86,27.56,29590.35,,
1990-03-10,,,2228.37,37.95,46.90,32.90,29816.63,,
1990-03-11,,,2228.77,33.51,40.77,30.31,30082.79,,
1990-03-12,,,2229.28,34.09,41.87,27.56,30424.79,,
1990-03-13,,,2229.71,35.87,45.72,24.49,30714.43,,
1990-03-14,,,2230.13,44.22,56.10,33.93,30999.37,,
1990-03-15,,,2230.60,50.24,62.78,34.87,31323.14,,
1990-03-16,,,2230.90,58.13,64.35,53.11,31529.71,,
1990-03-17,,,2231.17,54.01,61.76,49.34,31718.12,,
1990-03-18,,,2231.45,53.22,68.60,41.16,31916.00,,
1990-03-19,,,2231.65,51.72,61.60,42.10,32056.86,,
1990-03-20,,,2231.86,50.44,64.43,36.84,32205.49,,
1990-03-21,,,2232.17,53.12,67.65,37.39,32425.95,,
1990-03-22,,,2232.64,47.03,55.70,40.22,32761.95,,
1990-03-23,,,2233.06,48.55,58.38,42.42,33063.30,,
1990-03-24,,,2233.22,50.59,66.48,34.95,33178.48,,
1990-03-25,,,2233.56,49.01,59.48,39.51,33423.91,,
1990-03-26,,,2234.01,48.57,59.64,41.55,33750.05,,
1990-03-27,,,2234.34,50.17,66.24,34.63,33990.70,,
1990-03-28,,,2234.63,51.83,66.71,36.99,34201.83,,
1990-03-29,,,2234.83,50.06,63.49,36.36,34347.65,,
1990-03-30,,,2235.02,51.83,67.89,37.39,34486.53,,
1990-03-31,,,2235.13,54.58,70.25,39.27,34568.23,,
1990-04-01,,,2235.22,55.73,70.88,42.81,34633.60,,
1990-04-02,,,2235.49,54.84,68.28,41.95,34834.24,,
1990-04-03,,,2235.77,56.73,73.00,43.12,35041.23,,
1990-04-04,,,2235.95,58.64,72.14,44.93,35173.78,,
1990-04-05,,,2236.11,58.00,70.88,46.27,35292.72,,
1990-04-06,,,2236.29,60.79,71.59,49.18,35426.19,,
1990-04-07,,,2236.36,53.11,61.99,43.75,35477.95,,
1990-04-08,,,2236.46,49.23,62.15,36.21,35551.49,,
1990-04-09,,,2236.74,52.79,69.54,35.81,35758.51,,
1990-04-10,,,2236.87,58.66,72.45,44.30,35854.75,,
1990-04-11,,,2236.99,56.26,65.77,43.91,35942.83,,
1990-04-12,,,2237.05,56.02,69.07,41.40,35988.73,,
1990-04-13,,,2237.07,59.73,76.70,42.50,36002.53,,
1990-04-14,,,2236.93,63.97,80.15,48.86,35899.25,,
1990-04-15,,,2236.73,63.72,78.19,49.57,35751.25,,
1990-04-16,,,2236.73,54.90,60.81,49.49,35751.25,,
1990-04-17,,,2236.71,52.90,57.36,49.41,35736.72,,
1990-04-18,,,2236.67,57.43,67.18,49.73,35706.75,,
1990-04-19,,,2236.63,52.30,57.51,47.53,35677.70,,
1990-04-20,,,2236.55,55.00,64.12,48.00,35617.77,,
1990-04-21,,,2236.29,54.01,63.57,47.53,35426.19,,
1990-04-22,,,2236.07,52.37,58.85,48.71,35263.66,,
1990-04-23,,,2236.27,47.32,52.17,42.34,35410.75,,
1990-04-24,,,2236.46,46.64,55.39,38.80,35551.49,,
1990-04-25,,,2236.59,52.70,61.52,47.29,35647.73,,
1990-04-26,,,2236.72,52.99,63.72,41.08,35743.98,,
1990-04-27,,,2236.86,56.98,66.00,50.99,35847.49,,
1990-04-28,,,2236.73,46.49,53.35,37.78,35751.25,,
1990-04-29,,,2236.65,44.00,53.11,36.21,35691.32,,
1990-04-30,,,2236.80,49.17,64.90,33.06,35803.00,,
1990-05-01,,,2236.79,54.52,69.23,38.09,35795.73,,
1990-05-02,,,2236.76,58.77,72.37,44.78,35773.95,,
1990-05-03,,,2236.73,62.22,78.82,46.03,35751.25,,
1990-05-04,,,2236.59,70.71,91.32,49.02,35647.73,,
1990-05-05,,,2236.23,69.02,83.61,55.08,35381.70,,
1990-05-06,,,2235.86,50.69,59.40,41.87,35107.50,,
1990-05-07,,,2235.70,46.92,60.50,32.98,34989.48,,
1990-05-08,,,2235.49,53.09,71.59,33.22,34834.24,,
1990-05-09,,,2235.33,63.97,76.30,43.12,34716.21,,
1990-05-10,,,2234.98,53.61,66.48,42.89,34456.79,,
1990-05-11,,,2234.70,50.27,60.66,41.71,34252.82,,
1990-05-12,,,2234.33,49.88,59.08,40.69,33982.65,,
1990-05-13,,,2233.98,50.98,63.25,37.07,33727.82,,
1990-05-14,,,2233.73,50.83,60.81,42.81,33547.07,,
1990-05-15,,,2231.04,52.47,66.16,37.46,31626.52,,
1990-05-16,,,2233.32,56.24,71.11,39.19,33251.14,,
1990-05-17,,,2233.32,52.45,64.59,41.55,33251.14,,
1990-05-18,,,2233.32,51.34,60.11,41.08,33251.14,,
1990-05-19,,,2233.32,50.54,59.24,38.96,33251.14,,
1990-05-20,,,2233.32,51.08,59.48,45.33,33251.14,,
1990-05-21,,,2232.20,54.14,63.41,40.45,32447.00,,
1990-05-22,,,2232.26,47.99,55.08,45.80,32489.99,,
1990-05-23,,,2232.56,47.23,55.63,43.52,32704.93,,
1990-05-24,,,2232.76,47.87,56.10,38.96,32847.93,,
1990-05-25,,,2232.96,53.30,63.17,45.25,32990.93,,
1990-05-26,,,2232.94,55.20,61.36,46.98,32976.89,,
1990-05-27,,,2232.98,55.35,60.19,49.34,33005.84,,
1990-05-28,,,2233.06,52.86,59.64,48.16,33063.30,,
1990-05-29,,,2233.29,54.22,62.78,48.39,33228.99,,
1990-05-30,,,2233.60,48.92,54.45,41.95,33453.16,,
1990-05-31,,,2234.07,44.41,51.69,40.14,33792.99,,
1990-06-01,,,2234.43,48.83,60.03,35.18,34056.01,,
1990-06-02,,,2234.67,59.34,74.10,45.96,34230.46,,
1990-06-03,,,2234.82,57.28,66.00,48.47,34340.49,,
1990-06-04,,,2235.02,55.23,66.16,42.81,34486.53,,
1990-06-05,,,2235.17,56.65,67.58,42.97,34597.29,,
1990-06-06,,,2235.31,60.77,71.82,52.32,34700.78,,
1990-06-07,,,2235.42,59.65,72.14,45.40,34782.49,,
1990-06-08,,,2235.44,64.08,78.43,49.81,34797.02,,
1990-06-09,,,2235.28,63.03,73.94,52.64,34678.99,,
1990-06-10,,,2235.10,55.31,62.54,48.79,34545.54,,
1990-06-11,,,2235.08,55.28,66.16,42.02,34531.01,,
1990-06-12,,,2234.98,54.39,62.47,47.37,34456.79,,
1990-06-13,,,2234.84,54.06,65.14,45.80,34354.80,,
1990-06-14,,,2234.74,59.11,73.00,42.18,34282.34,,
1990-06-15,,,2234.59,62.34,76.07,47.06,34172.30,,
1990-06-16,,,2234.30,61.17,72.76,49.02,33961.18,,
1990-06-17,,,2234.06,57.36,67.81,50.28,33785.84,,
1990-06-18,,,2233.86,62.56,77.88,46.03,33640.99,,
1990-06-19,,,2233.70,68.88,83.93,51.07,33525.81,,
1990-06-20,,,2233.39,73.28,89.20,56.80,33301.64,,
1990-06-21,,,2233.02,79.72,97.84,59.79,33034.06,,
1990-06-22,,,2232.60,76.00,87.47,63.49,32733.88,,
1990-06-23,,,2232.10,67.34,81.73,50.59,32375.06,,
1990-06-24,,,2231.56,68.26,80.23,53.74,31993.78,,
1990-06-25,,,2231.12,67.75,80.94,53.19,31682.69,,
1990-06-26,,,2230.70,64.83,77.48,49.41,31391.43,,
1990-06-27,,,2230.18,64.48,76.46,51.93,31033.94,,
1990-06-28,,,2229.62,64.10,78.66,47.53,30654.19,,
1990-06-29,,,2229.07,69.42,84.09,52.56,30282.86,,
1990-06-30,,,2228.38,67.74,80.39,50.67,29823.14,,
1990-07-01,,,2227.67,64.09,75.75,51.54,29354.67,,
1990-07-02,,,2227.15,57.47,65.77,49.89,29013.66,,
1990-07-03,,,2226.69,61.60,77.48,45.64,28716.34,,
1990-07-04,,,2226.11,66.30,76.70,56.33,28343.75,,
1990-07-05,,,2225.81,61.86,73.32,51.69,28152.43,,
1990-07-06,,,2225.37,61.27,70.72,54.29,27874.19,,
1990-07-07,,,2224.78,65.95,82.99,46.66,27503.08,,
1990-07-08,,,2224.15,71.28,86.37,54.84,27110.56,,
1990-07-09,,,2223.64,73.72,87.86,58.46,26796.20,,
1990-07-10,,,2223.03,78.09,95.49,60.19,26421.96,,
1990-07-11,,,2222.44,80.92,94.94,68.68,26065.91,,
1990-07-12,,,2221.76,81.43,96.27,67.03,25657.78,,
1990-07-13,,,2221.09,80.02,94.46,65.06,25258.70,,
1990-07-14,,,2220.23,78.19,93.36,62.54,24754.84,,
1990-07-15,,,2219.38,77.97,95.25,60.42,24263.70,,
1990-07-16,,,2218.71,76.67,90.69,61.92,23881.83,,
1990-07-17,,,2218.00,73.47,86.29,59.64,23479.00,,
1990-07-18,,,2217.38,75.90,92.73,61.44,23133.05,,
1990-07-19,,,2216.78,73.34,86.21,63.49,22799.89,,
1990-07-20,,,2216.06,78.34,92.89,61.92,22403.79,,
1990-07-21,,,2215.24,80.58,95.72,63.80,21958.89,,
1990-07-22,,,2214.36,79.44,93.05,65.85,21487.06,,
1990-07-23,,,2213.64,70.60,83.46,56.33,21105.59,,
1990-07-24,,,2212.97,63.16,74.10,52.64,20752.66,,
1990-07-25,,,2212.36,63.42,74.49,53.66,20437.08,,
1990-07-26,,,2211.60,68.49,84.24,51.54,20047.15,,
1990-07-27,,,2210.67,73.04,88.72,56.80,19576.09,,
1990-07-28,,,2209.66,74.90,92.34,57.12,19072.63,,
1990-07-29,,,2208.65,78.79,94.23,62.94,18580.23,,
1990-07-30,,,2207.75,77.12,90.93,64.04,18148.32,,
1990-07-31,,,2206.86,73.43,88.10,59.24,17725.00,,
1990-08-01,,,2205.98,71.08,86.76,54.52,17311.50,,
1990-08-02,,,2205.06,71.90,88.49,54.37,16887.38,,
1990-08-03,,,2204.07,75.06,93.13,57.83,16439.70,,
1990-08-04,,,2203.00,79.96,98.87,62.15,15963.00,,
1990-08-05,,,2202.10,80.71,97.22,64.82,15570.71,,
1990-08-06,,,2200.30,78.43,94.39,62.47,14848.26,,
1990-08-07,,,2198.50,79.13,94.94,61.05,14125.81,,
1990-08-08,,,2196.70,81.48,94.07,68.60,13403.35,,
1990-08-09,,,2194.90,80.98,94.23,65.30,12680.90,,
1990-08-10,,,2193.85,80.94,95.64,65.61,12292.47,,
1990-08-11,,,2192.95,82.01,97.61,67.34,11963.96,,
1990-08-12,,,2192.47,79.07,90.61,66.79,11794.38,,
1990-08-13,,,2191.99,74.11,86.92,61.13,11624.80,,
1990-08-14,,,2191.50,70.06,84.09,57.91,11455.22,,
1990-08-15,,,2191.02,66.21,75.20,55.94,11285.64,,
1990-08-16,,,2190.54,66.44,76.70,58.22,11116.06,,
1990-08-17,,,2189.35,63.33,69.23,57.12,10714.91,,
1990-08-18,,,2188.24,57.40,64.59,53.03,10352.03,,
1990-08-19,,,2187.21,61.74,72.69,53.66,10021.71,,
1990-08-20,,,2186.45,62.67,75.36,52.80,9781.98,,
1990-08-21,,,2185.59,65.66,77.09,52.40,9514.33,,
1990-08-22,,,2184.70,68.91,81.49,55.86,9242.47,,
1990-08-23,,,2184.02,63.04,74.57,51.46,9037.16,,
1990-08-24,,,2183.41,58.99,70.33,46.51,8856.38,,
1990-08-25,,,2182.50,58.23,64.82,53.35,8589.33,,
1990-08-26,,,2181.59,60.42,70.41,51.14,8327.27,,
1990-08-27,,,2181.17,60.87,68.28,53.35,8207.47,,
1990-08-28,,,2180.74,65.05,78.90,50.04,8086.49,,
1990-08-29,,,2180.39,63.50,74.49,56.80,7988.93,,
1990-08-30,,,2180.01,61.38,72.14,52.24,7882.67,,
1990-08-31,,,2179.48,63.59,77.17,50.67,7739.51,,
1990-09-01,,,2178.81,62.51,71.66,53.03,7559.79,,
1990-09-02,,,2178.09,63.80,78.27,50.04,7369.68,,
1990-09-03,,,2177.41,67.75,82.20,52.17,7192.36,,
1990-09-04,,,2177.01,71.27,88.49,53.27,7088.18,,
1990-09-05,,,2176.48,71.04,90.30,53.82,6953.63,,
1990-09-06,,,2175.66,73.26,91.40,56.88,6746.21,,
1990-09-07,,,2174.45,68.08,83.46,54.05,6447.35,,
1990-09-08,,,2173.12,67.13,81.81,53.42,6126.52,,
1990-09-09,,,2171.76,69.02,87.62,53.82,5809.11,,
1990-09-10,,,2170.77,72.65,90.45,56.49,5582.53,,
1990-09-11,,,2169.65,68.74,81.96,57.20,5334.92,,
1990-09-12,,,2168.48,61.11,74.73,47.84,5085.75,,
1990-09-13,,,2167.26,67.25,89.51,48.55,4831.72,,
1990-09-14,,,2165.89,65.19,72.53,56.80,4554.34,,
1990-09-15,,,2164.23,60.29,69.23,51.93,4228.70,,
1990-09-16,,,2162.56,59.39,71.98,49.26,3912.71,,
1990-09-17,,,2161.24,62.17,76.54,49.57,3670.61,,
1990-09-18,,,2159.96,62.38,74.18,50.59,3443.10,,
1990-09-19,,,2158.60,61.60,75.75,48.31,3212.12,,
1990-09-20,,,2157.12,64.87,82.43,49.65,2968.68,,
1990-09-21,,,2155.41,72.87,91.71,51.77,2696.88,,
1990-09-22,,,2153.39,75.40,91.08,56.65,2390.73,,
1990-09-23,,,2152.34,67.96,81.49,58.38,2237.36,,
1990-09-24,,,2152.37,64.09,75.36,58.85,2241.65,,
1990-09-25,,,2152.54,61.47,72.84,55.08,2266.33,,
1990-09-26,,,2152.60,60.70,70.33,53.11,2275.07,,
1990-09-27,,,2152.64,62.05,75.20,51.07,2280.90,,
1990-09-28,,,2152.71,66.44,81.88,52.32,2291.01,,
1990-09-29,,,2152.73,66.30,81.96,53.27,2293.75,,
1990-09-30,,,2152.76,67.12,83.46,53.58,2298.21,,
1990-10-01,,,2152.76,63.58,74.65,53.97,2298.21,,
1990-10-02,,,2152.76,54.15,62.62,45.80,2298.21,,
1990-10-03,,,2152.77,57.09,69.62,45.80,2299.58,,
1990-10-04,,,2152.80,61.20,78.74,45.88,2304.03,,
1990-10-05,,,2152.80,51.83,59.48,42.18,2304.03,,
1990-10-06,,,2152.80,44.14,55.23,34.24,2304.03,,
1990-10-07,,,2152.82,44.35,58.38,32.04,2306.95,,
1990-10-08,,,2152.83,51.27,71.51,33.53,2308.49,,
1990-10-09,,,2152.84,55.60,75.60,39.12,2309.86,,
1990-10-10,,,2152.84,52.48,63.41,43.28,2309.86,,
1990-10-11,,,2152.84,49.38,65.77,33.06,2309.86,,
1990-10-12,,,2152.84,53.52,65.06,39.27,2309.86,,
1990-10-13,,,2152.84,52.79,59.32,42.97,2309.86,,
1990-10-14,,,2152.86,50.43,65.61,36.29,2312.78,,
1990-10-15,,,2152.87,55.20,63.88,46.98,2314.15,,
1990-10-16,,,2152.87,50.56,56.65,38.96,2314.15,,
1990-10-17,,,2152.85,53.88,68.68,35.42,2311.23,,
1990-10-18,,,2152.90,50.76,60.26,42.42,2318.60,,
1990-10-19,,,2152.92,42.06,50.04,36.91,2321.35,,
1990-10-20,,,2152.94,42.99,57.20,31.33,2324.26,,
1990-10-21,,,2153.01,46.40,54.84,39.27,2334.57,,
1990-10-22,,,2153.00,49.37,55.08,45.40,2333.00,,
1990-10-23,,,2153.03,49.36,62.31,38.33,2337.55,,
1990-10-24,,,2153.05,53.52,67.50,41.16,2340.35,,
1990-10-25,,,2153.08,54.64,68.36,42.02,2344.90,,
1990-10-26,,,2153.09,55.93,67.81,49.34,2346.30,,
1990-10-27,,,2153.10,58.25,77.17,43.20,2347.87,,
1990-10-28,,,2153.13,49.21,52.87,40.22,2352.24,,
