date,qd,qu,mm,mx,mn
1983-07-26,497.00,13.17,,81.10,54.37
1983-07-27,484.00,-11.82,,81.49,50.20
1983-07-28,470.00,-1.83,,88.80,63.02
1983-07-29,475.00,4.75,,94.23,63.33
1983-07-30,479.00,-119.08,,98.79,63.96
1983-07-31,479.00,19.55,,87.78,72.92
1983-08-01,484.00,-34.86,,96.67,56.96
1983-08-02,479.00,-45.05,,98.87,56.02
1983-08-03,488.00,-13.65,,94.07,58.93
1983-08-04,497.00,-43.54,,97.69,54.05
1983-08-05,497.00,-43.54,,99.57,54.37
1983-08-06,493.00,-72.38,,104.61,58.14
1983-08-07,497.00,-37.43,,95.96,71.35
1983-08-08,497.00,-37.44,,91.32,62.31
1983-08-09,497.00,-37.43,,93.21,65.06
1983-08-10,484.00,-29.84,,81.65,64.43
1983-08-11,466.00,-23.49,,83.06,57.51
1983-08-12,461.00,-2.83,,86.44,48.55
1983-08-13,448.00,-0.71,,93.91,51.54
1983-08-14,443.00,-0.67,,89.90,59.01
1983-08-15,443.00,-0.67,,87.23,66.63
1983-08-16,439.00,16.12,,92.03,60.42
1983-08-17,434.00,-4.37,,92.11,60.66
1983-08-18,434.00,14.20,,90.38,59.56
1983-08-19,430.00,13.37,,75.91,60.58
1983-08-20,416.00,42.11,,80.08,61.36
1983-08-21,403.00,69.43,,76.22,56.49
1983-08-22,389.00,33.44,,72.92,53.19
1983-08-23,322.00,65.41,,71.98,54.92
1983-08-24,277.00,24.07,,74.89,46.03
1983-08-25,269.00,129.71,,81.26,47.37
1983-08-26,227.00,107.83,,84.01,50.12
1983-08-27,198.00,10.73,,86.60,47.45
1983-08-28,198.00,21.53,,86.13,55.78
1983-08-29,223.00,28.53,,85.27,52.17
1983-08-30,256.00,25.50,,88.65,48.47
1983-08-31,252.00,75.53,,86.99,58.53
1983-09-01,219.00,64.14,,72.61,56.65
1983-09-02,198.00,64.74,,71.19,46.43
1983-09-03,151.00,53.77,,82.51,42.65
1983-09-04,126.00,10.75,,84.24,46.51
1983-09-05,126.00,7.15,,78.90,44.78
1983-09-06,130.00,36.37,,90.93,42.42
1983-09-07,126.00,25.16,,86.76,50.59
1983-09-08,139.00,-14.32,,73.79,-41.94
1983-09-09,172.00,5.33,,66.48,40.22
1983-09-10,177.00,3.24,,80.86,36.84
1983-09-11,172.00,19.52,,80.86,51.14
1983-09-12,172.00,37.25,,85.11,46.43
1983-09-13,172.00,40.80,,91.71,52.48
1983-09-14,172.00,37.25,,81.33,52.32
1983-09-15,172.00,37.25,,87.31,42.42
1983-09-16,185.00,36.06,,86.60,47.45
1983-09-17,206.00,35.79,,77.95,44.62
1983-09-18,214.00,22.52,,80.15,43.52
1983-09-19,214.00,-16.50,,62.62,39.43
1983-09-20,214.00,46.46,,61.52,33.45
1983-09-21,202.00,49.06,,70.56,32.90
1983-09-22,193.00,50.49,,81.33,38.96
1983-09-23,193.00,78.30,,71.98,56.25
1983-09-24,193.00,78.29,,78.90,46.43
1983-09-25,189.00,77.78,,85.03,42.10
1983-09-26,189.00,112.53,,80.63,46.43
1983-09-27,172.00,26.01,,67.81,48.94
1983-09-28,164.00,49.30,,63.72,31.65
1983-09-29,164.00,73.63,,65.77,28.89
1983-09-30,164.00,49.30,,67.89,43.60
1983-10-01,160.00,66.49,,66.79,45.25
1983-10-02,160.00,51.24,,63.33,46.03
1983-10-03,143.00,70.58,,72.84,39.51
1983-10-04,135.00,80.82,,76.85,40.84
1983-10-05,135.00,45.07,,78.35,38.17
1983-10-06,135.00,80.94,,77.01,40.14
1983-10-07,135.00,62.83,,71.04,37.31
1983-10-08,135.00,78.53,,73.63,44.07
1983-10-09,135.00,58.26,,65.85,51.22
1983-10-10,135.00,96.57,,63.64,45.09
1983-10-11,139.00,81.55,,67.73,34.32
1983-10-12,135.00,58.83,,64.67,30.70
1983-10-13,139.00,119.92,,52.24,46.11
1983-10-14,40.00,40.00,,52.32,33.85
1983-10-15,0.34,95.59,,59.95,28.34
1983-10-16,0.34,96.22,,63.02,29.29
1983-10-17,0.34,115.58,,64.90,35.18
1983-10-18,0.34,54.45,,61.52,35.50
1983-10-19,0.37,72.40,,64.59,32.83
1983-10-20,0.37,90.69,,66.40,40.92
1983-10-21,0.37,90.34,,74.49,39.12
1983-10-22,0.37,109.09,,67.26,43.60
1983-10-23,0.37,109.22,,57.91,35.66
1983-10-24,0.37,127.56,,60.34,26.69
1983-10-25,0.37,90.96,,64.90,33.06
1983-10-26,0.37,91.57,,67.73,29.68
1983-10-27,0.37,91.64,,70.48,30.15
1983-10-28,0.37,91.84,,66.95,38.01
1983-10-29,0.37,110.36,,68.13,36.76
1983-10-30,0.37,91.47,,65.77,47.37
1983-10-31,0.37,92.26,,57.67,41.16
1983-11-01,0.37,129.19,,60.26,36.99
1983-11-02,0.37,109.54,,56.88,38.57
1983-11-03,0.37,112.18,,65.06,48.24
1983-11-04,0.37,111.36,,61.21,46.51
1983-11-05,0.37,111.55,,60.74,40.92
1983-11-06,0.37,130.28,,66.24,44.85
1983-11-07,0.37,92.97,,49.10,28.66
1983-11-08,0.37,56.23,,47.92,21.43
1983-11-09,0.37,112.22,,41.40,33.61
1983-11-10,0.37,168.51,,52.17,39.35
1983-11-11,0.37,149.80,,57.59,34.24
1983-11-12,0.37,225.75,,48.63,31.65
1983-11-13,0.37,132.15,,44.54,34.48
1983-11-14,0.37,150.90,,46.74,33.06
1983-11-15,0.37,113.83,,50.12,36.52
1983-11-16,0.40,151.97,,55.70,37.23
1983-11-17,0.40,304.22,,54.68,39.12
1983-11-18,0.37,286.47,,46.66,33.45
1983-11-19,0.40,230.48,,41.40,33.45
1983-11-20,0.40,154.20,,40.53,23.71
1983-11-21,0.37,154.08,,43.68,18.75
1983-11-22,0.37,116.23,,35.58,18.83
1983-11-23,0.40,155.18,,39.27,31.49
1983-11-24,0.40,193.96,,43.20,34.48
1983-11-25,0.40,175.47,,42.34,24.81
1983-11-26,0.40,175.99,,43.20,25.44
1983-11-27,0.40,175.86,,48.63,31.33
1983-11-28,0.40,157.19,,45.33,30.62
1983-11-29,0.40,157.60,,36.99,23.63
1983-11-30,0.40,196.93,,31.73,25.04
1983-12-01,0.40,138.56,,34.95,14.19
1983-12-02,0.40,158.67,,29.84,16.32
1983-12-03,0.40,218.23,,32.51,24.65
1983-12-04,0.40,119.74,,42.81,17.26
1983-12-05,0.40,139.90,,39.51,24.73
1983-12-06,0.40,199.64,,43.52,31.57
1983-12-07,0.40,301.10,,48.08,37.94
1983-12-08,0.40,342.27,,41.95,32.20
1983-12-09,0.40,425.22,,39.67,32.90
1983-12-10,0.40,468.57,,49.18,37.07
1983-12-11,0.40,781.01,,38.64,33.69
1983-12-12,127.00,437.19,,41.63,29.21
1983-12-13,235.00,461.77,,45.33,38.33
1983-12-14,362.00,727.12,,41.55,33.61
1983-12-15,466.00,682.58,,39.90,25.51
1983-12-16,466.00,367.50,,31.25,22.92
1983-12-17,466.00,249.79,,31.25,22.53
1983-12-18,461.00,206.71,,31.57,26.38
1983-12-19,524.00,180.78,,36.76,19.70
1983-12-20,581.00,65.27,,24.57,12.86
1983-12-21,581.00,68.82,,12.86,4.76
1983-12-22,576.00,6.58,,10.81,-0.67
1983-12-23,576.00,-28.45,,4.21,-0.90
1983-12-24,576.00,115.81,,12.07,1.85
1983-12-25,576.00,59.37,,23.71,12.15
1983-12-26,571.00,18.76,,32.67,22.13
1983-12-27,571.00,101.38,,34.01,8.93
1983-12-28,571.00,104.52,,18.05,-2.71
1983-12-29,571.00,146.22,,21.90,18.05
1983-12-30,571.00,148.44,,37.70,20.88
1983-12-31,571.00,132.50,,30.31,19.93
1984-01-01,571.00,116.62,,21.43,14.82
1984-01-02,567.00,96.84,,26.14,20.40
1984-01-03,567.00,137.45,,34.71,23.39
1984-01-04,567.00,158.87,,33.61,18.67
1984-01-05,567.00,179.79,,34.24,25.44
1984-01-06,562.00,213.69,,34.95,28.42
1984-01-07,562.00,251.55,,31.65,26.46
1984-01-08,562.00,144.88,,33.45,23.86
1984-01-09,376.00,159.71,,29.84,21.98
1984-01-10,143.00,233.21,,35.03,23.47
1984-01-11,143.00,287.20,,36.44,18.67
1984-01-12,143.00,233.60,,32.12,22.84
1984-01-13,231.00,267.24,,32.43,17.49
1984-01-14,308.00,253.55,,23.16,5.86
1984-01-15,308.00,199.37,,18.36,-0.74
1984-01-16,308.00,163.89,,16.47,-5.78
1984-01-17,308.00,181.77,,7.43,-14.50
1984-01-18,308.00,136.36,,9.40,-10.89
1984-01-19,308.00,155.30,,14.51,-1.61
1984-01-20,308.00,174.23,,10.58,-3.50
1984-01-21,308.00,174.45,,20.40,5.62
1984-01-22,308.00,193.81,,27.79,17.02
1984-01-23,308.00,194.49,,44.07,23.63
1984-01-24,308.00,669.25,,51.14,35.03
1984-01-25,308.00,1054.57,,49.96,33.22
1984-01-26,308.00,998.99,,42.26,26.06
1984-01-27,308.00,674.53,,52.87,25.91
1984-01-28,308.00,529.16,,47.37,22.37
1984-01-29,313.00,441.83,,44.46,21.50
1984-01-30,313.00,368.58,,28.42,19.54
1984-01-31,313.00,387.12,,27.87,22.37
1984-02-01,313.00,313.00,,36.76,22.29
1984-02-02,313.00,294.39,,41.32,16.55
1984-02-03,244.00,262.61,,34.87,19.22
1984-02-04,139.00,268.84,,29.68,18.28
1984-02-05,139.00,287.37,,29.29,22.84
1984-02-06,139.00,269.40,,39.82,23.16
1984-02-07,51.00,237.82,,31.73,17.10
1984-02-08,0.40,262.42,,30.55,25.04
1984-02-09,0.40,338.84,,35.58,27.01
1984-02-10,0.40,246.24,,42.10,22.29
1984-02-11,0.40,246.78,,32.28,18.12
1984-02-12,0.40,286.37,,49.34,28.03
1984-02-13,0.40,556.20,,52.72,35.81
1984-02-14,0.40,989.03,,40.22,26.69
1984-02-15,190.00,817.44,,45.33,31.96
1984-02-16,515.00,712.55,,38.57,33.30
1984-02-17,557.00,379.13,,41.71,22.68
1984-02-18,552.00,296.42,,41.16,16.24
1984-02-19,552.00,218.66,,37.39,14.74
1984-02-20,416.00,240.63,,31.25,22.92
1984-02-21,286.00,364.12,,37.15,20.40
1984-02-22,256.00,314.56,,38.41,16.71
1984-02-23,256.00,333.88,,43.20,23.86
1984-02-24,256.00,334.29,,43.52,27.64
1984-02-25,256.00,275.63,,43.20,26.46
1984-02-26,256.00,295.19,,43.05,18.67
1984-02-27,87.00,204.77,,38.17,25.20
1984-02-28,0.40,255.84,,43.05,27.40
1984-02-29,0.40,296.82,,47.61,26.06
1984-03-01,0.40,297.57,,57.91,29.68
1984-03-02,0.40,478.99,,48.00,28.11
1984-03-03,0.40,462.11,,46.58,23.94
1984-03-04,0.40,404.24,,45.33,20.09
1984-03-05,0.40,366.28,,52.72,19.22
1984-03-06,0.40,422.76,,57.83,26.30
1984-03-07,0.40,520.77,,57.28,24.10
1984-03-08,0.40,826.94,,56.41,31.49
1984-03-09,257.00,1383.01,,37.31,35.89
1984-03-10,475.00,2125.43,,49.65,30.78
1984-03-11,479.00,2144.86,,54.37,28.27
1984-03-12,479.00,1970.18,,56.33,34.01
1984-03-13,660.00,2309.23,,46.11,36.05
1984-03-14,1210.00,3859.50,,52.01,39.35
1984-03-15,1610.00,3763.89,,47.61,37.62
1984-03-16,1680.00,2950.86,,52.95,38.17
1984-03-17,1790.00,2575.15,,49.89,32.51
1984-03-18,1910.00,1931.90,,51.22,28.50
1984-03-19,1880.00,1880.00,,60.11,39.19
1984-03-20,2100.00,2825.72,,65.77,40.14
1984-03-21,2650.00,3828.65,,45.80,36.05
1984-03-22,3030.00,2717.38,,52.56,34.79
1984-03-23,2650.00,2182.82,,58.22,31.25
1984-03-24,2410.00,2099.60,,49.10,33.61
1984-03-25,2190.00,1859.18,,46.82,26.77
1984-03-26,2020.00,1733.79,,44.30,36.76
1984-03-27,1920.00,1744.84,,49.57,31.88
1984-03-28,1800.00,1493.40,,49.73,29.84
1984-03-29,1710.00,1361.47,,49.65,34.24
1984-03-30,1670.00,1301.30,,54.37,25.59
1984-03-31,1670.00,1302.30,,52.72,35.50
1984-04-01,1660.00,1401.82,,55.08,38.33
1984-04-02,1660.00,1402.18,,53.74,32.75
1984-04-03,1650.00,1350.66,,56.88,27.64
1984-04-04,1480.00,1351.75,,50.20,40.14
1984-04-05,1530.00,1893.26,,55.31,39.04
1984-04-06,1660.00,2003.72,,47.45,31.10
1984-04-07,1660.00,1724.51,,57.43,27.17
1984-04-08,1660.00,1918.44,,52.09,35.97
1984-04-09,1670.00,2037.49,,46.19,29.21
1984-04-10,1620.00,1533.87,,50.20,35.89
1984-04-11,1290.00,1311.73,,50.83,25.67
1984-04-12,964.00,1158.75,,58.77,36.13
1984-04-13,876.00,1224.41,,64.04,26.06
1984-04-14,880.00,1251.28,,73.16,35.18
1984-04-15,880.00,1781.94,,81.10,39.59
1984-04-16,1100.00,2347.45,,75.52,40.84
1984-04-17,1530.00,2613.21,,56.41,44.07
1984-04-18,1750.00,2708.38,,55.31,39.43
1984-04-19,2020.00,2595.47,,47.68,36.76
1984-04-20,2190.00,2236.26,,56.49,35.26
1984-04-21,2120.00,1912.61,,63.57,29.60
1984-04-22,2020.00,1881.71,,70.09,36.29
1984-04-23,2010.00,2010.00,,57.43,37.62
1984-04-24,2020.00,1997.01,,44.85,31.10
1984-04-25,2030.00,1776.95,,46.11,31.41
1984-04-26,1840.00,1519.60,,47.84,34.48
1984-04-27,1720.00,1286.83,,53.74,27.40
1984-04-28,1700.00,1155.54,,55.55,25.36
1984-04-29,1690.00,1103.87,,53.27,31.88
1984-04-30,1220.00,972.86,,53.74,39.90
1984-05-01,1010.00,1144.75,,54.84,40.37
1984-05-02,1010.00,1527.60,,60.74,44.78
1984-05-03,1010.00,1394.45,,60.42,41.87
1984-05-04,1020.00,1565.61,,53.82,35.26
1984-05-05,1020.00,1408.95,,49.49,33.61
1984-05-06,1010.00,1330.88,,56.41,35.11
1984-05-07,1010.00,1194.24,,66.48,32.90
1984-05-08,918.00,1217.65,,78.35,40.06
1984-05-09,866.00,1190.33,,64.43,48.94
1984-05-10,1010.00,1335.03,,60.97,44.07
1984-05-11,1300.00,1416.45,,69.23,51.69
1984-05-12,1550.00,1620.06,,74.49,47.45
1984-05-13,1710.00,1639.94,,82.51,48.71
1984-05-14,1710.00,1663.45,,66.00,45.25
1984-05-15,1710.00,1686.64,,51.07,36.44
1984-05-16,1610.00,1540.13,,60.50,29.45
1984-05-17,1430.00,1313.64,,68.13,44.54
1984-05-18,1360.00,1151.50,,75.83,38.09
1984-05-19,1120.00,980.91,,83.22,44.78
1984-05-20,894.00,940.28,,64.35,51.85
1984-05-21,665.00,943.00,,59.08,44.70
1984-05-22,308.00,1124.86,,81.02,34.87
1984-05-23,674.00,979.42,,68.52,50.36
1984-05-24,613.00,986.85,,62.94,45.80
1984-05-25,618.00,912.77,,73.16,46.27
1984-05-26,613.00,840.75,,71.74,53.74
1984-05-27,613.00,841.30,,74.65,39.51
1984-05-28,613.00,749.81,,84.40,42.34
1984-05-29,484.00,782.10,,93.83,51.77
1984-05-30,421.00,765.60,,84.87,52.24
1984-05-31,430.00,753.17,,61.99,38.96
1984-06-01,430.00,777.02,,68.83,30.86
1984-06-02,613.00,798.89,,68.83,-28.58
1984-06-03,693.00,646.47,,69.54,45.01
1984-06-04,693.00,600.11,,64.35,50.59
1984-06-05,599.00,738.42,,66.55,46.82
1984-06-06,641.00,710.75,,59.48,45.33
1984-06-07,735.00,758.28,,58.22,45.64
1984-06-08,749.00,632.70,,61.68,38.96
1984-06-09,660.00,520.52,,54.45,36.44
1984-06-10,627.00,557.42,,67.81,44.70
1984-06-11,571.00,547.88,,67.03,40.14
1984-06-12,543.00,519.70,,67.03,42.34
1984-06-13,543.00,543.00,,99.81,44.07
1984-06-14,543.00,473.51,,79.05,44.30
1984-06-15,538.00,445.38,,83.30,48.08
1984-06-16,470.00,354.81,,77.95,49.49
1984-06-17,434.00,387.83,,79.21,41.47
1984-06-18,493.00,377.44,,82.20,48.94
1984-06-19,534.00,326.53,,84.79,53.50
1984-06-20,534.00,396.36,,69.15,48.79
1984-06-21,502.00,341.23,,60.03,41.55
1984-06-22,502.00,433.10,,73.32,39.82
1984-06-23,448.00,425.14,,84.40,41.71
1984-06-24,452.00,406.01,,93.36,53.50
1984-06-25,452.00,337.45,,91.40,53.82
1984-06-26,452.00,155.31,,91.71,53.03
1984-06-27,448.00,356.76,,90.06,55.15
1984-06-28,484.00,370.06,,99.65,58.06
1984-06-29,562.00,312.23,,79.45,59.87
1984-06-30,595.00,297.34,,79.37,44.38
1984-07-01,595.00,242.40,,88.65,45.56
1984-07-02,590.00,252.57,,86.84,53.66
1984-07-03,609.00,197.92,,91.00,48.79
1984-07-04,576.00,180.41,,93.91,51.46
1984-07-05,552.00,158.80,,96.19,56.18
1984-07-06,534.00,165.42,,87.15,67.81
1984-07-07,493.00,103.08,,87.07,56.18
1984-07-08,475.00,131.65,,86.44,49.89
1984-07-09,497.00,132.91,,82.59,59.64
1984-07-10,506.00,-105.57,,91.55,52.80
1984-07-11,506.00,-191.13,,96.90,54.37
1984-07-12,502.00,166.82,,88.25,62.39
1984-07-13,502.00,12.52,,89.04,49.57
1984-07-14,497.00,-100.17,,92.18,49.41
1984-07-15,497.00,57.42,,98.71,51.62
1984-07-16,497.00,804.42,,99.34,56.02
1984-07-17,497.00,79.88,,100.44,61.60
1984-07-18,502.00,21.53,,88.49,71.90
1984-07-19,479.00,109.17,,94.62,60.97
1984-07-20,479.00,46.34,,87.62,66.48
1984-07-21,484.00,10.67,,84.71,58.69
1984-07-22,488.00,38.54,,84.79,58.14
1984-07-23,475.00,91.75,,86.29,68.83
1984-07-24,466.00,105.08,,94.31,62.70
1984-07-25,470.00,132.23,,97.37,61.68
1984-07-26,470.00,28.58,,102.48,60.03
1984-07-27,470.00,30.98,,95.25,65.06
1984-07-28,470.00,-6.05,,84.01,66.16
1984-07-29,475.00,31.53,,87.78,59.01
1984-07-30,475.00,11.93,,92.50,59.56
1984-07-31,475.00,-29.24,,86.76,59.95
1984-08-01,479.00,43.18,,89.27,56.88
1984-08-02,466.00,32.37,,90.85,55.31
1984-08-03,457.00,25.31,,93.36,57.67
1984-08-04,457.00,113.80,,93.13,60.11
1984-08-05,461.00,119.29,,90.06,59.40
1984-08-06,457.00,10.57,,85.19,58.38
1984-08-07,461.00,58.79,,90.61,50.59
1984-08-08,466.00,-17.64,,98.63,53.42
1984-08-09,466.00,-35.56,,101.15,63.17
1984-08-10,466.00,29.97,,98.24,75.44
1984-08-11,475.00,0.13,,95.64,67.73
1984-08-12,488.00,-65.83,,95.25,68.13
1984-08-13,484.00,-4.90,,89.35,55.78
1984-08-14,488.00,2.33,,92.42,53.11
1984-08-15,506.00,-36.77,,93.05,59.08
1984-08-16,515.00,75.73,,94.70,65.69
1984-08-17,515.00,-23.24,,93.68,55.55
1984-08-18,515.00,-23.23,,93.44,58.14
1984-08-19,511.00,-27.24,,86.13,59.40
1984-08-20,511.00,-27.23,,87.47,44.93
1984-08-21,515.00,-23.24,,91.55,45.64
1984-08-22,511.00,-27.23,,91.87,57.91
1984-08-23,511.00,-27.23,,89.27,62.70
1984-08-24,511.00,-27.24,,87.86,56.49
1984-08-25,506.00,-32.23,,88.80,50.04
1984-08-26,506.00,-32.25,,93.99,54.13
1984-08-27,511.00,-27.23,,92.66,62.78
1984-08-28,511.00,-27.24,,90.85,54.45
1984-08-29,511.00,-27.23,,92.26,53.19
1984-08-30,502.00,-36.23,,74.73,59.40
1984-08-31,493.00,-45.24,,66.32,52.95
1984-09-01,457.00,113.13,,75.28,44.93
1984-09-02,430.00,86.13,,84.95,48.94
1984-09-03,430.00,86.13,,88.02,53.90
1984-09-04,412.00,68.12,,92.34,46.35
1984-09-05,376.00,32.13,,90.06,56.88
1984-09-06,367.00,23.13,,69.54,50.67
1984-09-07,385.00,41.13,,73.24,55.86
1984-09-08,421.00,77.13,,86.44,47.92
1984-09-09,421.00,77.13,,85.19,51.14
1984-09-10,421.00,77.12,,77.64,45.88
1984-09-11,380.00,36.13,,71.27,49.49
1984-09-12,344.00,0.13,,70.80,38.41
1984-09-13,331.00,-12.87,,78.11,43.68
1984-09-14,331.00,-12.87,,79.21,45.80
1984-09-15,326.00,-17.87,,85.03,45.09
1984-09-16,326.00,-17.88,,87.70,48.71
1984-09-17,326.00,-17.87,,90.85,50.75
1984-09-18,322.00,-21.87,,94.23,51.69
1984-09-19,322.00,-21.87,,89.59,54.13
1984-09-20,322.00,50.46,,73.87,52.72
1984-09-21,304.00,-2.38,,61.92,43.20
1984-09-22,295.00,43.46,,64.43,35.97
1984-09-23,295.00,44.98,,56.41,39.67
1984-09-24,282.00,68.22,,56.80,35.50
1984-09-25,273.00,60.44,,59.16,26.77
1984-09-26,273.00,149.11,,70.09,32.20
1984-09-27,256.00,-78.50,,68.60,35.11
1984-09-28,240.00,-75.52,,67.97,36.76
1984-09-29,235.00,95.76,,72.61,36.21
1984-09-30,235.00,95.61,,70.09,38.64
1984-10-01,235.00,61.31,,76.15,41.63
1984-10-02,231.00,92.87,,79.05,41.00
1984-10-03,231.00,92.77,,79.84,38.09
1984-10-04,179.00,92.72,,74.34,39.67
1984-10-05,187.00,84.13,,70.41,43.68
1984-10-06,189.00,103.07,,72.61,41.08
1984-10-07,189.00,86.05,,81.73,39.27
1984-10-08,208.00,88.14,,84.16,44.38
1984-10-09,219.00,116.89,,74.73,48.63
1984-10-10,219.00,82.58,,75.91,40.84
1984-10-11,218.00,64.92,,56.80,38.96
1984-10-12,193.00,108.14,,54.05,34.63
1984-10-13,177.00,92.69,,55.94,36.91
1984-10-14,177.00,109.31,,52.24,32.43
1984-10-15,150.00,369.83,,48.16,32.35
1984-10-16,119.00,102.08,,43.83,26.06
1984-10-17,90.00,73.02,,46.35,29.60
1984-10-18,85.00,85.00,,45.56,27.79
1984-10-19,59.00,92.90,,44.30,34.79
1984-10-20,46.00,63.04,,44.38,35.58
1984-10-21,46.00,79.98,,46.51,33.14
1984-10-22,18.00,86.03,,52.01,24.26
1984-10-23,0.13,119.37,,50.28,23.23
1984-10-24,0.15,119.22,,60.34,42.10
1984-10-25,0.17,119.98,,61.84,34.40
1984-10-26,0.19,103.04,,56.80,37.78
1984-10-27,0.19,120.42,,47.13,33.22
1984-10-28,0.19,103.02,,46.90,36.76
1984-10-29,0.19,103.65,,50.20,26.46
1984-10-30,0.19,121.07,,49.49,20.80
1984-10-31,0.19,86.83,,45.40,28.50
1984-11-01,0.19,121.14,,59.32,26.06
1984-11-02,0.20,139.18,,60.81,44.93
1984-11-03,0.21,122.20,,52.01,36.91
1984-11-04,0.19,139.43,,51.85,30.70
1984-11-05,0.20,105.18,,49.02,29.68
1984-11-06,0.20,158.03,,56.18,37.23
1984-11-07,0.20,88.07,42.51,51.38,37.31
1984-11-08,0.21,158.28,40.79,46.27,37.39
1984-11-09,0.21,123.86,39.44,46.19,32.28
1984-11-10,0.22,212.70,40.55,50.91,33.93
1984-11-11,0.22,213.04,41.50,47.13,37.70
1984-11-12,0.22,249.52,42.92,50.59,37.86
1984-11-13,0.22,197.35,44.31,46.66,40.53
1984-11-14,0.22,269.45,38.54,45.80,27.17
1984-11-15,0.22,198.81,32.68,39.59,25.99
1984-11-16,0.22,145.13,36.74,50.12,30.23
1984-11-17,0.22,163.10,35.83,47.29,25.04
1984-11-18,0.22,145.88,39.78,51.07,34.87
1984-11-19,0.22,164.40,33.34,37.70,28.74
1984-11-20,0.22,201.22,39.47,43.52,35.42
1984-11-21,0.22,220.65,39.39,44.78,35.97
1984-11-22,0.22,165.55,35.08,39.27,29.60
1984-11-23,0.22,240.65,37.12,43.52,34.32
1984-11-24,0.22,241.08,36.80,41.47,27.24
1984-11-25,0.22,261.24,31.46,39.82,23.71
1984-11-26,0.22,186.84,28.20,38.49,18.28
1984-11-27,0.22,206.68,34.97,43.83,28.97
1984-11-28,0.22,150.81,41.90,48.00,36.29
1984-11-29,0.22,150.76,36.21,39.27,34.40
1984-11-30,0.22,208.39,39.84,43.91,31.73
1984-12-01,0.22,152.00,28.89,38.64,19.54
1984-12-02,0.22,113.86,23.02,28.19,15.84
1984-12-03,0.22,114.55,26.91,32.04,22.53
1984-12-04,0.22,95.66,22.19,31.57,14.90
1984-12-05,0.22,76.74,20.87,31.57,12.86
1984-12-06,0.22,57.56,25.58,30.15,14.51
1984-12-07,0.22,76.42,21.81,34.32,13.56
1984-12-08,0.22,76.93,24.18,34.08,13.09
1984-12-09,0.22,133.43,32.91,37.46,29.68
1984-12-10,0.22,198.71,37.37,44.46,30.47
1984-12-11,0.22,144.50,28.05,33.61,19.38
1984-12-12,0.22,199.79,32.57,39.35,23.16
1984-12-13,0.22,127.12,25.14,39.98,16.00
1984-12-14,0.22,146.00,22.05,27.87,12.86
1984-12-15,0.22,146.33,23.47,26.54,17.18
1984-12-16,0.22,110.05,17.52,31.73,4.76
1984-12-17,0.22,109.80,15.53,24.33,5.07
1984-12-18,0.22,147.17,16.99,24.33,5.62
1984-12-19,0.22,92.29,5.88,16.16,-2.08
1984-12-20,0.22,147.78,7.31,16.63,-2.32
1984-12-21,0.22,92.08,27.82,42.02,12.78
1984-12-22,0.22,92.76,38.40,42.89,32.98
1984-12-23,0.22,167.00,39.58,42.89,35.34
1984-12-24,0.22,129.88,31.61,41.47,21.66
1984-12-25,0.22,149.23,22.17,28.42,16.63
1984-12-26,0.22,130.86,23.60,28.19,18.12
1984-12-27,0.22,149.81,31.32,39.90,20.56
1984-12-28,0.22,112.22,32.26,36.52,24.26
1984-12-29,0.22,150.41,33.54,40.69,28.97
1984-12-30,0.22,131.96,39.49,45.17,33.14
1984-12-31,0.22,131.72,29.90,37.78,19.62
1985-01-01,0.22,113.56,19.44,31.96,11.52
1985-01-02,0.22,113.75,20.51,31.80,13.33
1985-01-03,0.22,76.10,18.84,29.60,11.68
1985-01-04,0.22,114.08,17.86,29.37,9.87
1985-01-05,0.22,94.73,22.02,29.29,15.69
1985-01-06,0.22,114.44,24.13,29.05,19.07
1985-01-07,0.22,114.63,28.97,34.24,24.96
1985-01-08,0.22,133.98,30.51,43.60,20.56
1985-01-09,0.22,133.73,21.14,33.38,12.93
1985-01-10,0.22,115.36,23.88,25.51,21.74
1985-01-11,0.22,115.48,21.17,23.31,18.60
1985-01-12,0.22,115.69,20.83,23.55,17.34
1985-01-13,0.22,76.88,21.53,24.33,19.22
1985-01-14,0.22,96.62,21.18,26.06,18.67
1985-01-15,0.22,77.53,20.92,34.79,10.81
1985-01-16,0.22,135.71,23.42,39.27,13.56
1985-01-17,0.22,97.19,23.52,39.59,13.64
1985-01-18,0.22,155.12,24.97,36.29,16.55
1985-01-19,0.22,97.49,28.46,42.18,16.47
1985-01-20,0.22,117.15,35.22,45.17,27.40
1985-01-21,0.22,136.92,28.38,40.37,23.08
1985-01-22,0.22,136.73,29.63,36.36,22.92
1985-01-23,0.22,117.83,30.44,31.57,28.74
1985-01-24,0.22,98.36,27.07,32.28,18.44
1985-01-25,0.22,118.20,24.48,30.07,17.81
1985-01-26,0.22,115.94,18.77,32.59,9.63
1985-01-27,0.22,116.18,19.61,34.87,8.14
1985-01-28,0.22,121.22,25.71,34.01,20.48
1985-01-29,0.22,116.18,25.86,38.17,16.79
1985-01-30,0.22,116.18,17.33,30.23,3.97
1985-01-31,0.22,116.18,17.85,26.93,3.03
1985-02-01,0.22,121.22,11.84,20.09,4.05
1985-02-02,0.22,116.18,12.06,17.65,6.65
1985-02-03,0.22,116.18,11.53,22.05,-1.85
1985-02-04,0.22,116.18,-5.38,14.11,-22.68
1985-02-05,0.22,141.39,17.12,30.07,4.60
1985-02-06,0.22,136.35,21.35,31.73,16.24
