date,qd,qu,mm,mx,mn
1990-07-23,515.00,-103.05,80.94,92.81,68.60
1990-07-24,505.00,-140.96,69.77,78.27,61.99
1990-07-25,495.00,-89.98,60.24,68.28,50.67
1990-07-26,480.00,-80.05,69.35,84.40,55.78
1990-07-27,457.00,-73.57,75.83,92.34,55.86
1990-07-28,441.00,-71.62,78.93,93.68,57.75
1990-07-29,437.00,-80.23,81.56,97.29,63.80
1990-07-30,437.00,-68.69,83.11,103.27,63.64
1990-07-31,437.00,-82.83,79.98,93.05,64.20
1990-08-01,432.00,-86.44,77.90,92.73,63.96
1990-08-02,429.00,-63.82,76.10,90.38,59.56
1990-08-03,429.00,-64.96,75.95,92.34,54.21
1990-08-04,436.00,-88.67,81.15,98.63,60.26
1990-08-05,436.00,-79.42,85.58,105.00,62.39
1990-08-06,438.00,-82.92,85.03,106.18,61.52
1990-08-07,451.00,-108.08,86.48,104.68,63.96
1990-08-08,461.00,-86.85,87.37,103.43,65.37
1990-08-09,459.00,-150.35,83.54,98.63,72.92
1990-08-10,454.00,-88.12,81.84,95.88,69.23
1990-08-11,453.00,-115.14,79.80,95.25,63.41
1990-08-12,437.00,-105.58,80.65,95.96,63.64
1990-08-13,438.00,-134.16,81.67,98.87,60.74
1990-08-14,442.00,-187.05,83.04,101.07,64.12
1990-08-15,383.00,-185.14,82.03,93.83,70.01
1990-08-16,291.00,136.96,73.05,84.24,58.85
1990-08-17,205.00,-141.84,69.18,82.83,57.91
1990-08-18,124.00,-220.63,58.17,64.43,54.52
1990-08-19,74.00,19.64,55.53,71.35,47.29
1990-08-20,42.00,21.34,54.42,63.02,49.89
1990-08-21,28.00,8.62,61.39,73.24,53.35
1990-08-22,17.00,5.61,66.10,79.92,52.48
1990-08-23,12.00,1.58,69.18,83.46,56.65
1990-08-24,9.40,6.97,65.40,77.56,54.52
1990-08-25,7.80,6.77,61.58,70.88,54.84
1990-08-26,6.60,5.20,62.95,75.36,51.69
1990-08-27,5.50,4.47,69.38,83.22,58.69
1990-08-28,4.60,3.64,70.65,89.43,51.46
1990-08-29,3.70,3.51,71.24,88.49,56.41
1990-08-30,2.80,1.58,65.77,78.66,53.90
1990-08-31,2.00,1.52,66.46,84.40,44.85
1990-09-01,1.60,1.23,73.43,91.63,50.36
1990-09-02,1.20,0.83,72.52,87.70,54.60
1990-09-03,1.00,1.00,72.46,89.20,50.91
1990-09-04,1.00,1.00,76.15,93.28,59.79
1990-09-05,1.10,1.29,75.86,93.83,56.41
1990-09-06,1.00,0.81,74.43,89.04,60.50
1990-09-07,0.87,0.87,74.77,91.63,56.49
1990-09-08,0.84,0.84,74.47,92.26,55.23
1990-09-09,0.83,0.61,72.64,91.79,50.36
1990-09-10,0.64,0.38,74.00,96.82,51.07
1990-09-11,0.44,0.07,74.84,94.62,54.45
1990-09-12,0.26,0.08,70.06,86.52,50.59
1990-09-13,0.22,-0.19,70.20,88.41,45.33
1990-09-14,0.22,-0.41,71.49,90.38,51.77
1990-09-15,0.21,-0.38,66.56,76.93,56.33
1990-09-16,0.00,-0.37,58.44,70.33,43.91
1990-09-17,0.00,-0.26,60.54,75.83,45.09
1990-09-18,0.64,0.64,61.25,78.50,40.69
1990-09-19,1.20,0.83,63.93,80.08,44.15
1990-09-20,1.10,0.88,64.35,80.47,45.25
1990-09-21,0.28,0.28,61.23,82.83,37.94
1990-09-22,0.09,0.31,65.03,86.52,42.73
1990-09-23,0.00,0.00,68.86,84.95,53.58
1990-09-24,0.00,-0.22,67.64,88.33,46.74
1990-09-25,0.00,-0.19,67.42,82.59,53.97
1990-09-26,0.00,0.41,67.35,77.09,57.59
1990-09-27,0.00,0.18,64.95,81.33,48.71
1990-09-28,0.33,1.14,66.54,85.03,46.35
1990-09-29,0.83,1.42,66.31,86.05,44.78
1990-09-30,1.70,2.55,64.97,86.05,43.60
1990-10-01,2.90,4.12,63.89,84.87,45.17
1990-10-02,3.10,3.84,52.81,61.68,42.97
1990-10-03,2.90,3.93,58.40,74.97,41.47
1990-10-04,6.80,8.20,62.72,82.91,40.69
1990-10-05,9.80,10.47,57.12,69.62,43.91
1990-10-06,11.00,12.22,43.86,54.45,32.83
1990-10-07,15.00,16.40,40.64,56.80,23.39
1990-10-08,20.00,28.15,42.37,62.70,23.23
1990-10-09,27.00,40.62,48.93,74.65,27.72
1990-10-10,31.00,38.51,51.85,67.89,38.72
1990-10-11,35.00,37.70,42.69,61.13,23.23
1990-10-12,36.00,40.46,51.22,68.60,33.14
1990-10-13,38.00,39.88,52.79,60.34,43.60
1990-10-14,37.00,36.29,44.59,60.03,28.89
1990-10-15,37.00,36.42,54.23,68.44,41.87
1990-10-16,38.00,37.42,48.80,57.04,35.42
1990-10-17,25.00,42.96,39.33,59.01,22.21
1990-10-18,5.30,38.76,44.02,51.46,36.84
1990-10-19,2.60,33.94,40.98,52.32,30.31
1990-10-20,1.20,112.51,36.60,54.84,22.13
1990-10-21,0.50,175.35,41.93,58.77,31.10
1990-10-22,0.50,148.93,49.29,60.58,38.41
1990-10-23,0.50,159.61,44.35,62.54,30.55
1990-10-24,0.40,67.53,48.03,66.71,32.90
1990-10-25,0.40,31.04,53.41,78.35,33.69
1990-10-26,0.40,30.36,55.07,69.31,41.95
1990-10-27,0.30,28.07,54.43,75.67,35.89
1990-10-28,0.30,27.93,56.65,70.96,44.78
1990-10-29,0.30,27.80,51.33,66.32,38.25
1990-10-30,0.20,28.79,58.88,67.58,47.37
1990-10-31,0.20,19.63,50.03,63.25,39.12
1990-11-01,0.20,77.29,37.32,46.19,27.01
1990-11-02,0.10,82.21,31.15,47.13,16.94
1990-11-03,0.10,77.19,35.02,51.62,19.30
1990-11-04,0.10,83.10,47.44,57.28,37.86
1990-11-05,0.00,85.36,39.76,46.90,30.78
1990-11-06,0.00,103.18,33.26,48.63,20.17
1990-11-07,0.00,106.96,31.81,40.45,20.95
1990-11-08,0.00,85.36,44.65,55.55,35.89
1990-11-09,0.00,85.35,51.41,63.33,39.98
1990-11-10,0.00,93.63,43.03,68.99,27.87
1990-11-11,0.00,92.22,39.11,60.03,24.33
1990-11-12,0.00,92.90,38.97,59.79,25.28
1990-11-13,0.00,92.90,37.64,52.56,27.64
1990-11-14,0.00,73.23,41.07,50.59,29.52
1990-11-15,0.00,63.91,,,
1990-11-16,0.00,63.91,,,
1990-11-17,0.00,63.91,,,
1990-11-18,0.00,63.91,40.72,49.41,35.58
1990-11-19,0.00,91.54,31.86,42.18,23.16
1990-11-20,0.00,54.26,36.90,42.50,31.25
1990-11-21,0.00,85.22,40.78,47.06,33.85
1990-11-22,0.00,85.22,44.02,51.77,35.03
1990-11-23,0.00,85.22,44.33,61.13,28.66
1990-11-24,0.00,81.39,55.18,67.34,41.24
1990-11-25,0.00,84.68,46.78,58.46,33.22
1990-11-26,0.00,54.26,31.27,38.09,25.99
1990-11-27,0.00,67.41,35.25,41.16,29.76
1990-11-28,0.00,62.48,32.50,44.23,18.91
1990-11-29,0.00,71.53,-179.37,39.67,-9957.42
1990-11-30,0.00,54.26,36.08,45.25,20.09
1990-12-01,0.00,62.48,26.88,45.64,14.98
1990-12-02,0.00,36.17,32.55,39.12,23.00
1990-12-03,0.00,55.23,27.44,40.69,17.26
1990-12-04,0.00,78.98,36.48,56.10,25.59
1990-12-05,0.00,59.48,33.52,44.38,20.48
1990-12-06,0.00,57.53,27.01,44.30,16.24
1990-12-07,0.00,64.35,25.39,42.26,15.45
1990-12-08,0.00,64.35,32.15,46.51,23.63
1990-12-09,0.00,52.65,29.47,46.90,18.75
1990-12-10,0.00,89.70,39.62,50.44,33.06
1990-12-11,0.00,70.21,35.48,43.20,21.35
1990-12-12,0.00,69.23,24.00,35.81,16.00
1990-12-13,0.00,106.28,26.86,36.76,14.43
1990-12-14,0.00,37.05,18.23,29.84,6.09
1990-12-15,0.00,47.77,16.13,26.93,8.85
1990-12-16,0.00,47.77,18.08,28.03,5.70
1990-12-17,0.00,64.35,34.71,45.64,18.75
1990-12-18,0.00,62.41,36.88,44.38,26.61
1990-12-19,0.00,61.19,18.62,27.09,6.09
1990-12-20,0.00,29.07,1.82,9.87,-6.17
1990-12-21,0.00,0.00,-9.96,-0.51,-20.16
1990-12-22,0.00,13.42,-10.72,2.48,-26.53
1990-12-23,0.00,0.00,-3.70,6.09,-10.34
1990-12-24,0.00,0.00,-4.41,4.13,-13.87
1990-12-25,0.00,11.18,7.77,14.11,4.05
1990-12-26,0.00,6.71,10.71,16.00,3.81
1990-12-27,0.00,-12.30,25.23,46.43,7.82
1990-12-28,0.00,29.07,26.87,32.83,9.55
1990-12-29,0.00,0.00,1.42,12.23,-7.74
1990-12-30,0.00,7.82,1.64,13.01,-7.74
1990-12-31,0.00,12.30,10.44,20.33,2.56
1991-01-01,0.00,11.18,10.96,27.95,0.83
1991-01-02,0.00,25.72,8.48,26.30,-2.95
1991-01-03,0.00,16.77,9.89,23.16,0.59
1991-01-04,0.00,12.30,6.88,25.91,-5.93
1991-01-05,0.00,42.49,7.75,23.86,-4.28
1991-01-06,0.00,609.34,15.96,24.57,7.35
1991-01-07,0.00,54.79,20.18,27.17,9.95
1991-01-08,0.00,42.49,18.05,33.61,10.34
1991-01-09,0.00,42.49,17.77,23.78,9.55
1991-01-10,0.00,60.37,26.89,32.75,21.03
1991-01-11,0.00,62.61,32.68,39.74,26.69
1991-01-12,0.00,60.37,45.33,53.58,33.85
1991-01-13,0.00,65.97,45.16,52.40,35.34
1991-01-14,0.00,93.59,42.91,50.28,35.11
1991-01-15,0.00,141.62,41.40,46.51,30.15
1991-01-16,0.00,87.43,31.44,41.79,22.29
1991-01-17,0.00,107.14,38.70,56.25,30.07
1991-01-18,0.00,81.28,31.52,38.64,23.31
1991-01-19,0.00,100.98,33.20,43.12,23.39
1991-01-20,0.00,72.66,26.89,39.59,17.42
1991-01-21,0.00,81.28,23.83,41.55,12.31
1991-01-22,0.00,72.66,26.82,49.73,14.82
1991-01-23,0.00,46.80,27.86,48.31,16.24
1991-01-24,0.00,40.64,26.74,40.77,15.14
1991-01-25,0.00,72.66,21.84,36.13,11.60
1991-01-26,0.00,54.18,23.13,41.87,9.48
1991-01-27,0.00,59.11,26.12,49.65,10.97
1991-01-28,0.00,62.81,28.03,38.57,16.47
1991-01-29,0.00,18.47,20.15,36.52,4.37
1991-01-30,0.00,6.16,21.17,37.94,9.95
1991-01-31,0.00,0.00,25.46,34.32,16.55
1991-02-01,0.00,0.00,26.08,39.35,15.37
1991-02-02,0.00,-6.16,35.32,42.73,26.38
1991-02-03,0.00,6.16,44.13,57.04,32.98
1991-02-04,0.00,34.48,37.35,57.20,29.76
1991-02-05,0.00,94.82,40.49,53.74,32.20
1991-02-06,0.00,462.22,32.80,41.87,23.31
1991-02-07,0.00,138.84,35.96,38.72,34.16
1991-02-08,0.00,109.47,34.56,38.72,31.25
1991-02-09,0.00,122.83,34.58,37.70,32.90
1991-02-10,0.00,101.46,33.88,37.78,31.73
1991-02-11,0.00,100.13,34.58,42.26,29.60
1991-02-12,0.00,88.11,35.89,49.02,25.75
1991-02-13,0.00,94.79,46.16,54.37,37.78
1991-02-14,0.00,130.83,46.04,58.85,35.03
1991-02-15,0.00,170.27,45.83,50.91,40.06
1991-02-16,0.00,209.37,45.08,54.29,38.96
1991-02-17,0.00,169.49,40.57,49.81,28.19
1991-02-18,0.00,148.13,36.21,45.80,22.05
1991-02-19,0.00,138.16,45.61,57.67,36.60
1991-02-20,0.00,119.61,46.12,59.16,31.88
1991-02-21,0.00,129.49,43.43,60.03,28.19
1991-02-22,0.00,128.00,46.93,64.82,33.45
1991-02-23,0.00,122.05,39.50,56.02,26.22
1991-02-24,0.00,113.12,37.16,57.04,20.56
1991-02-25,0.00,114.61,39.12,60.11,21.03
1991-02-26,0.00,105.67,40.06,57.51,26.14
1991-02-27,0.00,98.25,39.38,61.84,19.77
1991-02-28,0.00,102.82,41.61,57.83,26.85
1991-03-01,0.00,109.05,47.79,58.53,41.00
1991-03-02,0.00,127.75,47.39,53.50,40.84
1991-03-03,0.00,143.33,50.92,63.41,39.27
1991-03-04,0.00,186.95,47.89,61.52,41.00
1991-03-05,0.00,252.64,34.40,45.25,27.01
1991-03-06,0.00,228.55,34.37,42.89,27.09
1991-03-07,0.00,150.19,36.49,56.18,19.77
1991-03-08,0.00,142.03,38.69,56.57,20.72
1991-03-09,0.00,125.70,42.44,57.28,28.42
1991-03-10,0.00,125.15,40.17,47.06,33.69
1991-03-11,0.00,100.08,38.15,47.37,29.92
1991-03-12,0.00,120.44,39.48,49.02,33.06
1991-03-13,0.00,100.09,37.44,48.63,28.97
1991-03-14,0.00,103.48,37.40,48.08,30.23
1991-03-15,0.00,91.60,37.48,54.45,26.06
1991-03-16,0.00,83.12,37.16,58.93,18.05
1991-03-17,0.00,81.42,43.05,66.00,23.94
1991-03-18,0.00,74.64,44.08,51.38,36.05
1991-03-19,0.00,103.48,40.97,48.63,34.71
1991-03-20,0.00,111.16,39.97,51.69,24.96
1991-03-21,0.00,115.85,40.26,54.29,23.63
1991-03-22,0.00,94.78,39.95,47.53,30.31
1991-03-23,0.00,103.57,43.26,49.89,37.54
1991-03-24,0.00,124.63,41.04,46.19,33.85
1991-03-25,0.00,122.87,39.45,46.90,33.69
1991-03-26,0.00,133.40,37.01,46.51,29.92
1991-03-27,0.00,133.41,38.36,51.14,25.04
1991-03-28,0.00,129.20,41.50,55.31,27.48
1991-03-29,0.00,107.35,43.86,56.49,33.61
1991-03-30,0.00,107.35,49.56,65.85,29.45
1991-03-31,0.00,138.28,51.59,66.79,34.79
1991-04-01,0.00,187.40,52.82,63.80,42.42
1991-04-02,0.00,245.63,51.16,61.29,42.57
1991-04-03,0.00,211.88,49.17,64.90,31.25
1991-04-04,0.00,224.81,59.57,71.59,46.11
1991-04-05,0.00,211.70,57.86,66.16,48.16
1991-04-06,0.00,213.57,43.87,54.84,36.21
1991-04-07,0.00,202.33,37.60,48.08,31.33
1991-04-08,0.00,198.39,39.87,55.70,21.90
1991-04-09,0.00,144.55,47.43,56.10,34.87
1991-04-10,0.00,136.84,34.73,44.85,24.41
1991-04-11,0.00,177.32,42.01,54.52,28.82
1991-04-12,0.00,104.08,49.75,61.76,35.66
1991-04-13,75.00,138.61,47.32,63.88,27.56
1991-04-14,150.00,130.73,49.61,61.21,36.29
1991-04-15,150.00,138.43,44.19,54.45,32.90
1991-04-16,151.00,141.36,42.32,48.16,38.01
1991-04-17,151.00,172.21,42.51,48.08,38.72
1991-04-18,133.00,152.27,45.92,56.65,38.88
1991-04-19,122.00,131.63,48.59,61.29,34.32
1991-04-20,132.00,132.00,52.41,61.76,44.93
1991-04-21,138.00,138.00,54.58,66.71,45.56
1991-04-22,163.00,122.53,54.58,71.11,38.57
1991-04-23,212.00,109.85,55.29,67.26,44.38
1991-04-24,243.00,115.79,47.88,55.00,41.32
1991-04-25,227.00,132.56,40.92,46.98,36.13
1991-04-26,231.00,148.12,39.09,50.91,27.79
1991-04-27,251.00,71.75,44.46,53.50,38.33
1991-04-28,263.00,98.06,46.14,60.89,30.15
1991-04-29,268.00,105.01,46.19,57.04,36.60
1991-04-30,277.00,12.85,48.92,63.72,31.73
1991-05-01,297.00,19.74,55.84,66.24,46.03
1991-05-02,314.00,834.81,52.87,61.21,44.30
1991-05-03,317.00,-7.10,51.05,63.64,31.96
1991-05-04,332.00,-14.58,54.39,66.95,38.09
1991-05-05,341.00,-19.45,59.81,72.69,49.49
1991-05-06,364.00,-30.82,57.93,67.58,47.68
1991-05-07,441.00,-65.07,59.20,74.97,50.36
1991-05-08,418.00,-22.59,51.77,56.88,40.92
1991-05-09,397.00,-9.05,43.88,52.80,35.50
1991-05-10,363.00,20.34,47.47,54.76,38.72
1991-05-11,345.00,24.39,47.39,56.88,39.98
1991-05-12,342.00,11.97,52.04,64.27,41.71
1991-05-13,314.00,65.86,52.62,61.13,47.13
1991-05-14,253.00,76.69,53.60,66.48,42.18
1991-05-15,228.00,102.30,54.65,70.25,34.08
1991-05-16,227.00,-654.31,60.09,67.18,54.45
1991-05-17,136.00,168.72,48.60,54.13,40.45
1991-05-18,61.00,247.95,45.60,54.13,38.80
1991-05-19,39.00,377.07,45.30,50.59,38.72
1991-05-20,5.70,588.84,52.55,64.67,44.38
1991-05-21,6.40,496.39,58.17,74.73,40.22
1991-05-22,6.80,337.59,62.47,77.88,45.33
1991-05-23,8.00,292.99,61.65,77.25,41.08
1991-05-24,8.90,240.25,63.82,79.76,47.45
1991-05-25,9.00,228.41,53.72,62.94,43.20
1991-05-26,25.00,186.49,51.30,63.80,40.61
1991-05-27,44.00,217.78,52.29,65.92,34.95
1991-05-28,137.00,165.09,53.93,64.98,45.40
1991-05-29,197.00,147.85,52.84,62.54,43.44
1991-05-30,196.00,141.59,52.10,61.44,44.78
1991-05-31,194.00,171.18,59.27,73.79,43.99
1991-06-01,180.00,134.36,65.18,81.65,45.09
1991-06-02,171.00,123.60,69.01,86.76,47.76
1991-06-03,190.00,75.91,64.22,76.46,53.50
1991-06-04,239.00,96.82,46.39,56.02,41.55
1991-06-05,262.00,154.93,45.73,53.58,40.61
1991-06-06,240.00,220.69,48.36,56.88,42.02
1991-06-07,227.00,284.92,54.54,68.91,39.43
1991-06-08,228.00,198.16,64.71,75.04,56.88
1991-06-09,228.00,135.45,65.80,81.33,47.29
1991-06-10,228.00,110.95,71.99,91.08,50.28
1991-06-11,227.00,67.55,70.68,81.57,56.10
1991-06-12,247.00,-0.67,61.72,75.20,49.26
1991-06-13,259.00,11.33,53.85,62.78,45.64
1991-06-14,256.00,48.75,54.46,67.34,40.06
1991-06-15,256.00,43.78,63.74,84.48,41.71
1991-06-16,237.00,49.26,62.63,73.71,50.20
1991-06-17,224.00,19.94,59.07,72.29,43.20
1991-06-18,235.00,33.03,67.41,81.73,49.96
1991-06-19,254.00,34.33,66.28,75.28,54.92
1991-06-20,271.00,17.06,57.55,71.43,49.73
1991-06-21,274.00,35.63,59.19,75.28,39.51
1991-06-22,307.00,52.85,64.67,77.32,48.79
1991-06-23,326.00,43.20,65.67,77.64,52.56
1991-06-24,324.00,39.72,61.53,71.90,52.48
1991-06-25,326.00,60.47,56.99,67.89,46.90
1991-06-26,312.00,94.08,57.32,67.42,48.16
1991-06-27,301.00,85.93,59.77,72.92,48.00
1991-06-28,278.00,94.72,62.52,73.24,55.86
1991-06-29,253.00,99.48,58.01,63.80,50.67
1991-06-30,245.00,84.80,62.80,78.35,46.19
1991-07-01,242.00,89.81,71.38,85.50,52.87
1991-07-02,262.00,52.40,76.41,94.62,54.68
1991-07-03,272.00,38.37,79.73,99.81,56.10
1991-07-04,271.00,25.35,80.32,100.28,57.91
1991-07-05,270.00,13.68,77.31,95.64,56.02
1991-07-06,282.00,27.28,75.80,92.89,58.77
1991-07-07,289.00,14.38,74.59,93.13,52.95
1991-07-08,285.00,17.77,77.57,92.97,57.75
1991-07-09,295.00,0.68,74.64,89.67,55.70
1991-07-10,301.00,-22.91,71.68,84.16,53.03
1991-07-11,303.00,3.36,74.44,91.40,51.69
1991-07-12,309.00,-7.41,80.11,98.00,59.24
1991-07-13,307.00,-20.59,80.65,95.09,64.59
1991-07-14,301.00,-29.55,76.21,88.65,65.45
1991-07-15,270.00,15.52,74.62,85.89,58.14
1991-07-16,243.00,14.84,75.70,87.62,61.44
1991-07-17,235.00,10.75,68.98,81.18,58.69
1991-07-18,194.00,19.47,70.62,87.78,52.32
1991-07-19,172.00,32.01,75.86,93.60,54.37
1991-07-20,179.00,31.02,77.54,94.70,56.73
1991-07-21,181.00,19.05,78.20,92.89,60.03
1991-07-22,182.00,-0.50,80.18,95.80,59.40
1991-07-23,172.00,-8.04,77.90,93.99,63.17
1991-07-24,140.00,-8.80,78.14,93.28,63.80
1991-07-25,126.00,15.47,72.04,86.92,59.71
1991-07-26,148.00,7.64,72.37,90.22,52.48
1991-07-27,187.00,-27.28,77.08,95.01,54.29
1991-07-28,197.00,-46.43,81.26,99.02,58.69
1991-07-29,190.00,-29.58,81.78,98.24,62.39
1991-07-30,190.00,-42.29,79.98,96.74,59.71
1991-07-31,195.00,-65.15,80.92,98.63,61.84
1991-08-01,212.00,2.55,75.95,88.02,63.17
1991-08-02,214.00,106.61,76.40,92.11,56.80
1991-08-03,196.00,-101.76,80.26,95.33,60.58
1991-08-04,123.00,-260.05,77.03,90.22,63.41
1991-08-05,65.00,12.99,72.02,84.56,59.95
1991-08-06,27.00,-6.46,75.75,94.94,56.57
1991-08-07,14.00,-8.43,77.68,90.30,62.54
1991-08-08,9.40,-7.27,77.49,97.69,55.39
1991-08-09,6.70,1.56,77.30,95.41,56.57
1991-08-10,4.40,0.83,70.46,86.60,57.04
1991-08-11,2.90,0.28,69.80,88.65,46.82
1991-08-12,3.10,1.04,72.51,91.16,50.12
1991-08-13,3.10,7.34,75.91,92.97,54.84
1991-08-14,4.20,3.42,76.09,92.81,53.50
1991-08-15,4.30,3.27,78.84,89.27,69.38
1991-08-16,4.50,4.13,73.80,86.44,64.20
1991-08-17,4.60,3.94,76.89,92.97,55.94
1991-08-18,4.20,3.65,80.57,97.29,64.27
1991-08-19,1.20,0.35,82.38,95.72,66.08
1991-08-20,0.61,0.06,81.03,99.34,60.19
1991-08-21,0.85,0.00,80.45,98.71,61.29
1991-08-22,0.21,-0.38,80.38,96.98,59.71
1991-08-23,0.00,-0.37,77.40,92.81,58.14
1991-08-24,0.00,-0.63,74.57,93.28,51.69
1991-08-25,0.00,-0.22,72.22,87.47,54.13
1991-08-26,0.00,-0.19,73.26,92.34,53.03
1991-08-27,0.00,0.00,72.11,84.79,56.41
1991-08-28,0.00,-0.44,67.79,81.02,54.84
1991-08-29,0.00,-0.19,70.44,89.83,49.41
1991-08-30,0.00,0.00,72.96,93.68,50.52
1991-08-31,0.00,-0.40,75.82,92.97,53.50
1991-09-01,0.00,-0.19,72.25,85.34,55.08
1991-09-02,0.00,-0.19,69.16,85.50,49.96
1991-09-03,0.00,-0.18,71.07,91.08,48.00
1991-09-04,0.00,0.00,74.25,93.83,50.59
1991-09-05,0.00,-0.44,75.02,93.83,55.70
1991-09-06,0.00,0.19,74.40,90.45,54.05
1991-09-07,0.00,-0.59,75.29,86.68,61.44
1991-09-08,0.00,-0.19,65.50,76.77,52.32
1991-09-09,0.00,-0.44,62.26,71.74,49.10
1991-09-10,0.00,0.00,60.93,69.46,54.76
1991-09-11,0.00,-0.18,61.78,77.80,42.97
1991-09-12,0.00,-0.22,64.47,83.69,42.81
1991-09-13,0.00,0.22,64.96,83.54,46.82
1991-09-14,0.00,-0.59,57.92,72.53,41.63
1991-09-15,0.00,-0.37,59.12,78.82,38.01
1991-09-16,0.00,0.00,64.03,87.78,39.12
1991-09-17,0.00,-0.26,67.21,87.23,44.07
1991-09-18,0.00,-0.41,65.50,83.93,49.65
1991-09-19,0.00,-0.18,66.21,89.12,42.81
1991-09-20,0.00,-0.19,66.22,88.17,45.33
1991-09-21,0.00,-0.40,55.92,69.31,40.69
1991-09-22,0.00,-0.26,54.09,71.90,33.77
1991-09-23,0.00,-0.19,58.72,78.11,37.15
1991-09-24,0.00,0.00,62.19,83.46,39.90
1991-09-25,0.00,-0.01,64.42,86.52,42.42
1991-09-26,0.00,0.00,67.11,90.38,43.83
1991-09-27,0.00,0.00,71.49,85.74,52.80
1991-09-28,0.00,0.00,62.18,70.17,56.88
1991-09-29,0.00,0.00,62.94,81.57,45.88
1991-09-30,0.00,0.01,61.77,84.09,40.29
1991-10-01,0.00,1.40,63.39,87.55,40.45
1991-10-02,0.00,1.62,61.86,81.41,41.55
1991-10-03,0.00,0.44,57.54,78.82,36.84
1991-10-04,0.00,0.19,51.47,70.33,31.10
1991-10-05,0.00,1.22,52.88,75.04,31.41
1991-10-06,0.00,2.44,56.29,80.23,35.34
1991-10-07,0.00,3.39,59.66,80.78,38.57
1991-10-08,0.00,4.05,58.40,79.76,39.04
1991-10-09,4.80,12.92,57.83,82.51,36.29
1991-10-10,11.00,23.21,59.04,84.87,37.39
1991-10-11,14.00,20.93,58.04,86.13,35.50
1991-10-12,15.00,18.29,60.35,85.89,38.01
1991-10-13,16.00,16.00,55.52,76.77,35.89
1991-10-14,16.00,12.71,55.88,84.71,35.26
1991-10-15,10.00,19.86,59.23,86.92,36.13
1991-10-16,4.10,29.11,60.26,76.22,40.92
1991-10-17,3.70,25.54,53.64,64.59,41.79
1991-10-18,2.30,23.56,46.15,67.26,31.65
1991-10-19,1.70,20.83,49.05,68.20,33.38
1991-10-20,1.20,50.75,50.27,71.90,30.70
1991-10-21,0.91,142.59,54.62,75.20,35.50
1991-10-22,1.20,115.33,45.84,58.30,33.53
1991-10-23,1.10,101.74,41.52,50.04,33.69
1991-10-24,1.00,126.94,39.41,48.00,30.07
1991-10-25,0.83,90.78,43.98,49.81,40.92
1991-10-26,3.60,43.08,45.31,50.28,39.67
1991-10-27,3.40,52.10,37.37,41.95,32.98
1991-10-28,2.40,38.93,35.07,42.34,27.01
1991-10-29,2.60,35.43,32.46,38.64,24.65
1991-10-30,2.10,31.37,24.88,34.71,16.47
1991-10-31,1.40,28.22,34.28,47.21,21.27
1991-11-01,1.30,41.75,40.03,43.20,36.99
1991-11-02,1.10,96.44,34.23,40.06,26.85
1991-11-03,0.34,89.74,31.82,36.76,28.19
1991-11-04,0.00,87.10,34.15,39.27,26.85
1991-11-05,0.00,91.83,43.17,57.83,35.66
1991-11-06,0.28,82.93,48.78,54.92,44.54
1991-11-07,0.83,127.24,47.23,51.46,45.09
1991-11-08,0.78,121.79,47.15,49.96,45.09
1991-11-09,1.40,90.00,47.97,57.36,38.72
1991-11-10,1.30,97.60,41.41,56.02,33.93
1991-11-11,1.10,97.39,39.78,49.18,32.90
1991-11-12,1.20,92.74,42.22,46.43,37.23
1991-11-13,1.70,87.14,44.58,50.36,32.35
1991-11-14,1.70,97.99,37.93,47.84,30.62
1991-11-15,1.30,89.45,31.19,46.66,20.40
1991-11-16,0.80,78.78,33.02,45.96,19.70
1991-11-17,0.87,64.61,42.84,49.41,36.29
1991-11-18,0.96,73.51,40.36,48.31,32.12
1991-11-19,0.94,87.26,34.86,41.95,27.48
1991-11-20,1.20,82.59,41.98,49.89,36.91
1991-11-21,1.30,76.93,36.52,43.91,25.28
1991-11-22,1.10,86.60,27.58,41.16,17.89
1991-11-23,0.77,63.25,28.55,36.76,21.43
1991-11-24,1.30,62.96,32.27,34.56,29.92
1991-11-25,2.10,79.38,37.74,51.62,32.98
1991-11-26,2.10,96.64,38.97,52.01,34.40
1991-11-27,2.00,104.76,38.50,44.23,35.34
1991-11-28,1.60,91.21,36.90,45.48,25.51
1991-11-29,1.40,98.69,31.69,39.12,23.23
1991-11-30,0.74,30.96,23.53,35.81,13.64
1991-12-01,0.00,64.35,30.90,42.89,17.34
1991-12-02,0.00,84.83,38.21,43.12,29.05
1991-12-03,0.10,84.93,35.41,47.61,28.97
1991-12-04,0.24,86.04,30.63,41.00,24.81
1991-12-05,0.44,85.27,34.30,39.43,27.01
1991-12-06,0.69,96.24,40.96,48.08,36.52
1991-12-07,1.30,102.70,37.84,44.54,27.56
1991-12-08,1.10,137.60,31.88,46.19,23.78
1991-12-09,1.10,135.65,31.30,41.63,24.41
1991-12-10,1.10,95.68,32.47,42.89,22.37
1991-12-11,0.91,104.59,31.29,44.30,20.56
1991-12-12,0.95,78.10,44.27,52.80,0.00
1991-12-13,0.95,87.04,32.16,43.91,22.29
1991-12-14,0.68,63.29,27.93,36.68,20.56
1991-12-15,0.31,17.08,26.10,37.70,20.17
1991-12-16,0.06,31.36,25.18,35.73,17.57
1991-12-17,0.00,54.79,25.77,34.01,18.20
1991-12-18,0.03,90.59,34.05,42.10,29.68
